,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686,C656,C654/3,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
0,MX4535-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070109,070207,070345,070451,070821,070938,071225
1,MX3651-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070109,070123,070207,070251,070703,070832,071139,071458,071710,071911,072335,072452,072609
2,MS1953-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070109,070229,070334,070608,070703,070810,070844,071011,071055,071128,071553,071710,072006,072407,072452,072558,072917,073033,073139
3,MX4021-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070109,070134,070251,070429,070725,070906,071139,071247,071341,071414,071542,071649,071721,072134,072302,072609,072844,073033,073214,073426,073543,073723
4,MX4041-0,,,,,,,,,,,,,,,,,,,,070109,070123,070440,070703,070906,071011,071150,071225,071436,071542,071732,071944,072101,072407,072558,072822,072938,073055,073150,073309,073404,073448,073902,074030,074254,074454,074655,074855,075319,075436,075604
5,MX4159-0,,,,,,,,,,,,,,,,070109,070207,070302,070345,070429,070535,070844,070938,071150,071247,071403,071436,071627,071754,072156,072302,072441,072726,072811,073011,073128,073236,073258,073404,073510,073532,073946,074103,074305,074644,074844,075056,075352,075458,075710
6,MX4338-0,,,,,,,,,,,070109,070513,070557,070652,070759,070844,071011,071214,071257,071341,071436,071754,071922,072134,072228,072346,072430,072547,072653,,073247,073426,073701,073819,073924,074030,074136,074232,074359,074454,074600,075012,075117,075319,075531,075743,075911,080156,080314,080442
7,MX4365-0,,,,,,070109,070134,070229,070345,070557,070821,071352,071447,071553,071659,071805,071911,072006,072050,072112,072217,072525,072715,072906,073000,073106,073150,073404,073510,073723,073851,074041,074315,074410,074527,074633,074738,074822,074939,075056,075117,075531,075721,080123,080431,080633,080858,081112,081229,081335
8,MX4383-0,070109,,070608,070652,070736,070917,071033,071128,071308,071436,071838,072419,072525,072631,072800,072855,073011,073117,073214,073247,073426,073712,073819,073935,074041,074147,074254,074421,074600,074717,074928,075107,075352,075447,075659,075911,080028,080123,080314,080358,080454,080931,081101,081346,081610,081812,081929,082333,082439,082607
9,MX4388-0,070759,071214,071447,071531,071553,071838,071922,072028,072156,072250,072452,073011,073106,073214,073342,073415,073532,073628,073712,073819,073935,074232,074432,074600,074705,074833,074917,075128,075247,075458,075626,075838,080134,080230,080454,080611,080655,080750,080858,081004,081050,081452,081621,081950,082237,082450,082712,083221,083327,083433
10,MX4458-0,071710,072050,072250,072335,072407,072715,072822,072928,073055,073258,073510,074030,074136,074232,074410,074505,074611,074749,074833,074928,075034,075352,075604,075805,075900,080017,080112,080241,080358,080527,080803,081004,081313,081430,081705,081823,081950,082036,082204,082322,082355,082818,082947,083232,083614,083817,084105,084414,084531,084700
11,MX4535-1,072430,073000,073258,073342,073404,073639,073735,073808,073946,074125,074538,075128,075247,075414,075520,075604,075805,075944,080039,080112,080230,080611,080836,081101,081207,081335,081430,081558,081716,081834,082025,082215,082534,082639,082902,082958,083115,083159,083316,083444,083506,083936,084116,084447,084745,084937,085306,085636,085817,085945
12,MX3651-1,073650,073957,074147,074254,074337,074644,074833,074939,075056,075150,075352,075849,075955,080101,080207,080302,080420,080538,080622,080706,080836,081134,081324,081452,081621,081739,081823,081950,082058,082215,082406,082556,082840,083019,083115,083210,083305,083338,083528,083614,083658,084105,084222,084458,084745,084948,085306,085709,085828,085956
13,MS1953-1,073757,074800,074950,075056,075128,075436,075520,075615,075743,075955,080156,080803,080909,081004,081101,081156,081324,081430,081514,081621,081739,082120,082226,082439,082545,082712,082756,082936,083053,083210,083349,083455,083806,084020,084127,084222,084317,084402,084531,084626,084700,085137,085306,085528,085839,090040,090254,090506,090635,090752
14,MX4021-1,,075743,080006,080101,080134,080302,080420,080538,080644,080814,081026,081525,081621,081750,081856,081950,082120,082215,082259,082417,082523,082840,082947,083115,083210,083327,083433,083603,083658,,084054,084211,084458,084615,084904,084958,085053,085126,085233,085317,085412,085839,090040,090305,090517,090718,090919,091215,091332,091500
15,MX4041-1,,080611,080858,080942,081026,081430,081547,081632,081801,081940,082248,082840,082936,083053,083232,083338,083455,083550,083647,083817,083925,084222,084339,084520,084626,084756,084831,084958,085126,,085506,085625,085923,090029,090305,090400,090517,090613,090741,090858,090952,091427,091555,091809,092137,092317,092710,093210,093316,093445
16,MX4159-1,,081514,081834,081918,082003,082237,082428,082501,082629,082840,083115,083614,083709,083817,083936,084032,084149,084350,084425,084509,084615,084904,085053,085328,085412,085528,085602,085732,085828,085956,090219,090411,090730,090825,090930,091025,091120,091153,091321,091416,091500,091853,092010,092210,092531,092744,092924,093400,093518,093636
17,MX4338-1,082014,082450,082712,082745,082807,083031,083126,083159,083338,083517,083914,084414,084509,084604,084649,084745,084853,084948,085020,085104,085159,085455,085614,085806,085901,090029,090102,090243,090338,090656,090836,091025,091310,091427,091533,091629,091714,091758,091948,092031,092126,092542,092659,093008,093221,093433,093625,094029,094135,094244
