,Bus,C690/1,C689/2,T360,T378,T397,T395,T366,T374,T406,T345/1,T317,M206/2,M216,M207,M63,M67,M65,M93
0,AA7032-0,,,,,,,,,,,,,,070117,070131,070226,070321,070627
1,AA7536-0,,,,,,,,,070117,,070332,072028,072100,072311,072416,072511,072616,072858
2,AA7246-0,,,070343,070449,070616,070659,070754,070859,070943,071405,071650,072931,073047,073333,073438,073606,073807,074207
3,AA7503-0,070837,,071354,071555,071701,071744,071817,071922,071955,072416,072554,073734,074040,074335,074451,074557,074747,075304
4,AA7637-0,071922,072144,072511,072659,072804,072909,073004,073058,073142,073628,073850,075231,075536,080119,080236,080415,080542,081214
5,MW4705-0,073058,073311,073850,074018,074156,074251,074430,074535,074630,075137,075431,080731,081036,081342,081510,081637,081837,082953
6,AA6952-0,073850,074156,074619,074841,074959,075053,075158,075326,075420,080036,080415,,081815,,082301,082431,083319,083606
7,AA69-59-0,075641,075757,080130,080247,080415,080520,080636,080803,080847,081353,081731,082942,083141,083427,083555,083700,083828,
8,AA74-39-0,080236,080341,080731,080836,081003,081130,081236,081404,081448,082049,082408,083711,083922,,,,,
9,AA7286-0,080636,081036,081404,081626,081804,081859,082015,082122,082156,082953,083141,,,,,,,
10,AA7706-0,081637,081815,082217,082431,082559,082705,082800,082858,083003,083700,,,,,,,,
11,AA7032-1,082015,082250,082610,082835,082931,083014,083119,083225,083308,,,,,,,,,
