,Bus,C669/2,C687,C675,C668,C678,C665,C663,C661,C659,C656,C654/2,C653/2,C692,C689/1,T360,T376/1,T363/1,T367,T365/2,T361,T325/2,T339/2,T311/2,T308/3,T300,T330/1,M172/3,M171/2,M134,M132/1,M129,M114,M113,M14,M12,M21/1,M95/3
0,MZ3956-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070109,070121,070205,070659
1,MZ4072-0,,,,,,,,,,,,,,,,,,,,,,,,,,,070109,,,071113,071240,071441,071546,071757,071840,071924,072113
2,MZ4228-0,,,,,,,,,,,,,,,,,,,,070109,070132,070205,070310,070416,070510,070543,071008,,,072254,072410,072538,072655,072857,072952,073035,073309
3,MX1067-0,,,,,,,,,,,,,070109,070205,070459,070710,070936,071030,071146,071502,071546,071641,071757,071935,072102,072146,072633,,,074322,074500,074700,074852,075019,075136,075410,075631
4,MZ3825-0,070321,070416,070521,070616,070638,070721,070809,070842,070925,071030,071135,071313,071502,071702,072018,072219,072443,072516,072622,072824,072908,072941,073046,073214,073320,073414,073848,,,075515,075620,075747,075925,080157,080241,080347,080925
5,MZ3556-0,071102,071157,071302,071346,071408,071441,071502,071535,071608,071702,071757,071946,072146,072208,072432,072559,072655,072717,072908,073108,073203,073225,073320,073414,073520,073531,074004,,,075504,075620,075758,075936,080157,080314,080503,080936
6,MZ3559-0,,071935,072051,072113,072135,072208,072232,072305,072337,072443,072538,072655,072824,072941,073214,073403,073458,073531,073720,074004,074037,074059,074238,074333,074438,074533,074957,,,080619,080820,080925,081125,081410,081548,081737,082021
7,MZ3740-0,072952,073203,073320,073342,073414,073458,073531,073603,073636,073732,073838,073953,074132,074322,074605,074819,074903,074936,075114,075315,075337,075410,075515,075620,075736,075820,080230,,,081610,081726,081842,081959,082147,082243,082443,082831
8,MZ3734-0,074205,074322,074449,074533,074555,074627,074649,074722,074756,074903,074957,075157,075359,075421,075715,075820,075914,080019,080135,080431,080514,080558,080714,080758,080903,080947,081432,,,082947,083052,083221,083400,083538,083644,083716,084200
9,MZ3987-0,075515,075620,075747,075842,075914,075947,080019,080052,080124,080230,080347,080442,080703,080831,081114,081220,081326,081421,081548,081853,081937,082021,082147,082254,082338,082410,082831,,,084244,084422,084654,084916,085126,085233,085305,085707
10,MZ3978-0,080758,080925,081053,081114,081136,081209,081232,081305,081337,081432,081526,081631,081759,081959,082305,082410,082515,082548,082736,082925,083019,083041,083158,083327,083433,083505,083917,,,085210,085327,085453,085610,085801,085907,085950,090235
11,MZ3956-1,082009,082126,082220,082243,082305,082338,082359,082432,082515,082620,082736,082914,083030,083210,083411,083611,083728,083750,083949,084138,084222,084244,084349,084505,084549,084611,085054,,,090403,090458,090657,090835,091108,091202,091413,091741
12,MZ4072-1,083254,083422,083538,083622,083644,083716,083739,083822,083855,084022,084127,084233,084443,084600,084822,085021,085126,085159,085338,085537,085621,085707,085812,085917,090035,090130,090603,,,092247,092436,092709,092923,093145,093303,093452,093840
13,MZ4228-1,083516,084927,085032,085105,085116,085159,085221,085254,085327,085432,085526,085656,085845,090013,090235,090425,090530,090614,090741,091014,091119,091151,091257,091413,091507,091529,091940,,,093241,093346,093503,093535,093840,093945,094208,094517
14,MZ3825-1,090235,090414,090519,090541,090636,090657,090730,090803,090835,090952,091108,091319,091529,091741,092035,092225,092330,092425,092637,092829,092923,093018,093123,093252,093357,093452,093924,,,095530,095743,095922,100102,100335,100451,100608,101051
15,MX1067-1,,091057,091224,091257,091319,091351,091424,091456,091540,091635,091741,091940,092141,092247,092520,092625,092732,092818,093007,093241,093325,093419,093535,093703,093819,093913,094327,,,095838,100018,100124,100241,100557,100735,100902,101302
16,MZ3556-1,091929,092057,092225,092247,092308,092341,092403,092447,092531,092709,092807,093007,093145,093325,093630,093830,094102,094147,094338,094611,094706,094749,094917,095044,095202,095246,095709,,,101356,101607,101913,102114,102303,102419,102546,103030
17,MZ3559-1,093051,093145,093252,093346,093408,093452,093514,093546,093630,093735,093830,094018,094147,094327,094633,094749,095022,095117,095308,095603,095647,095743,095849,095955,100113,100146,100557,,,102157,102408,102524,102640,102902,102958,103125,103422
18,MZ3740-1,094444,094528,094706,094738,094800,094833,094939,095022,095055,095202,095257,095425,095552,095743,100007,100102,100324,100407,100557,100818,100924,101007,101123,101240,101407,101451,101924,,,103328,103455,103550,103836,104038,104154,104355,104712
19,MZ3734-1,095213,095330,095508,095552,095614,095647,095709,095754,095827,095944,100040,100219,100440,100629,100924,101018,101240,101324,101534,101808,101841,101946,102103,102230,102357,102441,102925,,,104406,104522,104735,104905,105115,105254,105327,105806
20,MW5898-0,123155,100230,100407,100451,100546,100618,100651,100723,100757,100913,101029,101145,101407,101618,101935,102135,102357,102502,102640,102913,102947,103041,103147,103306,103411,103455,103932,,,132426,132626,132755,133028,133522,133618,133702,134009
21,MZ3987-1,101134,101229,101356,101440,101501,101534,101607,101650,101712,101830,101924,102146,102314,102502,102830,102902,103136,103233,103328,103550,103635,103730,103836,103954,104100,104133,104616,,,110040,110158,110337,110421,110654,110759,110925,111149
22,MZ3978-1,102618,102746,102936,103030,103103,103158,103220,103255,103317,103506,103613,103836,104122,104238,104605,104735,105010,105104,105220,105505,105612,105659,105806,105923,110050,110136,110559,,,112202,112352,112604,112637,112859,112954,113109,113258
23,MZ3956-2,103444,103539,103646,103730,103741,103825,103847,103921,104005,104100,104154,104322,104511,104616,104905,104948,105159,105243,105400,105612,105721,105806,105944,110050,110243,110305,110759,,,112247,112447,112615,112859,113058,113225,113331,113710
24,MW5943-0,104915,105209,105316,105349,105422,105516,105538,105612,105648,105817,105934,110050,110233,110359,110810,110958,111255,111411,111611,111917,112025,112119,112236,112352,112531,112604,113037,,,114536,114713,114946,115134,115336,115452,115557,115956
25,MZ4072-2,105828,110007,110125,110147,110233,110305,110316,110359,110505,110621,110759,110936,111127,111306,111644,111728,111950,112035,112247,112436,112531,112615,112743,112910,113037,113109,113542,,,115156,115419,115608,115818,120040,120124,120334,120701
26,MZ4228-2,110759,110947,111127,111211,111255,111328,111411,111506,111528,111655,111800,112014,112224,112319,112648,112827,113109,113215,113414,113733,113849,113933,114102,114229,114335,114419,114851,,,120450,120650,120923,121050,121323,121417,121500,121819
27,MW5966-0,111906,113258,113425,113520,113531,113626,113648,113743,113900,114018,114113,114251,114441,114619,114935,115102,115324,115441,115630,115945,120051,120145,120313,120450,120617,120701,121112,,,122650,122818,123018,123301,123701,123756,123850,124323
28,MP6392-0,,,112341,112414,112436,112520,112542,112615,112659,112805,112910,113048,113320,113509,113849,114007,114240,114335,114525,114830,114935,115018,115208,115346,115535,115641,120102,,,121652,121819,121945,122051,122251,122356,122555,123018
29,MS4914-0,113553,115029,115145,115219,115241,115324,115346,115430,115514,115630,115735,120018,120229,120356,120701,120755,121018,121112,121239,121500,121543,121638,121757,121945,122124,122156,122650,,,124250,124501,124903,125031,125210,125411,125528,125803
30,MX1197-0,113838,115651,115757,115829,115851,115924,115945,120029,120051,120251,120345,120523,120701,120807,121156,121323,121605,121703,121840,122102,122156,122251,122417,122533,122700,122755,123228,,,124831,124936,125137,125232,125506,125624,125814,130402
31,MX1067-2,,114124,114313,114357,114419,114452,114525,114558,114641,114808,114902,115102,115336,115503,115808,115840,120102,120229,120428,120733,120840,120945,121134,121301,121417,121449,121924,,,123712,123934,124145,124323,124618,124747,124925,125126
32,MZ3556-2,115902,120145,120324,120418,120501,120523,120606,120650,120733,120901,121018,121134,121417,121533,121851,122051,122334,122417,122650,123040,123134,123217,123344,123511,123650,123745,124217,,,125803,130014,130130,130413,130657,130805,130911,131427
33,MZ3825-2,120733,120912,121018,121112,121134,121217,121301,121344,121417,121533,121652,121851,122051,122301,122722,122829,123101,123228,123333,123628,123723,123817,123955,124155,124323,124344,124820,,,130625,130827,131121,131259,131521,131615,131721,132110
34,MP6422-0,,,122711,122744,122807,122840,122913,122945,123029,123206,123333,123544,123723,123806,124123,124323,124607,124724,124914,125114,125210,125305,125433,125624,125741,125824,130329,,,131943,132132,132321,132532,132626,132827,133101,133311
35,MZ3559-2,123606,123828,123945,124028,124101,124134,124155,124323,124355,124556,124651,124842,125042,125210,125517,125624,125846,125952,130151,130541,130657,130743,130911,131049,131227,131343,131827,,,133713,133914,134136,134244,134446,134603,134836,135216
