,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686
0,MX4598-0,,,,,,,,,,,,,,,,,,,,070100,070122,070414,070539,,070832,070926,071019
1,MX4365-0,,,,,070100,070215,070320,070435,070705,071019,071426,072009,072102,072207,072321,072416,072542,072635,072729,072835,073001,073325,073440,073638,073742,073857,073951
2,MX4458-0,070100,,071426,071519,071634,071843,071947,072052,072239,072438,072657,073220,073325,073429,073533,073616,073720,073918,074002,074045,074200,074525,074651,074828,075015,075130,075202
3,MX4535-0,073043,073231,073523,073648,073720,074045,074243,074315,074525,074723,074943,075505,075609,075724,075828,075933,080109,080213,080257,080403,080539,080915,081019,081216,081321,081446,081519
4,MX3651-0,074618,075151,075422,075547,075620,075807,080005,080048,080235,080350,080611,081112,081216,081353,081457,081540,081656,081822,081905,081947,082124,082415,082602,082803,082907,083022,083115
5,MX4365-1,083011,083304,083502,083545,083712,083921,084016,084109,084256,084517,084726,085225,085330,085445,085549,085632,085758,085923,090006,090100,090215,090507,090632,090851,090956,091111,091205
6,MX4458-1,083828,085610,085840,085902,085923,090121,090308,090402,090600,090758,091006,091507,091600,091705,091820,091914,092040,092155,092238,092310,092447,092822,093009,,,093520,093613
7,MX4535-1,091517,091748,092102,092217,092404,092612,092810,092905,093052,093250,093458,093947,094053,094146,094301,094334,094448,094614,094657,094729,094835,095116,095220,095347,095441,095534,095606
8,MX3651-1,093613,093958,094344,094448,094531,094740,094918,095105,095232,095336,095743,100243,100348,100503,100556,100700,100838,101025,101108,101151,101256,101609,101807,101932,102038,102132,102204
9,MX4598-1,095638,,100556,100722,100805,101025,101224,101422,101702,101922,102236,102841,103007,103111,103237,103414,103550,103706,103800,103854,104009,104311,104509,104645,,104959,105103
10,MX4365-2,101922,102329,102622,102705,102726,102946,103122,103226,103435,103656,103904,104415,104530,104635,104800,104906,105021,105125,105208,105253,105408,105649,105837,110024,110129,110233,110305
11,MX4458-2,101943,104718,105021,105103,105242,105512,105617,105710,105858,110003,110359,110911,111015,111130,111257,111340,111455,111611,111653,111808,111934,112237,112435,112622,112737,112830,112913
12,MX4535-2,103915,110828,111119,111202,111340,111611,111736,111934,112122,112258,112643,113248,113352,113528,113707,113821,114030,114206,114300,114426,114602,114958,115155,115404,115519,115635,115718
13,MX3651-2,113624,114145,114519,114623,114655,114904,115008,115102,115249,115332,115540,120052,120156,120354,120437,120542,120646,120802,120846,121022,121148,121430,121546,121712,121816,121931,122036
14,MX4458-3,121337,131044,131253,131430,131513,131755,132004,132108,132245,132425,132831,133403,133518,133635,133801,133854,134031,134135,134218,134344,134500,134802,135002,135254,135349,135515,135547
15,MX4598-2,,122036,122212,122306,122402,122611,122820,122913,123111,123247,123445,124018,124111,124237,124341,124435,124612,124727,124809,124935,125050,125435,125539,,125916,130031,130114
16,MX4365-3,,124539,124914,125028,125101,125320,125507,125539,125656,125800,130135,130719,130813,130929,131044,131138,131314,131513,131556,131618,131723,132026,132202,132425,132529,132633,132738
17,MX3651-3,133707,,134301,134406,134428,134658,134802,134857,135149,135349,135734,140225,140341,140519,140634,140728,140853,141113,141156,141334,141438,141802,142002,142139,142243,142410,142734
18,MX4598-3,140602,140936,141218,141334,141417,141719,141836,141940,142243,142421,142828,143550,143655,143904,144030,144206,144337,144502,144556,144722,144858,145222,145430,145652,145756,150425,150915
19,MX4365-4,,144051,144441,144524,144649,144941,145035,145139,145348,145525,145724,150436,150540,150706,150904,150958,151145,151311,151404,151519,151635,151958,152146,152333,152437,153135,153618
20,MX4535-3,150936,151123,151426,151551,151645,151948,152207,152322,152541,152656,153052,153712,153828,154026,154224,154413,154611,154821,154914,155040,155228,155541,155728,155915,160020,160742,161419
21,MX3651-4,152800,153207,153534,153618,153744,154037,154213,154318,154456,154727,154957,155530,155646,155801,155926,160031,160207,160333,160416,160541,160707,161023,161138,161326,161430,162244,162747
22,MX4598-4,,160857,161221,161337,161419,161827,162003,162118,162255,162526,162747,163341,163507,163612,163759,163853,164101,164238,164321,164458,164613,164929,165116,165420,165452,165901,170059
23,MX4535-4,171034,171243,171545,171721,171815,172024,172107,172305,172502,172638,172837,173350,173454,173609,173724,173817,173954,174047,174152,174246,174424,174726,174902,175050,175154,175309,175603
