,Bus,C686,C656,C654,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
0,MX3651-0,,,,,,,,,,,,,,,070059,070308,070424,070737,071039,071143,071247,071652,071807,071921
1,MX3783-0,,,,070059,070214,070330,070600,070716,070831,070913,071007,071050,071215,071308,071351,071745,071911,072202,072431,072618,072733,073057,073213,073338
2,MX4598-0,071204,071807,071921,072026,072223,072327,072557,072743,072859,072952,073057,073139,073317,073431,073504,073932,074048,074245,074618,074733,074920,075236,075402,075528
3,MX4159-0,,074141,074245,074349,074525,074650,074941,075014,075118,075202,075257,075330,075445,075611,075643,080100,080215,080529,080903,080946,081122,081423,081537,081703
4,MX4458-0,075632,080100,080154,080308,080446,080550,080924,081039,081154,081258,081401,081444,081620,081703,081735,082212,082327,082607,082922,083119,083318,083654,083808,084006
5,MX3651-1,081204,081433,081548,081652,081756,082004,082244,082349,082618,082701,082806,082900,083036,083119,083213,083611,083726,084038,084307,084507,084715,085226,085351,085517
6,MX3783-1,082754,083015,083108,083224,083444,083621,083934,084038,084142,084235,084340,084435,084550,084715,084747,085153,085320,085517,085840,090048,090307,090621,090736,090912
7,MX4598-1,084934,085538,085653,085757,090006,090121,090539,090653,090912,091006,091120,091214,091350,091422,091504,091921,092036,092358,092606,092742,092907,093405,093520,093646
8,MX4159-1,091214,091454,091536,091641,091807,092014,092315,092523,092616,092710,092813,092907,093032,093157,093240,093646,093800,094101,094352,094435,094644,095122,095247,095434
9,MX4458-1,093552,094029,094112,094205,094424,094644,095007,095133,095237,095341,095434,095527,095714,095757,095841,100257,100423,100725,100945,101121,101257,101600,101717,101821
10,MX3651-2,095205,095549,095632,095725,095924,100049,100330,100445,100704,100758,100851,100945,101132,101225,101257,101656,101821,102155,102435,102518,102705,103153,103308,103445
11,MX3783-2,101257,101515,101623,101738,101935,102144,102457,102705,102924,103028,103121,103215,103403,103445,103539,103957,104112,104248,104539,104715,104944,105446,105602,105740
12,MW5264-0,102030,102259,102403,102457,102654,102758,103028,103236,103341,103424,103549,103634,103811,103904,103936,104342,104456,104643,105005,105142,105308,105635,105730,105835
13,MX4598-2,103645,104216,104331,104446,104643,104757,105109,105308,105529,105635,105802,105856,110046,110140,110223,110653,110820,111134,111405,111448,111658,112035,112151,112328
14,MW5191-0,104342,104611,104704,104757,104933,105048,105330,105457,105602,105646,105813,105856,110024,110140,110223,110704,110831,111134,111405,111542,111719,112046,112201,112318
15,MW5112-0,,,,105540,105740,105918,110245,110422,110526,110631,110725,110820,110936,111040,111102,111521,111625,111939,112140,112318,112529,113020,113113,113230
16,MX4458-2,113638,114236,114330,114446,114645,114833,115137,115303,115523,115650,115744,115827,120016,120131,120225,120633,120800,121124,121407,121545,121804,122131,122246,122402
17,MX3651-3,120612,120800,120904,121041,121230,121356,121710,121900,122131,122246,122340,122413,122610,122726,122831,123249,123427,123813,124212,124255,124529,124926,125102,125239
18,MX3783-3,122549,122925,123008,123124,123322,123520,123824,123939,124201,124306,124424,124518,124645,124810,124904,125322,125448,125657,125949,130033,130252,130732,130900,131015
19,MW5264-1,124926,125052,125146,125239,125459,125646,130011,130159,130429,130544,130638,130732,130900,131015,131058,131518,131635,131939,132200,132243,132514,132850,133005,133121
20,MX4598-3,131141,131402,131528,131624,131813,132032,132337,132442,132651,132807,132911,133027,133237,133352,133446,133916,134104,134428,134709,134824,135107,135505,135621,135831
21,MX4458-3,134648,135254,135411,135505,135715,135925,140250,140354,140616,140731,140919,141024,141256,141400,141516,142027,142215,142551,143010,143220,143440,143932,144132,144446
22,MX3651-4,140804,141002,141107,141202,141339,141548,141850,142027,142247,142352,142446,142551,142655,142844,142938,143335,143502,143805,144121,144309,144540,145024,145151,145307
23,MX3783-4,142529,142728,142844,142948,143115,143252,143607,143712,143932,144110,144215,144309,144540,144635,144718,145151,145329,145632,145958,150157,150418,150911,151037,151236
24,MW5264-2,144635,145035,145140,145256,145506,145643,150031,150136,150345,150523,150649,150743,150922,151120,151203,151646,151833,152136,152533,152732,153024,153446,153624,153845
25,MX4598-4,150943,151938,152031,152157,152251,152407,152722,152930,153151,153330,153435,153550,153750,153856,154022,154450,154638,154858,155233,155433,155726,160102,160238,160415
26,MX4458-4,155339,155621,155715,155914,160155,160311,160613,160656,160907,161033,161159,161303,161533,161616,161710,162129,162255,162644,162959,163157,163451,163944,164100,164248
27,MX3651-5,161710,161941,162057,162151,162424,162623,163009,163103,163336,163502,163618,163734,163922,164038,164132,164540,164717,164950,165315,165503,165701,170121,170237,170426
28,MX4535-0,164100,164309,164403,164519,164728,164929,165254,165513,165744,165901,170028,170132,170331,170439,170532,170946,171133,171508,171801,172010,172302,172720,172835,173002
29,MX4598-5,170542,170752,170912,171101,171259,171436,171822,171948,172208,172356,172522,172709,172857,173013,173056,173538,173747,174155,174448,174542,174857,175352,175624,175812
30,MW5264-3,173224,173643,173809,173935,174112,174300,174603,174740,175013,175213,175308,175446,175646,175844,175916,180334,180545,180941,181402,181613,181857,182307,182435,182623
31,MX4458-5,175551,180010,180104,180208,180429,180512,180920,181150,181434,181624,181740,181835,182013,182129,182256,182728,182928,183253,183700,183754,184118,184442,184609,184746
32,MX3651-6,181813,182140,182245,182403,182655,182750,183105,183221,183451,183700,183826,184003,184129,184306,184410,184840,185005,185153,185541,185646,185927,190356,190513,190628
33,MX4535-1,184547,184840,184933,185038,185258,185445,185739,185844,190104,190208,190302,190408,190617,190711,190817,191237,191414,191645,192032,192136,192324,192731,192931,193140
34,MX4598-6,,191153,191248,191404,191602,191718,191949,192104,192335,192512,192638,192742,192952,193046,193140,193550,193751,194010,194336,194503,194817,195341,195457,221045
