,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686
0,MX4159-0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,-1
1,MX4338-0,,,,,,,,,,,,,,,,,,,,,1,3,1,1,1,-1,-1
2,MX4383-0,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
3,MR8024-0,,,,,1,1,1,-1,1,-1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,-1,-1
4,MX1197-0,,2,1,1,1,2,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1
5,MX4551-0,-1,1,1,1,1,1,1,-1,2,-1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,-1
6,MX4535-0,-1,1,1,1,1,2,1,-1,2,-1,1,1,-1,1,3,1,1,1,1,1,1,1,1,1,1,1,-1
7,MW3291-0,-1,,1,1,1,1,1,-1,2,-1,1,1,1,1,3,1,1,1,1,1,1,1,1,,1,3,-1
8,MX4598-0,,2,1,1,1,2,2,-1,2,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,,1,-1
9,MX4614-0,,1,1,2,1,2,2,-1,4,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,-1
10,MX3651-0,-1,1,1,3,2,4,1,-1,4,-1,1,1,-1,1,2,2,1,1,1,1,1,4,1,2,1,-1,-1
11,MX4021-0,,2,1,5,5,3,2,-1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1
12,MX3783-0,-1,3,3,5,4,5,4,-1,4,-1,1,1,-1,4,3,2,1,1,1,1,1,3,1,1,1,-1,-1
13,MX4159-1,-1,5,4,5,5,4,2,-1,5,-1,1,1,-1,4,4,1,1,1,1,1,1,1,1,1,1,-1,-1
14,MX4338-1,-1,4,5,5,4,2,2,-1,5,-1,1,1,1,4,4,1,1,4,3,1,1,1,1,1,1,-1,-1
15,MX4365-0,,4,4,5,4,4,1,-1,5,-1,1,1,-1,2,5,1,2,1,1,1,1,1,1,1,1,-1,-1
16,MX4383-1,-1,4,4,5,4,3,1,-1,4,-1,1,1,-1,2,5,1,1,1,1,1,1,1,1,1,1,-1,-1
17,MX1197-1,-1,2,1,3,4,4,1,-1,4,-1,1,1,-1,1,3,2,1,1,1,1,1,3,1,1,1,3,-1
18,MW5425-0,-1,1,1,1,1,3,1,-1,4,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
19,MX4551-1,-1,1,1,1,1,3,-1,-1,4,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
20,MX4535-1,-1,2,1,2,-1,3,2,-1,4,-1,1,1,-1,1,2,1,1,1,1,1,1,1,1,1,1,-1,-1
21,MX4598-1,,1,1,1,1,3,1,-1,4,-1,1,1,-1,1,2,1,1,1,1,1,1,1,1,1,1,4,-1
22,MX4614-1,,1,2,2,2,2,1,-1,3,-1,1,1,-1,1,1,1,1,1,1,1,1,2,1,1,1,-1,-1
23,MW2780-0,-1,1,1,1,1,1,1,-1,3,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1
24,MW5191-0,-1,1,1,1,2,2,-1,-1,3,-1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,-1,-1
25,MW5112-0,-1,1,1,1,-1,2,1,-1,3,-1,1,1,-1,1,2,1,1,1,1,1,1,1,1,1,1,-1,-1
26,MX3651-1,-1,1,1,1,2,4,2,-1,3,-1,1,1,-1,1,2,1,1,1,1,1,1,1,1,1,1,1,-1
27,MW3528-0,-1,1,1,4,1,2,1,-1,2,-1,1,1,-1,1,1,1,1,1,1,1,1,3,-1,1,1,-1,-1
28,MW5346-0,-1,2,1,1,2,2,1,-1,3,-1,,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,-1
29,MW5264-0,-1,1,1,2,2,2,1,-1,3,-1,1,1,-1,1,3,1,1,1,1,1,1,1,1,1,1,-1,-1
30,MX3783-1,,2,1,1,2,2,-1,-1,3,-1,1,1,-1,1,1,1,1,1,1,1,1,3,1,1,1,-1,-1
31,MX4338-2,-1,1,1,1,-1,3,1,-1,4,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1
32,MX4021-1,-1,2,1,1,-1,2,-1,-1,3,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
33,MX4365-1,,1,1,1,-1,2,1,-1,2,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
34,MX4159-2,-1,1,1,1,2,1,1,-1,4,-1,1,1,-1,1,1,1,1,1,1,1,1,1,2,1,1,-1,-1
35,MX4551-2,-1,1,1,3,-1,2,1,-1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1
36,MX4383-2,-1,1,1,1,1,2,1,-1,4,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
37,MX1197-2,-1,1,1,1,1,3,2,-1,4,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1
38,MX4535-2,-1,2,1,1,2,1,1,-1,3,-1,1,1,-1,1,1,1,1,1,1,1,1,5,1,1,1,-1,-1
39,MW5425-1,-1,1,1,1,1,1,-1,-1,4,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1
40,MX4598-2,-1,1,1,1,2,1,1,-1,3,-1,1,1,-1,1,4,1,1,1,1,1,1,4,1,-1,1,1,-1
41,MX4614-2,,1,1,1,1,1,1,-1,3,-1,1,1,1,1,2,1,1,1,1,1,1,4,1,-1,1,1,-1
42,MW5112-1,-1,1,1,1,1,4,1,-1,3,-1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,-1,-1
43,MX3651-2,-1,1,1,1,2,4,1,-1,3,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1
44,MX4021-2,,1,1,1,1,2,1,-1,3,-1,1,1,-1,1,1,1,2,1,1,1,1,4,1,1,1,1,-1
45,MX4159-3,-1,1,1,1,2,2,-1,-1,3,-1,1,1,-1,1,,1,-1,1,1,1,1,1,1,1,1,-1,-1
46,MX4338-3,-1,1,1,1,1,3,1,-1,3,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1
47,MX4383-3,-1,2,1,1,1,1,1,-1,2,-1,1,1,-1,1,2,1,1,1,1,1,1,1,-1,1,1,-1,-1
48,MX1197-3,-1,1,1,2,1,3,1,-1,2,-1,1,1,1,1,2,1,1,1,1,1,1,1,-1,1,1,-1,-1
49,MX4535-3,-1,1,1,1,1,2,1,-1,2,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1
50,MW5425-2,-1,1,1,1,1,2,2,-1,3,-1,1,1,1,1,4,1,1,1,1,1,1,1,3,1,1,-1,-1
51,MX4598-3,,,1,,1,1,-1,-1,3,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1
52,MX4614-3,,1,1,2,4,3,1,-1,2,-1,1,1,-1,1,2,1,1,1,1,1,1,-1,1,1,1,1,-1
