,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,MW5084-0,,,,,,,,,,,,070102,070113,070218,070355,070449,070532,070647,070752,070929,071128,071421,071608
1,MW4619-0,,,,,,,,070102,070637,070730,070824,070950,071106,071222,071421,071504,071558,071746,071851,072007,072237,072518,072612
2,MW4647-0,,,,,070102,070250,070543,070720,071945,072050,072144,072320,072457,072612,072800,072843,072937,073208,073312,073449,073542,073928,074115
3,MW5132-0,070102,071630,071935,072414,072612,072948,073208,073333,074616,074753,074857,075034,075211,075326,075535,075640,075745,075911,080027,080153,080341,080644,080811
4,MW4781-0,070333,,070647,071001,071233,071630,071840,072007,073042,073146,073240,073417,073542,073647,073834,073928,074021,074136,074219,074345,074544,074814,075002
5,MR7938-0,,,,,,,,072144,073218,073323,073417,073542,073658,073751,073856,073938,074043,074251,074356,074534,074742,075045,075128
6,MW4856-0,072518,,073020,073344,073625,074000,074147,074313,075315,075409,075503,075640,075806,075911,080110,080153,080319,080507,080623,080749,080937,081251,081449
7,MW5594-0,073823,074021,074302,074523,074825,074940,075138,075254,080110,080204,080247,080414,080518,080644,080821,080926,081020,081218,081312,081428,081543,081847,082035
8,MW4366-0,075315,075409,075557,075828,080038,080247,080601,080738,081743,081847,081941,082046,082150,082305,082515,082619,082713,082817,082935,083039,083144,083405,083532
9,MW5084-1,080947,081041,081251,081638,081847,082150,082410,082536,083553,083647,083730,083857,084014,084057,084224,084317,084413,084602,084656,084811,084948,085146,085312
10,MW4647-1,083857,084036,084256,084612,084822,084937,085157,085323,090348,090503,090557,090723,090900,091015,091214,091308,091413,091528,091643,091759,091937,092240,092427
11,MW5132-1,084014,085146,085543,085940,090128,090316,090618,090744,091737,091832,091937,092103,092240,092334,092511,092615,092731,092835,092950,093116,093326,093618,110638
12,MW4781-1,,090254,090514,090733,091004,091130,091434,091611,092554,092647,092741,092857,093012,093105,093232,093326,093430,093556,093701,093805,093859,094129,094330
