,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C659
0,MX1517-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070112,070136,070215,070256,070341,070416,070532,070648,070945,071050,071304,071400,071517,071603
1,MS2243-0,,,,,,,,,,,,,,,070112,070125,070215,070319,070352,070521,070543,070731,070923,071136,071231,071326,071433,071550,071636,071802,071835,071929,072002,072024,072046,072224,072540,072718,072824,,073118,073203
2,MS2365-0,,,,,070112,070416,070510,070605,070816,070912,071050,071136,071253,071603,071951,072119,072202,072257,072435,072529,072635,072835,073046,073308,073414,073457,073625,073741,073846,074014,074058,074152,074225,074247,074319,074522,074829,074956,075101,075156,075251,075324
3,MS1935-0,070112,073013,073235,073341,073530,073929,074025,,074416,074500,074650,074745,074913,075251,075639,075744,075827,080049,080059,080215,080310,080510,080659,080933,081038,081122,081238,081406,081512,081700,081806,081901,082006,082050,082217,082344,082711,082911,083144,083227,083344,083438
4,MS1903-0,071114,071253,071433,071657,071940,072307,072508,072613,072857,072919,073129,073224,073319,073647,074047,074225,074309,074427,074500,074628,074701,074851,075029,075302,075356,075451,075556,075722,075816,080016,080110,080153,080226,080310,080416,080532,080900,081027,081227,081417,081512,081544
5,MS1953-0,,074818,074945,075156,075418,075827,080005,080132,080416,080521,080626,080721,080827,081216,081555,081733,081817,081933,082050,082206,082301,082428,082638,082850,082944,083038,083144,083249,083344,083554,083701,083734,083828,083911,084017,084133,084511,084710,084826,084922,085038,085122
6,MS2259-0,074851,080521,080543,080911,,,081838,082050,,082333,082555,082754,082827,083206,083616,083744,083817,,,084249,,,084805,085038,085144,085238,085344,085510,085553,085815,085923,090123,090206,090228,090250,090417,090807,090852,,091126,091231,091314
7,MW5645-0,080438,082322,082606,082743,082901,083155,083333,083533,083828,083922,084100,084249,084438,084805,085144,085300,085344,085448,085553,085742,085826,090029,090333,090533,090639,090734,090840,091009,091104,091304,091409,091558,091621,091643,091704,091821,092136,092325,092515,092609,092652,092736
8,MX1517-1,,084155,084511,084816,085205,085615,085710,085849,090123,090217,090406,090501,090639,090947,091347,091525,091610,091726,091821,091958,092042,092231,092504,092652,092747,092830,092958,093147,093231,093358,093441,093608,093652,093724,093746,093840,094207,094333,094555,094627,094721,094743
9,MS2243-1,085955,090312,,090807,091126,091503,091643,091831,092125,092220,092420,092515,092609,092925,093314,093430,093514,093630,093713,093902,093946,094156,094355,094616,094710,094805,094932,095059,095131,095310,095342,095426,095520,095542,095605,095711,100030,100125,100253,100402,100457,100552
10,MS2365-1,,092158,092420,092641,092903,093242,093525,093641,093946,094029,094207,094250,094344,094649,095016,095142,095227,095332,095531,095626,095711,095900,100102,100338,100519,100614,100753,100931,101004,101130,101225,101319,101341,101404,101426,101521,101825,102025,102224,102340,102424,102456
11,MS1903-1,,093009,093136,093347,093535,094051,094207,094355,094627,094721,094826,094943,095005,095321,095711,095816,095900,100019,100051,100209,100304,100457,100753,101015,101109,101203,101319,101437,101521,101647,101731,101804,101920,101941,102014,102130,102445,102540,102729,102835,102929,103002
12,MS1935-1,,095944,100051,100253,100541,100909,101130,101247,101553,101637,101836,101952,102151,102518,102857,103024,103129,103351,,103540,103625,103909,104203,104404,104509,104604,104752,104930,105024,105214,105330,105436,105636,105658,105719,105825,110119,110308,110521,110615,110731,110816
13,MR8026-0,,,,,102846,103318,103540,103658,103920,103953,104224,104308,104352,104720,105119,105235,105330,105509,105531,105730,105814,110108,110404,110554,110648,110731,110912,111017,111111,111237,111332,111415,111520,111604,111626,111753,112135,112241,112505,112621,112748,112831
14,MS1953-1,,104509,104752,104941,105046,105352,105509,105658,110036,110152,110319,110415,110604,110933,111259,111415,111510,111731,111804,111945,112041,112241,112433,112643,112726,112809,112926,113053,113147,113314,113357,113441,113536,113620,113715,113831,114209,114454,,114716,114843,114915
15,MS2259-1,,110404,110709,110901,111216,111553,111837,,112230,112314,112527,112621,112643,113031,113408,113536,113620,113736,113831,114020,114114,114253,114527,114738,114810,114853,114959,115104,115158,115337,115432,115516,115622,115644,115739,115855,120210,120413,120551,120717,120836,120858
16,MW5645-1,,112325,112433,112726,112936,113252,113452,113609,113853,113947,114125,114231,114303,114632,115020,115125,115211,115410,115505,115717,115800,120044,120315,120518,120551,120656,120803,120920,121004,121226,121331,121415,121509,121531,121604,121709,122014,122057,122257,122403,122458,122542
17,MX1517-2,,114347,114600,114738,114904,115211,115421,115516,115800,115822,120000,120116,120232,120551,120931,121109,121153,121309,121353,121542,121625,121858,122108,122257,122403,122447,122553,122720,122753,122920,123014,123057,123152,123226,123308,123436,123801,123856,124057,124141,124235,124309
18,MS2243-2,,120232,120518,120825,121037,121415,121520,121647,121930,122025,122224,122319,122447,122837,123203,123341,123425,123552,123635,123845,123928,124130,124353,124604,124637,124720,124825,125004,125038,125206,125311,125344,125417,125501,125629,125745,130049,130249,,130521,130626,130720
19,MS2365-2,,122119,122414,122553,122753,123130,123308,123508,123917,124024,124141,124246,124331,124648,125049,125239,125344,125512,125607,125806,125850,130049,130249,130449,130532,130615,130709,130814,130847,131025,131108,131203,131258,131341,131415,131521,131901,132041,132334,132440,132556,132628
20,MS1903-2,,124002,124224,124353,124658,125100,125250,125428,125755,125839,130049,130144,130259,130615,131014,131141,131225,131404,131510,131710,131754,132019,132208,132418,132512,132556,132701,132829,132925,133052,133158,133303,133357,133419,133546,133714,134031,134209,134347,134547,134704,134747
21,MR8026-1,,125839,130028,130227,130615,131036,131119,131236,131605,131615,131805,131901,131956,132323,132701,132807,132903,133031,133114,133314,133346,133557,133747,133947,134042,134125,134231,134336,134409,134536,134631,134726,134831,134853,134915,135032,135420,135547,135853,135925,140042,140136
22,MS2259-2,131710,133620,133853,134104,134525,134915,135137,135326,135725,135747,135914,140042,140136,140440,140807,140935,141040,141157,141302,141512,141555,141806,142039,142249,142333,142416,142522,142639,142722,142839,142923,142955,143111,143155,143238,143355,143702,143757,,144113,144240,144313
