,Bus,C690/1,C689/2,T360,T378,T397,T395,T366,T374,T406,T345/1,T317,M206/2,M216,M207,M63,M67,M65,M93
0,AA6482-0,,,,,,,,,,,,,,,,,070109,070321
1,MW4503-0,,,,,,,,,,,070109,070825,071108,071309,071426,071458,071709,072130
2,AA7536-0,,,,,,,,,070109,,070659,071825,071930,072108,072202,072308,072403,072659
3,MW4229-0,070109,070216,070459,070720,070836,070930,071035,071142,071248,071753,071952,073309,073708,073931,074049,074144,074323,074821
4,AA7842-0,,071248,071520,071658,071814,071847,072014,072058,072141,072648,073036,074250,074536,074948,075126,075242,075421,075903
5,MW4619-0,,072416,072721,072815,072920,073015,073109,073152,073236,073752,074049,075232,075515,075736,075852,075958,080116,080531
6,MW4647-0,073203,073341,073741,073847,074006,074049,074228,074334,074419,075115,075359,080720,081217,081606,081733,081850,082006,082515
7,AA6952-0,073825,,,,,,,075159,075242,075903,080221,,081628,082006,082101,082229,082548,082810
8,AA7488-0,074959,075221,075526,075631,075736,075842,080009,080137,080232,080827,081144,082218,082548,082810,,,,083527
9,MW4825-0,075936,080159,080553,080658,080827,080911,081122,081239,081311,081806,082145,083516,083759,084044,084211,084327,084422,084844
10,AA7149-0,080339,080911,081206,081428,081606,081649,,,,082704,082915,084327,084600,084833,084949,085055,085151,085647
11,AA7101-0,,,082006,082218,082345,082440,082642,082737,082831,083938,,,,,090711,090806,090900,091250
12,AA7492-0,082726,,083222,083421,083538,083611,083727,083916,084022,,090059,091250,091545,091745,091901,092006,092145,092611
13,AA6482-1,,,,082821,082959,083043,083159,083316,083348,084305,,090259,,,,,,091756
14,AA7637-0,083222,084855,085151,085425,085541,085637,085720,085825,085930,090911,091407,092611,092835,093014,093119,093214,093330,093636
15,MW4503-1,,084127,084400,084633,084749,084844,085106,085214,085258,090427,091038,092207,092505,092706,092824,092941,093036,093414
16,AA7536-1,,,,090427,090533,090606,090722,090933,091016,,092420,,093826,094026,094120,094226,094414,094720
17,MW4229-1,090511,090555,090933,091028,091133,091228,091439,091702,091734,092549,092750,094026,094331,094553,094709,094814,094931,095554
18,AA7530-0,091356,091523,091901,092039,092251,092347,092516,092633,092738,093402,093731,094909,095205,095310,095427,095533,095627,100121
19,MW4619-1,092420,092549,092908,093025,093141,093214,093319,093425,093530,094258,094603,095815,100110,100331,100511,100616,100733,101135
20,MP5824-0,,093352,093636,093848,093953,094048,094247,094352,094425,094931,095310,100638,100925,101114,101230,101324,101429,101946
21,MW4647-1,093826,093942,094352,094553,094731,094804,094931,095038,095143,095804,100059,101418,101736,101935,102051,102146,102252,102738
22,AA6952-1,094625,094942,095238,095416,095533,095606,095721,095859,095943,,101157,102411,102705,102917,125736,125841,130008,130558
23,AA7706-0,095511,,100005,100110,100226,100309,100342,100438,100522,101030,101357,102611,102854,103044,103159,103304,103410,103905
24,AA7488-1,,100627,100925,101041,101157,101251,101451,101546,101641,102347,103011,,104515,104706,104814,104921,105059,105408
25,AA7149-1,101440,101652,102040,102157,102325,102422,102600,102727,102810,103548,104515,105832,110012,110211,110329,110435,110530,111025
26,AA6482-2,102516,102705,103116,103254,103359,103432,103537,103654,103759,104454,105558,110940,111131,111345,111451,111545,111713,112052
27,AA7492-1,103504,103821,104011,104159,104326,104421,104526,104621,104717,,110044,111214,111534,111713,111756,111851,112008,112349
28,MW4503-2,,104655,105026,105132,105301,105346,105452,105558,105705,110319,110940,112136,112444,112656,112802,112835,113003,113413
29,AA7536-2,110012,110055,110435,,,,,,,,,,113624,113707,113813,113907,114024,114459
30,MW4229-2,,111556,111851,112114,112230,112314,112517,112623,112728,113402,113613,114920,115225,115425,115552,115635,115813,120058
31,AA7530-1,,112158,112506,112656,112835,112858,113014,113130,113225,113834,114238,115530,115836,120109,120214,120257,120435,120920
32,MP5824-1,113120,113130,113435,113635,113740,113823,113939,114046,114142,114637,115058,120330,120625,120858,120953,121048,121131,121637
33,MW4825-1,114321,114531,114931,115109,115236,115330,115414,115519,115613,120247,120603,121837,122136,122336,122454,122528,122645,123026
34,MW4619-2,115613,115825,120131,120236,120330,120414,120519,120636,120730,121331,121648,122804,123110,123332,123448,123531,123638,124049
35,MW4647-2,,120719,121309,121521,121659,121754,121955,122147,122231,122921,123215,124513,124818,125052,125208,125324,125453,130040
36,AA7488-2,,123131,,,,123816,123910,124027,124133,,125041,130503,130726,131012,131128,131235,131329,131803
37,AA7149-2,,,,,124853,124925,125146,125324,125409,130040,130241,131435,131719,,,,132413,132649
38,AA6482-3,,,,130102,130135,130241,130431,130558,130642,131214,131413,132808,133051,133245,133350,133445,133613,133941
39,AA7492-2,130218,,130737,130927,131034,131117,131235,131413,131507,,132340,133518,,,134142,134247,134426,134733
40,MW4503-3,,,131708,131919,132024,132108,132202,132318,132413,133028,133306,134342,134626,134839,134944,135100,135216,135605
41,AA7536-3,132529,132711,133007,133147,133306,133401,133456,133551,133635,154643,134553,135721,140027,140205,140426,140531,140658,161708
