,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686
0,MX4598-0,,,,,,,,,,,,,,,,,,,,,,,070108,,,070450,070555
1,MX4159-0,,,,,,,,,,,,,,,,,070108,070239,070323,070355,070534,070923,071050,071240,071419,071536,071736
2,MX4338-0,,,,,,,,,,,070108,070121,070217,070312,070428,070512,070628,070818,070850,071040,071218,071547,071703,071830,071935,072051,072145
3,MX4365-0,,,,,,,,,070108,070206,070606,071112,071218,071323,071452,071547,071725,071819,071903,071957,072134,072501,072711,072934,073038,073154,073312
4,MX4383-0,,070108,070239,070301,070334,070523,070618,070712,070901,071007,071229,071736,071830,071935,072040,072134,072250,072344,072417,072533,072700,073028,073217,073406,073511,073627,073659
5,MW5346-0,070108,071050,071408,071504,071631,071841,071957,072051,072240,072439,072700,073228,073333,073449,073605,073732,073847,073941,074035,074119,074329,074656,074857,075023,075117,075233,075423
6,MX4458-0,070108,071758,071957,072040,072113,072428,072533,072617,072806,072923,073312,073826,073920,074014,074119,074224,074351,074540,074623,074656,074846,075201,075316,075507,075602,075718,075823
7,MX4041-0,,072711,072828,072923,072955,073154,073312,073406,073511,073710,073930,074435,074529,074656,074739,074824,074951,075138,075211,075255,075412,075729,075834,080044,080137,080253,080409
8,MX3651-0,072901,073522,073826,073930,074014,074235,074435,074540,074718,074929,075138,075635,075740,075834,080000,080054,080210,080336,080420,080514,080640,081006,081132,081436,081530,081646,081750
9,MX4604-0,073930,,074519,074602,074718,074929,075045,075106,075233,075351,075550,080044,080159,080347,080420,080503,080640,080744,080828,080912,081027,081321,081508,081646,081750,081906,082000
10,MX4021-0,074130,075244,075446,075550,075624,075823,080011,080105,080253,080409,080608,081111,081216,081321,081447,081530,081718,081812,081855,082011,082148,082525,082640,082840,082946,083102,083317
11,MX4598-1,075602,080148,080441,080618,080650,080840,080944,081049,081259,081447,081635,082148,082304,082337,082503,082546,082702,082756,082851,082924,083051,083412,083539,083708,083813,083929,084108
