,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,AA7536-0,,075021,075211,075529,075731,080500,,080936,081944,082050,082144,082300,,070108,082702,082808,083020,,,,,083847,084536
1,AA7842-0,082112,082440,082937,083506,083909,084226,084652,085149,090636,090752,090908,070108,070154,070302,070525,070558,070653,070906,071023,071152,071310,092906,115148
2,MW4705-0,,,,,,,,070108,070346,070452,070547,070726,070855,070939,071056,071204,071259,071406,071511,071627,071830,072103,072231
3,AA7530-0,,,,,,,,070108,070536,070642,070822,070855,071034,071141,071406,071500,071606,071711,071817,071935,072041,072337,072504
4,AA6952-0,,,084536,084844,085116,,070108,070206,071355,071500,071606,071744,071946,072052,072241,072359,072504,072653,072759,072917,073149,073436,093738
5,AA7303-0,070108,070939,071119,071427,071638,071649,072220,072515,073606,073747,073842,074106,074151,074246,074353,074449,074555,074734,074839,075010,075149,075423,075540
6,MR7964-0,,,,,070206,070441,070726,070844,071755,071852,071946,072125,072252,072359,072610,072643,072748,072844,072950,073106,073202,073531,073725
7,AA7759-0,,070324,070642,071056,071533,071755,071924,072030,073139,073257,073352,073520,073652,073758,074000,074055,074224,074308,074415,074544,074756,075053,075222
8,MW4647-0,071321,095329,095510,095828,100102,100301,100724,100947,102026,102132,102227,102356,102524,102608,102821,102948,103105,103233,103341,103448,103618,103935,104206
9,MW4825-0,071321,071500,071733,072052,072421,072621,072950,073308,074415,074511,074607,074734,074850,074959,075115,075233,075349,075456,075603,075720,075947,080254,080354
10,AA7101-0,,,,071841,072231,072526,072715,073001,073949,074055,074202,074331,074522,074628,074756,074828,074948,075149,075254,075412,075551,075826,080042
11,MW4938-0,,072136,072421,072748,073128,073257,073520,073809,074828,074937,075032,075149,075305,075349,075518,075625,075731,075925,080031,080137,080354,080638,080807
12,AA7492-0,072326,072632,073117,073509,073904,,074511,074617,075647,075804,075849,080020,080148,080254,080427,080532,080649,080755,080851,081009,081147,081423,081541
13,MW3430-0,,,,072632,072939,073117,073436,073758,074817,074915,075010,075115,075244,075338,075456,075551,075709,075914,080009,080127,080343,080638,080818
14,AA7252-0,,073257,073617,074044,,,074904,075211,,,,080532,080711,080807,081009,081126,081231,081423,081541,081658,081815,,082640
15,AA7871-0,,073915,074140,,074904,075138,075456,075815,080818,080936,081031,,081315,081423,081552,081647,081815,082039,082144,082300,082355,082735,082926
16,AA7637-0,,075849,080306,080638,080936,081253,081647,082112,083400,083528,083625,083741,083942,084109,084335,084451,084703,084822,084938,085043,085159,085457,085635
17,MW4366-0,080148,080522,080818,081253,081530,081742,082144,082451,083658,083825,083920,084048,084204,084248,084419,084525,084703,084822,084938,085054,085149,085457,085624
18,MS1935-0,080449,080755,081338,081731,082039,082300,082702,083053,084536,084703,084738,,092611,,,,,,,,,,
19,AA7488-0,,,085907,,090436,090614,090930,091236,081042,092422,092506,092644,092801,092855,093024,093141,093335,093536,093654,093749,093843,094140,094402
20,AA7530-1,081115,081519,081848,082322,082640,082926,083137,083836,085243,085412,085457,085624,085824,085929,090202,090307,090520,090646,090814,090919,091141,091426,091554
21,MW4705-1,082830,083115,083444,084004,084237,084451,085000,085529,091024,091152,091257,091415,091554,091639,091851,092008,092315,092455,092600,092706,092801,093046,093216
22,MW4825-1,084630,085043,085327,085802,090057,090256,090541,090858,091957,092125,092219,092358,092611,092706,092855,092951,093216,093408,093525,093621,093832,094045,094245
