,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C659
0,MS2365-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070110,070228,070301,070323,070439,070805,070921,071037,071132,071300,071343
1,MX1582-0,,,,,,,,,,,,,070110,070323,070722,070859,070943,071110,071205,071354,071427,071606,071818,072030,072114,072158,,072433,072527,072728,072803,072837,072921,072954,073049,073154,073500,073722,073914,074052,074146,074219
2,MX1708-0,070110,072103,072348,072611,072814,072943,073122,073249,073544,073606,073757,073914,074041,074420,074832,075021,075105,075255,075317,075600,075801,080035,080319,080541,080635,080730,080847,081015,081121,081259,081353,081426,081542,081625,081711,081827,082249,082344,082606,082711,082838,082923
3,MX1614-0,,070133,070406,070522,070711,070932,071027,071132,071322,071354,071511,071606,071756,072114,072444,072600,072633,072751,072837,072954,073016,073227,073511,073808,073841,073935,074041,074157,074252,074431,074515,074548,074621,074704,074821,074916,075244,075516,075801,075855,080002,080035
4,MX1722-0,,074103,074537,074916,075211,075656,075928,080057,080414,080508,080804,080847,081026,081353,081754,082005,082049,082311,082406,082923,082956,083206,083540,083825,083932,084028,084134,084240,084346,084558,084653,084843,084948,085042,085115,085253,085620,085725,085936,090041,090157,090220
5,MX4068-0,,075949,080436,080910,081320,081625,081922,082300,082439,082522,082711,082805,082945,083339,083731,083954,084039,084156,084240,084431,084525,084738,085147,085410,085515,085609,085714,085925,090019,090146,090242,090453,090547,090631,090653,090809,091136,091314,091526,091632,091750,091844
6,MX1545-0,,083413,083742,084017,084346,084714,085232,085504,085642,085747,090019,090146,090347,090809,091230,091442,091526,091654,091750,091950,092035,092246,092457,092720,092828,092923,093112,093240,093324,093502,093546,093702,093746,093829,093946,094135,094546,094724,094851,095007,095124,095157
7,MS2365-1,,084218,084453,084810,085210,085526,085852,090304,090714,090758,090958,091103,091147,091504,091844,092014,092046,092225,092330,092457,092542,092850,093123,093346,093502,093557,093735,093852,093946,094157,094241,094335,094441,094513,094535,094640,094935,095135,095314,095420,095526,095559
8,MX1582-1,,090113,090420,090703,091136,091537,091855,092141,092319,092446,092720,092839,093028,093357,093735,093913,094008,094135,094219,094419,094513,094724,094946,095157,095252,095346,095453,095622,095706,095856,095953,100049,100154,100238,100259,100416,100711,,101008,101113,101251,101324
9,MX1614-1,091621,092508,092828,093039,093302,093702,093757,093852,094208,094303,094503,094618,094724,095102,095442,095559,095644,095801,095845,100016,100100,100249,100521,100711,100744,100839,100957,101113,101146,101357,101452,101535,101641,101703,101737,101842,102137,102303,102535,102607,102734,102808
10,MX1708-1,094146,101019,101241,101557,101809,102126,102303,102408,102640,102745,103018,103145,103334,103716,104106,104222,104255,104413,104518,104656,104750,104940,105150,105402,105507,105603,105708,105805,105849,110039,110133,110239,110333,110406,110438,110605,110943,111037,111237,111343,111437,111510
11,MX1698-0,,094618,094807,095146,095442,095750,095942,100205,100459,100554,100817,100901,100946,101335,101737,101915,101959,102115,102220,102419,102441,102702,102924,103145,103240,103345,103453,103632,103716,103843,103949,104056,104244,104328,104507,104634,105002,105107,105246,105402,105518,105603
12,MX4068-1,,103431,103632,103759,104200,104529,104728,104846,105034,105107,105319,105402,105540,105911,110300,110406,110511,110638,110721,110943,111121,111510,111741,111953,112058,112142,112247,112414,112508,112646,112751,112846,112931,113014,113141,113331,113646,113835,114035,114141,114235,114308
13,MX1722-1,,105603,105838,110133,110543,110943,111121,111226,111354,111437,111647,111741,111825,112131,112519,112635,112718,112857,112953,113130,113214,113447,113657,113907,113940,114035,114152,114257,114402,114530,114624,114656,114802,114835,114857,115015,115354,115459,115605,115659,115815,115859
14,MX1545-1,,112236,112508,112751,113004,113436,113552,113707,113907,114024,114246,114414,114551,114942,115405,115532,115626,115804,115848,120027,120121,120353,120637,120858,120953,121048,121203,121331,121415,121545,121630,121714,121809,121853,122021,122149,122517,122706,122920,123026,123142,123215
15,MS2365-2,,114351,114624,114910,115120,115459,115605,115743,115848,120005,120226,120353,120542,120920,121320,121448,121534,121642,121736,121904,121948,122149,122434,122644,122706,122803,122910,123015,123048,123226,123353,123437,123521,123543,123606,123711,124005,124133,124311,124448,124543,124615
16,MX1582-2,,,,121131,121437,121948,122127,122233,122400,122455,122706,122825,123004,123331,123733,123850,123933,124101,124155,124343,124437,124659,124911,125110,125154,125237,125342,125458,125531,125648,125754,125849,125934,125955,130133,130300,130606,130755,131006,131050,131144,131206
17,MX1614-2,,122644,122931,123120,123425,123817,123922,124027,124227,124311,124437,124543,124710,125027,125404,125520,125615,125731,125849,130028,130122,130322,130544,130755,130839,130923,131017,131122,131206,131322,131417,131501,131555,131640,131713,131840,132135,132240,132407,132524,132607,132651
18,MX1708-2,123215,130912,131439,131702,131934,132218,132335,132451,132556,132640,132852,132946,133157,133537,133939,134055,134149,134319,134425,134555,134650,134838,135133,135347,135443,135526,135632,135750,135844,140003,140119,140202,140256,140318,140447,140625,141015,141131,141310,141415,141521,141628
19,MX1698-1,,125027,125320,125447,125742,130101,130300,130405,130639,130733,130850,130945,131039,131406,131819,131934,132019,132208,132251,132513,132607,132758,133008,133219,133252,133336,133442,133654,133738,133905,134011,134055,134200,134236,134309,134425,134744,134923,135050,135157,135241,135336
20,MX1722-2,,133313,133632,133811,134055,134544,134744,134900,135039,135133,135303,135410,135515,135855,140256,140424,140458,141712,141817,142054,142137,142337,142631,142841,142935,143040,143156,143313,143421,143706,143811,144014,144151,144235,144402,144456,144835,145004,145144,145249,145406,145451
21,MX1545-2,,135718,140014,140235,140636,141259,141321,141459,141722,141828,141946,142105,142253,142641,143051,143252,143347,143505,143612,143906,144003,144213,144413,144634,144740,144824,144932,145100,145144,145406,145502,145651,145839,145923,150050,150219,150546,150652,150840,151040,151207,151240
22,MS2365-3,,141617,141839,142043,142159,142841,142946,143156,143410,143516,143655,143822,144024,144402,144802,145015,145100,145217,,145502,145618,145934,150229,150524,150557,150641,150735,150934,151040,151250,151345,151523,151556,151640,151745,151913,152302,152451,152629,152756,152912,153018
23,MX1582-3,,144003,144213,144413,144718,145249,145355,145545,145640,145745,150007,150050,150229,150652,151051,151229,151323,151513,151629,151734,151818,152052,152313,152535,152651,152745,152850,153018,153112,153334,153501,153618,153746,153808,153852,154010,154410,154453,154716,154832,154948,155032
24,MX1614-3,,150124,150346,150608,151051,151745,151913,152030,152302,152440,152607,152756,153050,153406,153830,154020,154115,154242,154359,154600,154800,155105,155453,155654,155727,155759,155927,160105,160150,160329,160402,160446,160551,160634,160802,160921,161227,161417,161629,161734,161851,161936
25,MS4927-0,,151734,152008,152240,152618,152956,153218,153501,153746,153903,154042,154210,154336,154716,155116,155304,155348,155526,,155854,155949,160212,160413,160602,160707,160802,160858,161005,161038,161227,161333,161417,161523,161607,161712,161818,162137,162305,162516,162622,162739,162822
26,MX1698-2,,,,153830,154104,154421,154621,154749,,155242,155442,155621,155821,160212,160645,160802,160858,161048,161154,161428,161545,161807,162031,162232,162326,162422,162600,162706,162811,162917,163023,163202,163351,163413,163457,163635,164005,164144,164343,164532,164641,164714
27,MX1708-3,154348,155221,155421,155759,160022,160413,160551,160729,160910,161005,161300,161355,161534,161936,162359,162549,162633,162844,163012,163246,163340,163624,163910,164144,164238,164332,164448,164641,164714,164948,165053,165147,165252,165325,165453,165643,170022,170159,170326,170559,170727,170821
28,MW2856-0,,160802,161059,161702,161947,162315,162549,162739,163012,163055,163257,163435,163613,163944,164354,164554,164652,164842,164959,165158,165303,165515,165738,165949,170032,170127,170243,170421,170526,170810,170926,171010,171148,171221,171254,171400,171706,171917,172214,172309,172428,172501
29,MX1722-3,161851,162137,162800,163446,163846,164249,164405,164543,164842,164959,165136,165303,165358,165749,170159,170315,170421,170716,170832,171031,171137,171432,171728,171928,172002,172046,172203,172331,172450,172650,172744,172851,172946,173030,173102,173209,173538,173706,173951,174118,174245,174307
30,MX4068-2,,164005,164948,165537,165822,170116,170326,170505,170748,170853,171031,171210,171305,171633,172046,172258,172417,172556,172628,172902,172946,173209,173422,173655,173739,173823,173918,174046,174151,174350,174457,174541,174752,174836,175015,175144,175502,175703,175925,180031,180137,180221
31,MX1545-3,,165621,165855,170232,170505,171042,171232,171432,171717,171834,172013,172203,172354,172723,173135,173337,173422,173549,173644,173812,173856,174129,175015,175251,175335,175419,175535,175652,175747,175852,175958,180042,180159,180232,180316,180422,180727,180939,181211,181254,181411,181505
32,MS2365-4,170421,171454,171845,172013,172406,172712,172807,172935,173254,173337,173527,173633,173717,174035,174457,174647,174730,174910,175015,175206,175335,175557,181632,181844,181940,182026,182120,182247,182341,182458,182614,182753,182817,182850,183017,183134,183514,183652,183838,183956,184116,184149
33,MX1582-4,,173611,173940,174129,174457,174730,175004,175131,175502,175535,175641,175757,175958,180337,180716,180844,180939,181305,181349,181548,181632,181929,184516,184738,184822,184855,185002,185129,185238,185632,185748,185854,190010,190104,190220,190347,190747,190925,191147,191253,191433,191516
34,MX1614-4,175608,175747,180232,180611,181305,181822,182026,182258,182520,182637,182911,183006,183155,183536,184116,184316,184359,184549,184633,184929,185013,185238,185821,190104,190137,190220,190304,190358,190442,190610,190715,190831,190958,191031,191103,191209,191538,191716,192010,192115,192232,192316
35,MX1698-3,,182721,183017,183251,183725,184007,184254,184443,184855,185024,185142,185332,185405,185738,190758,190914,190958,191158,191304,191505,191611,191916,192148,192410,192443,192527,192632,192758,192842,193020,193136,193242,193347,193432,193516,193633,194021,194126,194358,194526,194631,194704
36,MS4927-1,,184254,184443,184654,184929,185215,185426,185643,190021,190126,190304,190409,190537,192010,192926,193103,193147,193303,193347,193600,193654,193843,194126,194336,194432,194526,194620,194737,194832,195054,195137,195243,195349,195410,195505,195610,195925,200031,200252,200358,200503,200558
37,MW2856-1,,190936,191114,191325,191716,192032,192221,192337,192632,192748,192915,193009,193147,194115,194620,194758,194915,195043,195148,195432,195537,195831,200114,200347,200419,200514,200558,200724,200830,201018,201051,201156,201357,201441,201503,201609,201926,202128,202424,202508,202624,202657
38,MX1708-4,,192243,192538,192758,193020,193421,193643,193810,194137,194315,194515,194610,194704,195116,200230,200409,200503,200641,200757,200946,201051,201335,201609,201831,201937,202033,202150,202317,202424,202613,202740,202824,203046,203141,203308,203435,203825,204037,204247,204352,204519,204552
39,MX1722-4,,195210,195410,195610,195820,200103,200252,200358,200641,200746,200902,200946,201145,201536,202201,202350,202457,202635,202740,202919,203014,203246,203508,203708,203741,203825,203930,204037,204131,204309,204403,204508,204603,204624,204646,204803,205131,205322,205605,205700,205828,205850
40,MS2365-5,201904,202930,203152,203435,203646,204058,204153,204247,204519,204613,204741,204847,204953,205322,205734,205901,205934,210050,210134,210239,210323,210534,210747,210957,211030,211125,211208,211313,211357,211502,211546,211641,211746,211819,211946,212104,212348,212516,212704,212820,212926,213021
41,MX1545-4,,202128,202317,202519,202635,202930,203224,203319,203446,203541,203708,203825,203951,204330,204803,204942,205026,205153,205227,205405,205449,205616,205839,210040,210112,210156,210301,210418,210524,210619,210725,210820,210957,211041,211219,211313,211608,211746,211903,211935,212104,212147
42,MX1582-5,204446,204719,204847,205026,205354,205533,205722,205839,210018,210101,210312,210355,210534,210903,211313,211440,211524,211641,211713,211903,211935,212125,212315,212516,212610,212653,212748,212904,213010,213148,213254,213338,213432,213505,213633,213738,214117,214309,214520,214626,214753,214816
43,MX1614-5,,210641,210925,211135,211346,211724,211830,211903,212042,212147,212326,212421,212548,212915,213327,213505,213549,213706,213800,213938,214011,214235,214426,214648,214743,214827,214946,215052,215146,215410,215504,215600,215655,215738,215905,220021,220325,220504,220758,220903,221019,221103
44,MS4927-2,212537,212632,212820,213010,213254,213538,213622,213706,213916,214011,214201,214222,214403,214743,215135,215313,215346,215516,215611,215749,215832,215959,220137,220336,220420,220515,220609,220725,220809,220936,221030,221114,221135,221219,221345,221501,221807,221946,222136,222241,222336,222409
45,MX1708-5,,215527,215800,215948,220253,220558,220809,220925,221114,221219,221334,221418,221556,221935,222336,222505,222549,222706,222814,222943,223038,223216,223450,223702,223756,223850,223957,224114,224219,224430,224513,224546,224702,224757,224924,225040,225407,225523,225735,225819,225935,230019
46,MX1722-5,,,,,,,,,,,,223311,223406,223724,224136,224303,224346,224452,224557,224724,224746,224935,225146,225345,225440,225523,225608,225735,225819,225957,230052,230137,230220,230231,230304,230410,230717,230927,231116,231210,231305,231337
47,MX1545-5,,,224219,224357,224619,224913,224956,225124,225356,225440,225630,225652,225808,230103,230505,230601,230633,230738,230811,230927,231000,231127,231254,231455,231528,231611,231706,231800,231844,231939,232035,232118,232235,232246,232340,232435,,,,,,
48,MX1582-6,,230655,230833,231021,231137,231506,231549,231633,231822,231855,232035,232140,232329,232646,,,,,,,,,,,,,,,,,,,,,,,,,,,,
