,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MS1953-0,,,,,,,,,,,,,,,,,,,,,070104,070126,070241,070816,071108,071318,071444,071549,071642,071736,071819,071913,072019,072239,072407,072501
1,MS2025-0,,,,,,070104,070136,070230,070324,070356,070439,070512,071014,071202,071350,071455,071610,071642,071747,071830,071934,072007,072124,072606,072827,073119,073350,073444,073538,073622,073726,073809,073903,074008,074051,074156
2,MR8583-0,071014,,071340,071444,071538,071621,071945,072102,072335,072439,072512,072555,073119,073318,073505,073611,073748,073853,074019,074124,074207,074250,074417,074929,075159,075359,075525,075629,075806,075910,080027,080131,080214,080319,080446,080644
3,MS1044-0,072721,073004,073058,073141,073318,073412,073716,073831,074019,074113,074156,074312,074720,075012,075210,075304,075503,075546,075712,075816,075910,080027,080142,080655,080947,081208,081323,081450,081637,081742,081857,082025,082119,082329,082425,082540
4,MS1903-0,083940,084214,084257,084351,084601,,085052,085157,085312,085356,085450,085533,090013,090223,090432,090526,090641,090735,090850,090933,091048,091142,091319,091800,092013,092234,092421,092526,092715,092821,092947,093052,093251,073538,093638,093825
5,MS2365-0,075441,080120,080214,080329,,080446,081009,081113,081218,081439,081533,081627,082152,082425,082634,082811,082904,082958,083124,083208,083324,083357,083512,084037,084308,084529,084655,084811,084843,084958,085114,085251,085323,085512,085627,085804
6,MS1935-0,082245,082436,082540,082655,083030,083135,083721,083836,084003,084109,084152,084235,084749,084958,085157,085312,085512,085555,085710,085825,085951,090046,090223,090735,091027,091215,091402,091602,091800,092046,092151,092306,,,,093009
7,MS1953-1,084904,085544,085649,085753,085940,090151,090515,090609,090807,090901,090944,091027,091539,091846,092107,092223,092338,092443,092548,092704,092810,092915,093020,093544,093836,094024,094212,094349,094559,094652,094829,094945,095039,095250,095405,095542
8,MS2025-1,091319,091456,091602,091656,091822,091929,092223,092327,092454,092548,092631,092715,093240,093439,093659,093804,093940,094035,094150,094255,094349,094432,094548,095028,095322,095427,095625,095731,095908,095951,100108,100201,100317,100538,100704,100851
9,MR8583-1,093218,093439,093555,093721,093908,094003,094306,094422,094526,094746,094851,094945,095510,095720,095951,100129,100244,100327,100433,100505,100621,100704,100808,101300,101520,101752,101846,102035,102139,102233,102349,102504,102609,102736,102840,102956
10,MS1044-1,095438,095741,095835,095940,100151,100317,100642,100725,100934,101039,101144,101217,101741,102035,102222,102306,102421,102504,102631,102736,102902,103007,103155,103647,103939,104213,104401,104527,104622,104715,104841,105007,105133,105311,105636,105802
11,MS2365-1,101813,103050,103144,103331,103436,103604,103907,104025,104119,104350,104454,104549,105050,105322,105531,105636,105802,105856,110013,110107,110212,110306,110454,110955,111226,111435,111551,111719,111918,112035,112202,112328,112444,112726,112914,113050
