,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686,C656,C654/3,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
0,AA6942-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070105,070130,,,070717,070750
1,AA6738-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070105,,,,070431,070846,071015,,071609,071834,071941,072241,072410,072535
2,AA7450-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070105,070130,070357,070453,070600,070706,,,070942,071345,071502,,072142,072230,072422,072758,072915,073043
3,MX4551-0,,,,,,,,,,,,,,,,,,,,,,,,,,,070105,070203,070302,070431,070644,070835,071121,071246,071502,071609,071704,071750,071929,072025,072109,072546,072703,073021,073310,073451,073652,073917,074036,074142
4,AA7539-0,,,,,,,,,,,,,,,,,,,,,,,070105,070130,070240,070335,070420,070537,070655,070835,071036,071230,071513,071631,071845,071952,072047,072109,072230,,072422,072820,072926,073226,073502,073652,073855,074025,074120,074228
5,AA7731-0,,,,,,,,,,,070105,070119,070229,070409,070526,070537,,070825,070846,070942,071059,071440,071739,,071918,072036,072142,072241,072348,,073021,,073344,073451,073715,073844,073939,074036,074301,,074418,,075100,,075708,075847,075931,080345,080544,080810
6,AA7600-0,081731,104857,105333,082703,105514,105845,083059,110142,070105,110554,110807,111320,111437,111606,111756,111902,112008,112224,112257,112436,112542,112901,113103,113255,113401,113507,113540,,,114135,,114410,,114930,,,,115451,,152429,115926,120341,120447,120732,142120,121256,121827,122426,143218,164204
7,AA7838-0,,,,,,,,,070105,070203,070611,071121,071246,071323,071440,071524,071642,071750,071834,072003,072120,072422,072641,072904,073010,073116,073215,073333,073451,073608,073738,073833,074120,074228,074334,074418,074535,074630,074749,074834,074911,075334,075529,075708,080003,080216,080322,080640,080746,080954
8,MX3783-0,,,,070105,070119,070409,070453,070526,070717,070835,071230,071801,071908,072014,072120,072218,072410,072513,072546,072641,072747,073138,073310,073451,073546,073727,073800,073950,074058,074216,074345,074502,074749,074859,075100,075228,075323,075418,075529,075635,075708,080120,080249,080533,080757,080932,081253,081550,081731,081944
9,AA7155-0,070105,072109,072241,072337,072422,072641,072736,072842,073010,073116,073502,074014,074120,074204,074312,074356,074535,074619,074703,074811,074922,075301,075407,075613,075741,075858,075953,080131,080238,080702,080932,081050,081337,081432,081709,081815,081922,082019,082201,082301,082334,082750,082920,083218,083453,083633,083856,084408,084526,084705
10,MX4365-0,070105,070152,070431,070548,070622,070835,071015,071110,071311,071429,071631,072142,072241,072337,072513,072557,072747,072842,072926,073010,073127,073417,073557,073715,073811,073928,074025,074153,074301,074641,074859,075005,075301,075418,075657,075814,075920,080003,080131,080300,080345,080825,080954,081348,081709,081753,082106,082535,082703,082825
11,AA7559-0,070600,071502,071750,071801,071834,072142,072337,072434,072725,,073149,073619,073727,073917,073950,074048,,074418,074440,074524,074652,075016,075239,,075551,075719,075825,080026,080153,080322,080518,,081253,081432,081731,081815,081911,082006,082117,082239,082334,082750,082920,,083621,083823,084109,084430,084526,084803
12,AA7562-0,070717,070908,071047,071154,071219,071418,071557,071704,071845,072047,072241,072842,072959,073054,073215,073248,073417,073546,073630,073715,073811,074109,074228,074429,074557,074727,074811,074933,075027,075155,075323,075529,075803,080014,080120,080227,080345,080429,080606,080702,080746,081145,081315,081614,081911,082055,082312,082738,082858,083110
13,AA6942-1,070835,072725,072948,073116,073138,073321,073513,073641,073800,073939,074003,074630,074727,074859,074933,075027,075155,075345,075418,075507,075624,075942,080142,080355,080429,080544,080640,080825,080921,081101,081348,081527,081731,081827,081933,082043,082128,082227,082407,082502,082524,082953,083110,,,083940,084142,084621,084728,084953
14,AA7920-0,071918,073535,073833,073950,074014,074228,074440,074546,074749,074954,075356,075909,080047,080131,080249,080334,080518,080617,080713,080825,080932,081241,081432,081636,081742,081900,081933,082106,082216,082345,082630,082727,083015,083230,083504,083559,083655,083750,083952,084036,084109,084526,084717,085100,085420,085537,085716,090143,090302,090559
15,AA7537-0,073406,,074204,074301,,074513,074641,074727,074845,075005,075356,075920,080047,080204,080249,080345,080533,080606,080651,080713,080825,081112,081208,081359,081454,081603,081709,081815,081944,082652,082858,083015,083325,083420,083515,083610,083717,083834,084013,084058,084131,084548,084739,085122,085420,085548,085739,090143,090335,090548
16,AA7393-0,074239,074630,074954,075111,075206,075356,075602,075657,075858,080003,080355,080910,081005,081101,081219,081326,081454,081550,081636,081720,081827,082117,082334,082630,082738,082858,082942,083110,083218,083420,083728,083907,084228,084419,084526,084632,084750,084847,085004,085122,085155,085610,085750,090110,090504,090655,090930,091228,091345,091451
17,AA6738-1,075100,,075507,075551,075624,075825,080003,080059,080322,080429,,081326,081421,081603,,,081849,081944,082030,082106,082227,082557,082727,,083110,083154,083241,083515,083633,084204,084548,,084836,085015,085252,085420,085515,085537,085801,,085940,090357,090526,,091109,091312,091525,091845,092003,092228
18,AA7450-1,075442,,075942,080014,080059,080418,080555,080640,080847,081050,,081731,081838,082030,082150,082201,082312,082407,082451,082619,082738,083110,083252,,083633,083812,083907,084058,084216,,084717,084728,085122,085230,085336,085431,085526,085610,085801,085907,090015,090430,090559,090930,091301,091451,091716,092121,092323,092546
19,MS4934-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,080555,080651,080859,081005,081112,081156,081315,081421,081505,081933,082055,082356,082703,082836,083059,083336,083504,083706
20,AA7635-0,,080555,080932,081027,081112,081505,081731,081911,082106,082301,082652,083230,083347,083515,083610,083706,083823,083952,084036,084109,084239,084559,084814,085049,085155,085241,085336,085453,085610,085834,090048,090302,090621,090824,090930,091025,091131,091301,091429,091536,091620,092110,092250,092608,092813,092953,093315,093805,093933,094136
21,MX4551-1,080555,081050,081219,081326,081359,081603,081742,082006,082216,082451,082703,083358,083453,083559,083717,083801,083918,084013,084058,084216,084335,084654,084836,085049,085219,085347,085453,085621,085739,090357,090526,090644,090930,091025,091131,091239,091334,091429,091609,091716,091801,092239,092345,092619,093004,093143,093326,093816,094007,094158
22,AA7539-1,080640,081539,081827,081911,081944,082139,082301,082356,082546,082641,082858,083420,083526,083610,083728,083812,083940,084142,084239,084419,084537,084847,084953,085122,085336,085442,085526,085705,085823,,,091558,091845,092037,092301,092429,092535,092630,092920,093004,093037,093529,093721,094051,094350,094531,094914,095404,095533,095746
23,AA7731-1,,082825,083121,083132,083252,083504,083633,083717,083929,084204,,084847,,,,085336,085610,085739,085823,085856,090026,090346,090526,090706,090846,091025,091131,091312,091429,,,,092407,092619,092715,092835,092953,093026,093253,093337,093410,093838,094029,,094733,094958,095245,095629,095724,103154
24,AA7838-1,,083621,083845,083940,084036,084346,084559,084705,084858,085144,085548,090110,090228,090346,090441,090548,090717,090824,090908,091025,091142,091440,091609,091812,091929,092037,092121,092301,092429,092608,092750,092920,093219,093304,093506,093614,093721,093838,094029,094136,094221,094700,094840,095054,095318,095510,095735,100216,100336,100516
25,MX3783-1,083856,084109,084313,084408,084441,084654,084825,085004,085155,085347,085750,090302,090408,090504,090610,090706,090835,090952,091025,091120,091228,091536,091728,091918,092026,092121,092205,092513,092619,093121,093433,093551,093911,094029,094232,094350,094458,094604,094755,094926,095021,095426,095544,095925,100251,100454,100752,101255,101423,101551
26,MX4365-1,084335,084847,085144,085303,085347,085705,085929,090026,090206,090357,090802,091345,091451,091620,091750,091856,092037,092154,092239,092418,092524,092813,093004,093132,093231,093348,093422,093603,093732,094102,094243,094350,094744,094926,095200,095329,095437,095522,095651,095841,095936,100409,100538,100922,101232,101423,101815,102338,102506,102623
27,AA7155-1,084803,091451,091812,091929,092003,092312,092429,092619,092750,092847,093048,093603,093710,093816,093922,094007,094136,094317,094403,094425,094531,094903,095116,095256,095404,095522,095555,095735,095841,100117,100313,100527,100816,100955,101221,101327,101434,101540,101658,101804,101826,102242,102411,102803,103121,103312,103608,104106,104228,104345
28,AA7562-1,085037,085537,085716,085845,085918,090132,090313,090408,090610,090802,091014,091536,091654,091812,091929,092015,092154,092217,092312,092418,092546,092909,093026,093231,093315,093422,093455,093647,093805,094615,094722,094840,095138,095307,095533,095702,095808,095903,100021,100128,100150,100612,100742,100944,101401,101507,101815,102400,102528,102707
29,MS4934-1,085834,090228,090504,090621,090802,091047,091250,091334,091536,091643,092037,092619,092728,092835,093004,093048,093231,093410,093455,093614,093732,094040,094221,094350,094458,094553,094649,094852,095032,095234,095437,095640,100044,100228,100454,100600,100718,100827,100955,101134,101221,101647,101848,102155,102539,102729,103026,103440,103642,103748
30,AA7559-1,090504,090813,091025,091204,091301,091631,091834,091929,092217,092301,092642,093153,093242,093359,093518,093625,093805,093933,094018,094147,094305,094553,094711,094947,095054,095212,095318,095448,095555,095735,100033,,100421,100612,100730,100816,100922,101101,101210,101338,101412,101837,102027,,102740,102942,103301,,103820,104150
31,AA7920-1,091631,092728,092931,093015,093121,093410,093551,093658,093838,094102,094338,094926,095021,095200,095307,095404,095544,095651,095735,095841,095947,100228,100421,100538,100656,100816,100900,101112,101243,101412,101603,101804,102122,102304,102528,102645,102803,102931,103121,103250,103356,103758,103916,104250,104642,104835,105227,105714,105834,110014
32,AA6942-2,,091940,092312,092356,,092619,092813,092909,093132,093304,093506,094018,094136,094305,094425,094509,094615,094722,094807,094926,095021,095329,095510,,095830,095925,100033,100139,100228,100443,,100656,101039,101145,101255,,101445,101540,101720,101815,101837,102242,102411,102803,103132,103356,103748,104055,104228,104430
33,AA7537-1,092835,093337,093658,093754,093827,094040,094147,094338,094521,094722,094926,095437,095533,095651,095808,095903,100021,100201,100239,100324,100432,100718,100805,100922,101028,101221,101243,101423,101518,101636,101837,102038,102315,102455,102550,102707,102814,102953,103132,103301,103356,103810,103938,104301,104653,104835,105227,105917,110036,110142
