,Bus,C686,C656,C654,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
0,MX4535-0,,,,,,,,,,,,,,,,070106,070202,070531,070817,071027,071121,071440,071557,071736
1,MX3651-0,,,,,,,,,,,,,,,070106,070257,070414,070732,071038,071238,071429,071808,071924,072041
2,MX3783-0,,,,,,,,,070106,070152,070257,070330,070509,070604,070648,071111,071238,071546,071935,072008,072230,072547,072902,073123
3,MX4021-0,070106,070247,070352,070509,070659,070817,071121,071300,071524,071631,071736,071830,071946,072052,072135,072558,072714,073018,073312,073511,073702,074052,074220,074347
4,MX4041-0,070850,070955,071100,071205,071311,071451,071747,072019,072125,072209,072303,072336,072453,072547,072630,073102,073229,073450,073734,073934,074114,074325,074443,074621
5,MX4159-0,071535,071608,071714,071758,071924,072103,072358,072558,072830,072924,073040,073113,073229,073323,073406,073840,074030,074314,074644,074844,075056,075225,075330,075447
6,MX4338-0,072230,072303,072409,072526,072725,072830,073113,073156,073323,073406,073522,073607,073745,073851,073945,074409,074526,074856,075118,075319,075458,075751,075907,080035
7,MX4365-0,073145,073240,073334,073428,073618,073745,074019,074220,074325,074420,074515,074559,074716,074844,074917,075341,075519,075730,080013,080202,080318,080749,080907,081023
8,MX4383-0,073840,074041,074147,074231,074409,074515,074800,074856,075056,075203,075247,075330,075519,075552,075636,080046,080151,080528,080856,081117,081306,081705,081810,082011
9,MX4388-0,074420,074453,074537,074644,074749,074907,075129,075214,075319,075414,075458,075530,075636,075730,075751,080151,080339,080539,080939,081128,081455,081738,081906,082044
10,MX4458-0,075646,080013,080108,080213,080434,080517,080800,081012,081255,081400,081505,081527,081727,081810,081844,082316,082455,082633,082928,083127,083326,083703,083758,084020
11,MP6357-0,,080350,080456,080601,080717,080917,081244,081422,081654,081738,081906,082000,082128,082244,082316,082738,082906,083221,083609,083809,084052,084430,084546,084712
12,MP6361-0,,,081055,081244,081516,081538,081844,082022,082128,082211,082305,082359,082528,082644,082706,083127,083254,083630,084020,084103,084313,084640,084912,085112
13,MX4535-1,081505,081705,081821,081917,082055,082349,082633,082822,083054,083210,083304,083359,083525,083641,083714,084135,084313,084651,084934,085133,085312,085711,085849,090049
14,MX3651-1,081654,082055,082150,082244,082359,082549,082855,083022,083138,083243,083359,083504,083620,083736,083809,084240,084419,084702,084955,085155,085511,085900,090006,090154
15,MX3783-1,082655,082749,082855,083000,083149,083254,083609,083819,084052,084157,084302,084356,084557,084640,084734,085207,085322,085522,085838,090039,090300,090723,090850,091006
16,MX4021-1,083914,084125,084240,084419,084618,084829,085207,085417,085533,085628,085755,085849,090028,090143,090239,090701,090839,091143,091428,091649,091900,092344,092501,092628
17,MX4041-1,084408,084513,084557,084651,084840,084955,085312,085428,085649,085755,085849,085933,090100,090154,090249,090701,090839,091143,091450,091649,091932,092344,092512,092639
18,MX4159-1,085028,085250,085333,085417,085606,085744,090049,090228,090333,090428,090534,090618,090817,090911,091006,091417,091511,091754,092110,092259,092501,092755,092849,093016
19,MX4338-1,,090300,090406,090501,090607,090828,091121,091227,091311,091406,091511,091605,091743,091900,091954,092355,092534,092816,093026,093236,093457,093918,094035,094214
20,MX4365-1,090817,090922,091016,091121,091311,091439,091805,092016,092121,092226,092332,092417,092545,092700,092733,093132,093258,093624,093929,094014,094319,094707,094824,095025
21,MX4383-1,091249,091533,091627,091711,091838,091943,092237,092428,092523,092628,092711,092827,092943,093037,093153,093613,093741,094035,094246,094424,094646,094920,095025,095225
22,MX4388-1,091922,092005,092048,092132,092321,092439,092711,092816,092921,093005,093110,093153,093352,093435,093529,093941,094046,094235,094529,094613,094835,095131,095247,095352
23,MX4458-1,093005,093215,093320,093435,093551,093741,094046,094214,094446,094602,094707,094750,094952,095036,095131,095552,095718,095918,100203,100351,100552,101048,101215,101331
