,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C659
0,MS1044-0,,,,,,,,,,,,,,,,,,,,,070059,070131,070318,070539,070633,070715,070830,070956,071100,071215,071258,071351,071423,071445,071517,071632,071955,072203,,072413,072539,072653
1,MS1935-0,071808,072224,,,,,,,,,,,,074235,074557,074723,074805,074920,074952,075139,075225,075413,075632,075902,080007,080049,080204,080308,080403,080540,080655,080727,080820,080842,080914,081028,081413,081611,081758,081913,082028,082121
2,MX1197-0,,074109,074224,074411,074712,074910,075024,075202,075257,075330,075445,075538,075611,075956,080403,080550,080633,080759,080842,081018,081101,081258,081517,081737,081830,081924,082038,082143,082247,082445,082539,082643,082736,082757,082829,082955,083318,083506,083621,083736,083841,083913
3,MS2365-0,,080435,080633,080820,081133,081517,081622,081716,081945,082017,082215,082247,082445,082747,083131,083246,083330,083423,083527,083632,083715,083841,084038,084236,084340,084424,084518,084643,084726,084902,084956,085028,085110,085132,085205,085258,085559,085714,085840,085923,090038,090214
4,MR8583-0,,082600,082757,082912,083038,083340,083434,083527,083621,083654,083902,083956,084153,084518,084852,085017,085100,085205,085237,085351,085434,085610,085807,090038,090131,090225,090329,090446,090550,090705,090758,090830,090956,091017,091049,091154,091445,091621,091758,092017,092111,092153
5,MS1044-1,,085923,090153,090307,090518,090809,090903,091007,091154,091215,091402,091445,091528,091924,092330,092445,092517,092653,092747,092925,093007,093143,093341,093600,093632,093726,093830,093945,094029,094237,094330,094424,094518,094601,094633,094737,095050,095154,095309,095506,095610,095642
6,MS1935-1,,095007,095133,095320,095445,095818,100100,100153,100330,100423,100642,100736,100913,101236,101626,101802,101856,102053,102157,102312,102344,102541,102738,102946,103050,103143,103237,103403,103456,103645,103738,103811,103936,104019,104051,104206,104550,104704,104851,104934,105038,105110
7,MP6025-0,100819,100841,101049,101247,101550,102010,102125,102240,102448,102520,102706,102810,102853,103205,103549,103706,103749,103915,104008,104144,104216,,104611,104809,104902,104955,105132,105215,,105540,105646,105741,105813,105856,105929,110024,110339,110433,110620,110703,110820,110853
8,MX1197-1,,104030,104216,104424,104529,104747,104841,105006,105226,105320,105446,105540,105625,110013,110422,110610,110653,110831,110936,111123,111206,111344,111627,111900,112215,112308,112435,112540,112634,112833,112937,113020,113157,113220,113241,113357,113721,113933,114204,114309,114403,114539
9,MS2365-1,110809,111112,111250,111405,111616,111910,111943,112049,112225,112331,112446,112540,112612,112916,113303,113429,113512,113700,113815,113922,114016,114204,114352,114550,114623,114706,,114905,114938,115104,115158,115230,115407,115450,115533,115638,,,,120508,120551,120707
10,MR8583-1,,114037,114330,114518,114738,115053,115158,115252,115439,115523,115700,115754,115827,120204,120551,120751,120846,121002,121056,121243,121316,121454,121715,121925,121957,122051,122207,122323,122407,122544,122616,122659,122753,122825,122908,123024,123317,123400,123548,123642,123747,123935
11,MS1044-2,,120824,120951,121128,121400,121632,121903,122051,122145,122239,122428,122522,122605,122919,123307,123422,123516,123631,123714,123852,123935,124144,124353,124602,124656,124803,124918,125034,125128,125327,125443,125526,125609,125642,125819,125935,130321,130425,130612,130832,130958,131102
12,MS1935-2,123736,123924,124123,124300,124458,124824,125034,125149,125338,125421,125548,125642,125746,130112,130436,130612,130655,130821,130926,131041,131102,131300,131459,131657,131740,131835,131939,132057,132151,132317,132422,132515,132548,132609,132631,132746,133144,133310,133425,133541,133646,133802
13,MX1197-2,,130936,131156,131405,131531,131824,131907,132003,132140,132223,132339,132433,132548,132935,133353,133530,133624,133751,133856,134043,134116,134303,134558,134819,134914,135019,135123,135250,135344,135553,135657,135740,135917,140000,140043,140159,140607,140828,141026,141142,141310,141447
14,MS2365-2,133447,133614,133740,133939,134137,134325,134453,134630,134746,134831,135123,,135405,,140043,140220,,140408,,,,,141259,141458,141530,141624,,141833,141916,,,,,,,,,,,,143414,143614
15,MR8583-2,,140513,140701,140900,141059,141404,141458,141645,141938,142021,142209,142252,142335,142711,143059,143225,143309,143435,143540,143719,143802,144003,144223,144414,144446,144540,144624,144750,144835,145107,145213,145308,145351,145434,145550,145717,150020,150157,150324,150429,150556,150900
16,MS1044-3,142302,142544,142805,143016,143225,143625,143856,144046,144328,144425,144624,144729,144857,145308,145706,145854,145948,150125,150230,150429,150523,150744,150955,151154,151248,151342,151447,151603,151708,151907,152015,152119,152203,152235,152350,152456,152810,153030,153207,153333,153658,154002
17,MW5943-0,145843,150020,150302,150534,150839,151237,151436,151541,151730,151824,151950,152058,152256,152644,153030,153229,153312,153500,153615,153741,153835,154035,154255,154456,154528,154622,154738,154853,154925,155051,155155,155239,155322,155343,155531,155635,155959,160157,160334,160501,160954,161436
18,MX1197-3,154644,155102,155206,155405,155823,160125,160324,160428,160710,160816,161016,161132,161227,161603,162011,162209,162304,162430,162524,162722,162828,163059,163352,163540,163626,163720,163825,163929,164035,164234,164317,164413,164529,164601,164645,164750,165147,165303,,165555,165650,165806
19,MS2365-3,161917,162253,162451,162639,162849,163258,163352,163457,163648,163731,163908,163951,164013,164339,164728,164845,164949,165115,165252,165407,165450,165733,165922,170132,170215,170258,170403,170534,170628,170816,170921,171020,171135,171229,171344,171521,171858,172107,172328,172435,172551,173001
20,MR8583-3,,165043,165209,165450,165850,170331,170443,170545,170806,170907,171103,171207,171312,171659,172056,172223,172317,172457,172551,172802,172846,173023,173243,173454,173537,173621,173736,173852,173957,174123,174228,174322,174510,174521,174615,174752,175129,175308,,175603,175730,175907
21,MS1044-4,,172150,172435,172612,172918,173211,173422,173516,173610,173704,173831,173925,173946,174332,174658,174814,174835,175013,175107,175308,175353,175541,175824,180057,180129,180223,180328,180435,180519,180707,180814,180908,181118,181202,181340,181456,181846,182035,182307,182351,182508,182624
