,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M143,M170/1,M172/15,T403,T402,T309,T368,T324/2,T347,T364/2,T366,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C660,C662,C664,C666,C677,C667,C676,C680,C669/1
0,MZ3734-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070106,070143,070215
1,MZ3740-0,,,,,,,,,,,,,,,,,,,,,,,,070106,070332,070543,070733,070827,070933,071006,071122,071205,071310,071321,071415,071437,071542,071638
2,MZ3978-0,,,,,,,,,,,,,070106,070128,070248,070343,070427,070709,070805,070911,071006,071100,071216,071343,071627,071850,072040,072135,072252,072325,072431,072515,072548,072611,072655,072717,072846,072930
3,MZ3825-0,,,,,070106,070204,070226,070332,070448,070709,070827,071332,071426,071531,071649,071744,071839,072029,072135,072241,072335,072357,072420,072548,072835,073035,073203,073319,073425,073508,073625,073709,073753,073814,073858,073920,074027,074110
4,MW5853-0,,070106,070332,070459,070709,070933,071049,071216,071354,071553,071700,072208,072314,072420,072548,072644,072738,072930,073035,073152,073236,073319,073414,073541,073847,074048,074238,074404,074520,074604,074709,074815,074847,074909,074931,075004,075120,075204
5,MZ4228-0,070838,070933,071216,071332,071605,071817,071901,072007,072146,072357,072453,073014,073130,073236,073352,073458,073552,073731,073836,073953,074143,074216,074248,074426,074753,075004,075142,075237,075353,075437,075553,075658,075731,075753,075825,075858,080004,080047
6,MZ4072-0,071638,071806,072102,072303,072431,072749,072835,073014,073225,073414,073541,074037,074143,074259,074437,074531,074626,074858,075004,075131,075215,075259,075426,075542,075836,080058,080258,080343,080500,080533,080638,080734,080818,080840,080903,080925,081053,081147
7,MZ3559-0,072157,072431,072633,072835,073035,073352,073508,073614,073814,074027,074143,074637,074731,074836,075025,075131,075226,075448,075604,075720,075804,075836,080015,080153,080522,080734,080914,081031,081147,081220,081325,081431,081515,081525,081620,081642,081758,081831
8,MW5936-0,072857,072908,073025,073203,073414,073614,073814,073909,074037,074238,074354,074858,074942,075036,075204,075309,075353,075637,075731,075858,080004,080058,080226,080332,080711,080852,081136,081242,081420,081504,081547,081620,081642,081715,081758,081820,081936,082020
9,MZ3956-0,073330,073658,073836,074121,074238,074648,074659,074804,074920,075226,075404,075858,075942,080058,080214,080309,080405,080627,080722,080903,080947,081031,081114,081231,081609,081820,081926,082031,082147,082209,082303,082359,082421,082454,082549,082600,082706,082749
10,MW5966-0,073541,075131,075459,075647,075920,080354,080533,080734,080914,081136,081253,081758,081853,082020,082209,082303,082359,082655,082738,082916,083022,083105,083222,083400,083727,084000,084244,084411,084539,084633,084749,084844,084949,085011,085054,085117,085235,085330
11,MX1197-0,074110,074238,074553,074942,075047,075448,075720,075858,080036,080309,080438,080947,081042,081147,081325,081442,081547,081747,081842,082031,082158,082241,082421,082600,082927,083054,083306,083422,083549,083622,083727,083811,083855,083927,084000,084045,084150,084255
12,MX1067-0,075637,075825,080015,080332,080807,081042,081304,081452,081758,082125,082314,082906,083011,083116,083306,083422,083527,083822,083927,084201,084349,084433,084517,084643,085106,085308,085603,085708,085803,085836,085941,090046,090108,090131,090225,090247,090403,090447
13,MX1084-0,,080343,080649,080925,081231,081515,081715,081853,082042,082359,082505,083011,083043,083149,083350,083433,083527,083833,083938,084056,084150,084222,084255,084411,084716,084917,085128,085235,085341,085352,085446,085530,085614,085636,085657,085730,085825,085908
14,MX1105-0,080840,080914,081158,081409,081631,082031,082303,082421,082717,083138,083505,084012,084117,084222,084349,084455,084549,084844,084949,085128,085224,085257,085425,085541,085857,085952,090236,090330,090436,090520,090603,090636,090719,090741,090835,090857,091002,091057
15,MX1135-0,081820,081936,082336,082633,082906,083244,083505,083644,083916,084400,084600,085106,085213,085330,085519,085636,085741,090108,090225,090341,090541,090625,090708,090835,091140,091319,091519,091636,091813,091846,092046,092141,092213,092235,092308,092351,092520,092637
16,MZ3556-0,082454,082738,083105,083350,083611,083916,084212,084455,084727,085043,085202,085719,085846,085952,090152,090258,090403,090636,090741,090857,091002,091046,091118,091247,091530,091719,091908,092014,092130,092224,092340,092425,092458,092531,092615,092637,092745,092839
17,MZ3740-1,082600,085150,085352,085752,085952,090414,090552,090730,091035,091341,091647,092202,092319,092436,092615,092806,092922,093156,093301,093439,093544,093629,093756,093945,094250,094439,094639,094745,094851,094945,095112,095145,095206,095228,095323,095344,095523,095619
18,MZ3734-1,083527,083811,084106,084327,084643,084917,085117,085224,085403,085708,090003,090530,090657,090846,091002,091108,091203,091457,091603,091741,091951,092025,092108,092235,092615,092734,092955,093101,093217,093250,093356,093439,093501,093523,093555,093618,093734,093818
19,MZ3978-1,090341,090552,091035,091214,091435,091719,091951,092152,092542,092755,092922,093439,093544,093651,093828,093923,094007,094300,094355,094512,094650,094723,094807,094934,095228,095406,095556,095725,095830,095903,100019,100103,100135,100146,100240,100302,100418,100512
20,MZ3825-1,091951,092046,092340,092542,092934,093323,093533,093701,093945,094228,094344,094912,095028,095145,095312,095440,095545,095747,095841,100030,100157,100240,100356,100512,100807,100945,101135,101218,101335,101430,101536,101557,101631,101642,101737,101759,101916,101959
21,MW5853-1,092922,093156,093356,093640,093839,094217,094406,094544,094851,095050,095334,095925,100041,100146,100356,100501,100555,100850,100956,101113,101251,101335,101514,101620,101905,102033,102317,102402,102456,102529,102710,102756,102842,102904,102959,103043,103210,103255
22,MZ4228-1,093945,094155,094428,094723,095123,095630,095809,095957,100240,100650,100817,101357,101514,101715,101854,102011,102139,102350,102518,102659,102819,102904,103021,103138,103508,103615,103829,103935,104051,104134,104250,104345,104429,104451,104545,104556,104713,104757
23,MZ4072-1,094606,094745,095028,095323,095556,095936,100157,100313,100650,101051,101240,101748,101843,101959,102201,102307,102402,102648,102745,102853,102948,103010,103043,103159,103519,103745,103924,104040,104134,104218,104334,104407,104440,104451,104545,104607,104724,104818
24,MZ3559-1,095545,095841,100135,100428,100839,101157,101419,101536,101821,102540,102915,103455,103604,103723,103913,104018,104134,104356,104523,104640,104840,104913,105041,105208,105556,105703,105948,110032,110159,110223,110350,110446,110603,110647,110730,110803,110930,111024
25,MW5936-1,100639,100901,101229,101536,101916,102212,102456,102637,102915,103615,103913,104502,104607,104724,104902,105008,105124,105429,105546,105736,105926,110021,110105,110210,110519,110636,110836,111013,111108,111140,111247,111404,111426,111447,111520,111628,111756,111851
26,MP5813-0,102011,102223,102445,102745,103021,103455,103710,103924,104207,104629,104746,105418,105535,105703,105842,110010,110116,110350,110457,110647,110857,111002,111119,111258,111628,111912,112218,112429,112608,112652,112821,112915,113010,113032,113115,113148,113254,113348
27,MW5966-1,102904,103032,103317,103541,104040,104429,104702,104830,105041,105502,105556,110210,110318,110414,110658,110814,110930,111202,111258,111458,111628,111723,111851,111956,112302,112429,112641,112758,112905,112937,113115,113221,113254,113316,113410,113432,113539,113646
28,MZ3956-1,103850,104113,104334,104618,104935,105230,105502,105619,105853,110339,110552,111046,111140,111258,111447,111606,111700,111901,112007,112146,112345,112418,112440,112558,112905,113115,113316,113518,113624,113657,113802,113846,113908,113930,114003,114025,114141,114236
29,MP6054-0,104607,104913,105146,105440,105820,110223,110446,110614,110803,111247,111426,112102,112218,112418,112703,112821,112937,113159,113326,113550,113846,113951,114108,114214,114552,114720,114943,115037,115142,115238,115405,115449,115511,115533,115617,115650,115756,115829
30,MX1197-1,105407,105440,105747,110021,110223,110636,110919,111046,111404,111734,111851,112440,112547,112703,112915,113032,113148,113348,113454,113646,113857,113951,114119,114236,114603,114720,114954,115142,115249,115322,115449,,115628,115712,115756,115829,115956,120031
31,MX1067-1,,,,,,,,,,110234,110425,110952,111057,111236,111404,111531,111639,111851,111945,112124,112218,112313,112429,112547,112853,113104,113316,113348,113518,113550,113730,113802,113835,113857,113919,113941,114058,114141
32,MX1135-1,,111046,111309,111531,111745,112051,112313,112502,112915,113337,113719,114258,114425,114552,114742,114910,115026,115311,115405,115522,115723,115807,115840,115945,120337,120443,120717,120814,121004,121109,121226,121309,121342,121425,121458,121531,121703,121758
33,MX1084-1,,111309,111520,111734,111945,112251,112513,112810,113221,113550,113730,114309,114436,114614,114805,114848,114943,115131,115238,115405,115533,115628,115756,115913,120220,120421,120611,120802,120931,121026,121142,121237,121309,121352,121414,121436,121531,121617
34,MX1105-1,112124,112356,112619,112821,113043,113454,113813,114108,114436,114805,115142,115818,115945,120052,120231,120348,120538,120729,120836,120953,121109,121153,121247,121436,121736,121841,122105,122234,122403,122435,122625,122709,122752,122836,122931,122953,123058,123153
35,MZ3556-1,112832,113159,113443,113751,114058,114458,114731,115142,115438,120103,120421,121015,121131,121309,121617,121725,121830,122054,122210,122319,122530,122625,122752,122931,123322,123511,123755,123912,124029,124113,124230,124314,124409,124431,124514,124526,124653,124737
36,MZ3734-2,114130,114258,114805,115048,115416,115701,120031,120600,120836,121403,121628,122223,122403,122541,122909,123036,123227,123500,123606,123839,124029,124124,124241,124358,124714,124904,125055,125151,125309,125403,125542,125626,125709,125731,125815,125837,130016,130100
37,MZ3740-2,,115606,115851,120125,120252,120706,120942,121247,121650,122116,122245,122931,123047,123227,123522,123755,123923,124230,124347,124536,124748,124842,125010,125129,125509,125659,125942,130049,130155,130228,130407,130513,130535,130557,130652,130726,130831,130915
38,MZ3978-2,120611,120909,121226,121436,121947,122256,122403,122709,123120,123449,123711,124219,124303,124431,124726,124832,124926,125213,125309,125447,125542,125626,125731,125910,130301,130429,130726,130831,130937,131010,131116,131211,131255,131339,131401,131433,131540,131603
39,MZ3825-2,121925,122010,122200,122414,122625,122909,123004,123300,123617,124029,124514,125020,125117,125258,125436,125553,125648,125942,130049,130250,130440,130524,130652,130831,131116,131328,131529,131658,131803,131836,132003,132058,132142,132204,132237,132259,132426,132520
40,MW5853-2,123004,123047,123311,123522,123850,124314,124526,124748,125020,125436,125742,130334,130451,130557,130726,130820,130959,131211,131350,131551,131730,131803,131836,132014,132342,132604,132742,132847,132942,133015,133142,133226,133248,133310,133343,133405,133459,133554
41,MZ4228-2,123533,124040,124347,124536,124759,125129,125341,125553,125837,130250,130407,131021,131127,131244,131456,131540,131730,132003,132142,132331,132509,132531,132626,132804,133109,133237,133354,133532,133637,133710,133902,133945,134030,134113,134219,134251,134431,134526
42,MZ4072-2,124915,125151,125436,125659,130100,130356,130546,130714,131032,131456,131825,132415,132542,132720,132953,133120,133237,133521,133626,133807,134008,134102,134230,134346,134703,134926,135203,135325,135441,135536,135653,135759,135832,135854,135955,140006,140210,140304
43,MZ3559-2,130049,130250,130535,130809,131116,131551,131752,132014,132248,132920,133259,133923,134102,134240,134431,134526,134631,134904,135106,135249,135514,135608,135726,135832,140145,140359,140505,140705,140836,140932,141111,141155,141241,141325,141435,141519,141627,141732
44,MZ3956-2,131719,131857,132204,132426,132815,133215,133259,133734,134030,134357,134526,135021,135128,135249,135514,135642,135821,140111,140243,140410,140611,140705,140836,141016,141252,141423,141532,141627,141732,141826,141934,142032,142054,142138,142230,142241,142420,142443
45,MX1197-2,133109,133215,133448,133710,133923,134219,134420,134821,135203,135608,135940,140600,140705,140836,141111,141231,141446,141659,141837,142042,142303,142357,142516,142720,142944,143208,143346,143503,143620,143704,143821,143927,144000,144021,144116,144210,144339,144435
46,MX1084-2,,134251,134547,134842,135203,135608,140006,140527,140858,141446,141816,142420,142548,142731,142944,143230,143313,143525,143726,143938,144149,144234,144403,144520,144826,145050,145247,145353,145501,145556,145724,145757,145851,145914,150005,150027,150155,150239
47,MX1105-2,,135854,140049,140243,140516,141027,141410,141743,142325,142731,143028,143631,143737,143927,144116,144328,144509,144805,144933,145112,145247,145342,145512,145640,145930,150132,150356,150452,150557,150654,150832,150929,150952,151058,151143,151206,151334,151440
48,MX1067-2,140421,140943,141207,141435,141754,142230,142420,142838,143145,143525,143916,144614,144709,144837,145123,145309,145438,145807,150016,150155,150418,150502,150632,150800,151143,151323,151545,151636,151745,151818,151949,152045,152107,152129,152202,152257,152415,152521
