,Bus,C690/1,C689/2,T360,T378,T397,T395,T366,T374,T406,T345/1,T317,M206/2,M216,M207,M63,M67,M65,M93
0,AA7536-0,,,,,,,,,070110,,070625,,071755,071924,072031,072104,072304,072704
1,AA7637-0,,070110,070238,070459,070604,070636,070730,070824,070857,071436,071606,072621,072910,073215,073321,073437,073615,073954
2,MW4366-0,070814,071047,071436,071606,071734,071806,071957,072104,072148,072632,072825,074110,074404,074816,074933,075028,075122,075900
3,MW4647-0,071755,072159,072548,,,072931,073110,073204,073248,073732,074016,075238,075521,075849,075956,080135,080251,080949
4,MW4705-0,073037,073248,073604,073827,073932,074027,074216,074310,074353,074838,075133,080146,080430,080715,080832,080949,081126,081715
5,AA6952-0,073954,074248,074732,075039,075144,075249,075405,075532,075626,080240,080441,,081809,082125,082230,082347,082526,
6,AA69-59-0,,075216,075605,075827,075956,080030,080124,080240,080346,081043,081337,082314,082547,082800,,,,
7,MW4781-0,,080207,080452,080642,080759,080854,081105,081221,081253,081842,082031,,,,,,,
8,AA7286-0,080704,081105,081411,081621,081726,081809,081904,082020,082125,082643,,,,,,,,
9,MW4619-0,081936,082431,082749,,,,,,,,,,,,,,,
10,AA7706-0,,,082103,082230,082358,082442,082537,082654,082749,,,,,,,,,
11,AA74-92-0,082822,,,,,,,,,,,,,,,,,
