,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MS1953-0,,,,,,,,,,,,,,,,,,,,,,,070112,070531,070815,071050,071209,071349,071528,071611,071716,071811,071905,072033,072149,072243
1,MS2259-0,091340,091740,091823,091950,092141,,092520,070112,070203,070426,070520,070604,071136,071304,071506,071622,071727,071832,072000,072033,072200,072254,072422,072938,073221,073337,073505,073653,073747,073831,074116,100452,100547,074435,100957,101134
2,MW5645-0,070112,071147,071242,071336,071528,071716,072000,072116,072233,072337,072411,072455,073021,073232,073443,073610,073715,073809,073947,074104,074210,074254,074422,074857,075141,075257,075352,075457,075540,075657,075751,075857,080003,080152,080308,080414
3,MX1517-0,072727,072800,072905,073021,073126,073243,073537,073653,073820,073914,073958,074053,074551,074813,075002,075057,075152,075246,075403,075457,075551,075624,075740,080224,080519,080646,080825,080952,081142,081225,081404,081509,081636,081858,082035,082119
4,MS2243-0,074540,074718,074802,074846,075013,075130,075436,075519,075624,075730,075813,075846,080257,080519,080718,080813,080931,081003,081142,081236,081342,081436,081603,082035,082318,082540,082656,082824,082857,083118,083225,083330,083436,083625,083741,084003
5,MS2365-0,080340,080508,080613,080718,080920,081047,081342,081458,081625,081720,081803,081847,082329,082656,082846,083035,083202,083236,083414,083530,083647,083731,083909,084351,084613,084803,084919,085024,085118,085247,085352,085447,085603,085753,085933,090038
6,MS1903-0,082202,082340,082446,082634,082824,082857,083236,083330,083425,083657,083814,083909,084402,,084803,084929,085056,085150,085319,085425,085530,085603,085731,090259,090520,090719,090825,090941,091024,091118,091213,091319,091445,091729,091856,092057
7,MS1935-0,,084014,084109,084235,084445,084602,084940,085046,085225,085319,085403,085436,090111,090320,090531,090636,090825,090941,091046,091151,091257,,091529,092024,092308,092459,092625,092741,092836,,093058,093153,093247,093425,093552,093646
8,MS1953-1,,,,085731,085911,090216,090520,090603,090647,090857,090941,091024,091540,091740,091950,092046,092224,092308,092437,092531,092647,092741,092920,093403,093635,093845,094025,094141,094353,094509,094625,094741,094857,095151,095257,095414
9,MW5645-1,092825,093552,093657,093813,094014,094151,094447,094552,094625,094835,094952,095046,095616,095826,100051,100147,100242,100336,100441,100525,100619,100714,100830,101251,101523,101651,101840,102020,102042,102157,102313,102408,102535,102821,102937,103053
10,MX1517-1,095203,095319,095403,095447,095605,095721,095933,100051,100125,100336,100441,100525,100957,101156,101356,101451,101545,101640,101829,101914,102009,102114,102230,102725,102959,103221,103338,103445,103635,103741,103856,103950,104119,104257,104426,104542
11,MS2243-1,101040,101156,101313,101418,101619,101746,102114,102219,102335,102441,102524,102608,103031,103326,103603,103730,103856,103950,104141,104235,104341,104426,104553,105046,105352,105602,105718,105856,110014,110235,110402,110551,110740,110919,111214,111319
12,MS2365-1,103126,,103350,103506,103730,103907,104141,104224,104404,104509,104625,104647,105214,105447,105657,105751,105907,105950,110108,110151,110256,110351,110507,111002,111225,111436,111603,111720,111920,112048,112204,112320,112448,112625,112741,112908
13,MS1903-1,104940,105046,105140,105225,105436,105530,105813,105918,110046,110318,110423,110529,110940,111151,111353,111447,111552,111636,111742,111836,111931,112015,112142,112658,112930,113129,113235,113423,113624,113802,113856,114013,114118,114329,114507,114644
14,MS1935-1,111236,111330,111414,111458,,111847,112153,112247,112331,112553,112647,112720,113202,113456,113718,113802,113918,114013,114140,114245,114350,114507,114550,115044,115327,115505,115633,115811,115951,120046,120203,120403,120552,120729,120909,121026
15,MR8026-0,113834,114013,114057,114213,114445,114601,114844,115011,115116,115338,115505,115600,120203,120436,120635,120740,120920,121026,121143,121249,121405,121522,121648,122130,122414,122626,122850,123029,123134,123500,123649,123815,123942,124141,124309,124426
16,MS1953-2,,,,,120235,120308,120552,120657,120814,121037,121205,121249,121815,122014,122152,122246,122425,122520,122710,122804,122912,123007,123101,123543,123815,123952,124057,124213,124320,124531,124637,124742,124931,125216,125405,125543
17,MS2259-1,120920,121941,122036,122130,,122403,122753,122901,123029,123112,123217,123312,,124108,124330,124426,124542,124647,,124858,125004,125133,125216,125731,130014,130119,130141,130340,130550,130800,130928,,131225,131353,131521,131648
18,MW5645-2,122626,123909,124003,124057,124258,124353,124647,124814,124920,125015,125111,125206,125731,130003,130224,130329,130445,130550,130749,130855,131022,131106,131235,131732,132019,132240,132407,132512,132701,132807,132925,133030,133135,133335,133525,133747
19,MX1517-2,130151,130202,130257,130351,130518,130645,131022,131139,131319,131415,131521,131615,132146,132418,132639,132755,132903,132947,133114,133146,133303,133335,133525,134031,134347,134619,134809,134904,134937,135042,135147,135315,135503,135703,135853,140251
20,MS2243-2,,,,132407,132534,132701,133103,133208,133357,133620,133715,133809,134303,134503,134703,134820,134948,135042,135231,135325,135430,135535,135703,140146,140429,140545,140701,140807,140924,141051,141302,141419,141524,141714,141830,142053
21,MS2365-2,133915,134125,134219,134347,134525,134725,135020,135147,135242,135503,135620,135652,140136,140346,140534,140640,140745,140851,141019,141124,141302,141335,141502,142009,142254,142456,142550,142739,142929,143117,143308,143426,143554,143826,143942,144130
22,MS1903-2,,,140041,140219,,140534,140851,140957,141124,141335,141452,141535,142021,142232,142435,142540,142645,142739,142918,143012,143107,143203,143341,143848,144152,144419,144514,144652,144758,145116,145222,145434,145551,145743,145933,150049
23,MR8026-1,141641,141830,141925,142021,142210,142350,142645,142802,142951,143225,143341,143437,143920,144130,144405,144535,144714,144809,144949,145032,145149,145254,145423,145912,150226,150553,150825,151015,151059,151154,151323,151450,151606,151901,152050,152311
24,MS1953-3,,,,,144203,144235,144641,144758,144842,145116,145233,145316,145837,150111,150321,150426,150553,150636,150814,150858,150953,151048,151217,151733,152029,152322,152523,152744,152838,152934,153123,153313,153419,153630,153808,154104
25,MS2259-2,144341,145944,150027,150143,,,150920,151026,151121,151333,151439,151512,152112,152322,152606,152722,152850,153051,153156,153302,153419,153525,153641,154305,154626,154935,155113,155313,155501,155723,155901,160221,160413,160614,160827,161019
26,MW5645-3,150825,152207,152311,152406,152628,152805,153113,153241,153335,153557,153714,153808,154414,154732,155019,155124,155251,155407,155607,155723,155901,160009,160211,160721,161030,161302,161450,161650,161828,161934,162134,162334,162619,162948,163138,163327
27,MX1517-3,154008,154148,154243,154338,154520,154721,155041,155146,155218,155439,155607,155640,160221,160541,160838,161019,161135,161251,161418,161534,161701,161756,161901,162356,162703,162948,163105,163211,163327,163558,163747,163853,164020,164241,164431,164620
28,MS2243-3,160327,160508,160603,160658,160838,161008,161302,161356,161450,161712,161850,161945,162429,162832,163044,163200,163254,163348,163536,163631,163808,163914,164009,164525,164830,165327,165456,165550,165635,165825,165920,170058,170258,170605,170745,170956
29,MS2365-3,162514,162609,162703,162758,163021,163116,163348,163453,163642,163747,163914,164009,164514,164926,165126,165243,165350,165456,165658,165803,165909,170004,170131,170627,170912,171417,171712,171850,171955,172219,172335,172513,172651,172956,173145,173313
30,MS1903-3,164303,164357,164453,164536,164725,164819,165104,165158,165337,165456,165613,165658,170203,170533,170807,170912,171040,171146,171313,171428,171544,171640,171807,172251,172535,173357,173547,173654,173915,174242,174409,174536,174652,174926,175115,175539
31,MS1935-2,165920,170131,170214,170330,170449,170605,170946,171102,171229,171501,171651,171745,172335,172618,172902,173040,173219,173335,173504,173558,173715,,173958,174558,175021,175528,175731,175848,180017,180145,180324,180503,180641,181040,181250,181902
32,MS1953-4,171850,171944,172040,172219,172502,172640,172945,173113,173230,173515,173632,173726,174158,174441,174641,174746,174904,174959,175126,175221,175338,175434,175625,180134,180525,180946,181239,181355,181640,182042,182136,182314,182839,183145,183533,183711
33,MR8026-2,173313,173632,173737,173904,174114,174220,174547,174703,174819,174926,175105,175159,175921,180156,180420,180525,180641,180757,180946,181102,181229,181344,181500,182009,182513,183112,183250,183356,183512,183754,183923,184101,184356,184651,184948,185222
34,MS2259-3,174841,175043,175159,175305,,,175859,180017,180218,180335,180503,180547,181301,181544,181746,181913,182147,182303,182513,182608,182734,182839,183029,183544,184206,184948,185115,185222,185446,185603,185719,,,,190646,190817
35,MW5645-4,175636,180913,180957,181134,181344,181544,181902,182031,182230,182524,182807,182851,183606,183827,184028,184144,184345,184501,184629,184725,184905,184948,185115,185551,190220,190901,191104,191231,191336,191459,191630,191801,191930,192123,192250,192449
36,MS2243-4,185115,185255,185402,185457,185625,185741,190049,190126,190220,190456,190624,190707,191115,191314,191513,191558,191716,191801,192003,192100,192218,192323,192500,193004,193247,193644,193832,193924,194056,194309,194448,194629,194745,194909,195042,195159
