,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C659
0,MW2816-0,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,-1
1,MW2856-0,,,,,,,,,,,,,,1,2,1,1,-1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1
2,MW3116-0,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,3,1,1,1,1,-1
3,MW3053-0,,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,2,1,1,-1,5,-1
4,MS1953-0,,1,1,3,1,3,1,1,1,3,1,1,1,1,1,1,1,1,2,1,2,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1
5,MS2365-0,,2,2,1,1,2,3,2,1,3,2,1,1,1,1,1,1,1,2,1,2,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1
6,MW2390-0,,1,1,1,1,3,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,-1,-1
7,MW2816-1,,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,4,1,1,1,1,-1
8,MW2856-1,,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,2,1,-1,1,1,1,1,1,1,1,1,-1
9,MW3053-1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1
10,MW3060-0,,1,1,2,2,2,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1
11,MW3116-1,,2,1,4,2,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1
12,MP5823-0,-1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1
13,MS1953-1,,1,2,4,1,2,4,1,1,1,2,1,1,1,1,1,1,1,1,1,2,-1,-1,1,1,-1,-1,,,1,1,1,-1,1,1,1,,,,-1,1,-1
14,MS2365-1,,,,,,,,,,,,,,,,,,,,,,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,4,1,1,1,1,-1
15,MW2390-1,,1,1,1,2,2,4,3,4,2,1,1,1,1,1,1,1,1,1,2,2,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,4,-1
16,MW2816-2,,1,2,2,4,3,5,1,2,3,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,2,1,1,2,4,-1
17,MW2856-2,,1,1,2,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1
18,MW3060-1,,2,1,3,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,3,-1,1,1,1,3,-1,1,1,1,-1
19,MW3053-2,,,,,,,,,,,,,,,,,,,,2,1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1
20,MW3116-2,1,1,2,3,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,2,-1,1,1,1,4,1,1,-1,-1,-1
21,MS1953-2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,2,1,-1,1,1,1,3,1,1,1,2,-1
22,MW2390-2,1,1,2,2,1,1,3,1,1,2,1,1,1,1,1,2,1,1,1,2,2,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1
23,MW2816-3,4,2,1,2,2,2,4,1,1,1,1,1,1,1,1,-1,1,1,1,1,3,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,5,1,1,1,1,-1
24,MW2856-3,4,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,5,-1,1,1,1,-1
25,MW3053-3,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,4,-1
26,MS2365-2,,1,1,3,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1
27,MW3060-2,1,1,1,3,1,2,4,1,3,1,1,1,1,1,1,1,1,1,1,4,3,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1
28,MW3116-3,4,1,1,3,1,1,4,1,2,1,1,1,2,1,1,1,1,1,1,3,3,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1
29,MW3343-0,,1,1,2,1,2,4,2,2,1,1,1,1,1,1,1,1,1,1,2,2,-1,-1,1,1,-1,-1,-1,-1,1,1,2,-1,1,1,1,1,1,-1,1,1,-1
30,MS1953-3,2,2,1,4,3,2,4,1,1,1,1,2,2,1,1,-1,1,-1,1,1,1,-1,-1,1,1,-1,-1,,,1,1,1,-1,1,1,1,1,1,1,1,1,-1
31,MW2780-0,1,1,2,2,3,3,4,3,1,3,1,1,2,1,1,1,1,1,1,1,2,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1
32,MW2390-3,1,2,1,2,4,2,4,3,1,2,1,1,2,1,1,4,1,1,1,1,2,-1,-1,1,1,-1,-1,-1,-1,1,1,2,-1,1,1,1,1,1,1,1,1,-1
33,MW2816-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
34,MW3053-4,,4,1,4,2,2,4,4,2,1,2,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1
35,MS2365-3,,3,2,3,1,1,2,3,2,1,2,1,2,1,1,1,1,1,1,2,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1
36,MW3060-3,,1,1,2,1,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,2,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,2,1,1,1,1,-1
37,MS1953-4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,,1,1,-1
38,MW3343-1,,,,,,,,,,,,,,,,,,,,,,,,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1
39,MW2390-4,,2,1,3,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,-1,-1,1,1,-1,-1,,,,1,1,-1,1,1,1,1,1,4,1,1,-1
40,MW2816-5,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1
41,MW2856-4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1
42,MW3053-5,,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,3,3,1,1,-1,-1
43,MS2365-4,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,,4,1,-1
44,MW3116-4,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,2,1,1,1,-1,-1
45,MS1953-5,,1,1,3,1,3,3,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1
46,MW2390-5,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,,,,,,,,
47,MW2856-5,,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
