,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MS1953-0,,,,,,,,,,,,,,,,,,,,,,,070108,070448,070730,070930,071119,071226,071404,071459,071614,071719,071826,072004,072111,072228
1,MS2365-0,,,,,,,070108,070225,070404,070509,070553,070625,071119,071321,071542,071708,071836,071931,072111,072155,072323,072356,072513,073031,073255,073532,073714,073819,073937,074253,074410,074559,074736,074959,075105,075506
2,MW2390-0,070835,070951,071046,071204,071426,071542,071858,072028,072250,072356,072440,072513,073020,073255,073532,073641,073808,073915,074053,074148,074326,074410,074548,075116,075401,075636,075825,075925,080042,080343,080439,080555,081315,081709,081926,082436
3,MW2816-0,073031,073211,073306,073415,073606,073736,074032,074148,074231,074315,074359,074505,074959,075211,075412,075603,075731,075814,080020,080138,080305,080406,080606,081052,081400,081647,081851,082043,082233,082415,082509,082614,082753,083101,083356,083701
4,MW2856-0,074653,074821,074916,075021,075200,075244,075603,075741,075838,075925,075958,080054,080501,080711,080851,081052,081304,081412,081541,081709,081903,081948,082200,082625,082913,083112,083312,083450,083650,083956,084145,084313,084609,084811,085119,085532
5,MW3053-0,080722,081220,081326,081456,081721,081827,082211,082317,082425,082658,082850,082945,083617,083945,084157,084408,084547,084642,084845,085012,085225,085319,085510,090019,090325,090725,090903,091019,091209,091432,091621,091737,091904,092032,092159,092337
6,MW3060-0,082403,082520,082625,082753,083040,083156,083523,083734,083828,084051,084302,084408,085459,085722,085924,090103,090336,090431,090620,090714,090830,090903,091019,091526,091809,091926,092043,092159,092231,092348,092517,092644,092801,093046,093236,093436
7,MW3116-0,082720,084251,084346,084440,084652,084939,085235,085403,085426,085521,085733,085817,090347,090631,090819,090925,091052,091209,091421,091515,091621,091737,091926,092348,092633,092906,093046,093151,093319,093447,093627,093754,093922,094206,094335,094618
8,MS1953-1,090514,090631,090714,090808,091030,091158,091421,091537,091632,091853,091926,092010,092644,092928,093140,093247,093447,093553,093721,093838,093944,094039,094206,094650,094934,095221,095318,095426,095605,095744,095912,100051,100207,100533,100711,100936
9,MS2365-1,093002,093129,093236,093330,093616,093754,094134,094311,094440,094701,094756,094829,095329,095627,095912,100029,100229,100344,100511,100606,100711,100806,100936,101423,101741,101919,102059,102238,102334,102503,102620,102725,102905,103116,103255,103415
10,MW2390-1,095459,095638,095744,095838,100007,100145,,100428,100511,100606,100711,100754,101254,101646,101941,102111,102227,102345,102514,102620,102725,102821,102949,103532,103830,104105,104233,104327,104527,104820,104936,105053,105231,105547,110020,110209
11,MW2816-1,100207,100355,100449,100616,100828,100958,101232,101349,101445,101646,101752,101824,102408,102620,102832,103021,103138,103222,103353,103437,103543,103629,103746,104233,104443,104610,104715,104820,105009,105125,105220,105358,105609,105725,110031,110209
12,MW2856-1,102048,102206,102311,102430,102631,102747,103011,103105,103306,103415,103459,103532,104243,104516,104715,104842,104958,105114,105242,105325,105442,105515,105704,110147,110444,110656,110835,111035,111246,111425,111541,111708,111908,112245,112458,112636
13,MW3053-1,104947,105231,105325,105409,105631,105725,110031,110147,110304,110527,110623,110718,111319,111625,111846,112003,112129,112245,112436,112530,112708,112803,112921,113443,113804,114101,114418,114607,114923,115039,115207,115418,120051,120341,120531,120910
14,MW3060-1,110740,110825,110919,111014,111203,111330,111635,111752,111940,112212,112402,112458,113111,113336,113603,113741,113849,113945,114144,114238,114408,114502,114629,115155,115513,115723,115956,120304,120658,120825,121015,121143,121406,121650,121817,122029
15,MW3116-1,110802,112752,112847,112954,113239,113325,113709,113827,114017,114133,,114300,114955,115218,115451,115629,115756,115912,120051,120146,120304,120352,120458,120942,121216,121406,121534,121734,121934,122040,122207,122346,122524,122948,123138,123245
16,MS2365-2,115155,115313,115429,115534,115756,115829,120330,120458,120625,120848,121015,121110,121701,121934,122229,122346,122451,122608,122820,122926,123105,123149,123318,123815,124112,124322,124533,124627,124826,125050,125156,125336,125514,130010,130151,130246
17,MP5823-0,115240,120603,120658,120741,120953,121048,121417,121512,121744,122007,122146,122240,122808,123138,123329,123446,123658,123753,123955,124039,124156,124301,124500,124956,125230,125420,125621,125748,125915,130140,130319,130519,130709,130847,131046,131247
18,MS1953-2,121901,122113,122156,122324,122524,122619,122915,123021,123054,123149,123256,123340,123955,124156,124406,124522,124649,124743,124912,125007,125123,125219,125358,125842,130151,130435,130531,130720,130920,131035,131214,131319,131416,131659,131837,132142
19,MW2816-2,130825,131025,131130,131236,131427,131532,131859,132048,132121,132342,132448,132543,133050,133333,133522,133700,133756,133913,134051,134123,134228,134301,134439,134924,135219,135410,135517,135636,135721,135827,135946,140053,140201,140454,140611,141038
20,MW2390-2,,,,,,,,,,,,,,,,,,,,,,131721,131848,132353,132648,132945,133029,133112,133301,133417,133544,133722,133851,134112,134228,134356
21,MW3053-2,134250,134439,134533,134628,134913,135146,135504,135659,135838,140104,140234,140346,141347,141655,141857,142121,142344,142500,142711,142806,142924,143008,143135,143644,143916,144138,144425,144542,144637,144827,144944,145123,145302,145440,145546,145915
22,MW2856-2,,,,,,,,,,,,,,,,,,,,,135636,135732,135912,140346,140706,140920,141143,141323,141431,141622,141729,141846,142014,142333,142806,143019
23,MW3060-2,140909,141049,141132,141301,141537,141707,141952,142110,142249,142522,142638,142722,144116,144425,144710,144849,145145,145302,145440,145608,145747,145842,150043,150533,150851,151149,151317,151434,151550,151730,151848,152019,152148,152422,152611,152811
24,MW3116-2,142500,143336,143442,143559,143833,143927,144233,144350,144520,144753,144911,144955,150510,150806,151041,151211,151328,151445,151635,151752,151859,151956,152126,152600,152854,153350,153637,153804,153953,154048,154310,154459,154648,155015,155154,155449
25,MS1953-3,145313,145502,145556,145714,150021,150127,150510,150650,150744,150957,151132,151222,154204,154415,154615,155216,155311,155427,155616,155722,155849,155935,160136,160610,160905,161615,161754,162047,162311,162439,162556,162723,163125,163526,163715,164150
26,MW2780-0,150533,151233,151328,151434,151657,151814,152126,152244,152422,152655,152800,152916,160526,160844,161054,161256,161436,161542,161732,161837,162015,162120,162236,162745,163609,164056,164245,164530,164752,164942,165131,165644,165946,170315,170504,171033
27,MW2390-3,152422,152622,152738,152843,153128,153350,153731,153848,154109,154332,154604,155321,162214,162501,162712,162956,163125,163242,163431,163547,163726,163820,164032,164603,165851,170630,170820,171033,171318,171518,171718,171857,172110,172311,172630,173043
