,Bus,C690/1,C689/2,T360,T378,T397,T395,T366,T374,T406,T345/1,T317,M206/2,M216,M207,M63,M67,M65,M93
0,AA7214-0,,,,,,,,,,,,,,,,,-1,-1
1,AA7195-0,,,,,,,,,,,1,-1,1,1,1,-1,-1,-1
2,AA7536-0,,,,,,,,,-1,,1,1,1,1,1,-1,-1,-1
3,AA7522-0,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1
4,AA7322-0,,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
5,AA7706-0,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,-1,-1,-1
6,MW4705-0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
7,AA6952-0,1,,1,1,1,1,1,1,1,,1,,,1,1,-1,-1,-1
8,AA7488-0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
9,AA7149-0,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
10,AA7101-0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1
11,AA7214-1,1,,1,1,-1,-1,1,1,1,1,1,-1,1,1,1,-1,-1,-1
12,AA7195-1,1,-1,1,1,1,1,1,1,1,,1,-1,1,1,1,-1,-1,-1
13,AA7248-0,1,1,1,3,1,1,1,1,1,1,1,-1,,1,1,-1,-1,-1
14,AA7536-1,1,1,1,1,1,1,1,1,1,,1,-1,,1,1,-1,-1,-1
15,AA7522-1,,1,1,1,1,1,1,1,1,-1,1,3,1,1,1,-1,-1,-1
16,AA7322-1,1,,1,1,1,1,1,1,1,,1,-1,1,1,1,-1,-1,-1
17,AA7706-1,,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
18,MW4705-1,,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,1,-1,-1,-1
19,AA6952-1,1,,1,1,1,1,1,1,1,,1,-1,,1,1,-1,-1,-1
20,AA7488-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
21,AA7149-1,1,,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1
22,AA7101-1,1,1,1,1,1,1,1,1,1,1,-1,3,-1,1,1,-1,-1,-1
23,AA7214-2,1,,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1
24,AA7536-2,1,,1,1,1,1,1,1,1,,1,-1,,1,1,-1,-1,-1
25,AA7522-2,1,1,1,1,1,1,1,1,1,1,1,-1,2,-1,1,-1,-1,-1
26,AA7322-2,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,-1,-1,-1
27,MW4705-2,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1
28,AA7706-2,,,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1
29,AA6952-2,1,,1,1,1,1,1,1,1,,-1,-1,-1,1,1,-1,-1,-1
30,AA7488-2,1,1,1,1,1,1,-1,1,1,-1,1,-1,1,-1,1,-1,-1,-1
31,AA7214-3,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
32,AA7149-2,1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,-1
33,AA7195-2,1,,1,1,1,1,1,1,1,,1,-1,1,1,1,-1,,-1
34,AA7536-3,1,,1,1,1,1,1,1,1,,1,,,-1,1,-1,-1,-1
35,AA7522-3,,,1,1,1,1,1,1,1,1,1,3,1,1,1,-1,-1,-1
36,AA7322-3,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,-1
37,MW4705-3,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1
38,AA7706-3,,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,-1
39,AA6952-3,4,1,1,1,1,1,1,1,1,,1,-1,1,-1,1,-1,-1,-1
40,AA7488-3,3,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,-1
41,AA7149-3,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1
42,AA7214-4,1,1,1,1,1,1,4,1,1,1,1,2,4,1,1,-1,-1,-1
43,AA7195-3,1,,1,1,1,1,1,1,1,,1,-1,1,,1,-1,-1,-1
44,AA7536-4,1,-1,1,1,1,1,1,1,1,,1,,1,,1,-1,-1,-1
45,AA7522-4,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1
46,AA7706-4,,1,1,1,1,1,1,1,1,,1,1,1,1,1,-1,-1,-1
47,MW4905-0,1,1,1,1,1,1,1,1,1,1,1,3,-1,1,1,-1,-1,-1
48,AA7248-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
49,AA6952-4,1,1,1,1,1,1,1,1,1,1,1,-1,,-1,-1,-1,-1,-1
50,AA7322-4,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1
51,AA7488-4,,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
52,AA7149-4,2,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
53,AA7214-5,1,,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
54,MW3387-0,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1
55,AA7468-0,,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1
56,AA7195-4,1,,1,-1,-1,-1,-1,-1,-1,1,1,2,,-1,,-1,-1,-1
57,MW4705-4,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1
58,AA7522-5,1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1
59,AA7536-5,,,1,-1,1,1,1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1
60,AA7706-5,,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
61,MW4905-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,-1,1,-1,-1,-1
62,AA7248-2,1,-1,1,1,-1,-1,1,-1,-1,,1,1,3,-1,1,-1,-1,
63,AA6952-5,,1,1,-1,-1,-1,-1,1,-1,-1,1,1,1,1,1,-1,-1,-1
64,AA7322-5,1,-1,1,4,1,1,2,1,1,-1,1,-1,1,1,1,-1,-1,-1
65,AA7488-5,,1,1,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1
66,AA7149-5,1,,1,1,1,1,1,1,1,-1,1,1,3,1,1,-1,-1,-1
67,AA7214-6,1,,1,1,1,1,1,1,1,1,1,-1,3,1,1,-1,-1,-1
68,AA7468-1,1,1,1,1,1,1,1,1,1,-1,1,2,1,-1,-1,-1,-1,-1
69,AA7195-5,1,1,1,1,1,1,1,1,1,-1,,-1,-1,-1,1,-1,-1,-1
70,MW4705-5,1,1,1,1,1,1,1,1,1,-1,1,-1,1,-1,1,-1,-1,-1
71,AA7522-6,1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,-1,-1,-1
72,AA7706-6,1,1,1,1,1,1,1,1,1,,1,-1,1,1,1,-1,-1,-1
73,MW4905-2,,1,1,1,1,1,1,1,1,1,1,1,4,1,1,-1,-1,-1
74,AA6952-6,1,1,1,1,1,1,1,1,1,,1,-1,-1,1,1,-1,-1,-1
75,AA7488-6,3,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1
76,AA7149-6,1,1,1,1,1,1,1,1,1,1,1,-1,3,-1,1,-1,-1,-1
77,AA7214-7,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,-1,-1,-1
78,AA7195-6,1,1,1,4,1,1,1,1,1,,1,1,,,1,-1,-1,-1
79,AA7706-7,,1,1,1,1,1,1,1,1,,1,1,1,-1,1,-1,-1,-1
80,MW4905-3,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1
81,AA6952-7,1,1,1,1,1,1,1,1,1,,1,,1,1,1,-1,-1,-1
82,AA7488-7,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,
83,AA7149-7,1,1,1,1,1,1,1,1,1,1,,,,,,,,
84,AA7214-8,1,1,,,,,,,,,,,,,,,,
