,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M143,M170/1,M172/15,T403,T402,T309,T368,T324/2,T347,T364/2,T366,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C660,C662,C664,C666,C677,C667,C676,C680,C669/1
0,MZ4072-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070108,070132,070216,070249,070354,070438
1,MZ3559-0,,,,,,,,,,,,,,,,,,,,,,,070108,070205,070532,070648,070900,070943,071100,071122,071227,071333,071406,071427,071522,071554,071725,071819
2,MZ3978-0,,,,,,,,,,,,,,070108,070205,070322,070354,070648,070805,070911,071100,071133,071206,071333,071628,071830,071946,072041,072157,072229,072324,072356,072440,072502,072546,072608,072713,072746
3,MZ3734-0,,,,,,070108,070205,070300,070405,070522,070648,071144,071227,071311,071427,071543,071628,071841,071946,072051,072207,072240,072302,072440,072757,073018,073207,073312,073429,073512,073618,073651,073736,073758,073842,073904,074022,074116
4,MW3496-0,,070108,070216,070511,070627,070922,071027,071133,071249,071522,071651,072218,072313,072419,072546,072651,072746,073018,073123,073239,073344,073429,073501,073618,073926,074105,074328,074433,074600,074644,074749,074845,074940,074951,075056,075118,075235,075330
5,MZ3956-0,070405,072946,073156,073334,073501,073853,074010,074116,074306,074454,074802,075257,075413,075519,075635,075741,075824,080120,080214,080353,080416,080500,080522,080628,080933,081101,081250,081418,081534,081608,081702,081736,081830,081852,081913,081935,082041,082124
6,MZ4228-0,070838,071038,071333,071533,071736,071935,072041,072146,072408,072618,072713,073228,073344,073450,073618,073713,073809,074010,074116,074222,074349,074422,074454,074622,074940,075140,075352,075530,075646,075741,075846,075941,080014,080036,080120,080141,080309,080405
7,MX1213-0,072218,072535,072830,073051,073312,073545,073651,073758,073904,074211,074338,074856,075013,075129,075246,075352,075457,075657,075803,075857,075952,080036,080214,080353,080712,080828,080933,081038,081218,081250,081345,081440,081523,081556,081640,081725,081903,081946
8,MW5966-0,,073356,073556,073809,073948,074411,074454,074549,074727,074845,074951,075519,075614,075730,075908,075952,080047,080258,080353,080522,080606,080650,080712,080850,081207,081334,081534,081640,081758,081841,081935,082008,082052,082135,082219,082240,082357,082452
9,MW5936-0,073407,075352,075635,075908,080025,080416,080606,080734,080955,081301,081440,081957,082052,082219,082357,082514,082608,082853,082959,083115,083222,083255,083411,083527,083823,083939,084131,084236,084343,084500,084606,084711,084756,084829,084913,084935,085051,085146
10,MX1197-0,,074600,074716,074929,075224,075424,075551,075719,075857,080120,080236,080744,080850,080955,081134,081239,081323,081502,081608,081713,081808,081903,082019,082146,082503,082736,082937,083104,083233,,,,,,083622,083644,083801,083906
