,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MS1953-0,,,,,,,,,,,,,,,,,,,,,,,1,-1,1,1,1,1,1,-1,-1,1,1,1,-1,-1
1,MS2365-0,,,,,,,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,-1,3,3,2,-1,-1
2,MW2390-0,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,5,4,1,-1,-1
3,MW2816-0,1,1,1,1,4,1,1,1,1,-1,3,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,-1,5,4,1,-1,-1
4,MW2856-0,1,1,1,1,4,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,5,2,1,-1,-1
5,MW3053-0,5,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,-1,-1,1,2,1,-1,-1
6,MW3060-0,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,-1,1,-1,1,1,1,2,2,2,-1,2,1,1,-1,-1
7,MW3116-0,1,-1,1,1,4,1,1,1,1,-1,1,1,-1,-1,-1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,-1,-1,-1,4,1,-1,-1
8,MS1953-1,-1,1,1,2,5,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,-1,-1,3,2,1,-1,-1
9,MS2365-1,1,1,1,1,1,1,1,1,2,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,3,1,1,1,1,-1,-1,-1,3,1,-1,-1
10,MW2390-1,1,1,1,1,1,1,,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,4,-1,-1,3,1,-1,-1
11,MW2816-1,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,2,2,1,-1,-1
12,MW2856-1,1,1,1,1,4,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,3,1,1,-1,1,1,1,1,1,-1,-1,-1,4,1,-1,-1
13,MW3053-1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,-1,1,-1,2,1,3,-1,1,-1,-1,3,4,2,-1,-1
14,MW3060-1,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,-1,1,-1,1,2,3,-1,2,-1,-1,3,4,2,-1,-1
15,MW3116-1,-1,-1,1,2,1,1,1,1,1,-1,,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,4,5,3,2,-1,-1,3,4,1,-1,-1
16,MS2365-2,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,2,2,-1,-1,2,3,1,-1,-1
17,MP5823-0,1,1,1,-1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,3,1,-1,-1
18,MS1953-2,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,1,2,1,1,2,-1,-1,4,2,1,-1,-1
19,MW2816-2,5,1,2,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,2,3,1,2,1,-1,-1,5,5,5,-1,-1
20,MW2390-2,,,,,,,,,,,,,,,,,,,,,,1,1,1,4,1,1,1,1,-1,-1,2,4,1,-1,-1
21,MW3053-2,1,1,1,2,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,-1,-1,4,3,2,-1,-1
22,MW2856-2,,,,,,,,,,,,,,,,,,,,,1,1,1,-1,1,1,1,2,3,-1,-1,4,3,1,-1,-1
23,MW3060-2,1,1,1,1,5,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,-1,4,3,1,-1,-1
24,MW3116-2,-1,1,2,1,4,1,1,1,2,-1,1,2,-1,-1,-1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,-1,-1,3,1,-1,-1
25,MS1953-3,1,1,1,1,1,1,1,1,1,-1,1,4,-1,-1,-1,1,1,1,1,1,1,1,1,1,3,1,4,3,2,5,-1,5,3,1,-1,-1
26,MW2780-0,1,1,1,1,4,1,1,1,1,-1,1,4,-1,-1,-1,1,1,1,1,1,1,-1,1,5,4,1,1,2,2,-1,-1,5,2,1,-1,-1
27,MW2390-3,1,1,1,-1,4,1,1,1,1,-1,1,5,-1,-1,-1,2,1,1,1,1,1,1,1,4,3,4,2,1,1,-1,-1,5,4,1,-1,-1
28,MW2816-3,1,-1,1,1,1,1,1,1,2,-1,5,5,-1,-1,-1,1,1,1,1,1,1,1,1,4,4,1,1,1,3,-1,-1,4,3,4,-1,-1
29,MW2856-3,1,1,1,2,1,1,1,1,2,-1,2,5,-1,-1,-1,1,1,1,1,1,1,1,1,5,4,1,1,2,2,5,-1,-1,4,1,-1,-1
30,MS2365-3,1,1,1,1,1,1,1,1,2,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,2,5,1,1,2,4,-1,-1,5,5,5,-1,-1
31,MW3053-3,,,,,,,,,,,,,,,,,,,,,1,1,1,4,5,1,1,1,2,-1,-1,5,5,1,-1,-1
32,MW3060-3,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,5,5,3,4,4,2,-1,-1,5,5,1,-1,-1
33,MW3116-3,1,1,1,1,1,1,1,1,2,-1,1,2,-1,-1,-1,1,1,1,1,1,1,1,1,4,5,1,4,2,1,-1,-1,-1,5,4,-1,-1
34,MW3343-0,-1,1,1,1,5,1,1,1,1,-1,1,4,-1,-1,-1,2,1,1,1,1,1,1,1,5,5,1,4,2,3,5,-1,5,4,1,-1,-1
35,MW2816-4,1,1,1,1,1,1,1,1,2,-1,1,3,-1,-1,-1,1,1,1,1,1,-1,1,1,4,3,1,2,3,1,-1,-1,-1,2,1,-1,-1
36,MW2780-1,1,1,1,1,1,1,1,1,2,-1,1,5,-1,-1,-1,1,1,1,1,1,1,1,1,4,3,1,4,3,1,-1,-1,4,3,1,-1,-1
37,MW2856-4,1,1,1,1,1,1,1,1,2,-1,1,4,-1,-1,-1,1,1,1,1,1,1,1,1,1,4,1,3,-1,1,-1,-1,4,3,1,-1,-1
38,MW3053-4,1,1,1,1,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,2,-1,-1,3,2,1,-1,-1
39,MS2365-4,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,3,4,-1,2,2,1,-1,-1
40,MW3116-4,,-1,2,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,4,-1,2,2,1,-1,-1
41,MS1953-4,1,1,1,-1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,-1,-1,1,1,1,-1,-1
