,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686
0,MX4021-0,,,,,,,,,,,,,,,,,,,,,,,,,,070110,070134
1,MX4041-0,,,,,,,,,,,,,,,,,,,,,,,070110,070218,070313,070431,070515
2,MX4159-0,,,,,,,,,,,,,,,,,070110,070207,070251,070324,070442,070821,071010,071232,071337,071453,071537
3,MX4338-0,,,,,,,,,,,070110,070123,070218,070324,070442,070632,070748,070938,071021,071210,071337,071703,071914,072030,072146,072313,072358
4,MX4383-0,,070110,070123,070241,070335,070504,070559,070653,070821,071010,071221,071747,071841,071946,072103,072157,072323,072431,072528,072655,072822,073148,073326,073503,073557,073714,073747
5,MX4388-0,070123,070442,070632,070704,070748,070905,071010,071054,071210,071421,071631,072124,072219,072313,072420,072503,072601,072655,072739,072844,072948,073253,073503,073703,073757,073914,073958
6,MX4365-0,,,,,,,,,070156,070241,070610,071116,071221,071337,071443,071537,071703,071852,071946,072114,072302,072612,072811,073010,073115,073232,073326
7,MX4458-0,070420,,072052,072124,072157,072431,072601,072655,072833,073054,073304,073819,073914,074020,074125,074242,074400,074540,074623,074645,074813,075109,075214,075330,,075651,075734
8,MP6357-0,070915,072409,072655,072717,072800,073054,073242,073326,073525,073703,073936,074434,074529,074634,074750,074847,075014,075141,075225,075308,075424,075723,075853,080031,080158,080314,080347
9,MP6426-0,071021,071210,071359,071453,071558,071714,071914,072008,072124,072251,072655,073232,073326,073442,073547,073703,073841,073947,074020,074114,074231,074540,074813,074953,075120,075246,075341
10,MX4535-0,072622,073115,073442,073525,073547,073841,073936,074031,074210,074326,074529,075131,075236,075403,075544,075629,075820,075947,080031,080104,080252,080612,080803,081048,081153,081322,081355
11,MX3651-0,073242,073652,073936,073958,074136,074315,074411,074518,074645,074750,075141,075651,075745,075925,080009,080104,080252,080347,080432,080516,080656,081015,081153,081405,081521,081638,081711
12,MX3783-0,074136,074634,074858,074931,075014,075246,075341,075435,075618,075757,075958,080505,080601,080656,080814,080920,081048,081142,081227,081311,081438,081806,081944,082050,082250,082407,082501
13,MX4021-1,,075745,080020,080104,080158,080432,080634,080739,080920,081217,081427,082039,082156,082323,082450,082546,082735,082830,082924,083018,083217,083544,083638,083849,084006,084100,084155
14,MX4041-1,,080421,080634,080706,080750,081048,081142,081300,081427,081617,081838,082356,082512,082641,082746,082841,083018,083145,083217,083301,083417,083733,083922,084111,084216,084344,084438
15,MX4159-1,080847,081355,081638,081733,081806,082006,082217,082323,082439,082641,082851,083438,083606,083649,083816,083922,084133,084344,084427,084511,084617,084922,085111,085229,085324,085443,085517
16,MX4338-1,081850,082028,082323,082356,082535,082757,082913,083040,083311,083511,083922,084427,084522,084649,084805,084910,085122,085218,085302,085421,085603,085920,090037,090142,090310,090438,090521
17,MX4365-1,,082808,083051,083134,083206,083544,083805,083900,084049,084322,084544,085133,085251,085410,085550,085719,085858,085953,090037,090215,090342,090638,091030,091219,091313,091431,091515
18,MP6426-1,083206,083428,083816,083900,083955,084238,084449,084606,084849,085133,085550,090120,090237,090405,090511,090627,090830,090947,091030,091114,091230,091548,091654,091937,092031,092147,092231
19,MX4383-1,083533,083933,084227,084322,084405,084700,084910,085016,085207,085348,085752,090237,090342,090449,090605,090735,090852,090947,091030,091125,091241,091559,091715,091937,092053,092242,092325
20,MX4388-1,084249,084544,084838,084932,085006,085229,085410,085505,085614,085804,090153,090627,090713,090819,090925,090958,091146,091335,091420,091504,091610,091926,092053,092231,092325,092432,092516
21,MP6357-1,084311,085348,085731,085858,085942,090131,090310,090405,090554,090757,091041,091621,091737,091831,091948,092053,092158,092349,092432,092516,092632,092931,093131,093355,093450,093556,093651
22,MX4458-1,,085731,090059,090131,090215,090543,090735,090841,090958,091219,091431,091959,092104,092220,,092421,092548,092739,092825,092909,093015,093300,093417,093618,093746,093902,093935
23,MX4551-0,090438,090958,091252,091347,091537,091831,092053,092220,092410,092643,093059,093640,093757,093924,094041,094158,094359,094505,094548,094705,094843,095221,095421,095643,095843,095959,100105
24,MX4535-1,091219,091527,091810,091904,091948,092253,092504,092559,092739,092909,093311,093902,094008,094126,094242,094359,094516,094632,094716,094737,094916,095326,095526,095748,095843,100010,100105
25,MX3651-1,091548,092104,092443,092516,092559,092858,092953,093048,093238,093501,093702,094220,094326,094432,094559,094705,094821,095010,095043,095137,095242,095705,095905,100054,100137,100221,100305
26,MW2780-0,092421,093534,093946,094041,094147,094454,094643,094748,094916,095126,095336,095915,100010,100116,100305,100400,100621,100726,100810,100927,101054,101433,101614,101836,102015,102131,102204
27,MX3783-1,092504,092931,093238,093333,093417,093702,093746,093851,094030,094136,094516,095010,095115,095242,095336,095421,095537,095737,095821,095905,095959,100327,100433,100610,100737,100854,100938
28,MX4598-0,093311,,101931,102025,102153,102510,102711,102817,103018,103240,103452,103949,104055,104211,104327,104424,104603,104647,104730,104835,105004,105404,105521,105637,105742,105848,105920
29,MW5191-0,093355,094348,094716,094821,094948,095159,095421,095515,095705,095937,100159,100643,100737,100832,100949,101033,101200,101255,101327,101455,101549,101825,102004,102153,102259,102404,102426
30,MW5346-0,094114,095748,100127,100243,100316,100610,100748,100843,101033,101211,101422,101931,102025,102120,102259,102415,102521,102616,102700,102806,102924,103251,103420,103705,103749,103917,104022
31,MX4021-2,094231,095159,095504,095632,095748,095959,100137,100305,100505,100621,101011,101549,101647,101814,101931,102015,102215,102353,102437,102605,102722,103113,103230,103442,103549,103644,103727
32,MX4041-2,,095442,095748,095854,100021,100221,100433,100527,100716,100832,101211,101731,101825,101942,102120,102226,102437,102544,102638,102711,102817,103208,103358,103600,103716,103855,104000
33,MS4914-0,095959,,100632,100705,100821,101043,101211,101411,101603,101825,102036,102533,102638,102722,102839,103008,103135,103302,103347,103431,103538,104000,104200,104254,104446,104603,104625
34,MX4159-2,100105,100621,100949,101054,101127,101433,101516,101720,101847,102025,102248,102851,102946,103113,103230,103302,103503,103654,103727,103822,103939,104244,104446,104614,104719,104814,104847
35,MX4338-2,100737,101043,101400,101455,101636,101847,102058,102204,102342,102459,102851,103347,103442,103600,103727,103833,104022,104233,104327,104446,104614,105036,105237,105415,105521,105626,105710
36,MW5264-0,101741,101858,102226,102310,102426,102627,102828,102935,103124,103251,103503,104033,104127,104233,104402,104457,104636,104814,104847,104920,105047,105415,105626,105848,105931,110047,110131
37,MX4365-2,,102204,102533,102649,102722,103051,103146,103240,103420,103549,103906,104413,104508,104636,104752,104835,105026,105142,105226,105309,105426,105753,105920,110047,110214,110319,110402
38,MP6426-2,102448,102806,103208,103324,103409,103716,103917,104011,104200,104402,104730,105309,105415,105543,105710,105815,105920,110109,110141,110236,110341,110645,110824,111025,111130,111235,111330
39,MX4458-2,102755,104847,105153,105237,105342,105626,105720,105815,105942,110141,110402,110952,111057,111203,111257,111351,111456,111614,111646,111719,111824,112120,112225,112425,112553,112659,112732
40,MX4383-2,102946,103251,103705,103800,103906,104200,104338,104435,104636,104741,105131,105637,105731,105859,110025,110109,110225,110319,110351,110424,110518,110847,110952,111119,111214,111308,111340
41,MP6357-2,103738,103928,104305,104413,104552,104752,104942,105036,105237,105342,105742,110236,110341,110456,110623,110656,110835,111036,111108,111152,111257,111635,111802,112037,112225,112331,112436
42,MX4388-2,105753,110014,110319,110435,110445,110728,110909,111003,111152,111402,111635,112153,112258,112436,112648,112754,112933,113100,113143,113321,113437,113722,113901,114029,114218,114323,114356
43,MX4551-1,,111614,111941,112131,112309,112626,112826,112933,113121,113249,113459,114101,114218,114345,114512,114628,114818,114945,115051,115207,115335,115725,115914,120219,120303,120431,120537
44,MX4535-2,112153,112403,112615,112710,112826,113100,113310,113405,113617,113722,114112,114723,114829,114956,115124,115229,115409,115536,115630,115735,115914,120241,120431,120726,120832,121009,121053
45,MX3651-2,113426,113744,114156,114250,114334,114617,114807,114850,115051,115324,115536,120052,120219,120347,120525,120621,120748,120832,120915,121042,121159,121559,121716,122010,122116,122232,122315
46,MW5346-1,113755,114145,114406,114439,114522,114745,114945,115051,115240,115347,115735,120230,120335,120420,120537,120632,120748,120843,120915,120948,121042,121325,121453,121643,121748,121854,121938
47,MX3783-2,,114923,115146,115313,115347,115641,115841,115935,120136,120347,120759,121304,121358,121514,121727,121905,122021,122127,122210,122243,122359,122652,122841,123136,123242,123410,123504
48,MX4598-1,,115630,115830,115903,120030,120252,120442,120537,120715,,121209,121727,121832,122010,122054,122137,122253,122504,122547,122609,122735,123030,123136,123359,123431,123548,123632
49,MW2780-1,120621,120737,121115,121220,121420,121738,121938,122054,122232,122431,122841,123431,123537,123704,123842,123937,124125,124230,124314,124420,124548,124926,125115,125315,125421,125549,125611
50,MX4041-3,,121220,121549,121727,121810,122054,122232,122337,122547,122703,123041,123621,123737,123915,124020,124115,124241,124358,124442,124610,124715,125010,125159,125315,125527,125632,125716
51,MX4159-3,121409,121916,122210,122304,122348,122641,122841,122914,123041,123242,123653,124230,124325,124515,124632,124715,124915,125010,125043,125137,125253,125611,125800,130000,130105,130211,130305
52,MX4338-3,,,122946,123125,123146,123359,123559,123704,123820,123937,124314,124821,124926,125054,125220,125315,125432,125538,125621,125727,125843,130211,130421,130633,130728,130835,130909
53,MX4021-3,,,,,,,,,,,,,,,,,,,,,,,,,,123315,123359
54,MX4365-3,,123748,124125,124209,124241,124515,124704,124759,124926,125115,125527,130116,130211,130327,130454,130550,130728,130824,130909,131025,131152,131447,131552,131730,131836,131942,132025
55,MW5264-1,123937,124230,124515,124643,124726,125021,125148,125253,125432,125549,125949,130515,130612,130739,130920,131014,131141,131342,131425,131509,131636,132025,132203,132426,132542,132658,132731
56,MX4383-3,124431,124726,125032,125159,125242,125527,125643,125738,125916,130138,130348,130858,131003,131131,131247,131342,131458,131603,131647,131752,131920,132247,132426,132648,132731,132826,132909
57,MX4388-3,125421,125705,125854,125927,125949,130243,130421,130550,130706,130835,131203,131719,131814,131920,132047,132131,132258,132458,132531,132604,132721,133015,133216,133427,133534,133619,133652
58,MP6357-3,130105,130327,130623,130750,130835,131203,131353,131436,131625,131803,132025,132520,132626,132731,132847,132931,133110,133216,133249,133333,133449,133820,133947,134126,134231,134348,134420
59,MX4458-3,,,131025,131120,131141,131404,131530,131636,131803,132014,132225,132753,132847,133004,133110,133205,133322,133416,133500,133641,133758,134115,134220,134409,134504,134604,134648
60,MX4551-2,131247,131436,131814,131942,132025,132320,132458,132553,132731,132859,133238,133842,133958,134126,134253,134409,134543,134733,134829,134946,135124,135516,135655,140000,140138,140305,140349
61,MX4535-3,132141,,132542,132636,132721,133015,133121,133205,133405,133641,133904,134504,134627,134807,134946,135040,135231,135443,135538,135706,135854,140244,140432,140715,140821,140926,141010
62,MX3651-3,132447,132859,133121,133227,133354,133556,133747,133820,134020,134304,134504,135040,135146,135325,135454,135549,135727,135844,135938,140055,140233,140632,140821,141105,141221,141348,141431
63,MX3783-3,133641,133831,134220,134253,134326,134604,134711,134913,135102,135325,135538,140055,140200,140316,140454,140610,140759,140948,141032,141159,141359,141726,141926,142137,142231,142336,142420
64,MX4598-2,,,135018,135102,135146,135516,135644,135811,140022,140200,140548,141105,141221,141336,141453,141548,141737,141904,141948,142115,142253,142609,142725,142936,143009,143125,143220
65,MX4021-4,135157,135443,135811,135938,140011,140305,140443,140715,140915,141159,141610,142231,142336,142537,142725,142820,143125,143231,143325,143421,143611,144011,144138,144307,144413,144540,144646
66,MX4041-4,,140255,140621,140715,140831,141159,141359,141515,142221,142410,142620,143125,143241,143336,143505,143549,143749,143927,144011,144055,144211,144551,144646,144910,145038,145206,145250
67,MX4159-4,140559,140915,141210,141410,141537,141748,141904,142253,142559,142853,143241,143811,143905,144011,144138,144234,144413,144518,144602,144729,144836,145122,145323,145429,145609,145726,145821
68,MX4338-4,141453,141653,142043,142221,142304,142548,142653,142758,142947,143241,143654,144200,144307,144435,144602,144657,144848,145049,145144,145312,145440,145832,150010,150138,150255,150402,150457
69,MX4365-4,,142325,142747,142914,142958,143241,143443,143527,143705,143905,144256,144824,144943,145111,145250,145345,145535,145631,145715,145843,150021,150413,150508,150740,150847,151015,151059
70,MW5264-2,142431,142642,142936,143042,143125,143421,143611,143705,143833,144044,144256,144836,144954,145122,145301,145356,145535,145631,145715,145843,150010,150317,150457,150624,150729,150824,150858
