,Bus,C686,C656,C654,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
0,MX4535-0,,,,,,,,,,,,,,,,,,,070116,070201,070328,070718,070835,071002
1,MX3651-0,,,,,,,,,,,,,,,070116,070328,070446,070740,071035,071236,071424,071718,071846,072014
2,MX3783-0,,,,,,,,,070116,070201,070317,070402,070446,070613,070656,071129,071247,071551,071930,072130,072413,072836,072952,073131
3,MX4021-0,070602,070707,070835,071002,071225,071403,071646,071856,072130,072246,072402,072507,072646,072814,072858,073359,073516,073836,074215,074427,074710,075038,075221,075410
4,MX4041-0,,071236,071330,071446,071635,071751,072057,072246,072351,072456,072551,072646,072836,072952,073036,073443,073612,073847,074215,074438,074721,075048,075232,075421
5,MX4159-0,071646,071740,071930,072014,072152,072413,072730,072847,073058,073204,073315,073359,,073633,073719,074121,074248,074511,074859,075110,075326,075642,075820,080014
6,MX4338-0,072540,072613,072708,072751,072941,073142,073432,073622,073741,073825,073920,074015,074143,074310,074354,074838,075005,075305,075548,075653,075907,080313,080441,080653
7,MX4365-0,073253,073348,073454,073600,073803,073931,074215,074416,074522,074616,074710,074804,074921,075038,075121,075526,075642,075917,080217,080419,080653,080950,081055,081308
8,MX4551-0,073909,074048,074143,074248,074416,074627,074921,075027,075132,075243,075348,075432,075610,075653,075737,080206,080323,080547,080917,081117,081257,081615,081731,081953
9,MX4388-0,074511,074543,074649,074732,074848,075038,075254,075421,075515,075621,075715,075759,075939,080026,080111,080514,080631,080939,081202,081308,081507,081826,081942,100620
10,MX4458-0,080037,080122,080240,080335,080536,080736,081033,081224,081456,081615,081720,081815,082026,082120,082215,082616,082754,083037,083418,083653,084056,084419,084536,084724
11,MX4535-1,080939,081044,081202,081308,081518,081710,082048,082226,082331,082438,082554,082700,082932,083143,083301,083748,083938,084251,084536,084902,085135,085505,085643,085843
12,MX3651-1,,,082120,082153,082406,082627,083005,083217,083323,083440,083557,083642,083810,083938,084056,084452,084641,084935,085232,085505,085906,090149,090319,090519
13,MX3783-1,,083121,083229,083334,083546,083905,084151,084419,084536,084641,084808,084851,085124,085232,085326,085737,085906,090139,090519,090614,090730,091025,091131,091311
14,MX4041-1,085454,085549,085716,085810,090033,090236,090603,090635,090858,091025,091131,091238,091449,091605,091711,092133,092315,092611,093004,093217,093441,093811,093928,094131
15,MX4159-1,085855,090000,090106,090214,090403,090635,090909,091025,091131,091249,091405,091500,091649,091817,091911,092315,092444,092813,093228,093358,093654,094025,094142,094324
16,MX4021-1,,,,,,,,,,,,,,,,091152,091333,091555,091911,092122,092528,092931,093048,093346
17,MX4365-1,091605,091649,091733,091849,092050,092206,092516,092623,092728,092835,092931,093026,093153,093334,093420,093833,094002,094251,094646,094741,095047,095534,095651,095807
18,MX4338-1,,,,,091638,091827,092144,092242,092506,092645,092802,092846,093037,093217,093301,093727,093855,094239,094551,094730,094909,095313,095451,095651
19,MX4551-1,092039,092220,092326,092444,092611,092846,093217,093301,093431,093515,093621,093738,093906,094036,094204,094646,094836,095121,095440,095629,095901,100357,100536,100704
20,MX4458-1,093917,094109,094204,094313,094528,094719,095058,095204,095429,095556,095723,095818,095955,100113,100156,100558,100726,101128,101511,101617,101839,102111,102227,102417
21,MX4535-2,095302,095451,095556,095723,095839,100051,100336,100514,100737,100855,101001,101044,101215,101320,101354,101806,101944,102144,102439,102630,103001,103346,103515,103655
22,MX4383-0,095850,100242,100336,100503,100715,100855,101226,101438,101701,101817,101901,101955,102111,102227,102311,102736,102917,103218,103515,103644,103930,104449,104627,104743
23,MX3651-2,100503,100631,100715,100759,101001,101237,101521,101628,101850,102006,102111,102217,102355,102502,102546,103012,103129,103431,103824,103952,104236,104700,104805,104954
24,MX3783-2,,,101354,101532,101806,102050,102355,102546,102821,102939,103056,103203,103335,103442,103526,103941,104141,104449,104827,105027,105301,105745,105912,110145
25,MW2390-0,101922,102524,102641,102736,103012,103151,103537,103655,103919,104047,104203,104258,104500,104638,104711,105133,105312,105701,110039,110218,110512,111112,111241,111357
26,MW2780-0,,101933,102050,102144,102321,102450,102747,102928,103151,103302,103420,103526,103644,103802,103845,104319,104437,104700,105016,105217,105450,105756,105902,110039
27,MX4021-2,103706,103834,104003,104119,104416,104543,105143,105344,105607,105818,105923,110018,110156,110334,110418,110840,111017,111336,111702,111851,112220,112551,112708,112920
28,MW5191-0,104025,104058,104203,104416,104605,104700,105217,105356,105629,105829,105956,110101,110312,110429,110523,110956,111123,111346,111829,112031,112400,113215,113343,113524
29,MX4159-2,104258,104416,104511,104638,104754,104932,105312,105356,105618,105818,105934,110029,110250,110407,110451,110912,111039,111346,,,,112802,112920,113059
30,MW5264-0,104638,104733,104838,104943,105143,105333,,,,110029,110050,110134,110345,110502,110545,111028,111155,111535,111946,112053,112444,113259,113428,113653
