,Bus,C690/1,C689/2,T360,T378,T397,T395,T366,T374,T406,T345/1,T317,M206/2,M216,M207,M63,M67,M65,M93
0,MW4837-0,,,,,,,,,,,,,,,,,-1,-1
1,MW5132-0,,,,,,,,,,,1,-1,-1,-1,1,-1,-1,-1
2,MW5594-0,,,,,,,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,MW4366-0,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1
4,MW4557-0,,,1,-1,-1,1,-1,-1,-1,-1,-1,2,-1,-1,1,-1,-1,-1
5,MW4619-0,1,-1,1,1,-1,-1,1,1,1,1,1,-1,1,1,1,-1,-1,-1
6,MW4647-0,1,1,1,1,4,3,1,1,1,1,-1,1,1,1,1,-1,-1,-1
7,MW4781-0,1,,1,1,1,1,1,-1,-1,,1,-1,1,1,1,-1,-1,-1
8,MW4837-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1
9,MW5132-1,1,1,1,,1,,1,1,1,1,1,1,-1,1,1,-1,-1,-1
10,MW5645-0,3,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
11,MW5594-1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
12,MW4229-0,2,1,1,2,4,3,1,1,1,1,1,1,1,1,1,-1,-1,-1
13,MW4366-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
14,MW4557-1,,,1,1,1,1,1,1,1,1,1,-1,2,1,1,-1,-1,-1
15,MW4705-0,1,1,1,1,1,1,1,1,1,1,1,-1,2,1,1,-1,-1,-1
16,MW4619-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
17,MW4825-0,,,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1
18,MW4647-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
19,MW4846-0,3,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1
20,MW4781-1,2,1,1,1,3,3,1,1,1,,1,-1,1,1,1,-1,-1,-1
21,MW4837-2,4,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1
22,MW5132-2,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1
23,MW5645-1,,1,1,1,1,1,1,1,1,1,1,1,4,1,1,-1,-1,-1
24,MW5594-2,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1
25,MW4229-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
26,MW4366-2,,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1
27,MW4705-1,,1,1,1,1,2,2,1,1,1,1,-1,1,1,1,-1,-1,-1
28,MW4825-1,,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
29,MW4557-2,1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,-1,-1,-1
30,MW4647-2,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1
31,MW4781-2,5,1,1,1,1,1,1,1,1,,1,-1,1,1,1,-1,-1,-1
32,MW4837-3,1,1,1,1,1,1,1,1,1,1,1,-1,2,1,1,-1,-1,-1
33,MW5132-3,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
34,MW5594-3,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,-1,-1
35,MW4366-3,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1
36,MW4557-3,4,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
37,MW4647-3,4,1,1,1,1,1,1,1,1,1,1,-1,5,1,1,-1,-1,-1
38,MW4781-3,5,1,1,1,1,1,1,1,1,,1,-1,1,1,1,-1,-1,-1
39,MW4837-4,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1
