,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,MW4619-0,,,,,,,,,,,,070109,070218,070324,070503,070547,070652,070736,070852,071008,071219,071512,071651
1,AA7530-0,,,,,,,,070109,070558,070703,070808,070946,071135,071240,071334,071439,071535,071724,071830,071946,072137,072432,072621
2,MW4647-0,,,,,,,,070109,070609,070714,070808,070946,071135,071240,071501,071546,071629,071735,071840,072009,072137,072432,072621
3,AA6952-0,,,,,,,,070109,071146,071240,071345,071501,071651,071757,071924,,,,,,072559,072905,073021
4,MR7964-0,,,,,,,070109,070156,071157,071251,071345,071512,071702,071808,072031,072115,072231,072348,072453,072610,072716,073032,073137
5,AA7488-0,,,070109,,,,,,,,072821,072832,073010,073116,073350,073422,073517,073634,073729,073845,073950,074212,074351
6,MW4825-0,070109,070419,070703,070957,071345,071757,072031,072315,073339,073506,073613,073751,073940,074045,074307,074413,074508,074624,074729,074846,074951,075246,075434
7,AA7706-0,,071135,071746,072104,072304,072516,072705,072832,073845,074002,074045,074223,074413,074540,074707,074802,074929,075056,075202,075319,075551,075824,075941
8,AA7637-0,,071157,074329,074718,075107,075257,075624,075908,080742,080849,081016,081133,081555,081711,081911,082006,082207,082302,082357,082514,082738,083021,083126
9,AA7149-0,,,,071819,072053,072326,072516,072654,073824,073950,074045,,074402,074518,074657,074802,074918,075056,075202,075319,075551,075824,075930
10,AA6482-0,071913,072231,072610,072905,073116,073422,073538,073824,074740,095909,100003,,,075351,075445,075551,075657,075857,075952,080057,080203,080520,101949
11,AA7492-0,072505,072705,073032,073350,073645,073918,,074129,075235,075340,075445,075624,075836,075930,080141,080247,080352,080520,080615,080742,080943,081238,081438
12,MW3346-0,,,,,073137,073244,073517,073645,074624,074718,074802,074918,075129,075224,075424,075518,075646,075846,075941,080057,080203,080436,080615
13,MW4503-0,,073350,073751,074151,074424,074613,074940,075118,080225,080308,080447,080615,080849,080943,081122,081206,081311,081500,081606,081711,081944,082240,082429
14,AA7101-0,091825,092100,092227,092630,092926,093127,093443,093549,074002,074056,074151,,,,,,,100108,100215,100321,075551,075836,154646
15,MW4229-0,075657,075836,080203,080615,080827,080954,081206,081511,082749,082854,082959,083105,083622,083716,083916,084022,084255,084516,084633,084749,085001,085246,085435
16,AA7536-0,,,,075824,080036,,,081027,082101,082156,082240,,082559,082654,082810,082916,083116,083222,083327,083443,083549,083905,084105
17,AA7530-1,080414,080647,081016,081428,081711,081827,082134,082452,083748,083854,083949,084116,084906,085012,085224,085330,085613,085730,085835,085941,090151,090414,090508
18,MW4619-1,,081555,081817,,082440,082610,082905,083159,084516,084633,084739,084906,085330,085413,085603,085708,085835,085930,090035,090202,090340,090614,090741
19,MP5824-0,082621,082749,083126,083600,083916,084127,084505,084822,085930,090108,090202,090329,090836,090941,091108,091225,091425,091626,091815,091932,092144,092534,092725
20,MW4647-1,083032,083338,083654,084033,084255,084444,084844,085128,090318,090435,090530,090647,091236,091341,091520,091626,091921,092144,092249,092345,092556,092832,093010
21,AA6952-1,083927,084055,,,,085646,,,,091414,091509,091647,091943,092038,092227,092333,092630,092842,092948,093106,093222,093538,093705
22,AA7706-1,,084855,085246,085541,085741,090003,090257,090457,091509,091542,091637,091815,092049,092144,092356,092502,092641,092853,092959,093117,093233,093538,093717
23,AA7488-1,085330,085635,,,,,,,092451,092545,092641,092757,092937,093021,093149,093255,093422,093516,093622,093739,093811,094022,094222
24,MW4825-1,085952,090224,090614,091013,091214,091425,091709,091837,092810,092915,093010,093138,093338,093411,093705,093800,093905,094011,094128,094233,094338,094601,094739
25,AA7149-1,,091013,091425,091720,092049,092301,092502,092641,093654,093800,093854,094033,094211,094254,094443,094539,094706,094814,094930,095016,095121,095322,095427
26,AA7492-1,093432,093705,093833,094233,094633,094930,095132,095438,100438,100544,100639,,101042,101126,101253,101410,101526,101704,101759,101855,102056,102400,102505
27,MW4503-1,,094359,094623,095048,095333,095616,095858,100025,100958,101104,101159,101326,101610,101643,101822,101938,102056,102306,102422,102528,102633,102931,103119
28,AA7637-1,095059,095238,095659,095931,100404,100649,100902,101115,102201,102306,102400,102528,103247,103331,103457,103625,103720,103909,104015,104059,104310,104509,104553
29,AA7536-1,122230,095920,122917,,101315,123749,101348,101504,102825,102908,102952,103141,104121,104205,104426,104531,104648,130205,130310,130353,130500,130744,131406
30,MW4229-1,100841,100958,101304,101643,102000,102306,102528,102803,103814,103921,104026,104143,105301,105346,105546,105713,105808,105957,110113,110218,110346,110607,110808
