,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686
0,AA6760-0,,,,,,,,,,,,,,,,,,,,,070111,070442,070704,,071021,071138,071255
1,AA7712-0,,,,,,,,,,,,,,,070111,070124,070253,070359,070442,070609,070758,071138,071328,,071654,071800,071854
2,AA7708-0,,,,,,,,,,,,070111,070147,070315,070348,070420,070526,070726,070810,070832,070938,071244,071433,071705,071738,071854,071948
3,AA7559-0,,,,,,,,,070111,,,,,071138,,,071233,071328,071411,071527,071705,072032,072221,072528,,072655,072750
4,AA6942-0,,,,070111,070124,070442,070453,070526,070715,070810,071021,071611,071716,071810,,071959,072115,,,072348,072517,072846,,073235,073257,073413,073446
5,AA7749-0,070420,070642,070843,,,071116,071233,071411,,,072054,072622,072739,072940,,,073235,073340,,073518,073646,074003,074130,,074457,074613,074707
6,AA7764-0,070916,071517,071854,071915,072054,072326,072539,072633,073002,073107,073308,073845,074058,074141,074246,074352,074519,074613,074645,074718,074857,075319,075435,075636,075719,075835,075930
7,AA7539-0,072137,072359,072644,072802,072846,073150,073319,073424,073635,073718,073929,074457,074602,074707,074835,074918,075045,075151,075235,075308,075435,075835,080003,,080424,080551,080646
8,AA7931-0,073813,074141,074341,074413,074446,074813,075024,075140,075330,075541,075752,080308,080446,080551,080719,080835,081013,081141,081225,081309,081436,081802,082014,082340,082446,082602,082645
9,MX4535-0,073907,074951,075319,075425,075508,075719,075814,075908,080108,080224,080613,081119,081236,081403,081509,081603,081740,081940,082035,082108,082246,082602,082729,083002,083056,083224,083257
10,MX4021-0,,075614,075930,080024,080203,080413,080540,080646,080835,081003,081225,081740,081857,082024,082130,082235,082424,082540,082635,082718,082824,083151,083340,083603,083709,083825,083909
11,AA7712-1,081203,081341,081657,081751,081813,082024,082119,082213,082403,082508,082857,083402,083529,083603,083709,083803,083931,084026,084059,084226,084353,084709,084836,085026,085131,085614,085658
12,AA7708-1,081846,082014,082224,082246,082403,082645,082846,082940,083140,083257,083518,084005,084110,084215,084320,084404,084542,084741,084825,084909,085015,085320,085509,085730,085825,085919,085952
13,AA6760-1,,,,,,,,,,,,083235,083330,083518,083636,083742,083847,083953,084059,084215,084353,084709,084825,085120,085142,085258,085353
14,AA7559-1,,,,083308,083319,083625,083825,083858,084026,084215,,085015,085120,085258,,,085603,085752,085836,085919,090047,090404,090605,090722,090744,090901,090956
15,AA6942-1,083435,083720,083825,083836,083942,084259,084414,084458,084752,084953,085142,085647,085741,,090047,,090225,090342,090427,090511,090638,090956,091018,,,,091512
16,AA7749-1,084215,084553,084909,085004,085204,085403,085541,085636,,,,090711,090839,091050,091240,,091418,091545,091628,091722,091827,092134,092355,,092806,092933,093027
17,AA7764-1,,085836,090258,090342,090511,090711,090901,091007,091156,091418,091628,092217,092355,092501,092639,092755,092933,093215,093259,093353,093459,093847,094037,094143,094259,094355,094450
18,AA7539-1,090225,090342,090649,090744,090817,091050,091250,091356,091545,091701,092039,092639,092806,092933,093049,093205,093331,093459,093553,093720,093836,094204,094321,094556,094701,094850,094955
