,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,MW4366-0,,,,,,,,,,,,,,,,,,,,,070103,070224,070340
1,MX1135-0,,,,,,,,,,,,,,070103,070212,070246,070330,070436,070531,070637,070816,071051,071135
2,AA7842-0,,,,,,,,,,,,070103,070212,070330,070531,070615,070710,070911,071029,071213,,,071922
3,AA7418-0,082815,082931,083131,083502,083851,084030,084218,070103,070521,,,,,071213,071246,071330,071414,071531,071637,071804,071932,072223,091402
4,AA7530-0,,,,,,,,070103,070626,070742,070838,071018,071202,071246,071425,071520,071604,071720,071815,071954,072123,072447,072626
5,AA6952-0,,,,,,,070103,070212,071213,071341,071436,071604,071804,071859,,,,,,,092340,092647,092837
6,MR7964-0,,,,,070103,070256,070531,070816,071742,071849,071932,072101,072223,072306,072447,072553,072648,072827,072921,073038,073221,073540,073647
7,AA7488-0,,070103,070224,,071029,071202,071330,071436,072328,072425,072509,072626,072753,072900,073016,073111,073221,073328,073435,073552,073754,074102,074219
8,AA7303-0,070103,071007,071308,071648,071932,072317,072350,072805,073816,073943,074051,074208,074346,074441,074641,074725,074842,074958,075104,075221,075349,075647,075920
9,AA6701-0,,070340,070637,070922,071213,071447,071731,071859,072921,073038,073132,073317,073446,073540,073721,073849,073922,074146,074252,074419,074547,074820,075825
10,AA7871-0,,071403,071720,,072553,072626,072838,073132,074135,074241,074335,074503,074630,074747,074904,074958,075104,075316,075411,075539,075741,080026,080231
11,MW4825-0,071804,072050,072339,072709,073111,073255,073540,074018,074936,075020,075115,075221,075400,075433,075625,075719,075825,075942,080037,080143,080347,080620,080821
12,AA7637-0,071911,074113,074346,074619,075115,075254,075602,075910,081033,081138,081233,081349,081527,081632,081821,081927,082054,082211,082317,082425,082553,082826,082931
13,AA7101-0,,,,,072509,,,,074335,074430,074525,074641,,,,,075254,075455,075550,075719,075752,080110,080231
14,AA7492-0,072509,072731,073006,073306,073636,073954,074051,074219,075349,075506,075550,075657,075825,075931,080132,080231,080336,080442,080537,080653,080748,081106,081222
15,MW3346-0,,,,,072943,073111,073413,073900,074758,074831,074925,075041,075221,075254,075411,075455,075550,075636,075741,075858,080143,080442,080548
16,AA7252-0,,073401,073636,094826,074419,074452,074714,074958,080015,080059,080158,080325,080453,080558,080715,080821,080916,081055,081200,081316,081549,081832,132032
17,AA7405-0,075433,075741,075953,080315,080548,080748,081011,081255,082350,082458,082553,,082837,082942,083131,083228,083345,083451,083556,083714,083946,084229,084407
18,MW4366-1,080409,080515,080726,081211,081444,081610,081905,082317,083418,083502,083556,083714,083840,083924,084102,084218,084334,084450,084545,084701,084756,085135,085304
19,AA7530-1,081011,081411,081810,,082720,083058,083250,083714,084756,084913,085019,,085337,085421,085559,085705,085843,090031,090148,090304,090410,090725,091010
20,AA7536-0,095945,100357,,,101407,101617,101851,102305,081327,081422,081505,081610,081737,081832,082011,082054,110853,111115,132454,132550,132730,111748,133151
21,AA7842-1,081821,082116,,,083356,083556,083746,084030,,,085516,,,,090126,090232,090348,090526,090631,090725,090948,091246,091402
22,AA7871-1,084450,084723,085019,085421,085705,085810,090159,090937,093623,093706,093801,093917,094047,094154,094416,094500,094627,094848,095004,095120,095240,095546,095651
23,AA7488-1,085102,085421,113326,090159,090432,090621,091054,091846,094249,094332,094427,094521,094710,094754,095004,095120,095208,095335,095440,095546,095818,100029,122126
24,AA6701-1,085959,090304,090621,090915,091202,091435,091729,092447,094543,094743,094837,094942,095120,095208,095346,095451,095556,095651,095756,095901,095956,100219,100313
25,AA7303-1,090747,090959,091137,091541,092034,092436,092520,093049,094920,095036,095208,095302,095451,,095734,095839,095945,100145,100302,100357,100535,100757,101007
26,MW4825-1,092213,092542,092741,093100,093454,093634,093906,094322,100502,100535,100640,100746,100913,100956,101208,101312,101407,101556,101712,101817,102030,102316,102505
27,AA7101-1,,,,,092954,,,,,,,,,100923,101050,101155,101323,101440,101545,101639,,,102454
