,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MX1708-0,,,,,,,,,,,,,,,,,,,,,,,070107,070447,070708,070919,071024,071151,071224,071319,071425,071603,071721,071943,072100,072227
1,MX4068-0,,,,,,,070107,070203,070341,070447,070542,070625,071046,071235,071435,071541,071710,071815,072005,072049,072133,072250,072407,072904,073147,073314,073557,073652,073808,074115,074231,074408,074546,074913,075051,075524
2,MX1545-0,070940,071057,071203,071330,071519,071637,071932,072037,072227,072312,072356,072452,072958,073209,073408,073535,073652,073757,073935,074031,074158,074252,074430,075018,075313,075513,075703,075841,075936,080020,080126,080421,081236,081650,081819,082335
3,MS2365-0,071859,072925,073031,073125,073336,073546,073841,074009,074042,074252,074357,074503,075018,075240,075440,075641,075808,075914,080115,080210,080338,080410,080610,081056,081352,081616,081746,081936,082103,082313,082420,082526,083019,083219,083346,083630
4,MX1582-0,075051,075219,075302,075418,075630,075652,075958,080053,080221,080315,080359,080432,081012,081258,081519,081650,081830,081914,082103,082208,082313,082431,082548,083041,083303,083535,083736,083841,084043,084201,084353,084521,084849,085133,085325,085610
5,MX1614-0,080759,081236,081330,081435,081650,081808,082114,082241,082431,082526,082631,082726,083252,083524,083820,084116,084415,084521,084722,084827,085006,085100,085252,085811,090120,090440,090546,090641,090747,090904,091053,091159,091327,091516,091654,092003
6,MX1698-0,,082420,082526,082631,082831,082958,083314,083441,083620,083903,084054,084138,084733,085017,085230,085421,085654,085811,090036,090142,090300,090418,090546,091031,091327,091559,091715,091856,092119,092256,092403,092540,092707,092951,093214,093341
7,MX1708-1,090630,090820,090926,091010,091159,091400,091621,091726,091822,092057,092213,092245,092846,093225,093413,093518,093636,093730,093846,093953,094047,094141,094307,094740,095024,095203,095341,095447,095708,095930,100025,100131,100247,100436,100614,100719
8,MX4068-1,093107,093235,093319,093424,093614,093751,094130,094235,094414,094645,094740,094846,095436,095814,100014,100131,100225,100331,100458,100541,100635,100740,100846,101329,101613,101740,101845,101929,102056,102307,102424,102551,102707,102835,102951,103129
9,MX1545-1,095257,095458,095603,095708,095941,100131,100447,100625,100846,101120,101246,101351,102023,102340,102613,102740,102908,103034,103203,103340,103445,103550,103719,104341,104637,104815,104953,105121,105333,105514,105621,105853,110031,110253,110536,110947
10,MS2365-1,095530,100552,100646,100740,100931,101036,101413,101529,101613,101657,101751,101856,102613,102929,103140,103246,103423,103518,103646,103752,103846,103930,104046,104531,104804,105015,105226,105355,105557,105715,105821,110021,110147,110453,110641,111031
11,MX1582-1,101929,102045,102130,102245,102435,102508,102824,102918,103056,103151,103308,103402,103940,104202,104425,104531,104710,104753,104921,104953,105037,105121,105236,105715,105959,110242,110420,110503,110652,110831,110958,111114,111241,111537,111715,111905
12,MX1614-1,103613,104151,104245,104352,104531,104710,105004,105110,105322,105419,105536,105621,110231,110547,110747,110947,111136,111231,111357,111443,111559,111632,111832,112326,112640,112935,113052,113146,113303,113451,113556,113745,113901,114133,114322,114556
13,MX1698-1,,110641,110725,110820,111009,111147,111548,111726,111927,112159,112253,112336,112902,113157,113419,113535,113640,113745,113923,113955,114144,114227,114355,114913,115157,115430,115524,115702,115818,115927,120127,120348,120526,120703,120831,121030
14,MS1935-0,112546,112735,112841,112935,113146,113230,113745,113850,114017,114238,114345,114450,115018,115314,115535,115702,115818,115916,120043,120138,120232,120337,120504,120936,121240,121546,121652,121830,121925,122041,122135,122302,,122819,122840,123007
15,MX4068-2,,,,115756,115916,115938,120254,120359,120432,120652,120831,120903,121936,122240,122451,122618,122734,122840,123029,123124,123219,123324,123440,123935,124159,124315,124515,124704,124854,124938,125127,125254,125359,125653,125831,130020
16,MX1708-2,121513,121641,121725,121830,122041,122113,122408,122502,122640,122734,122830,122902,123440,123652,123841,123924,124042,124148,124326,124421,124526,124621,124821,125315,125547,125820,125936,130031,130125,130252,130409,130503,130620,130736,130925,131242
17,MX1545-2,123724,123957,124053,124220,124421,124504,124821,124938,125105,125210,125326,125421,125936,130146,130409,130536,130704,130819,130958,131041,131146,131231,131358,131916,132138,132348,132506,132611,132706,132800,132930,133045,133150,133352,133509,133722
18,MS2365-2,124938,130409,130503,130547,130809,130925,131208,131336,131514,131620,131747,131821,132348,132717,132908,133024,133129,133236,133436,133543,133700,133733,133910,134353,134657,134908,135056,135203,135308,135530,135719,135803,135942,140121,140321,140532
19,MX1582-2,132633,132800,132845,132940,133150,133236,133554,133711,133932,134205,134353,134447,135002,135308,135519,135603,135752,135858,140026,140121,140215,140310,140437,140933,141216,141416,141617,141755,142005,142154,142321,142511,142648,142923,143112,143313
20,MX1614-2,133700,134835,134930,135024,135224,135352,135719,135836,140005,140237,140332,140426,141049,141405,141617,141755,141943,142049,142205,142321,142438,142532,142710,143229,143525,143746,143913,144051,144240,144356,144512,144650,144828,145100,145239,145429
21,MX1698-2,140955,141039,141122,141216,141354,141543,141849,142100,142226,142500,142616,142659,143240,143525,143746,143902,144040,144145,144313,144407,144501,144628,144733,145216,145513,145757,150007,150157,150335,150440,150556,150723,150901,151101,151217,151344
22,MS1935-1,143101,143313,143430,143525,143735,143757,144156,144313,144501,144733,144839,144922,145451,145702,145913,150040,150219,150324,150451,150556,150701,150828,151006,151512,151831,152019,152136,152325,,,152643,152814,153005,153154,153312,153524
23,MX1708-3,145239,145345,145440,145557,145735,145946,150345,150440,150534,150756,150923,151017,151604,152031,152209,152325,152545,152632,152814,152910,153005,153100,153228,153714,153946,154240,154356,154545,154651,154851,154956,155217,155923,160229,160429,160718
