,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C659
0,MS1044-0,,,,,,,,,,,,,,,,,,,,,,,,070104,070115,070159,070314,070431,070514,070651,070734,070756,070839,070922,071026,071142,071527,071737,071852,072008,072134,072312
1,MS2365-0,,,,,070104,070126,070231,070336,070547,070640,070756,070850,071048,071434,071841,072019,072113,072239,,072522,072555,072732,073004,073235,073328,073412,073538,073716,073820,073935,074018,074112,074216,074238,074404,074531,074835,074939,,075221,075337,075420
2,MS1935-0,070104,071225,071412,071538,071726,072019,072250,072450,072616,072710,072920,073004,073047,073422,073820,073935,074029,074134,074206,074342,074426,074603,074740,075023,075138,075221,075348,075503,075557,075816,075910,075953,080027,080038,080110,080214,080551,080655,080843,080915,081030,081146
3,MS1953-0,072522,074635,074929,075055,075232,075535,075557,075650,075816,075910,080048,080214,080308,080655,081052,081240,081323,081439,081533,081710,081804,081951,082202,082433,082526,082621,082725,082840,082945,083122,083215,083309,083403,083424,083518,083626,083940,084214,084414,,084656,084835
4,MS2025-0,080308,080551,080832,081009,081323,081732,081753,081908,082047,082141,082317,082422,082516,082840,083215,083320,083403,083457,083540,083709,083752,083940,084131,084341,084435,084519,084645,084846,084929,085045,085150,085257,085423,085456,085517,085624,085928,090013,090201,090255,090359,090608
5,MR8583-0,,082411,082631,082808,083039,083320,083424,083529,083720,083825,084026,084152,084319,084645,085045,085203,085246,085412,085456,085613,085646,085845,090056,090305,090348,090442,090557,090734,090806,090921,091026,091120,091141,091224,091339,091454,091808,091934,,092216,092320,092529
6,MS1044-1,,085045,085257,085412,085603,085950,090035,090139,090327,090431,090651,090734,090932,091256,091653,091808,091851,092007,092050,092237,092331,092518,092749,093020,093114,093157,,093429,093522,093710,093804,093837,093931,093953,094014,094130,094444,094631,094808,094913,095028,095101
7,MS2365-1,085823,091735,,092237,092529,092810,092915,093031,093157,093251,093418,093512,093555,093953,094350,094516,094559,094725,094830,094945,095017,095206,095405,095603,095635,095720,095835,095951,100057,100306,100400,100444,100527,100548,100620,100736,101049,101206,101354,101448,101553,101752
8,MS1935-1,,094151,094433,094621,094956,095239,095509,095625,095929,100024,100151,100255,100411,100725,101123,101300,,101531,101542,101720,101752,102003,102233,102453,102609,102703,102818,102944,103017,103227,103320,103403,103518,103604,103625,103752,104047,104223,104401,104505,104548,104725
9,MS1903-0,100433,100559,100841,101112,101332,101658,101918,102046,102201,102306,102453,102537,102735,103100,103425,103531,103604,103720,103803,103950,104025,104223,104433,104642,104736,104830,,105039,105111,105322,105407,105450,105554,105648,105803,105908,110245,110411,110559,110703,110757,111028
