,Bus,C669/2,C687,C675,C668,C678,C665,C663,C661,C659,C656,C654,C653/2,C692,C689/1,T360,T376/1,T363/1,T367,T365/2,T361,T325/2,T339/2,T311/2,T308/3,T300,T330/1,M172/3,M171/2,M134,M132/1,M129,M114,M113,M14,M12,M21/1,M95/3
0,MZ4072-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070102,070250,070312,070604
1,MZ4228-0,,,,,,,,,,,,,,,,,,,,,,,,,,070102,070312,070615,070720,071001,071055,071359,071452,071807,071902,072007,072416
2,MZ3556-0,,070102,070207,070301,070323,070406,070438,070532,070615,070918,071023,071106,071222,071337,071618,071733,071851,071913,072122,072405,072448,072542,072646,072751,072907,072939,073419,073722,073858,074140,074317,074550,074821,075041,075156,075405,075834
3,MZ3559-0,070102,070846,070950,071023,071055,071128,071200,071222,071316,071514,071618,071723,071945,071956,072250,072510,072603,072657,072813,073033,073116,073159,073303,073419,073512,073555,073952,074330,074413,074539,074738,075019,075156,075459,075603,075751,080035
4,MZ3825-0,071807,071902,072050,072122,072145,072239,072300,072343,072416,072646,072802,072907,073001,073127,073440,073628,073847,073930,074151,074457,074539,074633,074738,074853,075009,075051,075510,075751,075856,080244,080410,080547,080734,081039,081143,081331,081811
5,MZ3987-0,073044,073242,073408,073429,073451,073523,073545,073617,073649,073837,073941,074057,074234,074403,074622,074821,074915,074936,075041,075239,075301,075344,075448,075553,075647,075729,080129,080400,080504,080713,080806,080913,081028,081320,081414,081508,081937
6,MX1135-0,074853,074904,075019,075051,075113,075156,075218,075250,075333,075553,075657,075845,080003,080151,080410,080619,080723,080756,080945,081216,081259,081352,081457,081624,081728,081811,082240,082449,082553,082751,082939,083116,083335,083638,083743,083909,084318
7,MZ3978-0,080923,081039,081216,081259,081320,081352,081414,081457,081552,081728,081811,081916,082053,082208,082459,082625,082856,082918,083033,083252,083335,083440,083544,083710,083815,083847,084307,084529,084623,084802,084857,085045,085244,085442,085547,085652,085946
8,MZ4072-1,082406,082532,082636,082658,082719,082751,082813,082856,082939,083116,083159,083242,083408,083544,083836,084014,084119,084141,084330,084602,084645,084717,084835,084951,085045,085117,085536,085746,085841,090134,090238,090439,090648,090835,090940,091044,091420
9,MZ4228-1,083804,084003,084108,084213,084235,084307,084330,084403,084435,084634,084717,084907,085106,085200,085504,085620,085724,085746,085935,090155,090217,090249,090354,090532,090648,090709,091127,091420,091524,091744,091900,092026,092256,092634,092739,092906,093346
10,MW5853-0,085641,085757,085924,085946,090008,090040,090051,090134,090217,090405,090449,090554,090731,090825,091210,091232,091452,091545,091712,092004,092047,092130,092256,092414,092541,092623,093032,093251,093346,093627,093742,093940,094056,094359,094514,094629,094943
11,MZ3556-1,090605,090720,090835,090857,090940,091034,091106,091138,091210,091347,091502,091608,091744,091932,092246,092425,092541,092645,092855,093126,093158,093241,093356,093511,093627,093720,094139,094316,094420,094723,094838,095047,095341,095646,095811,095916,100240
12,MZ3559-1,091127,092213,092318,092403,092425,092508,092541,092613,092656,092927,093021,093115,093335,093450,093803,093929,094150,094244,094503,094651,094734,094828,094943,095058,095203,095246,095646,095948,100053,100417,100532,100803,100940,101210,101315,101431,101712
13,MZ3987-1,093324,093648,093836,093908,093929,094035,094107,094212,094244,094503,094546,094701,094911,095015,095308,095424,095528,095613,095811,100053,100125,100208,100323,100449,100554,100626,101044,101420,101514,101701,101816,102109,102246,102633,102749,102937,103313
14,MX1213-0,095152,095246,095402,095445,095507,095539,095602,095656,095739,100031,100125,100219,100417,100615,101001,101116,101348,101409,101546,101816,101910,101932,102109,102235,102341,102424,102854,103052,103240,103417,103626,103908,104129,104327,104431,104609,104851
15,MX1135-1,,100615,100709,100730,100803,100857,100918,100950,101023,101210,101254,101358,101607,101723,102037,102224,102318,102403,102612,102811,102905,102948,103103,103230,103334,103417,103835,104107,104201,104442,104547,104714,104830,105123,105228,105416,105748
16,MZ3978-1,101932,102015,102152,102224,102257,102352,102435,102507,102550,102738,102843,103020,103302,103439,103720,103918,104139,104244,104504,104819,104924,105007,105101,105207,105333,105405,105853,110148,110335,110629,110744,111025,111246,111529,111624,111718,112115
17,MZ4072-2,103532,103709,103814,103835,103857,103929,103951,104035,104057,104223,104316,104410,104620,104653,104945,105029,105250,105311,105521,105726,105821,105915,110021,110209,110303,110324,110744,111004,111058,111246,111341,111529,111740,112105,112230,112429,112817
18,MW3204-0,104525,104558,104757,104830,104841,104924,104945,105029,105112,105301,105405,105521,105705,105831,110209,110335,110556,110650,110849,111130,111213,111307,111456,111602,111751,111844,112303,112629,112817,113142,113308,113518,113751,114116,114231,114347,114744
19,MW5943-0,105029,105556,105715,105748,105821,105853,105947,110021,110104,110252,110408,110451,110629,110849,111141,111246,111518,111602,111729,112032,112105,112158,112335,112512,112651,112734,113203,113445,113635,113823,113949,114220,114503,114910,115025,115130,115614
20,MZ4228-2,110816,111015,111213,111246,111318,111352,111446,111518,111613,111801,111917,112000,112313,112501,112755,112943,113214,113257,113507,113812,113917,114000,114137,114325,114545,114618,115108,115330,115507,115927,120043,120158,120314,120716,120820,121008,121604
21,MW5853-1,,113109,113225,113257,113308,113402,113424,113456,113539,113740,113855,114000,114148,114253,114545,114629,114859,114921,115108,115318,115352,115446,115550,115707,115844,115927,120357,120549,120727,121008,121134,121333,121615,121835,121950,122140,122516
22,MP5991-0,,,114220,114253,114314,114347,114408,114452,114535,114712,114805,114859,115036,115141,115446,115550,115822,115927,120137,120407,120523,120622,120748,120914,121041,121124,121554,121824,122013,122212,122339,122542,122835,123150,123257,123424,123959
23,MZ3559-2,115152,115245,115402,115435,115507,115603,115646,115739,115812,120054,120126,120230,120357,120523,120820,120914,121124,121229,121438,121709,121752,121857,122035,122223,122349,122433,122835,123034,123150,123403,123529,123750,124103,124333,124521,124630,125112
24,MZ3556-2,120418,120716,120842,120914,120936,121030,121051,121145,121239,121615,121730,121846,122118,122328,122636,122730,123013,123056,123341,123656,123750,123833,124020,124146,124301,124344,124757,125112,125229,125606,125733,125921,130204,130518,130645,130822,131230
25,MX1213-1,122741,123002,123150,123213,123246,123307,123341,123414,123446,123635,123739,123833,123959,124157,124536,124609,124841,124913,125123,125429,125534,125617,125743,125921,130037,130120,130551,130800,130938,131209,131335,131512,131806,132016,132142,132319,132802
26,MZ3987-2,124735,124903,125040,125102,125123,125229,125251,125335,125407,125649,125805,125848,130059,130214,130508,130655,130916,130949,131147,131346,131440,131523,131640,131755,131933,132005,132425,132624,132802,133158,133314,133535,133736,133935,134040,134147,134638
27,MX1135-2,131209,131303,131440,131523,131546,131618,131701,131745,131817,132215,132319,132414,132624,132824,133115,133252,133523,133620,133819,134018,134113,134208,134334,134501,134555,134638,135107,135318,135507,135802,135907,140139,140316,140734,140830,140956,141251
28,MZ3978-2,133115,133209,133408,133440,133501,133609,133631,133714,133746,133946,134102,134219,134512,134659,135013,135129,135352,135457,135719,140035,140118,140201,140338,140453,140641,140713,141134,141355,141543,141826,141930,142257,142446,142656,142811,142937,143406
29,MW5943-1,134836,135056,135245,135341,135352,135457,135529,135604,135636,135856,135950,140150,140420,140608,140935,141018,141240,141323,141500,141721,141826,141930,142057,142224,142352,142457,142948,143229,143345,143703,143831,144008,144207,144449,144554,144659,145224
30,MZ4072-3,141355,141605,141710,141753,141815,141858,141941,142025,142057,142403,142446,142540,142645,142749,143103,143240,143500,143610,143819,144145,144228,144334,144449,144626,144806,144900,145256,145518,145718,145949,150115,150219,150522,150741,150846,151001,151347
31,MZ3556-3,144250,144439,144637,144720,144754,144849,144911,145004,145037,145445,145603,145707,145949,150053,150500,150615,150846,150950,151210,151451,151555,151649,151826,151941,152130,152224,152716,153053,153252,153619,153818,154101,154425,154830,154946,155144,155657
32,MZ3987-3,150846,151357,151617,151649,151722,151920,151941,152035,152108,152403,152550,152644,152821,152959,153335,153418,153651,153745,153922,154237,154320,154414,154558,154703,154756,154841,155259,155603,155751,160115,160241,160451,160756,161204,161341,161446,162032
33,MX1197-0,152140,153114,153313,153407,153534,153608,153641,,154122,154133,154259,154353,154558,154746,155111,155259,155530,155635,155823,160054,160220,160314,160502,160641,160839,160922,161341,161656,161855,162137,162324,162513,162734,163353,163519,163625,164109
34,MX1135-3,,154913,155039,155101,155122,155216,155237,155321,155353,155845,155938,160043,160252,160430,160713,160756,160850,160954,161236,161446,161540,161624,161812,162000,162115,162158,162618,162943,163130,163436,163636,163907,164204,164436,164541,164625,165044
35,MZ3978-3,160054,160608,160724,160745,160807,160900,160933,161005,161048,161414,161457,161540,161750,161938,162230,162430,162712,162755,163015,163225,163331,163425,163552,163729,163845,163939,164447,164625,164813,165149,165254,165525,165713,165954,170131,170236,170648
36,MX1213-2,,162241,162441,162535,162618,162712,162806,162849,162921,163331,163458,163646,163907,164025,164403,164519,164751,164846,165106,165420,165547,165640,165839,170027,170236,170330,170815,171140,171447,171928,172211,172337,172525,172830,172956,173101,173530
37,MZ3559-3,163331,163636,163834,163928,164004,164036,164058,164132,164215,164718,164802,164950,165127,165315,165702,165828,170048,170142,170257,170456,170605,170648,170858,171035,171151,171257,171708,172000,172149,172409,172514,172735,172946,173310,173425,173530,173928
38,MW5943-2,164857,165044,165232,165337,165358,165431,165503,165557,165630,165901,170005,170153,170435,170648,170941,171035,171257,171353,171519,171801,171906,172000,172138,172337,172504,172525,173007,173238,173425,173646,173801,173939,174255,174515,174702,174807,175248
39,MX1084-0,170554,170637,170826,170920,171003,171057,171140,171235,171342,171624,171708,171812,171949,172200,172442,172619,172851,172956,173206,173425,173541,173646,173812,173939,174107,174150,174630,174922,175027,175342,175508,175751,175950,180223,180328,180422,180821
40,MZ4072-4,170815,171624,171751,171845,171906,172000,172023,172127,172200,172420,172514,172608,172808,172956,173249,173425,173656,173750,174056,174338,174421,174525,174713,174839,175016,175059,175541,180003,180140,180432,180642,180811,181053,181325,181451,181606,181920
41,MZ4228-3,172431,172630,172808,172841,172924,172956,173050,173216,173249,173928,174045,174201,174410,174515,174756,175215,175457,175603,175823,180046,180151,180256,180432,180548,180737,180927,181357,181639,181826,182327,182525,182819,182956,183227,183320,183447,183742
42,MZ3556-4,173133,173718,173845,173928,174013,174045,174107,174222,174912,175457,175603,175729,180013,180129,180454,180620,180855,181000,181209,181451,181555,181700,181826,182003,182129,182234,182641,182913,183101,183414,183544,183814,184046,184318,184434,184644,185031
43,MZ3825-1,174128,175121,175258,175353,175414,175446,175519,175624,180129,180631,180726,180833,181032,181147,181418,181617,181859,181952,182057,182453,182547,182702,182852,183028,183154,183227,183710,183951,184140,184445,184601,184811,185135,185356,185555,185804,190118
44,MZ3987-4,180855,181043,181220,181314,181335,181418,181523,181617,181700,182212,182327,182515,182651,182819,183144,183237,183458,183616,183814,184202,184328,184445,184644,184833,185020,185103,185533,185847,190035,190411,190515,190820,191019,191333,191510,191556,192016
45,MX1197-1,181104,182338,182525,182641,182745,182819,182913,,183133,183353,183508,183627,183752,183951,184234,184424,184705,184800,185010,185324,185418,185544,185732,185858,190035,190118,190548,190914,191030,191250,191416,191628,191943,192247,192416,192649,193058
46,MX1135-4,,183425,183519,183544,183605,183637,183720,183752,183825,184130,184245,184424,184612,184833,185103,185230,185511,185555,185732,190024,190118,190212,190400,190537,190703,190758,191250,191534,191712,,,,,,,,195257
47,MZ3978-4,184655,184844,185020,185103,185146,185219,185241,185345,185418,185649,185743,185847,190014,190118,190411,190620,190853,191008,191113,191355,191438,191521,191639,191806,191932,192005,192521,192816,192953,193401,193506,193717,193855,194115,194315,194358,194650
48,MX1213-3,190024,190046,190223,190306,190349,190421,190443,190526,190609,190831,190925,191019,191134,191300,191607,191817,192110,192204,192319,192604,192711,192816,192953,193130,193318,193412,193845,194032,194221,194650,194816,195005,195131,195424,195544,195638,200046
49,MZ3559-4,191900,192016,192214,192247,192331,192353,192416,192459,192531,192743,192838,192942,193130,193245,193613,193822,194104,194232,194430,194722,194827,194922,195131,195257,195544,195616,200046,200317,200432,200813,200951,201139,201305,201547,201704,201747,202155
50,MW5943-3,193412,193539,193645,193706,193739,193800,193834,193906,193949,194126,194221,194326,194556,194628,194932,195026,195257,195352,195606,195826,195909,200002,200139,200328,200432,200526,201001,,,201841,201957,202238,202405,202658,202824,202951,203243
51,MX1084-1,200002,200013,200150,200211,200233,200328,200411,200504,200540,200835,200940,201055,201233,201338,201632,201758,202029,202134,202354,202626,202730,202824,202929,203045,203211,203305,203735,204040,204216,204427,204629,204817,205005,205425,205552,205729,210022
52,MZ3556-5,202018,203128,203243,203316,203326,203409,203431,203514,203557,203746,203840,204007,204155,204310,204557,204745,205026,205109,205235,205541,205635,205740,205856,210012,210127,210159,210628,210921,211120,211341,211508,211635,211751,212023,212149,212326,212607
53,MZ3987-5,210033,210722,210900,210943,211015,211120,211141,211225,211257,211425,211530,211624,211834,212000,212337,212513,212754,212900,213058,213318,213411,213505,213621,213757,213913,214018,214508,214822,215010,215253,215408,215618,215827,220130,220245,220328,220823
