,Bus,C669/2,C687,C675,C668,C678,C665,C663,C661,C659,C656,C654,C653/2,C692,C689/1,T360,T376/1,T363/1,T367,T365/2,T361,T325/2,T339/2,T311/2,T308/3,T300,T330/1,M172/3,M171/2,M134,M132/1,M129,M114,M113,M14,M12,M21/1,M95/3
0,MZ4072-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070110,070218,070334,070429,071007
1,MZ3956-0,,,,,,,,,,,,,,,,,,,,,,,,,,,070110,070240,070313,070618,070712,070851,070923,071250,071417,071501,072115
2,MW5964-0,,,,,,,,,,,,,,,,,,,,070110,070123,070218,070324,070418,070523,070607,071018,071229,071323,071533,071639,071829,072020,072253,072348,072516,072751
3,MX1084-0,,,,,,,,,,,,,070110,070251,070607,070701,070912,070945,071113,071417,071511,071606,071744,071924,072115,072159,072655,072859,073005,073417,073544,073810,074116,074437,074627,074913,075631
4,MS2259-0,,,,,070110,070134,070156,070251,070334,070440,070545,070701,070840,,071522,071606,071840,071924,072042,072315,072411,072444,072611,072751,072921,072954,073439,073759,073820,,074316,074510,074605,074902,075051,075358,080209
5,MZ3559-0,070313,070607,070755,070840,070901,070945,071007,071040,071113,071218,071334,071501,071807,071956,072326,072527,072751,072837,073027,073312,073406,073501,073639,073820,074043,074105,074532,074935,075124,075347,075537,075809,080114,080453,080631,080831,081454
6,MZ3734-0,071522,071701,071829,071913,071935,072020,072031,072126,072159,072304,072359,072506,072655,072921,073217,073417,073523,073555,073712,074010,074105,074211,074340,074521,074638,074722,075156,075347,075537,075820,080053,080420,080737,081136,081242,081540,082417
7,MZ3740-0,072549,072706,072837,072859,072921,072954,073016,073100,073155,073333,073450,073544,073853,074021,074340,074437,074700,074732,074851,075135,075231,075443,075631,075820,075958,080053,080514,080820,081009,081359,081603,081827,082016,082333,082450,082734,083321
8,MZ3825-0,073701,073820,073959,074021,074043,074116,074138,074211,074243,074403,074510,074616,074806,075007,075336,075421,075537,075559,075736,080042,080220,080325,080514,080642,080831,080915,081348,081636,081816,082533,082745,082913,083113,083510,083638,083733,084101
9,MZ3978-0,074806,074913,075007,075051,075102,075135,075220,075253,075347,075526,075621,075725,080020,080158,080558,080820,081052,081125,081316,081658,081910,082016,082216,082355,082606,082639,083124,083459,083649,084504,084621,084857,085037,085449,085554,085659,090240
