,Bus,C690/1,C689/2,T360,T378,T397,T395,T366,T374,T406,T345/1,T317,M206/2,M216,M207,M63,M67,M65,M93
0,AA6482-0,,,,,,,,,,,,,,,,070109,070216,072035
1,MW4705-0,,,,,,,,,,,070109,070836,071108,071246,071351,071434,071551,071930
2,AA7536-0,,,,,,,,,070109,,070626,071908,072046,072224,072340,072426,072542,073024
3,MW4366-0,070109,070343,070647,070825,070941,071014,071235,071351,071434,072108,072307,073614,073857,074152,074258,074426,074614,075003
4,AA7322-0,070825,071036,071507,071551,071730,071835,072035,072119,072202,072647,072857,074025,074202,074415,074520,074636,074731,075236
5,AA7440-0,072046,,072509,072709,072814,072846,073002,073046,073129,073614,073752,074931,075152,075352,075458,075614,075753,080025
6,AA6952-0,073351,,074647,074825,075003,075058,075152,075320,075414,080047,080319,081719,082003,082318,082435,082529,082718,083308
7,AA7195-0,093643,093704,073708,073835,073940,074025,074108,094913,094957,074847,075131,080656,101122,081415,081520,081625,081730,102205
8,AA7488-0,,075236,075603,075815,075942,080014,080203,080340,080446,081025,081309,082813,083108,083330,083435,083540,083711,084039
9,AA7492-0,,080047,080351,080446,080624,080707,080857,081036,081119,,082235,,084416,084637,084743,084848,085037,085437
10,AA7149-0,080846,081036,081404,081636,081752,081857,081930,082046,082141,082846,083035,085309,085553,085804,085920,090026,090153,090448
11,AA7101-0,081825,082119,082508,082634,082803,082846,082952,083119,083152,083934,084227,090131,090354,090532,090700,090733,090912,091253
12,AA7530-0,,,,,,,,,,,,,,,,081952,100228,100629
13,AA6482-1,,,,083626,083755,083850,084006,084144,084238,085121,,,,,,,,092152
14,MW4705-1,083923,084039,084333,084438,084554,084659,084848,084943,085026,085710,090004,091242,091527,091728,091834,091929,092013,092354
15,AA7637-0,084721,084953,085320,085426,085542,085637,085731,085837,085920,090521,090711,091940,092119,092257,092418,092524,092641,093106
16,AA7536-1,,,090015,090048,090204,090237,,,,,,,,,,,,093904
17,MW4366-1,090510,090638,091114,091232,091410,091505,091644,091750,091834,092557,092821,094104,094325,094630,094746,094851,095019,095557
18,AA7322-1,091348,091432,091717,091834,091951,092024,092152,092257,092343,092821,093149,094220,094630,094725,094841,094957,095114,095756
19,AA7440-1,092949,,093704,093759,093926,093958,094126,094220,094304,094913,095052,100450,100745,100955,101111,101144,101311,101659
20,AA6952-1,094735,,095513,095640,095840,095901,100029,100144,100228,,101543,102626,,103300,103405,103510,103628,104101
21,AA7706-0,,,100356,100556,100650,100734,100839,100933,101006,101815,102110,103416,103850,104029,104146,104240,104356,105049
22,AA7488-1,100701,101038,101332,101510,101626,101732,101815,101910,101942,102459,102753,103733,104018,104208,104324,104356,104502,105122
23,AA7149-1,,,,102637,102742,102816,102911,103017,103101,103828,104157,105531,105816,110051,110157,110303,110358,110808
24,AA6482-2,102911,103133,103510,,,,,,104251,105027,105332,110703,110957,,,,111840,112102
25,AA7101-1,103912,104050,104408,104535,104651,104806,105006,105111,105154,105849,110230,111418,111640,111851,111956,112102,112229,112547
26,MW4705-2,104806,104828,105248,105415,105531,105614,105805,110018,110113,110652,110946,112146,112431,112643,112801,112906,113044,113359
27,AA7536-2,,105911,110358,110536,,110736,110924,111007,111051,,,113211,113243,113714,113841,113935,114053,114431
28,MW4366-2,111018,111145,111534,111651,111818,111851,112030,112135,112241,112822,113055,114558,114903,115146,115312,115418,115607,120609
29,AA7322-2,111818,112041,112409,112610,112728,112801,112844,113022,113106,113620,113957,115229,115450,115651,115756,115850,120030,120558
30,AA7530-1,112822,113127,113442,113537,113725,113819,113946,114103,114209,114852,115251,120314,120609,120840,120934,121039,121155,121648
31,AA7492-1,114453,114714,115040,115229,115418,115512,115734,115924,120041,120724,121007,122343,122722,122934,123039,123155,123322,123922
