,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,MW4647-0,,,,,,,,,,,,,,,,,,070110,070218,070335,070431,070714,070903
1,MW4705-0,,,,,,,,070110,070514,070620,070714,070830,070946,071052,071219,071313,071409,071537,071643,071759,071916,072211,072350
2,AA7530-0,,,,,,,,070110,070725,070830,070936,071052,071208,071313,071420,071453,071559,071716,071810,071938,072105,072403,072531
3,MR7964-0,,,,,,070110,070345,070536,071526,071610,071654,071810,071949,072055,072222,072328,072435,072531,072636,072815,073016,073303,
4,AA6952-0,,,,,070110,,070156,070503,071420,071537,071631,071759,071949,072055,072222,072328,072425,072531,072647,072815,072848,073251,
5,AA69-59-0,,,070110,,070547,070830,071041,071157,072149,072255,072328,072457,072636,072742,072921,073016,073122,073241,073346,,,,
6,MW4781-0,,070345,070536,070852,071208,071335,071526,071705,072815,072921,073005,073144,073313,,,,,,,,,,
7,AA7286-0,,070914,071208,071453,071727,072033,072211,072328,,,,,,,,,,,,,,,
8,MW4825-0,071335,071431,071821,072244,072435,072625,072848,073155,,,,,,,,,,,,,,,
9,MS4750-0,,,,,,,071357,071537,072553,072647,072731,072859,073027,073133,073335,,,,,,,,
10,MW3204-0,,,,,071548,071810,072022,072317,073206,073303,073357,,,,,,,,,,,,
11,MW4619-0,071843,072127,072457,072932,073155,073313,,,,,,,,,,,,,,,,,
12,AA7706-0,,,,,072520,072625,072837,073144,,,,,,,,,,,,,,,
13,AA74-92-0,072709,072826,073016,073346,,,,,,,,,,,,,,,,,,,
14,MW3430-0,,,,072815,073005,073251,,,,,,,,,,,,,,,,,
