,Bus,C669/2,C687,C675,C668,C678,C665,C663,C661,C659,C656,C654/2,C653/2,C692,C689/1,T360,T376/1,T363/1,T367,T365/2,T361,T325/2,T339/2,T311/2,T308/3,T300,T330/1,M172/3,M171/2,M134,M132/1,M129,M114,M113,M14,M12,M21/1,M95/3
17,MX1197-1,090236,090352,090531,090553,090627,090723,090744,090850,,,091206,091409,091547,091704,092021,092223,092458,092542,092723,092914,093020,093115,093242,093420,093536,093621,094042,094325,094502,095041,095219,095346,095546,095853,100009,100053,100621
18,MX1084-1,092021,092054,092234,092255,092328,092350,092414,092447,092542,092648,092734,092852,093009,093126,093452,093610,093842,093936,094157,094452,094546,094640,094830,094957,095124,095219,095641,095947,100147,100643,100810,100959,101255,101550,101657,101752,102342
19,MX1067-0,092648,092830,092959,093031,093053,093126,093147,093253,093347,093536,093631,093831,094052,094314,094640,094735,094947,095041,095314,095608,095725,095820,095958,100136,100421,100454,100926,101210,101412,101814,102036,102226,102353,102841,103009,103104,103734
20,MX1105-1,,093642,093748,093820,093842,093925,093936,094031,094052,094241,094325,094452,094640,094830,095103,095252,095524,095557,095758,100031,100136,100220,100358,100454,100610,100704,101126,101412,101625,102026,102237,102520,102756,103053,103159,103306,104039
21,MZ3556-1,094335,094557,094724,094745,094819,094841,094914,094947,095019,095157,095303,095408,095619,095809,100125,100410,100643,100748,100915,101244,101401,101506,101719,101908,102047,102142,102614,102841,103031,103552,103807,104039,104323,104723,104851,105113,105546
22,MX1135-0,095219,095230,095335,095408,095441,095557,095630,095713,095809,095936,100020,100231,100504,100610,100948,101126,101401,101456,101719,102036,102120,102215,102309,102437,102531,102625,103053,103255,103508,104156,104323,104451,104734,105146,105313,105546,110127
23,MZ3740-1,095641,101244,101412,101445,101506,101603,101625,101657,101752,101919,102015,102142,102320,102426,102808,103009,103244,103328,103455,103734,103818,103912,104050,104207,104323,,104851,105146,105335,105714,105853,110043,110234,110549,110716,110832,111433
24,MZ3734-1,095820,100031,100231,100326,100348,100443,100526,100559,100643,100810,100915,101115,101306,101506,101803,101908,102131,102226,102342,102625,102710,102808,102936,103115,103255,103350,103807,104112,104451,104840,104957,105241,105441,105831,110021,110211,110621
25,MZ3978-1,101233,102353,102458,102531,102553,102625,102648,102734,102808,102936,103042,103233,103530,103734,104028,104134,104356,104440,104607,105008,105124,105208,105357,105535,105652,105725,110149,110559,110843,111400,111506,111654,111959,112221,112348,112527,112810
26,MZ3825-1,,103519,103637,103723,103756,103850,103912,103945,104018,104123,104240,104334,104545,104745,105102,105241,105503,105641,105853,110223,110306,110400,110610,110716,110832,110916,111349,111822,112020,112453,112621,112904,113053,113442,113526,113620,114030
27,MW5853-1,104356,104440,104607,104651,104702,104734,104756,104840,104924,105146,105157,105313,105535,105704,105948,110200,110422,110516,110643,110905,111011,111054,111211,111338,111506,111611,112032,112232,112516,113115,113231,113453,113704,114008,114135,114313,114807
28,MZ4228-1,105441,105619,105725,105820,105842,105915,105926,110010,110043,110223,110317,110516,110727,110854,111159,111317,111549,111643,111811,112137,112232,112326,112548,112737,112904,112947,113409,113704,113853,114357,114513,114702,114807,115207,115312,115406,120136
29,MZ4072-2,110054,110306,110433,110505,110527,110559,110621,110727,110749,110916,111011,111116,111306,111422,111749,112032,112315,112359,112559,113020,113147,113253,113420,113537,113715,113758,114229,114524,114712,115439,115556,115735,120042,120314,120455,120538,121004
30,MZ3559-1,111444,111633,111822,111916,111926,112020,112043,112137,112232,112431,112548,112715,112915,113125,113431,113537,113809,113903,114041,114419,114524,114629,114807,114934,115051,115134,115556,115935,120136,120600,120729,120931,121131,121531,121648,121912,122406
31,MP5813-0,113504,113620,113758,113842,113914,113947,114019,114102,114146,114251,114419,114607,114818,114912,115250,115417,115651,115757,115946,120314,120422,120516,120729,120909,121037,121131,121638,122017,122228,122945,123123,123345,123534,123924,124040,124325,124726
32,MW5936-1,174440,174651,174852,174935,175041,175103,175136,175219,175303,113515,113642,113809,113936,114041,114324,114451,114723,114807,115007,115323,115428,115512,115702,115902,120031,120125,120538,120814,121004,121353,121616,121722,121955,122311,122428,122605,191303
33,MW5966-1,,114302,114430,114502,114513,114607,114640,114712,114745,114912,115040,115207,115356,115501,115757,115946,,,120443,120741,120836,120920,121058,121226,121342,121415,121839,122239,122438,122956,123207,123345,123712,123946,124113,124336,124759
34,MX1067-1,,115207,115356,115450,115512,115545,115608,115651,115724,115935,120031,120219,120359,120455,121004,121120,121342,121437,121710,121933,122101,122155,122417,122605,122734,122807,123240,123450,123734,124558,124726,124937,125213,125721,125837,130038,130616
35,MZ3956-2,115757,115841,120031,120052,120125,120219,120241,120325,120410,120633,120741,120847,121037,121204,121437,121638,121912,122017,122155,122522,122638,122755,122923,123113,123250,123407,123840,124102,124314,125213,125415,125626,125837,130111,130300,130500,131103
36,MP6054-0,115902,120506,120633,120706,120752,120825,120847,120920,121015,121142,121247,121404,121744,121850,122228,122417,122649,122755,122956,123345,123440,123545,123701,123840,124008,124040,124442,124714,125055,125837,130049,130249,130500,130808,130935,131124,131654
37,MX1197-2,121015,121215,121404,121531,121605,121638,121710,121755,121923,122123,122239,122355,122616,122840,123207,123334,,123701,123935,124336,124503,124620,124820,124959,125117,125151,125626,125943,130132,130946,131113,131346,131559,132000,132128,132245,132814
38,MX1084-2,,122133,122311,122344,122406,122438,122511,122616,122649,122829,122956,123051,123240,123356,123712,123902,124135,124241,124431,124820,124926,125020,125213,125353,125509,125604,130038,130344,130555,131156,131324,131548,131810,132022,132150,132413,132552
39,MX1105-2,,123829,123902,123935,124018,124051,124124,124208,124252,124442,124536,124759,124948,125151,125520,125742,130027,130216,130344,130808,130924,131052,131251,131420,131548,131643,132106,132435,132625,133003,133225,133403,133720,134014,134142,134331,134935
40,MZ3556-2,125258,125353,125531,125553,125626,125648,125721,125754,125848,130027,130132,130249,130544,130711,131030,131240,131516,131621,131810,132256,132424,132446,132719,132858,133035,133108,133530,133847,134037,134556,134734,135018,135219,135507,135641,135832,140437
41,MZ3734-2,130711,130935,131113,131207,131240,131346,131420,131505,131548,131759,131915,132044,132256,132457,132814,132941,133152,133308,133530,133953,134059,134226,134417,134545,134713,134756,135256,135518,135714,140005,140159,140543,140747,141141,141333,141557,142228
42,MZ3740-2,131454,131643,131821,131854,131915,132000,132022,132106,132201,132351,132457,132625,132836,133003,133341,133508,133742,133836,134025,134331,134450,134523,134724,134851,135008,135029,135540,135941,140145,140459,140713,140853,141152,141557,141800,142047,142640
43,MZ3978-2,132413,132614,132752,132814,132836,132908,132941,133013,133057,133236,133352,133458,133647,133742,134132,134248,134512,134640,134829,135208,135256,135401,135618,135737,135832,135854,140329,140747,141035,141354,141535,141832,142026,142450,142618,142808,143255
44,MZ3825-2,133709,133742,133909,134003,134025,134048,134142,134215,134248,134512,134640,134851,135018,135157,135445,135551,135810,135954,140121,140605,140702,140809,140952,141141,141300,141333,141822,142206,142406,142941,143123,143306,143508,143754,143900,144017,144511
45,MW5853-2,134534,134651,134829,134935,134946,135018,135040,135125,135157,135340,135434,135605,135748,135954,140245,140448,140737,140842,141046,141430,141546,141738,142026,142301,142545,142640,143135,143444,143744,144311,144449,144650,145025,145255,145436,145709,150121
46,MZ4228-2,134545,135821,135931,140016,140049,140121,140145,140234,140318,140459,140615,140747,141003,141141,141441,141608,141854,142015,142154,142523,142640,142757,143027,143211,143328,143422,143849,144300,144449,145047,145328,145458,145720,150111,150321,150449,150949
47,MZ4072-3,140758,140940,141141,141238,141300,141333,141405,141451,141546,141843,142015,142228,142439,142545,142831,143102,143350,143508,143806,144238,144354,144522,144726,144928,145119,145218,145709,145932,150321,150821,151054,151320,151628,151834,152015,152142,152906
48,MZ3559-2,142206,142417,142618,142702,142723,142831,142914,142941,143027,143306,143411,143519,143733,143838,144238,144405,144650,144811,144928,145306,145411,145520,145720,145944,150100,150143,150617,150959,151309,151942,152131,152330,152532,152950,153111,153351,153815
49,MZ3956-3,142819,142954,143112,143211,143222,143317,143350,143444,143530,143658,143849,144006,144205,144300,144726,144950,145218,145339,145530,145932,150038,150143,150406,150522,150714,150758,151258,151616,151920,152510,152703,153033,153445,153829,153924,154126,154734
50,MX1197-3,144749,144855,145014,145036,145109,145152,145230,145317,145436,145658,145825,145932,150132,150300,150725,150832,151116,151258,151500,152015,152142,152226,152426,152640,152855,152928,153424,153729,154105,154457,154638,154929,155240,155540,155730,155943,160557
51,MX1084-3,,150904,151043,151203,151258,151404,151500,151544,151641,151909,152036,152226,152459,152616,152928,153055,153339,153613,153902,154256,154351,154519,154918,155034,155121,155154,155636,160019,160334,161241,161359,161556,161843,162148,162357,162540,163010
52,MZ3556-3,151800,151856,152026,152058,152120,152153,152226,152309,152330,152554,152640,152821,153044,153133,153456,153624,153851,154018,154211,154627,154821,154918,155154,155329,155456,155540,160007,160430,160724,161252,161438,161556,161910,162357,162552,162745,163236
53,MX1105-3,152204,152226,152330,152404,152426,152510,152543,,152737,152821,152917,,153306,153413,153656,153815,154040,154150,154340,154649,154758,154856,155111,155240,155424,155529,155954,160430,160652,161252,161412,161651,161910,162304,162424,162552,163225
54,MX1067-2,152532,153402,153550,153635,153707,153815,153851,153946,154040,154256,154403,154553,154810,155016,155340,155518,155752,155908,160120,160440,160630,160748,161006,161157,161412,161513,162016,162529,162926,163406,163540,163901,164051,164456,164613,164759,165438
55,MW5966-2,154508,154834,155016,155111,155154,155252,155317,155424,155507,155814,155919,160120,160313,160502,160827,160955,161252,161535,161735,162109,162242,162413,162616,162723,162904,162937,163431,164008,164334,165110,165238,165344,165607,170014,170132,170227,170721
56,MZ3734-3,160007,160240,160419,160513,160557,160703,160816,160911,161018,161241,161359,161546,161746,162016,162315,162507,162745,162926,163151,163658,163839,163944,164346,164540,164721,164748,165249,165701,165947,171153,171404,171605,171910,172328,172519,172751,173309
57,MX1213-0,160557,161535,161702,161808,161831,161921,161943,162049,162159,162434,162529,162701,162948,163214,163529,163603,163839,163944,164127,164423,164624,164732,164906,165048,165238,165311,165735,170121,170437,171743,171921,172159,172350,172825,172942,173203,173542
58,MZ3825-3,162148,162357,162529,162552,162616,162650,162701,162745,162837,163119,163247,163406,163551,163756,164051,164334,164613,164657,164906,165227,165311,165427,165544,165808,165914,165936,170415,170732,171648,172551,172751,173014,173203,173658,173805,173932,174217
59,MW5853-3,163214,163551,163723,163817,163839,163955,164019,164102,164139,164358,164518,164657,164906,165001,165333,165449,165712,165852,170037,170415,170521,170637,170753,170942,171142,171236,171721,172008,172613,173415,173636,173816,174050,174502,174640,174924,175856
60,MZ4228-3,164518,164551,164732,164822,164855,165001,165037,165121,165227,165427,165544,165701,165925,170059,170405,170626,170858,171026,171309,171754,171910,172019,172234,172424,172719,172825,173258,173658,173900,174713,175103,175219,175325,175642,175810,175856,180922
61,MZ3978-3,164748,165001,165121,165153,165300,165344,165405,165500,165555,165758,165903,170026,170237,170405,170743,170848,171109,171204,171448,171826,171932,172041,172234,172435,172740,172847,173404,173658,174017,174724,175114,175230,175336,175738,175929,180057,180340
62,MW3496-0,,165533,165651,165735,165758,165830,165936,170026,170059,170216,170321,170437,170615,170804,171047,171236,171331,171426,171637,172019,172116,172210,172435,172602,172825,172931,173447,173911,174101,174957,175314,175420,175748,180224,180340,180458,181250
63,MZ3559-3,165925,170132,170332,170426,170459,170521,170553,170659,170732,170858,170953,171131,171309,171448,171743,171837,172116,172223,172402,172635,172825,172931,173141,173342,173531,173614,174101,174323,174702,175620,175759,180035,180235,180721,180911,181100,181931
64,MZ3740-3,170448,170721,170837,171004,171037,171120,171153,171225,171320,171520,171637,171805,171945,172019,172508,172635,172931,173036,173225,173636,173827,173911,174217,174344,174513,174534,175019,175609,180257,180944,181250,181441,181724,182143,182351,182557,183017
65,MW5898-0,171037,171236,171353,171426,171448,171543,171615,171659,171732,171910,172041,172210,172457,172551,172909,173025,173258,173415,173553,173900,174039,174144,174355,174545,174713,174808,175241,175810,180308,180955,181334,181640,181910,182340,182557,182815,183915
66,MX1084-4,171721,171805,171910,172008,172104,172127,172210,172256,172339,172457,172602,172751,173014,173131,173436,173625,173900,173943,174101,174418,174502,174556,174735,174902,175052,175147,175653,180202,180625,181217,181430,181651,181942,182414,182641,182838,184030
67,MZ4072-4,172223,172424,172602,172624,172708,172740,172814,172847,172952,173120,173225,173404,173553,173732,174101,174239,174513,174640,174808,175219,175325,175431,175609,175821,180151,180224,180659,181144,181441,182107,182238,182446,182802,183203,183330,183436,183810
68,MX1197-4,173058,173721,173911,173943,174039,174101,174144,174355,174407,174556,174713,174924,175052,175252,175558,175821,180057,180235,180458,180900,181050,181155,181357,181617,181953,182015,182457,182922,183214,183937,184113,184257,184501,184752,184933,185127,185721
69,MZ3956-4,,,,,,,,,,,,,,,,173236,173458,173542,173721,174112,174206,174301,174440,174607,174745,174841,175336,180002,180541,181028,181301,181441,181910,182327,182424,182802,183236
70,MX1135-1,175019,180035,180202,180235,180308,180340,180352,180436,180509,180933,181028,181144,181357,181441,181758,182032,182315,182446,182641,183203,183320,183425,183619,183748,184308,184340,184900,185432,185636,190721,190852,191056,191249,191816,192009,192136,193121
71,MX1105-4,175704,180838,181028,181133,181217,,181357,181430,181503,181702,181810,181931,182043,182205,182533,182641,182911,183117,183257,183641,183820,183915,184124,184257,184740,184838,185325,185647,185937,191045,191326,191708,191936,192348,192548,192743,193532
72,MX1067-3,181346,183101,183247,183320,183341,183414,183436,183524,183630,183904,184004,184135,184308,184426,184752,184849,185117,185303,185540,190056,190239,190455,190721,191011,191238,191337,191829,192207,192842,193945,194101,194324,194502,194757,194935,195125,195546
73,MZ3556-4,181651,182032,182205,182238,182327,182424,182446,182533,182557,182815,182922,183101,183236,183403,183737,183831,184124,184210,184501,184933,185227,185432,185658,185914,190150,190228,190721,191128,191730,192645,192831,193110,193416,193851,194029,194302,194808
74,MW5966-3,184257,184351,184534,184629,184740,184806,184900,185008,185033,185240,185358,185529,185734,185902,190228,190430,190707,190831,191107,191742,191925,192009,192242,192505,192730,192831,193311,193840,194156,195652,195820,200125,200408,200713,200842,201158,201843
75,MZ4228-4,185227,185253,185432,185551,185614,185647,185710,185808,185902,190107,190217,190356,190551,190656,191011,191227,191515,191622,191829,192253,192453,192602,192755,192948,193216,193300,193807,194051,194557,200053,200219,200325,200641,200925,201052,201209,201854
76,MZ3734-4,190312,190820,191023,191117,191150,191238,191303,191410,191515,191708,191816,191958,192156,192326,192718,192853,193132,193216,193405,194040,194228,194407,194651,194924,195041,195052,195535,200114,200557,201810,202000,202138,202222,202611,202821,203044,203456
77,MX1213-1,191023,191742,191936,192009,192031,192114,192136,192242,192315,192431,192537,192645,192915,193012,193238,193427,193701,193902,194029,194356,194502,194618,194830,194957,195146,195241,195736,200314,200842,202211,202338,202538,202810,203116,203200,203307,203825
78,MZ3825-4,192431,192548,192718,192808,192831,192853,192937,193012,193059,193238,193354,193511,193756,193902,194228,194418,194702,194819,195041,195524,195630,195820,195958,200147,200314,200346,200820,201336,202000,203055,203256,203528,203647,203942,204121,204238,204749
79,MW5853-4,193216,193333,193511,193543,193606,193639,193712,193756,193818,193934,194040,194207,194429,194535,194903,195030,195314,195441,195608,195852,195947,200114,200336,200503,200713,200746,201252,201547,202149,203256,203423,203550,203857,204311,204428,204546,204950
80,MZ3978-4,194735,194914,195052,195125,195146,195241,195303,195408,195441,195608,195714,195903,200104,200252,200535,200713,200936,201114,201358,201653,201832,201927,202200,202411,202611,202716,203149,203625,203825,204800,204917,205150,205342,205625,205708,205752,210214
81,MZ3559-4,195758,195903,200053,200147,200219,200252,200325,200419,200503,200619,200735,200853,201019,201136,201430,201619,201905,202000,202200,202411,202505,202622,202843,203044,203317,203412,203835,204037,204227,205022,205150,205353,205614,205919,210036,210203,210830
82,MZ3740-4,200441,200546,200735,200757,200820,200904,200925,201019,201041,201147,201242,201419,201631,201748,202055,202211,202433,202538,202705,203055,203200,203307,203445,203625,203814,203857,204322,204642,204749,205636,205803,205952,210237,210500,210701,210841,211430
83,MZ3956-5,202000,202105,202244,202316,202349,202433,202455,202549,202622,202810,202927,203055,203307,203434,203730,203857,204121,204249,204417,204905,205022,205150,205425,205647,205836,205908,210438,210724,211041,211535,211745,212123,212345,212630,212739,212846,213215
84,MX1084-5,203528,203550,203741,203835,203857,203931,204015,204059,204215,204300,204344,204512,204704,204833,205150,205342,205603,205708,205847,210203,210259,210416,210555,210746,210903,210924,211347,211745,212123,212654,212857,213026,213237,213506,213641,213841,214453
85,MX1197-5,204110,205415,205530,205603,205636,205657,205730,205814,205908,210003,210058,210214,210354,210511,210830,211030,211302,211419,211619,212002,212102,212156,212408,212557,212802,212824,213314,213641,213820,214547,214822,215033,215333,215631,215749,220000,220424
86,MW5936-2,210628,210735,210914,210935,210957,211103,211146,211219,211313,211430,211608,211745,212102,212240,212546,212717,213003,213110,213237,213506,213624,213736,213939,214130,214326,214409,214844,215228,215416,220219,220339,220446,220618,220808,220904,221115,221807
87,MX1105-5,211030,211640,211745,211818,211851,211923,211948,,212145,212156,212302,212451,212630,212750,213015,213110,213338,213444,213714,213950,214035,214119,214253,214420,214609,214705,215140,215449,215727,220413,220542,220652,220841,221221,221411,221457,222213
88,MZ3556-5,212835,213026,213226,213314,213338,213412,213444,213528,213611,213714,213852,214025,214229,214420,214727,214938,215228,215344,215631,220011,220111,220146,220446,220703,221009,221042,221521,221828,222134,223025,223225,223604,223816,224132,224249,224438,225016
89,MZ3734-5,213048,214119,214240,214304,214326,214358,214420,214515,214547,214642,214738,214905,215011,215215,215530,215716,215938,220047,220251,220542,220652,220746,220959,221126,221327,221411,221850,222040,222330,223415,223521,223805,224016,224333,224449,224533,225111
90,MZ3825-5,215530,215631,215811,215833,215906,215927,220000,220035,220111,220230,220327,220457,220808,220830,221137,221400,221638,221850,222029,222403,222459,222615,222736,222942,223109,223141,223615,224027,224216,225100,225249,225512,225714,230054,230200,230349,230800
91,MZ4228-5,221137,221254,221433,221457,221521,221605,221627,221711,221734,221839,221944,222102,222235,222330,222626,222859,223130,223247,223448,223805,223910,224016,224143,224311,224427,224438,224922,225238,225439,230549,230705,230929,231203,231352,231458,231542,232015
92,MW5853-5,223459,223710,223859,224016,224038,224121,224154,224238,224333,224449,224605,224733,224955,225100,225428,225512,225758,225915,230210,230600,230800,230929,231108,231320,231509,231603,232120,232426,232615,233205,233343,233617,233735,,,,
93,MZ3978-5,224638,224733,224849,224933,224955,225027,225049,225133,225154,225300,225355,225501,225652,225831,230054,230221,230454,230549,230811,231141,231247,231330,231531,231709,231825,231858,232331,232626,232731,233354,233459,233628,233724,,,,
94,MW5936-3,225608,225630,225758,225820,225842,225915,225937,230011,230043,230210,230305,230400,230516,230600,230844,230951,231236,231403,231614,231931,232026,232120,232248,232353,232458,232531,232953,233227,233416,233746,233840,,,,,,
95,MX1105-6,230022,232448,232604,232626,232647,232720,232742,232826,232858,233026,233110,233216,233332,233510,233818,,,,,,,,,,,,,,,,,,,,,,
96,MX1084-6,230643,230822,230929,231002,231035,231057,231119,231203,231247,231330,231425,231603,231731,231836,232109,232259,232520,232626,232909,233121,233216,233310,233438,233554,233712,233746,,,,,,,,,,,
97,MX1197-6,231647,232026,232131,232153,232215,232248,232321,232353,232437,232520,232615,232720,232836,233015,233259,233405,233650,233735,,,,,,,,,,,,,,,,,,,
98,MZ3556-6,232909,233004,233110,233132,233205,233227,233249,233321,233354,233449,233543,233712,,,,,,,,,,,,,,,,,,,,,,,,,
