,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686,C656,C654/3,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
10,MW2780-1,,083037,083238,083523,083853,084210,084338,084612,084836,084931,085121,085239,085323,085703,090035,090153,090237,090356,090454,090635,090719,090911,091133,091345,091421,091615,091732,091816,092051,092146,092230,092348,092421,092432,092549,092836,093004,093204,093344,093450,093534,093703,093809,093936,094149,094338,094706,094814,094836,095059,095216,095300,095703,095925,100148,100243,100400,100507,100624,100730,100909,101004,101109,101533,101806,102040,102145,102336,102515,102632,102814,102930,103119,103353,103531,103710
11,MS2259-1,,085217,085512,085822,090035,090443,090657,090859,091100,091155,,091505,091539,091901,092242,092410,092454,092717,092739,092931,093026,093215,093417,093641,093747,094020,094149,094254,094517,094611,094739,094942,095004,095037,095205,095546,095652,095925,100021,100137,100232,100411,100920,101015,101321,101332,101711,101828,102007,102240,102336,102421,103003,103509,103721,103848,104005,104111,104301,104418,104546,104652,104822,105258,105605,105900,110029,110200,110436,110554,110733,110912,111052,111435,111625,111803
12,MW2856-1,090454,093215,093501,093725,093925,094254,094400,094506,094717,094803,095026,095110,095238,095557,095958,100126,100210,100411,100518,100741,100814,101036,101321,101533,101627,101901,102007,102123,102240,102336,102358,102515,102548,102622,102717,103014,103130,103331,103437,103553,103648,103859,103954,104312,104502,104619,105023,105117,105203,105415,105605,105649,110211,110436,110638,110806,110956,111103,111305,111424,111552,111658,111825,112328,112614,112731,112911,113017,113210,113400,113717,113845,113951,114109,114215,114344
13,MW2390-1,,091322,091539,091816,092007,092326,092538,092750,092931,093037,093228,093300,093428,093841,094244,094422,094517,094655,094750,094931,095015,095311,095608,095831,095925,100137,100327,100411,100551,100646,100741,100836,100858,100931,101047,101416,101605,101828,101944,102050,102145,102303,102421,102803,103025,103130,103437,103553,103659,103921,104038,104111,104619,105012,105309,105404,105521,105638,105827,105933,110102,110200,110340,110901,111147,111424,111552,111742,111920,112243,112402,112541,112805,113006,113158,113327
14,MW3053-1,,095322,095608,095947,100232,100602,100825,101015,101226,101332,101522,101627,101817,102134,102537,102655,102750,102847,103014,103141,103236,103426,103637,103837,103932,104144,104301,104334,104513,104557,104844,104939,105001,105139,105247,105605,105722,105955,110102,110211,110256,110436,110542,110711,110912,111125,111424,111530,111753,111858,112026,112058,112625,112838,113028,113147,113327,113432,113611,113706,113812,113907,114036,114546,114831,115105,115202,115246,115404,115531,115743,115954,120335,120642,120821,120949
15,MP5834-1,,102050,102229,102442,102655,103025,103226,103404,103659,103816,104016,104111,104250,104619,105001,105117,105214,105331,105437,105605,105700,105900,110102,110329,110425,110616,110744,110817,111052,111158,111316,111413,111424,111603,111720,112004,112210,112413,112519,112614,112709,112900,113006,113338,113600,113717,114014,114120,114215,114440,114608,114652,115202,115436,115626,115721,115837,115932,120122,120240,120346,120441,120620,121128,121437,121713,121904,122021,122128,122234,122403,122614,122742,123015,123228,123344
16,MW3528-2,,104418,104713,105034,105437,105744,110007,110124,110307,110414,110638,110744,110901,111243,111603,111742,111815,111931,112047,112243,112339,112530,112754,113006,113111,113316,113505,113538,113717,113834,113918,114003,114058,114215,114311,114641,114747,114937,115032,115202,115235,115425,115520,120228,120452,120547,120938,121128,121225,121437,121617,121650,122234,122530,122720,122837,123015,123121,123322,123418,123546,123652,123843,124354,124713,124906,125022,125117,125308,125436,125552,125731,125931,130122,130239,130417
17,MX4068-0,,,,,,,,,,,,,,,,,,,,,,104546,104747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,MS1695-2,,110542,110850,111158,111614,111942,112221,112413,112636,112720,112922,113039,113243,113611,114036,114228,114311,114440,114535,114725,114809,115032,115246,115509,115615,115753,120027,120101,120324,120419,120514,120609,120642,120821,120938,121258,121510,121713,121904,122021,122115,122255,122414,,122742,122932,123239,123356,123619,123843,124012,124140,124651,124927,125139,125235,125352,125458,125647,125753,125920,130016,130155,130651,130938,131106,131247,131354,131511,131649,131807,131924,132102,132230,132409,132559
19,MW2780-2,,112709,112838,113122,113505,113940,114109,114322,114546,114714,114853,114959,115054,115458,115837,120050,120101,120228,120324,120503,120547,120832,121055,121258,121332,121521,121628,121701,121831,121948,122043,122128,122150,122317,122436,122753,122932,123216,123322,123429,123513,123652,123748,123905,124045,124202,124451,124556,124736,125011,125139,125213,125614,125837,130016,130133,130301,130407,130545,130640,130759,130843,131033,131532,131829,132102,132157,132303,132504,132620,132727,132905,133022,133308,133447,133658
20,MW2856-2,114355,123110,123407,123630,123832,124226,124451,124917,125330,125436,125614,125658,125742,130133,130534,130759,130832,131011,131055,131258,131342,131554,131807,132007,132051,132241,132420,132504,132715,132810,132916,133011,133055,133213,133330,133647,133752,134014,134058,134153,134250,134430,134536,135034,135214,135332,135650,135809,135853,140104,140221,140254,140717,141004,141205,141250,141440,141534,141748,141905,142033,142128,142310,142821,143117,143309,143448,143554,143701,143832,144025,144131,144440,144800,144855,145108
21,MS2259-2,,114831,115150,115342,115859,120228,120503,120905,121332,121354,121554,121650,121904,122245,122626,122742,,123037,123110,123250,123356,123546,123737,123949,124034,124226,124406,124451,124629,124725,124821,124906,124949,125011,125128,125458,125825,,130016,130133,130206,130428,130545,130726,131117,,131405,131511,131723,131946,132102,132135,,132832,133033,133151,133330,133425,133603,133658,133803,133847,133941,134430,134716,134918,135056,135203,135258,135449,135650,,135937,140232,140433,140655
22,MW2390-2,,121225,121321,121532,121831,122223,122436,122826,123322,123418,123546,123726,123938,124406,124844,125033,125139,125257,125352,125603,125720,125920,130155,130407,130501,130737,130938,131033,131236,131331,131522,131700,131734,131913,132040,132420,132526,132748,132854,133011,133044,133246,133403,133720,133920,134036,134356,134525,134727,134950,135140,135214,135736,140042,140232,140359,140538,140655,140920,141015,141142,141250,141429,141938,142237,142416,142555,142703,142810,143044,143203,143331,143448,143905,144131,144345
23,MW3053-2,124821,125246,125541,125753,130005,130250,130748,131405,131745,131851,132007,132124,132325,132715,133107,133246,133341,133447,133541,133730,133825,134109,134301,134514,134559,134812,135034,135140,135332,135427,135544,135650,135736,135831,135948,140254,140506,140655,140803,140931,141015,141142,141250,141759,142044,142201,142606,142726,142832,143106,143247,143320,143843,144226,144407,144514,144642,144822,145045,145141,145247,145353,145542,150027,150400,150644,150824,150952,151120,151404,151521,151649,151816,152220,152506,152645
24,MW3528-3,131605,131913,132113,132252,132537,132938,133308,133741,134131,134228,134356,134514,134654,135118,135555,135747,135842,140010,140210,140327,140433,140858,141120,141345,141440,141714,141916,142011,142150,142248,142449,142606,142640,142726,142832,143225,143320,143606,143701,143810,143854,144058,144204,144844,145119,145236,145648,145826,150016,150251,150411,150506,151120,151404,151627,151754,152017,152145,152411,152550,152729,152836,153036,153543,153944,154229,154430,154609,154821,154959,155202,155437,155851,160358,160505,160835
25,MS1695-3,133436,133520,133825,134036,134301,134536,134823,135107,135427,135511,135725,135831,135959,140359,140803,141004,141110,141239,141345,141556,141640,141854,142150,142416,142511,142726,142843,142959,143236,143331,143437,143543,143606,143737,143854,144226,144440,144631,144749,144917,145012,145247,145404,145659,145942,150122,150444,150600,150919,151215,151353,151459,152017,152253,152455,152612,152751,152920,153058,153142,153248,153404,153554,154112,154419,154748,154948,155213,155448,155712,155901,160103,160315,160908,161036,161354
26,MW2780-3,135354,135639,135758,140010,140232,140528,140750,140858,141059,141205,141323,141418,141512,141843,142225,142405,142500,142606,142714,142843,142949,143128,143331,143533,143617,143821,144014,144120,144226,144301,144503,144642,144716,144844,144950,145258,145458,145626,145742,145859,145931,150155,150326,150728,150930,151025,151404,151459,151659,151944,152133,152220,152751,153014,153215,153342,153510,153605,153744,153922,154039,154123,154240,154715,155021,155236,155415,155520,155701,155818,155934,160158,160315,161047,161309,161606
27,MS2259-3,141832,142033,142321,142606,142832,143203,143448,143606,143737,143916,144036,144120,144301,144642,145045,145203,145331,145509,145626,145742,145837,150111,150338,150538,150633,150835,151003,151058,151226,151320,151543,151649,151732,151849,152006,152326,152455,,152858,152941,153025,153226,153342,,153828,,154229,154356,154503,154726,154937,155010,,155712,155851,155945,160114,160220,160516,160611,160740,160846,161003,161511,161756,162019,162230,162325,162505,162611,162836,,163525,164025,164142,164511
28,MP5834-2,,143928,144215,144418,144811,145141,145414,145615,150006,150133,150326,150422,150622,151014,151426,151605,151710,151900,152017,152242,152337,152612,152836,153047,153142,153404,153638,153722,153933,154039,154218,154312,154345,154452,154609,154937,155127,155437,155532,155639,155734,155934,160052,160410,160611,160751,161036,161214,161309,161522,161734,161818,162430,162750,163015,163132,163323,163418,163547,163643,163800,163906,164025,164522,164851,165031,165210,165327,165550,165730,165858,170048,170500,171220,171421,171739
29,MW2856-3,145203,150038,150326,150517,150930,181255,181435,181625,182038,182206,182346,182503,182630,183021,183517,183753,183921,184112,184217,184513,184619,185022,185416,185638,185700,185839,185945,190039,190156,190251,190408,190547,190631,190715,190832,191138,191328,191518,191626,191755,191828,191956,192101,192219,192430,192536,192810,192916,193022,193128,193259,193353,193929,194143,194333,194418,194534,194640,194810,,195033,195128,195248,195748,200022,201007,201146,201337,201527,201729,201846,201940,202057,202416,202522,202712
30,MW2390-3,152145,152433,152718,153003,153510,153806,154017,154145,154430,154536,154653,154832,154937,155309,155712,155934,160030,160220,160315,160516,160611,160919,161131,161331,161416,161617,161756,161840,162041,162146,162230,162346,162430,162600,162803,163110,163301,163547,163738,163855,163928,164132,164321,164628,164756,164902,165222,165349,165550,165825,165942,170037,170554,170817,171018,171158,171315,171410,171600,171717,171845,171940,172120,172651,172929,173226,173332,173500,173737,174046,174214,174405,174809,175445,175720,180111
31,MW3053-3,153521,154028,154156,154356,154737,155021,155225,155426,155723,155818,160030,160209,160253,160633,160952,161142,161226,161416,161511,161701,161807,162114,162346,162611,162706,162909,163037,163121,163250,163356,163440,163632,163654,163727,163855,164227,164343,164522,164712,164807,164840,165031,165136,165434,165636,165814,170059,170215,170405,170532,170733,170817,171337,171549,171812,171951,172057,172215,172406,172502,172651,172748,172918,173438,173726,174119,174354,174502,174758,174948,175116,175317,175636,180144,180335,181011
32,MW5645-0,,160220,160516,160751,161248,161628,161734,161956,162454,162600,162717,162814,162953,163345,163749,164003,164048,164227,164332,164617,164756,165103,165411,165636,165730,165942,170131,170237,170532,170627,170733,170828,170911,171029,171147,171538,171717,171918,172036,172204,172237,172428,172545,173024,173203,173343,173714,173927,174057,174321,174546,174641,175127,175423,175647,175826,180229,180357,180546,180714,180832,181000,181138,181647,182100,182558,182737,183032,183328,183603,183753,184017,184619,185343,185521,185934
33,MW3528-4,161438,,,,,,,,,,,,,,,,,,,,,,,163654,163738,163917,164058,164153,164321,164405,164511,164617,164712,164818,164935,165338,165528,165825,165920,170026,170059,170237,170405,170722,170934,171051,171432,171549,171633,171940,172046,172142,172726,173002,173203,173321,173427,173544,173737,173821,174013,174046,174237,174725,175032,175434,175540,175720,175954,180111,180240,180441,180703,181200,181306,181826
34,MS1695-4,161712,162103,162441,162717,163132,163514,163727,163950,164204,164300,164522,164639,164723,165041,165455,165614,165658,165847,165931,170153,170332,170554,170806,171018,171101,171304,171432,171505,171706,171750,171845,171951,172025,172057,172204,172513,172651,172854,172951,173057,173141,173321,173449,173821,173949,174046,174344,174451,174630,174853,175043,175138,175636,175943,180155,180302,180608,180726,180916,181000,181106,181223,181328,181826,182111,182558,182726,183010,183244,183412,183603,183742,184429,185011,185237,185543
35,MX1544-0,163833,163939,164216,164555,164840,165136,165305,165444,165636,165814,165953,170121,170248,170627,171018,171158,171242,171410,171505,171728,171834,172237,172513,172702,172737,172906,173046,173119,173343,173427,173511,173606,173639,173714,173833,174203,174321,174524,174652,174820,174904,210358,210454,210854,211117,211247,211543,211700,211850,212008,212125,212221,212656,212836,213015,213120,213239,213334,213450,213545,213652,213737,213905,214406,214735,214842,214959,215054,215306,215551,215658,215815,215943,220303,220420,220610
36,MW2780-4,165210,165506,165658,165847,170310,170700,170755,170934,171112,171209,171432,171527,171655,172014,172406,172524,172607,172748,172832,173046,173152,173533,173949,174141,174203,174405,174524,174630,174831,174926,175021,175149,175233,175255,175401,175731,175921,180240,180324,180408,180441,180641,180748,181127,181244,181401,181709,181859,182027,182312,182441,182514,183837,184050,184251,184440,184630,184810,184949,185044,185203,185248,185405,185839,190218,190843,191032,191244,191626,191733,191901,192018,192547,193202,193415,193555
37,MS2259-4,,171929,172153,172332,172651,,173405,173511,173544,173639,173821,173906,173927,174248,174703,174820,174926,175043,175211,175412,175529,175804,180324,180535,180608,180748,180916,181011,181106,181212,181255,181350,181446,181614,181731,182155,182312,182536,182630,182748,182821,183010,183105,183211,183445,183550,183837,183932,184028,184302,184502,184546,185226,185416,185605,185711,190101,190156,190324,190419,190536,190642,190748,191328,191722,192050,192313,192558,193011,193117,193309,193544,193713,194036,194227,194513
38,MP5834-3,172843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,MW3098-0,180155,,,,,,,,,,,,,,,,,,,,,,184312,184513,184557,184727,184905,185022,185214,185259,185332,185554,185638,185817,185955,190335,190441,190620,190726,190832,190916,191032,191138,191507,191649,191733,192039,192219,192441,192704,192854,192938,193404,193702,193907,194025,194154,194311,194440,194556,194726,194832,195022,195534,195843,200839,201113,201253,201505,201622,201751,201918,202036,202405,202511,202745
40,MW3053-4,,182312,182630,182905,183339,183636,183848,184302,184535,184704,184832,185000,185117,185500,185923,190145,190229,190408,190525,190832,191011,191350,191626,191850,191934,192135,192252,192335,192547,192653,192810,192949,193033,193117,193226,193555,193737,193940,194058,194205,194238,194355,194451,194607,194713,194854,195150,195259,195428,195702,195843,195916,200351,200615,200805,200901,201029,201124,201253,201410,201516,201611,201813,202310,202617,202829,202957,203125,203243,203434,203551,203709,203848,204122,204251,204440
41,MW2390-4,,185150,185321,185638,190207,190441,190642,190905,191328,191423,191540,191733,191923,192252,192642,192821,192916,193106,193150,193331,193415,193555,193822,194025,194047,194227,194344,194451,194618,194713,194759,194938,195022,195106,195202,195523,195618,195759,195854,200000,200044,200201,200318,200425,200531,200615,200934,201040,201146,201421,201538,201633,202036,202248,202427,202522,202628,202734,202902,203007,203147,203231,203359,203848,204155,204418,204546,204640,204854,204950,205129,205246,205340,205636,205732,210017
42,MW3528-5,,191638,191923,192240,192503,192726,192938,193106,193448,193640,193907,194014,194205,194545,194949,195117,195202,195322,195428,195640,195748,200000,200212,200414,200458,200659,200828,200934,201135,201220,201326,201505,201549,201622,201729,202036,202259,202500,202606,202701,202734,202902,203019,203326,203529,203603,203921,204038,204144,204418,204524,204608,205045,205246,205424,205541,205647,205732,205900,210017,210134,210219,210347,210905,211202,211436,211627,211755,211956,212136,212254,212411,212517,212751,212952,213120
43,MS1695-5,,194047,194249,194418,194651,194905,195106,195226,195417,195534,195702,195854,200106,200436,200839,201007,201102,201220,201304,201516,201611,201824,202036,202248,202321,202500,202555,202650,202851,202946,203040,203147,203220,203254,203359,203647,203731,203953,204100,204155,204229,204418,204513,205023,205246,205351,205732,205838,210028,210123,210219,210303,210800,210949,211149,211258,211447,211532,211700,211806,211923,212030,212209,212656,212942,213206,213512,213641,213821,213916,214036,214204,214311,214651,214853,215054
44,MW2780-5,,,202332,202500,202902,203125,203337,203456,203647,203826,204027,204206,204345,204702,205023,205151,205224,205424,205519,205636,205721,205922,210208,210358,210431,210559,210716,210800,210854,211000,211044,211117,211139,211202,211309,211616,211806,211912,212052,212209,212254,212411,212506,212803,212931,213015,213345,213439,213545,213703,213759,213832,214238,214428,214607,214746,214842,214926,215043,215200,215328,215423,215529,220005,220252,220431,220559,220739,220836,220941,221058,221153,221322,221606,221727,221843
45,MS2259-5,,204100,204345,204502,204640,204917,205045,205235,205402,205519,205710,205955,210146,210454,210843,211000,211022,211213,211236,211352,211436,211638,211901,212052,212147,212316,212433,212506,212751,212825,212909,213015,213036,213155,213301,213608,213748,,,214142,214227,214355,214450,214820,215054,215211,215456,215602,215804,215921,220017,220101,220526,220739,220930,221036,221131,221249,221416,221511,221618,,221843,222344,222609,222906,223001,223140,223248,223427,,,,224036,224058,224418
46,MW3098-1,,210303,210454,210654,210810,,211236,211341,211638,211755,211934,212030,212221,212550,212942,213058,213120,213239,213356,213534,213619,213810,214025,214216,214311,214439,214556,214651,214842,214915,215010,215054,215116,215233,215401,215731,215943,220135,220230,220347,220420,220537,220644,220952,221300,221322,221702,221822,221854,222131,222321,222407,222916,223129,223310,223500,223618,223713,223843,223939,224120,224215,224344,224852,225136,225434,225551,225647,225838,225954,230049,230206,230335,230537,230621,230749
47,MW2390-5,,212041,212209,212400,212517,212803,213025,213109,213312,213407,213523,213748,213949,214300,214618,214757,214842,214948,215021,215149,215233,215456,215658,215859,215921,220050,220208,220303,220420,220515,220610,220706,220750,220825,220930,221215,221405,221629,221727,221833,221929,222036,222142,222238,222355,222429,222715,222811,222949,223045,223226,223310,223759,223950,224131,224227,224355,224502,224641,224735,224841,224925,225030,225551,225816,225910,230049,230155,230240,230335,230453,230548,230654,231012,231045,231151
48,MW3528-6,213938,214153,214439,214629,214842,215138,215306,215423,215731,215826,220005,220050,220208,220526,220919,221058,221131,221249,221322,221438,221511,221714,221940,222204,222238,222407,222524,222609,222715,222748,222822,222927,223001,223034,223140,223449,223629,223759,223843,224003,224047,224142,224249,224546,224703,224830,225104,225210,225233,225456,225551,225636,230100,230251,230442,230559,230705,230749,230856,231001,231056,231151,231332,231829,232103,232242,232359,232538,232633,232803,232920,233025,233131,233416,,
49,MS1695-6,,220208,220515,220644,220836,221215,221405,221544,221811,221929,222120,222227,222407,222715,223056,223214,223237,223405,223500,223629,223702,224131,224355,224546,224630,224746,224914,224935,225114,225147,225233,225339,225401,225445,225551,225859,230016,230240,230335,230431,230504,230621,230716,231056,231249,231405,231701,231756,231840,232052,232158,232242,232655,232931,233109,233204,233354,,,,,,,,,,,,,,,,,,,
50,MX1544-1,222036,222227,222440,222558,222927,223226,223533,223810,224204,224300,224429,224513,224757,225125,225518,225636,225710,225816,225910,230038,230133,230335,230526,230738,230823,231012,231118,231203,231343,231427,231511,231606,231650,231723,231829,232114,232253,232505,232548,232706,232738,232858,233003,233321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,MW2780-6,223854,224025,224238,224502,224703,225020,225125,225339,225658,225732,225849,225910,230016,230335,230705,230834,230907,231023,231118,231321,231405,231555,231829,232030,232052,232220,232315,232359,232538,232611,232644,232728,232803,232931,233036,233343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,MS2259-6,,230537,230801,230918,231045,231227,231343,231500,231734,231807,231957,232041,232220,232516,232847,232952,233025,233153,233215,233321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,MW3098-2,,233142,233321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
