,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MS1953-0,,,,,,,,,,,,,,,,,,,,,,,070117,070450,070734,070956,071123,071239,071429,071534,071640,071807,071840,072041,072147,072251
1,MW3278-0,,,,,,,070117,070131,070249,070355,070428,070501,070956,071156,071355,071523,071640,071734,071902,071956,072125,072208,072335,072840,073102,073235,073529,073658,073752,073952,074110,074250,074418,074651,074808,075233
2,MX1545-0,070829,071018,071145,071301,071534,071651,071956,072125,072313,072429,072535,072618,073124,073413,073614,073741,073908,074015,074156,074322,074429,074546,074713,075327,075622,080047,080141,080403,080458,080658,080836,081309,081848,082100,082155,082537
3,MS2365-0,073018,073040,073124,073235,073402,073647,074059,074228,074429,074524,074630,074735,075244,075538,075855,080036,080214,080331,080532,080626,080814,080920,081109,081637,082005,082239,082431,082610,082738,082931,083120,083323,083628,083807,083937,084315
4,MP6360-0,074429,075105,075200,075255,075506,075655,080025,080120,080236,080447,080626,080658,081309,081543,081743,081932,082250,082356,082526,082654,082858,082953,083155,083712,084010,084126,084304,084420,084715,084927,085043,085211,085338,085516,085706,090255
5,MP6422-0,080847,081342,081459,081554,081721,081910,082239,082356,082621,082727,082837,082931,083628,083904,084126,084326,084559,084715,084854,085021,085338,085505,085634,091027,091334,091726,091854,092044,092222,092455,092612,092750,092941,093204,093332,093531
6,MX4068-0,,082453,082559,082705,082931,083155,083556,083712,083840,084105,084220,084315,085137,085516,085728,085855,090012,090150,090328,090436,090552,090709,090836,091524,091821,092138,092254,092400,092655,092836,092941,093108,093310,093615,093731,093930
7,MS1935-0,083120,084159,084315,084431,,084832,085126,085244,085422,085527,085645,085739,090625,090942,091216,091345,091620,091726,091916,092033,092138,092244,092412,093024,093825,094047,094236,094403,094530,094636,094857,095014,095142,095309,095510,095648
8,MS1953-1,090647,090847,090931,091015,091205,091323,091704,091759,091832,091927,092022,092105,092655,092919,093119,093215,093321,093416,093531,093626,093803,093836,094003,094636,095014,095214,095341,095510,095858,100035,100140,100245,100424,100624,100940,101107
9,MW3278-1,094552,094603,094657,094803,095025,095152,095448,095604,095814,100035,100140,100213,100918,101321,101553,101709,101847,102003,102119,102235,102339,102424,102551,103024,103256,103434,103614,103751,103856,104047,104152,104436,104603,104859,105026,105153
10,MS2365-1,,103235,103329,103412,103635,103730,104057,104246,104447,104552,104720,104803,105438,105731,105931,110108,110307,110414,110541,110646,110751,110835,111013,111532,111814,112003,112152,112330,112414,112530,112657,112919,113046,113226,113321,113511
11,MP6360-1,103340,103456,103550,103646,,,,,,,,,,,,,,,,,,,,105341,105637,105815,110014,110141,110307,110403,110603,110751,110952,111235,111426,111521
12,MP6422-1,104257,104425,104520,104603,104752,104931,105308,105405,105605,105710,105825,105931,110446,110729,110930,111013,111129,111257,111437,111521,111626,111742,111919,112425,112708,112951,113057,113215,113416,113555,113650,113849,114027,114251,114431,114610
13,MX4068-1,110751,110835,110930,111035,111235,111448,111803,111908,112025,112247,112352,112425,112951,113226,113449,113606,113733,113828,114027,114121,114229,114345,114504,114948,115255,115434,115550,115709,115825,115921,120037,120227,120343,120628,120757,120934
14,MS1935-1,111341,112857,112941,113035,113226,113405,113712,113828,113911,114121,114302,114345,114810,115010,115233,115350,115550,115720,115859,,120154,120216,120354,120818,121112,121430,121631,121820,121904,121959,122152,122351,122530,122940,123129,123319
15,MW3278-2,115200,115255,115350,115456,115647,115815,120121,120259,120332,120544,120650,120746,121231,121452,121726,121820,121948,122053,122224,122319,122436,122508,122656,123151,123507,123646,123803,123931,124120,124207,124336,124442,124631,124916,125105,125254
16,MS1953-2,121514,121631,121726,121904,122053,,122602,122656,122750,123013,123129,123213,123752,124025,124207,124325,124504,124620,124759,124842,124949,125032,125149,125643,125853,130053,130252,130420,130536,130642,130832,130959,131115,131253,131431,131641
