,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MS1953-0,,,,,,,,,,,,,,,,,,,,,,,070102,070535,070755,071005,071120,071226,071309,071354,071448,071531,071636,071857,072003,072129
1,MS2365-0,,,,,,,,070102,070157,070251,070335,070408,070806,071005,071204,071343,071426,071510,071615,071708,071824,071857,072014,072446,072728,073012,073200,073305,073359,073442,073526,073630,073746,074005,074110,074225
2,MR8583-0,071027,071237,071343,071448,071625,071741,072025,072108,072224,072339,072424,072457,072907,073106,073305,073421,073609,073703,073829,073922,074016,074121,074236,074759,075042,075302,075427,075521,075636,075719,075813,075929,080014,080234,080338,080453
3,MS1044-0,072803,073200,073316,073421,073547,073735,074121,074215,074413,074456,074601,074654,075125,075323,075542,075636,075813,075929,080035,080150,080255,080349,080515,081037,081307,081516,081704,081819,081924,082007,082122,082216,082320,082415,082530,082624
4,MS2095-0,,080306,080410,080515,080702,080756,081130,081235,081412,081505,081548,081643,082133,082343,082530,082635,082801,082844,083042,083137,083242,083346,083450,083942,084223,084508,084656,084800,084907,085012,085106,085221,085336,085502,085618,085744
5,MS1903-0,,082635,082718,082812,083021,083126,083450,083555,083649,083859,084003,084046,084634,084845,085055,085159,085325,085418,085556,085701,085816,085921,090047,090537,090819,090956,091132,091320,091415,091552,091729,091855,092148,092440,092544,092732
6,MS1953-1,084918,085932,090047,090141,090317,090516,090840,090945,091039,091258,091354,091426,091928,092137,092346,092450,092638,092732,092908,093013,093128,093243,093410,093911,094153,094351,094507,094706,094821,094937,095041,095157,095335,095534,095723,095839
7,MS2365-1,091520,091708,091751,091844,092011,092116,092429,092533,092617,092721,092804,092847,093359,093745,094016,094131,094308,094403,094540,094633,094738,094821,094926,095418,095701,095806,100005,100121,100308,100507,100622,100727,100844,101043,101126,101241
8,MR8583-1,093327,093619,093745,093900,094059,094214,094507,094601,094759,094915,095009,095041,095618,095850,100048,100142,100247,100352,100507,100601,100705,100759,100937,101439,101710,101836,101930,102035,102223,102327,102411,102505,102558,102703,102829,102944
9,MS1044-1,095817,095955,100038,100121,100236,100330,100716,100811,100854,101104,101158,101230,101721,101930,102140,102306,102422,102515,102652,102735,102829,102933,103059,103624,103932,104015,104218,104301,104345,104511,104616,104731,104941,105202,105352,105539
10,MS2095-1,103204,103247,103341,103507,103602,103750,104109,104218,104355,104500,104554,104637,105034,105330,105507,105550,105708,105802,105939,110024,110118,110224,110339,110822,111114,111242,111408,111523,111711,111815,111952,112047,112214,112402,112519,112706
11,MS1903-1,,110937,111020,111148,111347,111430,111754,111930,112120,112225,112308,112340,112822,113103,113303,113429,113555,113659,113826,113930,114025,114130,114245,114727,115010,115221,115420,115608,115755,115932,120047,120202,120550,120854,121031,121209
12,MP5991-0,113041,113241,113346,113440,113627,113753,114025,114119,114151,114424,114539,114611,115031,115243,115442,115536,115702,115755,115921,120026,120130,120202,120329,120821,121053,121231,121357,121545,121712,121805,121910,122025,122152,122355,122510,122636
13,MS1953-2,114539,115755,115911,120004,120213,120256,120612,120727,120821,121031,121136,121231,121701,121910,122109,122227,122344,122438,122615,122719,122825,122919,123034,123558,123830,124122,124249,124417,124522,124616,124709,124825,124951,125149,125305,125514
14,MR8583-2,125809,130007,130112,130205,130405,130459,130908,131012,131138,131400,131515,131547,131956,132204,132428,132532,132648,132731,132919,133023,133117,133224,133351,133903,134146,134301,134418,134501,134648,134753,134846,134951,135106,135212,135359,135514
15,MS1044-2,131233,131714,131808,131923,132132,132218,132605,132709,132825,133056,133200,133246,133715,133935,134218,134322,134450,134544,134710,134803,134908,135002,135117,135619,135911,140142,140248,140500,140637,140814,140940,141055,141149,141337,141535,141702
16,MS2095-2,134113,134439,134522,134659,134929,135034,135327,135442,135619,135850,135943,140048,140615,140825,141002,141127,141254,141337,141503,141608,141734,141838,142004,142446,142717,142959,143054,143211,143359,143503,143651,143817,143954,144130,144318,144529
17,MS1953-3,141452,142655,142811,142905,143115,143158,143619,143756,143922,144141,144307,144403,144958,145218,145427,145532,145752,145930,150128,150235,150402,150529,150655,151242,151545,151806,151922,152109,152215,152352,152529,152748,152916,153316,153443,153714
18,MR8583-3,152004,152258,152352,152446,152705,152748,153043,153147,153316,153432,153526,153631,154153,154406,154615,154741,154857,155001,155117,155213,155318,155422,155549,160050,160346,160534,160712,160816,160942,161108,161224,161350,161505,161627,161804,162013
19,MS1044-3,154929,155001,155106,155224,155455,155610,155956,160101,160324,160545,160701,160744,161235,161550,161825,162024,162140,162256,162432,162515,162631,162735,162924,163438,163731,163919,164046,164244,164400,164642,164830,165017,165249,165459,165648,165753
20,MS2095-3,161659,162454,162620,162724,162852,162956,163310,163438,163510,163731,163836,163941,164411,164620,164840,164923,165100,165217,165355,165449,165616,165731,165908,170424,170706,170926,171146,171305,171453,171557,171713,171911,172121,172323,172500,172720
21,MS5082-0,165049,165217,165333,165438,165637,165742,170118,170213,170424,170529,170644,170727,171326,171619,171828,171933,172027,172131,172312,172500,172605,172659,172837,173405,173710,174044,174232,174410,174504,174652,174818,174944,175059,175259,175352,175518
22,MS1953-4,171745,172302,172417,172500,172615,172742,173119,173215,173416,173510,173626,173710,174127,174358,174619,174724,174850,174954,175131,175259,175425,175550,175718,180252,180545,180931,181235,181505,181642,181934,182100,182205,182320,182656,182855,183011
23,MX1517-0,173542,174221,174326,174431,174652,174807,175216,175342,175435,175656,175822,175916,180347,180607,180837,181024,181139,181235,181433,181548,181704,181757,181955,182457,182800,183011,183148,183324,183442,183536,183807,183934,184100,184237,184429,184649
24,MW4762-0,180441,181107,181150,181307,181411,181610,181902,182017,182215,182457,182613,182656,183148,183409,183608,183745,183901,184006,184144,184248,184429,184523,184700,185151,185422,185559,185725,185852,190007,190051,190206,190334,190511,190626,190804,190858
