,Bus,C669/2,C687,C675,C668,C678,C665,C663,C661,C659,C656,C654,C653/2,C692,C689/1,T360,T376/1,T363/1,T367,T365/2,T361,T325/2,T339/2,T311/2,T308/3,T300,T330/1,M172/3,M171/2,M134,M132/1,M129,M114,M113,M14,M12,M21/1,M95/3
0,MZ4072-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070107,070332
1,MZ3956-0,,,,,,,,,,,,,,,,,,,,,,,,,,070107,070238,070607,070702,070914,071019,071315,071421,071645,071751,071919,072321
2,MW5898-0,,,,,,,,,,,,,,,,,,,,070107,070154,070249,070354,070523,070640,070724,071147,071421,071527,071824,071929,072110,072259,072710,072806,072850,073155
3,MX1084-0,,,,,,,,,,,,,070107,070154,070534,070734,070841,070914,071114,071454,071538,071623,071802,071919,072048,072132,072605,072901,073039,073355,073545,073819,074149,074548,074726,075020,080021
4,MW3116-0,,,,,,070107,070121,070154,070300,070439,070523,070629,070841,071041,071432,071516,071729,071751,071919,072132,072226,072332,072449,072638,072806,072901,073345,073702,073819,074043,074254,074620,074820,075220,075336,075515,080717
5,MZ3559-0,,070651,070841,070914,070935,070957,071041,071125,071209,071304,071348,071432,071612,071802,072216,072415,072500,072532,072710,072934,073018,073123,073312,073440,073608,073651,074105,074327,074505,074715,074853,075125,075432,075653,075854,080021,081239
6,MZ3734-0,071527,071707,071846,071919,071940,072026,072037,072121,072205,072332,072438,072543,072754,072956,073250,073429,073702,073735,073842,074138,074210,074316,074443,074642,074842,074926,075421,075759,075948,080316,080411,080644,080943,081406,081617,081915,082243
7,MZ3740-0,072532,072638,072818,072839,072901,072934,072956,073039,073145,073301,073418,073545,073735,073948,074232,074421,074653,074726,074915,075209,075314,075504,075653,075843,080054,080149,080611,080836,081016,081606,081724,081853,082021,082422,082611,082846,083513
8,MZ3825-0,073713,073808,073958,074043,074116,074149,074210,074254,074338,074537,074642,074759,075020,075231,075653,075821,080105,080200,080400,080750,080921,081049,081301,081439,081639,081735,082200,082454,082633,083239,083440,083715,083937,084211,084411,084539,085343
9,MZ3987-0,075821,075854,080010,080032,080116,080138,080200,080232,080316,080422,080506,080611,080847,081111,081417,081617,081724,081819,082021,082410,082644,082750,083027,083239,083451,083513,083948,084317,084517,084848,085005,085321,085459,085911,090016,,090853
10,MW3215-0,080825,080836,081016,081100,081111,081143,081205,081250,081333,081501,081544,081651,081842,082043,082349,082422,082655,082740,082943,083323,083524,083642,083915,084116,084400,084434,084921,085343,085544,085849,090111,090313,090536,090904,091021,091159,091634
11,MZ4228-0,081250,081915,082032,082104,082127,082200,082233,082316,082349,082454,082611,082740,082943,083144,083513,083620,083904,083959,084244,084635,084719,084814,085016,085205,085415,085510,085955,090356,090547,091116,091233,091517,091623,092027,092143,092417,092912
12,MZ4072-1,082824,082921,083100,083133,083155,083228,083250,083334,083407,083535,083631,083737,084010,084116,084434,084624,084859,084954,085143,085533,085627,085711,085900,090027,090229,090251,090715,091211,091411,092027,092227,092533,092722,093101,093218,093355,093944
13,MZ3556-0,083842,083926,084105,084138,084222,084306,084328,084411,084456,084657,084814,084943,085143,085321,085649,085827,090049,090133,090418,090726,090821,090937,091116,091255,091455,091549,092027,092438,092639,093545,093650,093944,094156,094430,094546,094808,095241
14,MW5936-0,084836,084932,085121,085154,085215,085259,085321,085405,085459,085639,085733,085922,090100,090251,090620,090832,091105,091159,091339,091634,091720,091837,092027,092216,092417,092449,092923,093312,093501,094250,094451,094735,095241,095546,095651,095913,100414
15,MZ3956-1,085016,085405,085533,085606,085627,085711,085733,085816,085849,090016,090122,090218,090345,090525,090759,090853,091105,091137,091328,091623,091720,091804,091953,092205,092311,092354,092828,093101,093250,094040,094156,094345,094619,094841,094946,095052,095408
16,MW5898-1,085544,090853,091021,091054,091116,091137,091211,091255,091317,091444,091538,091720,091920,092049,092406,092617,092850,092934,093134,093450,093556,093650,093806,093922,094051,094134,094607,095135,095324,100255,100425,100613,100814,101047,101203,101403,102016
