,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MS1953-0,,,,,,,,,,,,,,,,,,,,,,070103,070147,070603,070846,071002,071118,071308,071342,071447,071615,071720,,072017,072144,072241
1,MS2365-0,,,,,,,,070103,070126,070234,070318,070402,070814,071013,071213,071330,071447,071553,071720,071815,071943,072017,072122,072629,072901,073007,073144,073254,073349,073443,073559,073642,073809,073947,074103,074220
2,MW2390-0,070919,071046,071140,071247,071426,071531,071838,071943,072017,072100,072144,072230,072702,072912,073101,073211,073306,073411,073548,073642,073737,073820,073936,074420,074642,074853,075030,075135,075316,075443,075549,075654,075810,080021,080147,080306
3,MW2856-0,072724,072818,072912,073007,073316,073411,073747,073903,074030,074124,074209,074253,074725,074925,075114,075211,075306,075411,075527,075621,075727,075810,075948,080411,080653,080832,081055,081213,081329,081445,081540,081647,081803,081909,082016,082206
4,MW5346-0,080854,081033,081127,081235,081445,081636,081931,082101,082217,082323,082407,082450,083038,083312,083522,083711,083816,083859,084016,084121,084238,084333,084449,085019,085315,085602,085802,085950,090108,090214,090341,090457,090635,090816,090954,091132
5,MW3116-0,083038,084155,084249,084417,084534,084651,084957,085102,085232,085454,085613,085646,090308,090541,090719,090859,090954,091049,091219,091324,091451,091535,091703,092147,092447,092721,092827,093017,093223,093350,093455,093615,093849,094029,094218,094441
6,MW3098-0,,,,083206,083450,083544,083942,084059,084217,084500,084556,084640,085102,085326,085539,085707,085823,085907,090046,090141,090257,090341,090508,091016,091302,091546,091652,091809,091914,092136,092245,092414,092542,092933,093101,093423
7,MS1953-1,084406,090046,090141,090257,090436,090614,090910,091027,091219,091313,091418,091502,092041,092318,092509,092648,092816,092900,093050,093200,093318,093401,093539,094029,094313,094514,094630,094758,094915,095043,095200,095255,095614,095752,095930,100108
8,MS2365-1,092340,092414,092531,092615,092805,092849,093200,093339,093434,093648,093754,093827,094619,094915,095116,095306,095423,095550,095730,095824,095941,100046,100213,100752,101046,101257,101403,101552,101755,101955,102155,102323,102511,102733,102912,103217
9,MW2390-1,094134,094335,094430,094558,094809,094958,095222,095339,095455,095730,095857,095941,100353,100615,100814,100930,101036,101141,101319,101414,101542,101637,101744,102250,102522,102817,102955,103122,103250,103629,103724,103913,104051,104302,104430,104725
10,MW2856-1,100046,100141,100224,100320,100458,100615,100857,101003,101141,101236,101352,101447,101850,102122,102333,102450,102555,102700,102806,102901,103006,103049,103217,103735,104146,104358,104514,104619,104810,104937,105104,105307,105528,105751,110015,110227
11,MW3053-0,,102806,102901,103006,103228,103323,103618,103724,103757,104029,104124,104208,104714,105751,110015,110132,110249,110406,110555,110650,110756,110851,111029,111534,111817,112039,112238,112427,112617,112756,113030,113317,113626,113847,114059,114438
12,MW5346-1,104029,104358,104452,104557,104810,104948,105223,105351,105507,105719,105835,105918,110745,111240,111502,111712,111850,112006,112155,112300,112427,112523,112650,113147,113448,113709,113826,114015,,,,,,115800,115949,120149
13,MW3098-1,110406,110533,110650,110756,110956,111134,111534,111639,111723,111933,112144,112216,113019,113437,113637,113815,113953,114059,114249,114355,114532,114618,114736,115233,115538,115749,115854,120011,120222,120410,121044,121531,121909,122553,122954,123208
14,MW3116-1,112416,113709,113804,113920,114059,114322,114746,114914,115053,115306,115517,115600,120243,120610,120844,121044,121331,121436,121604,121659,121804,121920,122036,122604,122910,123208,123335,123441,123536,123737,124524,125125,125557,125956,130240,130441
15,MS2365-2,120127,120305,120359,120537,120833,120939,121309,121436,121648,121920,122109,122153,122720,123016,123208,123346,123536,123643,123832,123939,124110,124153,124333,124820,125103,125335,125502,125652,125735,125851,130145,130619,131220,131515,131716,132054
16,MS1953-2,122425,123452,123558,123716,123939,124048,124406,124535,124652,124926,125042,125125,125757,130135,130357,130536,130702,130808,131008,131103,131209,131305,131505,131937,132307,132552,132719,132826,132944,133050,133252,133431,134052,134455,134643,135022
17,MW2390-2,125535,125713,125808,125924,130124,130229,130546,130714,130914,131135,131254,131338,131948,132233,132508,132636,132849,133017,133208,133336,133442,133525,133641,134222,134516,134810,135000,135128,135308,135542,135712,135851,140156,140440,140557,140905
18,MW2856-2,132351,132457,132541,132646,132900,133006,133525,133630,133725,133936,134041,134136,134621,134810,135010,135202,135553,135701,135902,135956,140102,140156,140324,140759,141044,141307,141435,141552,141658,141836,142014,142247,142543,142805,142954,143404
19,MW5346-2,141234,141435,141519,141636,141814,141952,142354,142510,142554,142816,142943,143026,143753,144131,144404,144542,144815,145016,145253,145410,145548,145632,145811,150245,150614,151046,151237,151437,151711,151806,152029,152229,152714,153209,153410,154059
20,MW3098-2,142510,142754,142849,143016,143226,143404,143710,143826,144036,144320,144447,144520,145133,145504,145716,145959,150148,150318,150457,150541,150708,150813,150940,151437,151817,152051,152229,152345,152629,152915,153220,153527,154419,154956,155159,155859
21,MW3116-2,144531,145038,145144,145242,145526,145621,145927,150054,150256,150541,150708,150802,151321,151806,152051,152207,152441,152608,152821,152915,153115,153209,153348,153855,154155,154535,154651,154828,155133,155349,160614,161615,162500,162830,163136,163614
22,MS2259-0,150730,151343,151459,151605,,151945,152503,152619,152735,152959,153158,153231,153822,154143,154356,154452,154712,154839,,155133,155305,155411,155517,160041,160424,160857,160952,161108,161426,162924,163434,163826,164038,164300,164502,165123
23,MS1953-3,152207,153253,153410,153516,153822,153940,154356,154535,154745,155028,155221,155327,155912,160157,160413,160530,160952,161129,161342,161458,161637,161721,161910,162449,163019,163826,164015,164133,164322,164556,164807,165051,165558,170010,170159,170751
24,MW2390-3,154934,155144,155232,155327,155528,155659,160041,160146,160255,160519,160647,160730,161426,161910,162132,162249,162522,162617,162733,162902,163052,163147,163337,163837,164723,165347,165442,165558,165748,165937,170104,170327,170751,171121,171324,171843
25,MW2856-3,161046,161204,161320,161458,161659,161826,162216,162322,162511,162756,162924,162957,163720,163931,164206,164406,164745,164851,165040,165158,165315,165420,165620,170137,171026,171705,171821,171948,172244,172520,172711,173030,173718,174057,174352,
26,MX1084-0,162227,162322,162416,162533,162745,162935,163253,163410,163625,163720,163848,163931,164502,164745,164935,165112,165347,165515,165654,165759,165853,165959,170126,170646,171513,172054,172211,172317,172403,172648,172755,173040,173825,174130,174436,175016
27,MS2365-3,163348,163445,163540,163647,163848,163921,164311,164439,164545,164807,164902,164935,165504,165810,170021,170137,170540,170646,170814,170931,171037,171143,171324,171821,172700,173158,173304,173421,173600,173802,173919,174414,174849,175207,175356,175925
28,MW5346-3,172148,172403,172458,172604,172806,172957,173410,173538,173644,173908,174257,174403,174849,175143,175345,175503,175640,175757,175936,180043,180236,180331,180509,181028,182225,182958,183137,183400,183625,183847,184036,,,,,
29,MW3098-3,173304,173516,173600,173729,174003,174141,174436,174553,174647,174922,175059,175132,175725,180021,180225,180352,180509,180616,180754,180910,181112,181157,181337,181854,182721,183400,183507,183614,183847,184132,184259,,,,,
30,MW5112-0,174340,174509,174614,174731,174922,175110,175503,175619,175819,175925,180043,180116,180710,181017,181304,181432,181549,181706,181916,182021,182137,182225,182414,182935,183941,,,,,,,,,,,
31,MS1953-4,174414,175841,175936,180032,180320,180342,180743,180932,181028,181304,181454,181527,182116,182403,182615,182732,182958,183115,183254,183349,183540,183625,183752,184320,,,,,,,,,,,,
32,MS2259-1,181611,182032,182116,,182553,182659,,183159,183232,183730,183930,184014,,,,,,,,,,,,,,,,,,,,,,,,
