,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MS1953-0,,,,,,,,,,,,,,,,,,,,,,,070100,070539,070809,071050,071226,071341,071435,071528,071611,071705,071809,071903,071957,072101
1,MR8583-0,070100,070715,070820,070924,071100,071143,071456,071611,071715,071820,071935,072008,072414,,072821,072946,073040,073144,073300,073354,073447,073530,073635,074114,074333,074448,074603,074646,074845,074929,075022,075116,075210,075336,075451,075534
2,MS1044-0,074052,074103,074156,074250,074426,074531,074802,074856,075054,075137,075231,075314,075733,075921,080109,080203,080257,080340,080445,080539,080643,080726,080830,081330,081600,081759,081842,082007,082144,082216,082320,082435,082518,082633,082716,082810
3,MX1537-0,081622,081748,081831,081924,082133,082248,082457,082550,082644,082853,082946,083040,083519,083707,083854,083947,084030,084113,084228,084321,084426,084458,084624,085114,085344,085603,085708,085825,090024,090045,090150,090232,090347,090451,090545,090628
4,MS1953-1,083540,085251,085344,085459,085718,085801,090107,090150,090347,090451,090534,090607,091024,091224,091400,091505,091609,091641,091807,091911,092027,092120,092235,092749,093020,093146,093250,093354,093520,093552,093646,093750,093855,094031,094157,094312
5,MR8583-1,091433,093114,093228,093311,093416,093520,093750,093844,093927,094146,094240,094301,094813,095022,095243,095419,095556,095651,095806,095900,100016,100059,100225,100653,100902,100955,101110,101226,101341,101456,101600,101704,101809,101913,102017,102111
6,MS1044-1,100643,100704,100747,100840,101049,101121,101424,101538,101632,101726,101819,101924,102424,102612,102759,102903,102957,103050,103155,103300,103354,103447,103613,104103,104311,104415,104552,104645,104800,104855,104959,105104,105208,105304,105419,105512
7,MX1537-1,105408,105523,105618,105701,105858,110107,110359,110514,110651,110755,110900,110932,111455,111643,111840,111955,112050,112154,112309,112413,112456,112600,112715,113205,113413,113528,113715,113831,113924,114039,114205,114320,114424,114539,114654,114747
8,MS1953-2,113050,114611,114715,114820,115007,115155,115457,115540,115728,115833,115937,120031,120520,120718,120857,120950,121105,121159,121303,121358,121545,121617,121732,122243,122525,122629,122755,122900,122932,123015,123108,123213,123328,123620,123756,123839
9,MR8583-2,121753,122849,122953,123036,123202,123307,123620,123735,123829,123933,124027,124110,124518,124706,124903,125018,125133,125227,125414,125518,125624,125728,125854,130323,130553,130718,130836,130940,131055,131159,131304,131409,131513,131650,131849,131932
10,MS1044-2,131044,131127,131221,131441,131701,131755,132026,132141,132317,132402,132508,132612,133008,133206,133342,133436,133624,133718,133844,133948,134114,134218,134333,134823,135053,135208,135325,135440,135512,135555,135659,135825,135940,140211,140337,140441
11,MX1537-2,133959,134135,134218,134311,134510,134615,134906,135010,135115,135208,135302,135336,135804,140013,140200,140305,140420,140535,140724,140817,140921,141015,141130,141642,142018,142216,142406,142521,142658,142742,142847,143002,143117,143232,143431,143546
12,MW5936-0,140556,140756,140849,141004,141246,141350,141748,141914,142101,142333,142438,142521,143106,143326,143503,143618,143737,143831,144030,144145,144303,144409,144545,145045,145317,145537,145652,145850,150037,150203,150246,150402,150528,150726,150913,151039
13,MS1953-3,141759,143748,143852,143946,144156,144337,144650,144743,144909,145139,145235,145339,145828,150026,150224,150318,150445,150550,150748,150903,151039,151122,151237,151811,152124,152333,152520,152635,152750,152930,153056,153224,153328,153526,153714,153840
14,MR8583-3,150622,152156,152312,152416,152624,152729,153117,153256,153548,153818,153933,154027,154600,154831,155051,155217,155405,155520,155739,155844,160020,160124,160301,160836,161210,161451,161618,161754,162003,162118,162337,162420,162556,162733,162910,163047
15,MS1044-3,155415,155624,155728,155822,160031,160124,160426,160531,160742,161002,161127,161210,161701,161920,162107,162222,162337,162503,162650,162722,162910,162953,163140,163702,164005,164257,164434,164539,164643,164803,164908,165023,165210,165326,165431,165607
16,MX1537-3,163119,163641,163756,163901,164131,164329,164643,164750,164847,165106,165232,165337,165755,165954,170203,170300,170416,170531,170656,170802,170919,171012,171138,,171932,172108,172245,172411,172505,172548,172714,172829,172955,173142,173319,173506
17,MS1953-4,171523,172047,172141,172234,172505,172620,173016,173152,173319,173549,173716,173809,174301,174510,174719,174803,175003,175056,175222,175315,175430,175535,175650,180222,180514,180806,180933,181037,181152,181318,181422,181527,181653,181851,182028,182215
18,MR8583-4,174406,175909,180014,180150,180421,180619,180912,181027,181235,181505,181631,181735,182132,182331,182518,182654,182809,182914,183050,183154,183331,183438,183542,184032,184347,184640,184755,184900,185026,185152,185256,185401,185505,185704,185914,190029
19,MS1044-4,183459,183928,184021,184136,184304,184347,184806,184922,185141,185411,185516,185558,190112,190320,190550,190655,190759,190842,191029,191134,191300,191415,191541,192052,192333,192511,192626,192730,192837,192930,193045,193200,193337,193546,193724,193901
20,MX1537-4,192031,192354,192500,192554,192719,192814,193149,193305,193442,193713,193818,193901,194425,194645,194843,195008,195123,195249,195415,195519,195613,195707,195833,200355,200646,200824,200939,201032,201126,201220,201348,201503,201629,201848,202025,202151
21,MS1953-5,200751,200845,201000,201137,201337,201514,201805,201921,202118,202400,202515,202559,203005,203225,203401,203506,203631,203736,203912,204017,204132,204225,204340,204832,205136,205355,205510,205604,205751,205856,210000,210054,210158,210326,210409,210546
22,MR8583-5,203506,204915,205030,205147,205334,205510,205813,205917,210043,210303,210420,210524,210931,211139,211319,211423,211516,211610,211758,211902,212017,212122,212247,212821,213051,213238,213414,213551,213657,213750,213855,213937,214032,214147,214251,214345
23,MS1044-5,212914,213018,213144,213259,213529,213635,213927,214032,214136,214419,214534,214606,215117,215337,215608,215712,215816,215931,220107,220211,220316,220421,220608,221120,221517,221715,221820,221924,222018,222122,222237,222342,222457,222705,222831,222957
24,MX1537-5,220954,221258,221351,221445,221600,221715,221956,222111,222237,222352,222457,222529,222936,223155,223345,223449,223604,223708,223834,223928,224024,224056,224211,224732,225024,225150,225326,225452,225546,225650,225744,225837,225931,230046,230151,230255
25,MS1953-6,224452,224556,224649,224754,224848,224952,225243,225337,225431,225701,225827,225859,230339,230539,230715,230820,,,,,,,,,,,,,,,,,,,,
