,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M143,M170/1,M172/15,T403,T402,T309,T368,T324/2,T347,T364/2,T366,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C660,C662,C664,C666,C677,C667,C676,C680,C669/1
0,MZ3734-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070120,070132,070227,070311,070440,070524
1,MW3060-0,,,,,,,,,,,,,,,,,,,,,,,,070120,070333,070502,070629,070735,070852,070926,071055,071150,071215,071259,071333,071406,071533,071617
2,MZ3978-0,,,,,,,,,,,,,,,,070120,070132,070311,070406,070502,070557,070629,070713,070841,071248,,071533,071650,071806,071850,071934,072008,072041,072052,072125,072147,072242,072337
3,MZ3987-0,,,,,070120,070154,070322,070502,070619,070852,071022,071522,071617,071734,071850,071945,072041,072326,072421,072526,072631,072726,072855,073033,073404,073639,073902,074007,074102,074145,074302,074335,074357,074418,074451,074535,074703,074747
4,MX1213-0,,070120,070311,070546,070735,071106,071215,071311,071544,071745,071902,072421,072526,072642,072810,072917,073022,073246,073352,073510,073616,073701,073818,073945,074357,074619,074820,074927,075044,075127,075233,075328,075411,075444,075506,075539,075637,075722
5,MZ3825-0,,,,,,,,,,,,070524,070619,070702,070819,070915,071000,071215,071321,071438,071511,071533,071606,071734,072041,072220,072442,072536,072631,072715,072822,072906,072949,073011,073033,073116,073235,073319
6,MZ4228-0,070904,071033,071355,071555,071756,072114,072209,072315,072504,072759,072917,073448,073554,073712,073850,073956,074102,074346,074451,074630,074747,074831,074905,075033,075400,075626,075838,080016,080132,080215,080320,080405,080449,080511,080545,080558,080736,080820
7,MX1197-0,071344,074040,074357,074641,074938,075255,075422,075637,075943,080309,080438,081021,081116,081307,081551,081709,081815,082716,082833,083011,083149,083222,083255,083422,083833,084000,084222,084352,084510,084604,084721,084815,084859,084942,085026,085048,085153,085237
8,MZ4072-0,,071934,072158,072453,072704,072949,073202,073416,073639,074007,074145,074714,074831,074949,075200,075306,075400,075626,075722,075838,075954,080048,080215,080353,080736,080904,081149,081328,081445,081518,081636,081709,081753,081815,081848,081910,082027,082112
9,MZ3556-0,072136,072359,072547,072844,073224,073554,073807,073934,074240,074630,074809,075328,075433,075539,075827,075932,080059,080342,080449,080631,080736,080820,080853,081021,081340,081614,081815,081942,082101,082144,082250,082345,082431,082453,082515,082548,082705,082759
10,MW5936-0,072526,073022,073341,073650,073902,074145,074440,074641,074916,075255,075411,075954,080110,080237,080449,080609,080714,081043,081149,081328,081424,081445,081614,081804,082112,082312,082559,082716,082843,082949,083106,083149,083233,083255,083349,083411,083538,083612
11,MW5966-0,073055,075138,080016,081709,081931,082312,082705,083000,083317,083800,084139,084732,084848,085015,085204,085310,085405,085723,085829,090040,090156,090240,090419,090546,090851,091051,091312,091418,091524,091557,091642,091737,091810,091821,091854,091916,092025,092057
12,MZ3956-0,073116,073257,073650,073923,074324,074641,074820,075000,075127,075444,075626,080121,080226,080331,080511,080620,080714,081054,081212,081351,081540,081625,081658,081826,082217,082323,082610,082737,082854,083000,083106,083200,083244,083306,083349,083411,083600,083655
13,MW5898-0,,074608,075138,075528,075954,080405,080642,080853,081245,081720,081859,082431,082537,082759,083044,083149,083306,083833,083939,084106,084211,084255,084415,084553,084942,085120,085320,085500,085618,085713,085818,085913,085956,090018,090051,090123,090251,090335
14,MW3098-0,080153,080438,082821,083644,083855,084306,084553,084848,085109,085511,085807,090335,090430,090546,090756,090851,090957,091145,091239,091429,091557,091630,091726,091843,092141,092320,092510,092637,092732,092826,092921,092953,093027,093037,093110,093136,093232,093315
15,MW3116-0,080948,081625,084329,085153,085607,090029,090313,090724,091134,091524,091843,092426,092532,092648,092815,092921,093027,093243,093359,093527,093716,093748,093832,094000,094329,094508,094636,094752,094909,094941,095109,095152,095236,095320,095341,095426,095554,095648
16,MW5943-0,,,081340,082759,083022,083411,083800,084128,084340,084815,084953,085555,085713,085840,090051,090156,090324,090630,090735,090935,091145,091228,091312,091440,091821,092025,092247,092415,092543,092616,092721,092815,092848,092910,092942,093004,093110,093158
17,MW3215-0,,082122,084743,085533,090029,090441,090818,091228,091609,091916,092046,092637,092743,092921,093110,093221,093348,093610,093716,093854,094056,094140,094318,094435,094803,094909,095120,095225,095341,095416,095521,095605,095626,095648,095721,095753,095859,095953
18,MZ3559-0,,083928,085226,085913,090229,090724,091113,091451,091759,092119,092258,092910,093016,093147,093727,093843,093949,094202,094257,094435,094636,094719,094803,094909,095225,095416,095626,095721,095848,095921,100027,100110,100132,100154,100215,100248,100354,100449
19,MZ3734-1,084615,085120,090302,090702,091134,091704,092003,092405,092659,093016,093254,093759,093905,094034,094308,094403,094457,094752,094847,095036,095214,095258,095426,095554,095932,100059,100248,100354,100449,100521,100627,100659,100721,100743,100815,100848,100953,101037
20,MW3060-1,090324,,,,,091356,091546,091916,092320,092605,092721,093254,093359,093737,094107,094151,094257,094541,094636,094814,095014,095036,095109,095236,095605,095721,095943,100049,100215,100310,100416,100500,100532,100543,100616,100648,100805,100848
21,MZ3978-1,091250,091356,091715,091916,092214,092543,092953,093254,093527,093832,094107,094636,094752,094920,095120,095236,095331,095615,095721,095921,100016,100059,100154,100332,100659,100805,100921,101037,101153,101259,101416,101459,101521,101543,101616,101627,101743,101827
22,MZ3825-1,092130,092204,092616,092837,093232,093643,093759,094056,094340,094625,094752,095258,095416,095521,095659,095804,095921,100121,100205,100321,100511,100543,100616,100721,101037,101153,101448,101543,101637,101710,101816,101913,101946,101957,102031,102052,102158,102252
23,MZ3987-1,093004,093243,093453,093832,094118,094508,094752,094952,095309,095648,095815,100321,100438,100605,100805,100921,101015,101204,101259,101438,101616,101659,101743,101902,102230,102336,102525,102630,102735,102807,102912,103007,103052,103114,103158,103221,103315,103409
24,MX1213-1,,093810,094140,094340,094541,094930,095214,095448,095731,100121,100405,100932,101048,101153,101343,101438,101532,101754,101851,101957,102147,102230,102325,102441,102757,102902,103052,103136,103253,103326,103420,103504,103525,103547,103620,103642,103748,103810
