,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MS1953-0,,,,,,,,,,,,,,,,,,,,070100,070112,070155,070259,070802,071024,071227,071352,071508,071613,071656,071811,071916,072021,072209,072251,072408
1,MS2025-0,,,,,,070100,070112,070206,070404,070509,070552,070635,071118,071320,071529,071634,071800,071854,072010,072053,072146,072241,072356,072933,073216,073425,073551,073656,073750,073833,073959,074032,074125,074313,074439,074605
2,MR8583-0,070941,071139,071227,071331,071457,071602,071905,071959,072053,072158,072251,072345,072806,073005,073205,073259,073403,073435,073603,073646,073750,073822,073938,074428,074720,074953,075057,075224,075256,075350,075444,075538,075621,075736,075902,075956
3,MS1044-0,071436,072850,073005,073110,073248,073457,073812,073916,074021,074104,074208,074302,074742,074942,075140,075256,075423,075516,075642,075736,075840,075923,080050,080552,080837,080942,081058,081203,081229,081312,081438,081604,081626,081752,081858,082035
4,MS2243-0,074605,074825,074931,075047,075224,075318,075621,075725,075819,075923,080007,080101,080624,080837,081025,081141,081239,081322,081449,081542,081658,081803,081920,082405,082626,082920,083108,083203,083258,083341,083518,083635,083740,083856,084000,084116
5,MS2365-0,080436,080603,080646,080740,080942,081130,081405,081542,081637,081858,081941,082035,082510,082731,082953,083118,083225,083309,083424,083518,083624,083657,083802,084246,084518,084655,084835,085001,085055,085149,085258,085402,085518,085740,085906,090021
6,MS1903-0,082107,082321,082405,082449,082720,082848,083118,083236,083414,083518,083603,083646,084330,084550,084728,084813,084929,085012,085149,085236,085319,085402,085518,090010,090219,090345,090522,090638,090825,091035,091118,091224,091318,091455,091621,091736
7,MS2095-0,,,,084601,084717,084813,085117,085214,085247,085456,085539,085624,090125,090345,090533,090659,090825,090920,091035,091140,091235,091350,091516,091955,092248,092459,092552,092718,092907,093011,093148,093314,093442,093619,093745,093900
8,MS1953-1,085149,085823,085917,085959,090147,090241,090555,090659,090837,091057,091151,091245,091725,092100,092310,092416,092542,092635,092813,092907,093011,093105,093231,093734,094016,094215,094342,094457,094656,094917,095043,095230,095346,095533,095732,095941
9,MS2025-1,090721,091757,091851,091955,092216,092320,092603,092646,092824,092918,093011,093055,093619,093828,094016,094142,094248,094342,094457,094602,094717,094844,095000,095512,095742,100025,100140,100245,100517,100643,100737,100841,101102,101301,101416,101542
10,MR8583-1,093514,093713,093828,093933,094059,094237,094602,094656,094811,094906,094949,095043,095512,095721,095931,100025,100140,100245,100413,100506,100600,100654,100758,101250,101521,101752,101859,102057,102150,102453,102558,102724,102818,103016,103152,103351
11,MS1044-1,094822,095659,095753,095848,100025,100202,100517,100622,100715,100924,101040,101123,101553,101848,102107,102212,102316,102432,102558,102651,102807,102911,103037,103550,103844,104021,104147,104337,104515,104746,104912,105027,105142,105352,105551,105707
12,MS2243-1,101156,101405,101510,101553,101720,101837,102150,102306,102349,102453,102558,102641,103059,103340,103550,103656,103905,103959,104136,104242,104359,104515,104703,105227,105508,105812,105927,110115,110219,110356,110534,110711,110837,111108,111246,111422
13,MS2365-1,,103528,103635,103822,103959,104125,104431,104526,104620,104839,104944,105027,105446,105718,105916,110021,110115,110209,110335,110419,110523,110606,110722,111203,111444,111642,111757,111851,111945,112143,112259,112403,112540,112831,113008,113123
14,MS1903-1,105425,105645,105739,105854,110010,110209,110440,110534,110700,110920,111014,111046,111527,111736,112006,112111,112215,112320,112436,112529,112644,112738,112904,113355,113605,113814,113942,114119,114255,114432,114558,114724,114902,115205,115331,115509
15,MS2095-1,112353,112601,112644,112759,112936,113123,113500,113553,113637,113910,113952,114036,114515,114735,114934,115039,115154,115237,115353,115458,115614,115646,115834,120314,120526,120735,120850,121016,121132,121236,121423,121600,121727,121957,122145,122322
16,MS1953-2,114829,115509,115603,115719,115834,,120348,120505,120630,120850,121006,121110,121705,121914,122123,122239,122354,122449,122615,122658,122814,122857,123023,123517,123748,123935,124145,124323,124500,124647,124803,124918,125055,125234,125411,125547
17,MS2025-2,121247,122040,122145,122322,122521,122626,123012,123117,123235,123351,123506,123600,124124,124323,124532,124720,124857,124951,125127,125223,125349,125443,125558,130123,130429,130721,130920,131036,131140,131257,131402,131506,131705,131831,132020,132124
18,MR8583-2,124009,124145,124240,124333,124438,124554,124929,125044,125138,125338,125432,125515,125945,130250,130523,130616,130721,130848,131014,131108,131235,131329,131506,132020,132250,132449,132604,132719,132846,133044,133127,133244,133410,133536,133725,133934
19,MS1044-2,124510,130450,130544,130648,130825,130859,131351,131456,131549,131759,131903,131935,132427,132658,132846,132950,133127,133222,133349,133432,133536,133641,133808,134321,134602,134802,135011,135116,135319,135455,135611,135715,135841,140101,140259,140415
20,MS2243-2,132124,132604,132658,132752,133001,133127,133504,133609,133757,133851,134028,134111,134645,134907,135127,135257,135401,135506,135643,135747,135902,135956,140133,140645,141001,141222,141338,141454,141642,141726,141852,142008,142135,142312,142449,142615
21,MS2365-2,134425,134751,134834,134939,135137,135308,135549,135704,135830,135935,140039,140144,140634,140856,141054,141212,141338,141421,141548,141642,141820,141842,142008,142500,142730,142907,143044,143137,143254,143432,143547,143651,143818,144016,144154,144321
22,MX1544-0,140835,141421,141515,141632,141820,142019,142355,142511,142626,142730,142846,142950,143526,143818,144038,144143,144332,144437,144625,144740,144907,145012,145210,145714,150039,150300,150459,150625,150859,151216,151414,151646,151834,152105,152242,152408
23,MS1953-3,142835,143756,143901,144006,144205,144310,144740,144907,145044,145315,145504,145609,150227,150553,150838,150932,151109,151226,151403,151457,151613,151707,151844,152357,152649,152932,153215,153309,153456,154032,154315,,154619,154901,155027,155152
24,MS2025-3,144520,145902,145956,150050,150300,150416,150720,150814,150932,151205,151342,151508,152043,152408,152639,152754,152953,153110,153258,153413,153550,153656,153855,154515,154901,155205,155353,155509,155657,155823,155949,160137,160325,160607,160733,160955
25,MR8583-3,151812,152220,152325,152440,152617,152722,153048,153153,153330,153435,153550,153635,154232,154525,154724,154756,154944,155048,155216,155310,155415,155458,155603,160137,160419,160650,160817,160944,161142,161352,161446,161624,161823,162115,162303,162451
26,MS1044-3,153143,154338,154432,154536,154713,154828,155205,155310,155415,155635,155802,155855,160451,160700,160933,161048,161153,161247,161435,161529,161624,161718,161844,162336,162628,163058,163227,163353,163540,163740,163856,164118,164255,164515,164652,164955
27,MS2243-3,160408,160650,160743,160828,161027,161048,161446,161603,161646,161906,162011,162115,162523,162817,163037,163141,163321,163425,163551,163657,163813,163917,164045,164558,164851,165312,165449,165615,165709,165835,170014,170129,170245,170435,170601,170904
28,MS2365-3,,162617,162700,162827,163016,163109,163519,163624,163718,163939,164045,164139,164609,164808,165017,165121,165240,165345,165510,,165709,165835,165951,170446,170749,171030,171124,171242,171408,171523,171628,171743,172038,172356,172523,172711
29,MS1903-2,164212,164714,164829,164923,165111,165143,165542,165637,165742,165835,165929,170014,170446,170716,170926,171030,171145,171242,171419,171502,171606,171754,172038,172545,172827,173038,173226,173320,173447,173917,174046,174224,174340,174706,174825,175059
30,MS2095-2,164955,170456,170550,170716,170926,171102,171408,171513,171617,171900,171954,172049,172534,172805,173027,173142,173342,173508,173635,173740,173856,174003,174140,174655,174943,175214,175330,175456,175715,175925,180101,180230,180418,180649,180849,181224
31,MS1953-4,171639,171839,171954,172121,172239,172407,172701,172805,173016,173132,173309,173342,173834,174035,174235,174340,174446,174601,174804,174911,175016,175109,175236,175715,180018,180346,180523,180710,180826,181047,181235,181414,181540,181740,182010,182305
