,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,MW4503-0,,,,,,,,,,,,,070108,070206,070333,070439,070523,070640,070745,070901,071007,071323,071430
1,MW4619-0,,,,,,,,070108,070206,070301,070355,070513,070629,070734,070851,070934,071017,071134,071240,071357,071547,071830,071935
2,MW4557-0,,,,,,,070108,070121,071112,071218,071312,071430,071547,071642,071809,071852,071957,072051,072156,072323,072501,072754,072933
3,MP6361-0,,,,,,070108,070206,070355,071334,071430,071514,071631,071758,071841,071957,072030,072134,072240,072334,072501,072700,072933,073100
4,MW4705-0,,,070108,070206,070322,070439,070702,070818,071703,071758,071830,071946,072051,072145,072301,072355,072439,072544,072639,072754,072850,073028,073312
5,MW4846-0,070108,071925,072145,072417,072744,072933,073154,073428,074343,074448,074531,074657,074814,074919,075035,075140,075247,075426,075521,075648,075742,080024,080224
6,MW5124-0,070439,092657,092929,093309,093615,093930,094436,094750,095801,095844,095927,100032,100148,100231,100346,100419,100523,100628,100744,100901,101111,101343,101520
7,MR7964-0,,,,070523,070545,070745,070956,071123,072134,072207,072251,072417,072534,072628,072744,072817,072912,073017,073111,073228,073355,073638,073839
8,MW4825-0,070640,070723,071101,071504,071725,071935,072218,072501,073522,073616,073711,073816,073944,074059,074249,074332,074426,074541,074625,074740,074941,075203,091154
9,MW4781-0,,,,,070840,071134,071334,071547,072544,072639,072722,072850,073017,073122,073334,073439,073544,073649,073743,073901,073955,074249,074343
10,MW4837-0,071017,071323,071525,071747,072040,072251,072534,072806,073711,073816,073901,074016,074121,074227,074332,074426,074509,074552,074635,074740,074941,075203,075319
11,MR7938-0,,,,,071525,071758,072040,072207,073111,073217,073301,073417,073533,073638,073743,073839,073933,074121,074205,074404,074531,074857,075003
12,MW5645-0,071547,073122,073439,073743,074027,074249,074531,074646,075742,075814,075909,080024,080151,080257,080507,080601,080717,080915,081009,081136,081336,081629,081745
13,MW5132-0,072406,072501,072617,072817,073111,073301,073616,073711,074531,074625,074708,074814,074908,075014,075203,075247,075342,075437,075542,075658,075742,080057,080235
14,MW4229-0,073827,075108,075404,075604,075909,080108,080351,080539,081534,081629,081723,081840,081934,082050,082216,082321,082426,082530,082636,082741,082950,083223,083317
15,MW5594-0,074153,074404,074729,075025,075236,075437,075731,075847,080727,080822,080915,081020,081125,081220,081314,081408,081502,081629,081734,081850,081945,082237,082404
16,MW4366-0,075626,075909,080224,080550,080832,080948,081136,081242,082143,082237,082331,082509,082614,082719,082939,083033,083138,083244,083350,083506,083600,083842,083936
17,MW4503-1,,080811,081103,081440,081629,081755,082050,082205,083127,083244,083350,083455,083622,083737,083904,083936,084052,084251,084356,084511,084605,084836,085056
18,MW4705-1,081325,081430,081723,082122,082248,082436,082647,082939,084020,084124,084219,084302,084417,084511,084626,084720,084753,084858,084951,085056,085150,085351,085456
19,MP6361-1,082050,082216,082353,082719,083033,083148,083401,083549,084554,084659,084742,084858,085002,085056,085225,085319,085434,085602,085707,085751,085938,090210,090253
20,MW4846-1,082447,084858,085150,085434,085657,085801,090033,090200,091154,091249,091333,091427,091531,091638,091816,091859,091953,092110,092204,092320,092404,092614,092708
21,MW4619-1,,082751,083055,083549,083716,083915,084041,084323,085225,085319,085402,085507,085635,085729,085938,090033,090116,090315,090431,090536,090746,091028,091143
22,MW4557-1,083915,084135,084356,084753,085024,085118,085423,085707,090536,090641,090735,090840,090956,091039,091239,091333,091427,091627,091732,091838,091942,092204,092309
23,MW4781-1,,,085949,090210,090453,090652,090945,091228,092215,092259,092353,092509,092614,092657,092907,093012,093138,093247,093353,093458,093552,093847,094035
24,MW4837-1,090514,090735,091039,091354,091700,091816,092026,092153,093204,093258,093342,093458,093604,093710,093836,093930,094013,094140,094236,094320,094519,094750,094951
25,MW5132-1,091649,091711,091859,092110,092342,092458,092646,092751,093941,094013,094057,094204,094320,094404,094551,094645,094750,094857,095002,095056,095236,095518,095613
26,MW5594-1,093436,093615,093858,,094320,094645,094929,095045,100011,100054,100115,100231,100325,100357,100513,100606,100701,100806,100912,100955,101121,101343,101647
27,MW4229-1,094541,094613,094813,095045,095330,095446,095740,100126,101132,101227,101248,101426,101520,101614,101802,101907,102014,102130,102226,102331,102427,102637,102943
28,MW4366-1,095150,095518,095844,100209,100545,100744,101100,101227,102130,102236,102331,102437,102615,102720,102910,103005,103131,103300,103405,103459,103531,103813,103931
29,MW4705-2,100137,100513,100934,101331,101603,101752,102014,102141,103311,103405,103510,103614,103730,103836,104025,104129,104214,104319,104434,104550,104633,104833,105032
30,MW4619-2,,101603,101741,,102448,102626,102932,103343,104434,104528,104612,104717,104855,104938,105136,105246,105624,105751,105907,110013,110141,110407,110544
31,MW4846-2,102003,104151,104424,104706,105032,105246,105550,105834,110754,110840,110923,111039,111227,111342,111541,111646,111752,111857,112003,112057,112214,112449,112627
32,MW4825-1,102320,102427,102816,103131,103343,103448,103719,104129,105043,105201,105235,105351,105456,105602,105708,105813,105845,110046,110152,110238,110332,110649,110828
33,MW4503-2,,103227,103614,104035,104341,104612,104938,105213,110130,110249,110343,110450,110628,110711,110851,110955,111100,111238,111353,111436,111636,111919,112130
34,MW5112-0,103603,105613,110013,110311,110617,110806,111049,111342,112354,112500,112544,112659,112836,112919,113045,113139,113257,113519,113636,113719,113857,114151,114340
35,MW4557-2,,,111122,111426,111646,111803,112024,112428,113436,113530,113603,113741,113907,113951,114151,114257,114351,114518,114622,114717,114811,115103,115229
36,MW4781-2,,,112449,,113353,113636,113846,114213,115312,115417,115511,,115742,115836,120035,120140,120256,120435,120539,120644,120856,121127,121328
37,MW4837-2,113636,114035,114257,114612,114937,115114,115344,115511,120518,120644,120739,120835,121001,121055,121234,121328,121445,121614,121730,121824,122014,122311,122450
38,MW5132-2,115301,115511,115637,115940,120151,120306,120601,120846,121856,121940,122025,122130,122227,122311,122450,122544,122649,122755,122852,122957,123112,123343,123448
39,MW5594-2,,120939,121234,121531,121856,122109,122511,122711,123752,123825,123920,124058,124214,124308,124517,124633,124727,124821,124937,125020,125147,125346,125502
40,MW4366-2,122058,122544,122828,123155,123437,123636,123909,124141,125136,125209,125303,125430,125534,125629,125817,125924,130040,130229,130334,130417,130639,130911,131026
41,MW4503-3,,123752,124152,124600,124821,125114,125451,125817,130744,130838,130943,131037,131217,131301,131521,131626,131721,131825,131941,132057,132151,132446,132634
