,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686,C656,C654/3,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MW2390-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070109,070157,070652,070925,071136,071347,071514,071609,071703,071758,071853,071958,072210,072326,072443
1,MS1695-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070109,070208,070302,070346,070608,070703,070735,071315,071525,071714,071758,071842,071925,072031,072126,072221,072304,072410,072919,073141,073342,073521,073649,073743,073921,074027,074121,074248,074500,074605,074732
2,MW2780-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070109,070219,070346,070503,070746,070852,070925,071031,071103,071158,071630,071914,072042,072148,072242,072348,072538,072612,072717,072802,072930,073426,073659,074005,074110,074215,074405,074532,074638,074732,074900,075100,075228,075322
3,MS2259-0,,,,,,,,,,,,,,,,,,,,,,,,,,070109,070251,,070546,070641,070735,070852,070936,070958,071125,071442,071820,,072115,072231,072315,072432,072550,073014,073214,073415,073815,073943,074027,074248,074343,074449,,075217,075406,075555,,075757,075925,080019,080158,080220,080337,080847,081120,081322,,081607,081701,081957,082148,082338,082600,082706,082717,083110
4,MS1935-0,,,,,,,,,,,,,070109,070208,070619,070746,070841,071042,071103,071231,071315,071514,071714,071925,072042,072253,072421,072527,072706,072728,072846,072941,073036,073203,073331,073710,073932,074121,074226,074332,074427,074605,074721,,075438,075511,075841,075957,080030,080303,080348,080422,080920,081153,081354,081533,081712,081807,082009,082137,082305,082400,082516,083004,083227,083439,083556,083745,083924,084148,084315,084432,084537,084811,,085308
5,MW3053-0,,070109,070241,070408,070546,070808,070958,071103,071209,071304,071442,071558,071641,072009,072348,072506,072601,072717,072813,072952,073014,073236,073532,073743,073815,073932,074110,074215,074343,074438,074532,074616,074649,074711,074827,075133,075249,075501,075555,075703,075746,080052,080231,080646,080909,081131,081449,081607,081818,081913,082053,082137,082835,083121,083355,083607,083745,083902,084104,084220,084410,084505,084727,085235,085530,085848,085955,090101,090217,090345,090451,090609,090747,091032,091211,091317
6,MS2365-0,072042,072126,072410,072739,073025,073415,073659,073837,074205,074259,074500,074616,074827,075228,075630,075830,075914,080052,080158,080337,080422,080624,080909,081131,081227,081427,081607,081650,081902,081957,082031,082148,082210,082232,082400,082802,082953,083110,083238,083333,083417,083651,083807,084209,084410,084505,084906,085044,085225,085330,085457,085530,090123,090440,090631,090820,091021,091105,091255,091412,091530,091636,091815,092324,092609,092831,092948,093127,093244,093529,093636,093815,093931,094058,094238,094450
7,MW2390-1,073921,074310,074638,074911,075155,075555,075714,075852,080019,080125,080348,080506,080602,080931,081311,081438,081522,081712,081807,081946,082020,082400,082622,083027,083227,083417,083534,083639,083745,083851,083935,084020,084115,084220,084348,084705,084844,085001,085150,085257,085341,085541,085648,090006,090144,090301,090642,090736,090820,090915,090948,091032,091848,092101,092240,092441,,,,,093116,093211,093350,093836,094120,094322,094417,094618,094808,094914,095031,095210,095316,095552,095709,095837
8,MW2856-0,,075630,075841,080103,080455,080803,081026,081153,081300,081354,081607,081701,081745,082137,082600,082824,082920,083048,083133,083344,083450,083829,084126,084505,084621,084833,085012,085128,085257,085403,085457,085603,085637,085709,085837,090144,090312,090502,090653,090758,090831,091032,091138,091541,091709,091848,092156,092335,092441,092714,092831,092915,093709,094036,094238,094417,094534,094651,094830,,095042,095137,095316,095826,100157,100347,100504,100654,100843,101021,101149,101306,101433,101731,101858,102015
9,MS1695-1,,081238,081555,081745,082159,082505,082644,082813,083110,083205,083355,083501,083701,084020,084410,084526,084610,084738,084833,085001,085055,085246,085519,085921,090101,090250,090418,090524,090736,090842,091010,091138,091200,091244,091350,091625,091720,091921,092017,092112,092145,092302,092430,092714,092937,093021,093317,093434,093518,093731,093847,093942,094746,095104,095316,095455,095603,095658,095815,095910,100051,100146,100314,100748,101010,101138,101327,101506,101603,101731,101909,102005,102132,102345,102524,102757
