,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686,C656,C654/3,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
0,MX4535-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070105,070202,070235,070447,070742,070910,071038
1,MX3651-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070105,070202,070257,070341,070815,070954,071206,071419,071558,071747,072138,072306,072424
2,MS1953-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070105,070235,070414,070530,070636,070742,070826,071016,071100,071133,071608,071736,072010,072339,072519,072721,073017,073144,073313
3,MX3783-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070105,070246,070341,070614,070837,070954,071100,071206,071313,071335,071503,071536,071608,072021,072138,072402,072721,072806,072901,073207,073313,073440
4,MX4041-0,,,,,,,,,,,,,,,,,,,,,,,070105,070129,070213,070330,070403,070614,070731,070859,071005,071217,071503,071725,071831,071948,072054,072149,072306,072402,072458,072955,073134,073440,073704,073842,074053,074244,074403,074604
5,MX4159-0,,,,,,,,,,,,,,,,070105,070224,070341,070425,070508,070625,070932,071100,071241,071335,071452,071525,071652,071809,071926,072116,072222,072530,072647,072911,073028,073123,073155,073324,073407,073502,073915,074042,074255,074626,074659,074900,075156,075303,075420
6,MX4338-0,,,,,,,,,,,070105,070519,070603,070709,070804,070859,071005,071111,071155,071217,071335,071630,071725,071842,072010,072116,072211,072328,072436,072614,072744,072955,073302,073429,073704,073758,073853,073937,074053,074210,074255,074648,074849,075100,075409,075559,075705,080043,080200,080328
7,MX4365-0,,,,,,070105,070235,070330,070508,070625,070815,071335,071441,071536,071652,071736,071853,072032,072116,072200,072328,072614,072721,072933,073028,073155,073240,073407,073524,073642,073820,073958,074255,074425,074531,074626,074732,074816,074900,075006,075049,075442,075559,075916,080200,080339,080509,080840,080946,081114
8,MX4383-0,070105,070330,070614,070731,070742,070954,071155,071303,071441,071619,071842,072413,072530,072625,072744,072827,073006,073144,073229,073302,073440,073758,073947,074159,074306,074436,074531,074709,074816,075006,075134,075325,075632,075821,080054,080222,080339,080425,080553,080721,080807,081254,081412,081752,082059,082154,082311,082640,082830,083010
9,MX4388-0,,071335,071536,071608,071703,072010,072138,072233,072424,072636,072901,073407,073513,073619,073737,073820,073958,074137,074221,074306,074425,074754,074944,075230,075409,075526,075559,075737,075843,075948,080116,080222,080458,080626,080851,080957,081052,081136,081243,081349,081423,081825,081942,082205,082501,082640,082852,083149,083305,083422
