,Bus,C690/1,C689/2,T360,T378,T397,T395,T366,T374,T406,T345/1,T317,M206/2,M216,M207,M63,M67,M65,M93
0,MW4856-0,,,,,,,,,,,070102,070531,070739,070845,070950,071034,071128,071359
1,MW5594-0,,,,,,070102,070134,070206,070300,070739,070856,072129,072233,072349,072453,072536,072640,072840
2,MW4366-0,071001,071034,071337,071546,071651,071723,071910,072003,072046,072515,072651,073748,073903,074051,074145,074228,074300,074603
3,MW5084-0,072525,072547,072851,073110,073226,073319,073506,073600,073643,074113,074354,075408,075638,075732,075836,075930,080024,080305
4,MW4619-0,,073831,074156,074416,074542,074635,074824,074939,075022,075429,075710,080712,080817,080945,081049,081122,081248,081602
5,MW4647-0,075001,075105,075429,075628,075804,075847,080014,080108,080212,080723,081049,082156,082427,082603,082718,082802,082917,083346
6,MW4781-0,080410,,080945,081028,081154,081226,081331,081414,081446,082031,082218,083501,083753,083941,084036,084141,084256,084602
7,MW4856-1,081926,082218,082405,082614,082740,082834,082928,083022,083105,083523,083649,084810,084915,085114,085218,085301,085344,085636
8,MW5594-1,083408,083512,083753,083847,084003,084058,084246,084330,084424,084821,084948,090240,090405,090532,090636,090709,090813,091209
9,MW4366-1,085009,085125,085406,085625,085740,085833,085906,085948,090020,090511,090647,091732,092003,092141,092246,092341,092447,092739
10,MW5084-1,,091033,091325,091418,091533,091616,091753,091847,091940,092352,092612,093522,093648,093752,093918,094000,094022,094324
11,MW4647-1,093135,093157,093450,093554,093731,093845,094000,094105,094159,094826,095128,100140,100422,100620,100735,100832,100948,101323
12,MW4781-1,094919,095045,095326,095430,095556,095629,095733,095827,095920,100454,100620,,101741,101856,102003,102046,102129,102537
13,MW4856-2,100905,101031,101355,101510,101625,101730,101802,101845,101950,102537,102724,103801,104022,104210,104314,104420,104546,104931
14,MW5594-2,102609,103028,103322,103531,103646,103751,103833,103916,103959,104420,104607,105853,105958,110137,110241,110335,110451,110743
15,MW4366-2,104931,105014,105256,105422,105547,105622,105737,105821,105926,110440,110627,111646,111927,112053,112220,112314,112407,112838
16,MW5132-0,111330,111550,111916,112032,112137,112220,112407,112523,112629,113109,113317,114430,114710,114919,115034,115117,115243,115704
17,MW5084-2,113948,114104,114440,114627,114742,114858,115034,115128,115211,115653,115935,121028,121154,121342,121446,121550,121635,122114
18,MW4647-2,114815,120102,120415,120537,120652,120735,120808,120913,121017,121550,121905,123012,123148,123336,123440,123603,123740,124241
19,MW4856-3,123917,,124418,124619,124746,124818,124924,125029,125123,125638,125857,131028,131320,131446,131618,131734,131817,132204
20,MW5594-3,,,130305,130453,130559,130653,130820,130903,130945,131457,131618,132800,132905,133021,133126,133231,133357,133642
21,MW4366-3,131933,132131,132414,132529,132644,132727,132843,132938,133010,133546,133714,134730,135012,135149,135254,135326,135441,135750
22,MW5084-3,133924,134018,134405,134604,134708,134741,134929,135012,135055,135624,135906,140851,141145,141323,141428,141533,141638,142129
23,MW4647-3,134227,140032,140356,140640,140756,140841,140945,141050,141155,141731,142035,143219,143511,143725,143841,143946,144135,144522
24,MW4781-2,140136,142234,142507,142655,142800,142833,142905,143021,143125,143620,143841,145004,145246,145435,145550,145646,145833,150313
