,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686
0,MX4338-0,,,,,,,,,,,,,,,,,,,,,,070108,070217,070323,070429,070545,070629
1,AA7485-0,,,,,,,,,,,,,070108,070132,070301,070356,070545,070714,070759,070939,071107,071427,071711,071924,072019,072157,072230
2,MX4365-0,,,,,,,,,,,070108,070301,070356,070524,070652,070736,070917,071056,071141,071215,071343,071700,071829,072019,072124,072240,072346
3,AA7890-0,,,,,,,,070108,070228,070407,070629,071141,071259,071438,071511,071605,071722,071829,071913,071957,072124,072514,072641,,,073212,073307
4,MS5234-0,,,,,070108,070250,070323,070429,070545,070811,071023,071555,071722,071829,071935,072040,072208,072357,072441,072525,072652,073032,073223,073521,073641,073758,073853
5,MX3783-0,,070108,070312,070334,070356,070652,070822,070917,071034,071226,071438,071957,072051,072208,072335,072441,072619,072746,072831,072915,073105,073437,073725,073927,074033,074151,074235
6,MW3291-0,070736,,071851,071935,072019,072251,072357,072503,072714,072904,073307,073758,073904,074011,074151,074235,074353,074544,074628,074701,074840,075255,075424,075826,075901,080021,080116
7,MX4551-0,071045,071204,071533,071605,071733,072040,072135,072240,072419,072514,072915,073555,073641,073758,074055,074213,074342,074544,074628,074650,074807,075211,075413,075647,075826,075958,080054
8,AA7539-0,,,071119,071259,071343,071744,071924,072040,072346,072535,072915,073448,073652,073747,074044,074151,074319,074427,074511,074617,074807,075211,075413,075636,075826,075947,080043
9,CC2345-0,071511,072051,072408,072514,072546,072853,073032,073149,073329,073459,073714,074246,074353,074511,074650,074734,074850,074959,075032,075211,075350,075720,075947,080211,080317,080428,080502
10,AA7685-0,071511,072051,072408,072514,072546,072853,073032,073149,073329,073459,073714,074246,074353,074511,074650,074734,074850,074959,075032,075211,075350,075720,075947,080211,080317,080428,080502
11,MX4614-0,,072714,073032,073116,073212,073510,073725,073831,074033,074331,074533,075032,075200,075233,075350,075445,075614,075742,075826,075914,080043,080406,080534,080818,080915,081010,081043
12,AA6942-0,073032,073426,073543,073714,073820,074106,074427,074555,074818,075043,,075914,080032,080255,080406,080512,080712,080829,080926,081032,081210,081603,,081959,082105,082211,082305
13,MX3651-0,073543,073831,074405,074511,074628,075116,075339,075445,075709,080010,080417,080948,081054,081232,081434,081519,081700,081807,081914,082021,082222,082622,082802,083046,083203,083320,083416
14,AA7365-0,074246,074511,075010,075116,075211,080021,080244,080523,080745,080959,081434,082043,082222,082412,082646,082751,082930,083140,083236,083416,083521,083945,084112,084440,084534,084650,084712
15,AA7931-0,074522,074948,075401,075518,075614,080317,080450,080915,081138,081316,081649,082211,082328,082539,082657,082825,083002,083151,083247,083416,083521,083849,084101,084301,084407,084534,084628
16,MX4021-0,075116,075614,080211,080333,080439,080840,081116,081434,081649,081903,082244,082741,082857,083024,083214,083320,083500,083606,083649,083816,083945,084334,084502,084734,084829,084946,085040
17,AA7949-0,075947,080417,081105,081210,081400,082021,082244,082400,083002,083203,083543,084134,084323,084545,084723,084957,085146,085357,085441,085620,085736,090221,090455,090622,090727,090856,090940
18,MX4159-0,080428,081210,081649,081756,082010,082506,082708,082835,083225,083743,084112,084650,084829,085029,085430,085557,085947,090137,090221,090315,090444,090834,091035,091151,091257,091426,091459
19,MX4338-1,081316,081914,082254,082445,082539,082941,083140,083449,084112,084345,084744,085313,085408,085630,090053,090221,090433,090600,090644,090823,090951,091319,091448,091701,091806,091901,091945
20,AA7882-0,083024,083320,083743,083923,084028,084334,084523,084829,085230,085630,,090813,090918,091108,091257,091415,091650,091755,091850,092018,092125,092528,092656,092941,093036,093204,093238
21,AA7485-1,083510,083816,084207,084312,084418,084818,084957,085230,085546,090455,091024,091606,091701,091901,092029,092136,092338,092539,092645,092718,092835,093300,093357,093546,093654,093810,093843
22,MX4365-1,,084239,084650,084744,084829,085208,085419,085609,090043,090738,091225,091755,091912,092125,092305,092411,092613,092752,092835,093014,093204,093525,093749,093938,094056,094151,094256
23,AA7890-1,,085029,085324,085514,085620,085926,090104,090315,090856,091543,091850,092411,092517,092803,092846,093014,093249,093441,093536,093705,093854,094318,094436,094637,094840,095007,095053
24,MX3783-1,085302,,085725,085903,085958,090315,090517,090845,091639,092125,092455,093003,093109,093227,093408,093536,093716,093832,093938,094056,094245,094615,094816,095040,095126,095245,095340
25,AA7539-1,,090506,090823,090929,091013,091532,091628,091850,092147,092517,092919,093525,093643,093810,093938,094023,094202,094402,094458,094626,094816,095210,095352,,095828,095957,100103
26,MW5425-0,090940,091923,092316,092400,092528,092835,093003,093058,093227,093503,093916,094436,094542,094709,094902,095007,095126,095318,095403,095426,095616,095935,100040,100220,100326,100431,100515
27,MX4551-1,091214,091543,091850,091945,092029,092507,092740,092835,093014,093249,093705,094256,094351,094520,094709,094805,094935,095126,095221,095352,095521,095839,100030,100208,100314,100431,100504
28,CC2345-1,092051,,,,,,,,093654,093905,094118,094648,094754,094902,095029,095126,,,,,,,,,,,
29,AA7685-1,092051,,,,121826,122005,122204,122320,093654,093905,094118,094648,094754,094902,095029,095126,124324,,,,124938,,,125603,125708,101508,125858
30,MX4614-1,,092930,093227,093238,093357,093558,093727,093832,094012,,094329,094816,094913,095040,095159,095232,095426,095521,095605,095638,095755,100135,100326,,100715,100821,100905
31,MP6392-0,093047,093654,094034,094151,094307,094626,094840,094945,095148,095340,095755,100326,100431,100620,100916,101022,101211,101400,101445,101615,101754,102208,102349,102624,102740,102908,102940
32,MW5112-0,093503,094012,094329,094425,094553,094902,095159,095256,095459,095744,095957,100609,100715,100821,100938,101055,101305,101412,101457,101626,101826,102219,102412,102645,102802,102930,103035
33,MW5191-0,093546,100241,100631,100725,100821,101044,101200,101254,101412,101626,101848,102455,102612,102740,102930,103013,103151,103257,103341,103459,103618,103948,104223,104457,104541,104658,104742
34,AA6942-1,094118,094509,094902,094956,095115,095448,095532,095638,095828,095957,100158,100736,100832,101022,,101233,101349,101541,101626,101710,101815,102219,102349,,102751,102908,102951
35,AA7931-1,,095126,095532,095627,095755,100019,100208,100326,100515,100620,101011,101541,101637,101754,101923,102019,102146,102316,102400,102539,102707,103035,103151,103426,103522,103651,103746
36,MP6359-0,095245,095806,100135,100303,100431,100642,100843,101044,101305,101445,,102349,102444,,102824,102846,103035,103119,103213,103308,103459,103937,104116,104425,104508,104625,104720
37,MW5264-0,095957,101349,101754,101859,102029,102349,102517,102612,102824,103046,103308,103808,103915,104032,104201,104318,104457,104552,104636,104803,104931,105321,105448,105637,105743,105923,105956
38,AA7365-1,100124,100905,101338,101508,101637,101956,102157,102316,102517,102645,103057,103640,103735,103937,104116,104212,104351,104541,104625,104752,104931,105238,105437,105626,105732,105848,105923
39,MW5346-0,100653,102634,103024,103057,103224,103459,103651,103757,103959,104116,104329,104858,105015,105143,105332,105437,105626,105732,105815,105912,110040,110336,110515,110653,110759,110915,111021
40,AA7949-1,101552,102029,102349,102550,102707,102930,103035,103246,103415,103532,103915,104508,104625,104742,104920,105047,105227,105332,105416,105532,105648,110051,110218,110537,110620,110759,110842
41,MX4338-2,103057,103257,103651,103746,103903,104054,104201,104256,104508,104731,104931,105459,105605,105732,105848,105945,110123,110240,110314,110442,110558,110937,111053,111253,111409,111515,111548
