,Bus,C690/1,C689/2,T360,T378,T397,T395,T366,T374,T406,T345/1,T317,M206/2,M216,M207,M63,M67,M65,M93
0,MW4837-0,,,,,,,,,,,,,,,,,070109,070345
1,MW4856-0,,,,,,,,,,,070109,070513,070607,070702,070808,070830,070936,071157
2,MW5142-0,,,,,,,,070109,070121,070629,070808,071900,072122,072249,072354,072426,072553,072921
3,MW4366-0,070206,070301,070546,070640,070745,070830,070936,071030,071114,071534,071712,072816,073048,073204,073320,073404,073436,073751
4,MW4503-0,,,071723,071911,072017,072049,072249,072332,072415,072859,073048,074213,074426,074553,074657,074740,074846,075045
5,MW4557-0,072343,072553,072910,073037,073142,073226,073309,073353,073436,073846,074035,075118,075342,075436,075541,075625,075730,075918
6,MW4647-0,074802,074835,075118,075224,075329,075403,075509,075614,075708,080119,080329,081255,081505,081611,081716,081759,081928,082234
7,MW4781-0,075509,,080035,080246,080353,080425,080519,080602,080646,081055,081234,082413,082550,082706,082800,082844,083011,083349
8,MW4837-1,080656,080846,081106,081212,081317,081349,081538,081633,081716,082151,082350,083547,083809,083925,084030,084135,084240,084606
9,MW5124-0,081317,083305,083631,083830,083947,084019,084157,084251,084345,084744,084901,090018,090230,090408,090513,090546,090641,090959
10,MW4856-1,081622,081810,082024,082223,082339,082413,082550,082644,082727,083116,083211,084345,084555,084649,084755,084817,084934,085250
11,MW5645-0,082528,082622,082906,083011,083116,083159,083305,083359,083443,083853,084030,085101,085207,085312,085440,085512,085556,085912
12,MW5142-1,083914,084240,084555,084817,084923,085018,085218,085334,085418,085912,090113,091233,091455,091611,091716,091749,091905,092231
13,MW4229-0,084744,085018,085301,085429,085534,085607,085650,085745,085828,090302,090441,091538,091811,091948,092104,092137,092242,092524
14,MW4366-1,085418,085523,085807,085850,085956,090040,090113,090207,090241,090713,090904,092010,092231,092420,092524,092608,092640,092904
15,MW4705-0,085745,091655,092021,092231,092347,092430,092608,092702,092735,093240,093440,094451,094701,094817,094922,094954,095110,095509
16,MW4503-1,,090207,090441,090619,090713,090746,090842,090937,091020,091411,091644,092757,093009,093135,093240,093313,093440,093733
17,MW4557-1,090513,090808,091115,091233,091422,091538,091716,091811,091905,092514,092724,094007,094229,094345,094451,094556,094712,095110
18,MW4619-0,092115,092148,092430,092630,092735,092820,092853,092947,093031,093440,093711,094817,095005,095132,095226,095320,095353,095658
19,MW4825-0,092619,092926,093219,093302,093418,093451,093617,093701,093806,094207,094345,095404,095626,095730,095835,095929,100046,100328
20,MW4647-1,,093556,093900,093944,094051,094146,094218,094302,094356,094933,095143,100140,100350,100456,100550,100633,100738,101148
21,MW4846-0,094102,094218,094534,094650,094755,094838,094933,095016,095059,095509,095615,100612,100832,100937,101042,101137,101221,101547
22,MW4781-1,094900,095049,095320,095415,095520,095553,095647,095730,095814,100245,100423,101525,101746,101904,102010,102105,102210,102452
23,MW4837-2,095908,100035,100328,100528,100644,100717,100832,100916,101010,101431,101630,102714,102959,103126,103221,103315,103430,103748
24,MW4856-2,101021,,101442,101630,101746,101819,101904,102010,102043,102441,102608,103535,103737,103854,104000,104032,104116,104411
25,MW5124-1,101959,102159,102431,102608,102714,102747,102904,102948,103031,103503,103704,104726,104959,105148,105316,105411,105443,105842
26,MW5142-2,102725,103031,103315,103347,103514,103546,103620,103726,103810,104222,104400,105516,105737,105842,105948,110031,110148,110504
27,MW4229-1,104127,104422,104726,104821,104948,105021,105115,105211,105254,105715,105904,110904,111136,111315,111420,111452,111619,112008
28,MW4705-1,105233,110703,111020,111104,111231,111315,111431,111557,111630,112113,112356,113342,113605,113743,113900,113933,114038,114355
29,MW4366-2,105305,105422,105748,105937,110031,110115,110242,110325,110420,110819,110937,111925,112157,112345,112450,112512,112606,112848
30,MW4825-1,111808,112103,112418,112544,112711,112743,112920,113014,113047,113605,113743,114726,114937,115106,115214,115309,115415,115850
31,MW4503-2,,113554,113849,114038,114155,114239,114355,114514,114547,115043,115320,120429,120642,120821,120916,121000,121116,121337
32,MW4557-2,114809,115117,115437,115554,115701,115744,115933,120039,120133,120608,120736,121808,122032,122209,122325,122357,122514,122819
33,MW4647-2,120524,120620,120916,121043,121149,121232,121420,121525,121609,122042,122252,123316,123537,123725,123830,123904,124022,124410
34,MW4781-2,121746,,122651,122905,123011,123054,123243,123338,123432,123948,124232,125322,125533,125711,125816,125910,130050,130404
35,MW4837-3,123853,124022,124337,124558,124714,124807,124923,125007,125050,125628,125816,130908,131151,131329,131434,131518,131603,131824
36,MW5142-3,125921,130050,130415,130459,130625,130658,130835,130930,131024,131507,131635,132907,133150,133351,133457,133540,133624,134035
37,MW4366-3,131856,132024,132319,132518,132613,132645,132751,132846,132951,133518,133635,134706,135000,135138,135243,135348,135432,135842
38,MW4503-3,,,133857,134024,134129,134213,134402,134528,134611,135033,135316,140334,140618,140817,140922,141027,141121,141427
39,MW4557-3,134939,135138,135504,135714,135830,135915,140009,140125,140208,140712,140911,142155,142438,142616,142720,142826,142931,143308
40,MW4647-3,,,141005,141154,141310,141354,141554,141700,141805,142238,142511,143614,143908,144119,144224,144318,144402,144634
41,MW4781-3,141932,142217,142500,142648,142804,142847,143003,143140,143235,,144003,145235,145528,145707,145833,145949,150138,150526
42,MW4837-4,143908,144046,144413,144551,144706,144813,144929,145107,145203,145811,150011,151231,151525,151714,151819,151915,152021,152347
43,MW5142-4,145949,150221,150621,150821,150937,151020,151136,151253,151347,151853,152104,153440,153713,153916,154032,154127,154159,154609
44,MW4366-4,151620,151736,152115,152304,152431,152525,152808,153040,153207,153746,154010,155241,155523,155713,155829,155945,160133,160523
45,MW4503-4,153250,153312,153556,153808,153905,153938,154043,154159,154253,154808,155029,160144,160428,160701,160806,160900,161037,161354
46,MW4825-2,154221,154347,154652,154852,154957,155051,155241,155418,155502,155934,160122,161426,161710,161837,161943,162027,162205,162524
47,MW4619-1,,155134,155451,155630,155746,155829,155955,160111,160155,160650,160943,161954,162100,162216,162322,162418,162524,162808
