,Bus,C669/2,C687,C675,C668,C678,C665,C663,C661,C659,C656,C654,C653/2,C692,C689/1,T360,T376/1,T363/1,T367,T365/2,T361,T325/2,T339/2,T311/2,T308/3,T300,T330/1,M172/3,M171/2,M134,M132/1,M129,M114,M113,M14,M12,M21/1,M95/3
0,MZ4072-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070102,070219,070313,070440,070546,070817,070922,071005,071426
1,MW5853-0,,,,,,,,,,,,,,,070102,070157,070418,070513,070640,070933,071026,071120,071215,071320,071437,071521,071940,072245,072339,072623,072739,072907,073055,073232,073337,073535,073816
2,MZ3556-0,070102,070157,070324,070408,070429,070524,070546,070640,070712,070839,070922,071016,071153,071354,071637,071836,071951,072035,072245,072519,072602,072645,072750,072907,073034,073106,073546,073909,074015,074317,074433,074548,074757,075027,075142,075257,075853
3,MZ4228-0,071532,071731,071857,072024,072057,072119,072140,072223,072256,072424,072519,072602,072803,072856,073149,073232,073452,073525,073618,073816,073837,073920,074025,074130,074223,074256,074714,074944,075121,075341,075445,075539,075654,080021,080146,080229,080648
4,MZ3825-0,073200,073326,073431,073503,073525,073607,073639,073701,073733,073952,074036,074141,074339,074537,074808,075016,075121,075153,075351,075632,075705,075758,075853,080010,080114,080136,080554,080804,080908,081138,081232,081452,081607,081849,081942,082141,082435
5,MZ3559-0,074537,074714,074850,074933,074955,075038,075059,075132,075204,075330,075434,075611,075820,075904,080251,080418,080648,080721,080825,081117,081211,081304,081441,081618,081723,081806,082245,082644,082832,083148,083303,083545,083743,084036,084151,084402,084707
6,MX1135-0,080010,080103,080219,080240,080302,080334,080356,080450,080544,080659,080753,080846,081023,081221,081452,081618,081849,081942,082141,082424,082529,082612,082737,082843,082958,083042,083450,083711,083859,084307,084435,084540,084846,085056,085235,085412,085820
7,MZ3987-0,080908,081723,081859,081953,082015,082036,082058,082141,082224,082435,082540,082655,082937,083116,083440,083617,083721,083816,083920,084140,084213,084256,084435,084613,084739,084813,085224,085548,085726,085905,090010,090125,090302,090628,090733,090859,091328
8,MZ4072-1,083116,083252,083429,083450,083512,083545,083606,083638,083732,084003,084108,084213,084446,084634,084929,085023,085245,085318,085433,085622,085716,085737,085854,090021,090147,090240,090733,091014,091150,091505,091631,091934,092227,092437,092531,092553,092951
9,MW5853-1,084457,085107,085224,085245,085307,085401,085422,085505,085538,085726,085832,085915,090136,090323,090805,091014,091129,091213,091433,091704,091747,091830,091945,092101,092216,092259,092719,093055,093233,093420,093640,093922,094131,094340,094456,094655,095136
10,MZ3556-1,090440,090606,090733,090805,090826,090920,090941,091024,091118,091256,091401,091455,091642,091757,092101,092216,092448,092520,092657,092929,093012,093055,093211,093410,093514,093547,094026,094319,094456,094706,094821,094937,095157,095451,095618,095755,100204
11,MZ4228-1,092050,092144,092320,092343,092405,092437,092459,092542,092636,092835,092929,093034,093254,093420,093702,093839,093933,094016,094131,094403,094456,094539,094727,094905,095052,095136,095555,095944,100048,100402,100540,100738,100822,101126,101241,101407,101815
12,MZ3825-1,093640,093713,093839,093922,094005,094110,094120,094153,094225,094413,094456,094601,094811,094937,095230,095346,095555,095629,095734,100038,100121,100215,100319,100456,100601,100644,101126,101407,101512,101858,102003,102150,102422,102703,102757,102851,103006
13,MX1213-0,,095451,095618,095651,095712,095806,095900,100006,100038,100330,100445,100529,100749,100959,101252,101418,101638,101753,101930,102255,102349,102433,102609,102746,102901,102955,103415,103657,,,,,,,,,
14,MZ3559-1,100738,100959,101136,101158,101230,101346,101356,101439,101512,101721,101815,101858,102129,102411,102652,102901,103006,103038,103132,103426,103530,103635,,,,,,,,,,,,,,,
15,MZ3987-1,102150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,MX1135-1,102255,102317,102433,102526,102548,102642,102735,102808,102901,103038,103132,103215,103458,103635,,,,,,,,,,,,,,,,,,,,,,,
