,Bus,C690/1,C689/2,T360,T378,T397,T395,T366,T374,T406,T345/1,T317,M206/2,M216,M207,M63,M67,M65,M93
0,MW4781-0,,,,,,,,,,,,,,,,,070107,070447
1,AA7536-0,,,,,,070107,070236,070330,070414,,071203,,,073140,073258,073342,073458,073955
2,AA7246-0,,070107,070352,070542,070720,070803,070909,071024,071108,071615,071931,073056,073226,073510,073616,073721,073816,074533
3,MW4619-0,,071108,071435,071540,071648,071742,071836,071931,072003,072437,072730,073934,074238,074606,074722,074805,074922,075652
4,AA7637-0,072037,072258,072542,072803,072908,072951,073108,073203,073236,073700,073850,075110,075546,080008,080124,080250,080417,081016
5,MW4705-0,073056,073353,073743,073827,073945,074039,074228,074332,074417,075016,075228,080732,081027,081250,081355,081545,081651,082217
6,AA6952-0,073638,074206,074606,074849,074943,075038,075121,075239,075344,,080156,,081713,081850,,082039,082144,082627
7,AA69-59-0,,075228,075546,075630,075747,075830,075957,080124,080156,080649,080943,082155,082355,082617,082733,082805,,
8,AA74-39-0,,,080450,080628,080743,080849,081016,081144,081250,081840,082144,,,,,,,
9,AA7286-0,080732,,081239,081451,081556,081629,081807,081945,082029,082638,,,,,,,,
10,AA7706-0,081344,081734,082029,082228,082344,082428,082533,082638,082733,,,,,,,,,
11,MW4781-1,082333,082355,082700,,,,,,,,,,,,,,,
