,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,MW5142-0,,080453,080655,081053,081242,081430,081745,082052,083135,083240,083324,083440,083545,083640,083807,083901,084007,084113,084207,084312,084545,070112,084958
1,MW4557-0,,,,,,,,,,,,070112,070136,070240,070402,070445,070541,070646,070730,070858,071047,071352,071541
2,AA7301-0,,,,,,,,070112,070836,070941,071036,071235,071403,071458,071614,071814,071847,072005,072110,072248,072353,072710,072827
3,MW4647-0,,,,,,070112,070203,070326,071330,071436,071541,071720,071847,071952,072110,072215,072321,072427,072532,072659,072743,073016,073110
4,MW3430-0,,,,070112,070226,070435,070709,070836,071731,071825,071909,072038,072143,072248,072416,072500,072605,072710,072805,072943,073121,073353,073458
5,AA7336-0,,,070112,070315,070657,071025,071213,071341,072342,072511,072616,072805,072954,073121,073415,073520,073647,073858,074003,074142,074354,074807,074946
6,MW4781-0,,,070424,070719,071025,071308,071530,071825,072816,072911,073027,073142,073309,073425,073604,073658,073803,073920,074036,074215,074405,074829,074946
7,MW4825-0,,070814,071036,071330,071541,071752,072027,072205,073142,073248,073353,073520,073658,073803,073941,074047,074204,074320,074416,074555,074756,075051,075240
8,MW4837-0,071108,071308,071458,071731,072038,072248,072521,072816,073742,073847,073941,074110,074226,074320,074522,074617,074723,074902,074946,075102,075145,075546,075757
9,MP6380-0,071647,073038,073415,073647,073931,074121,074438,074628,075524,075630,075725,075841,075958,080103,080230,080325,080420,080526,080633,080738,080938,081220,081325
10,MR7938-0,,,,,071814,071931,072205,072331,073320,073425,073458,073625,073753,073847,074014,074059,074204,074320,074428,074555,074756,075051,075251
11,AA6802-0,,072027,072331,072743,073110,,074059,,,074851,074902,,075040,075335,075502,075608,,,080125,,080347,080705,080854
12,AA7480-0,072353,072521,072743,073048,073320,073447,073709,073825,074756,074924,075018,075219,075335,075451,075641,075725,075830,075936,080041,080209,080347,080705,080905
13,AA7479-0,072805,073742,074036,074343,074650,074946,075145,075251,080147,080241,080336,080515,080644,080800,080938,081021,081136,081242,081347,081502,081745,082103,082230
14,MW5594-0,074215,074511,074807,075113,075313,075441,075736,075936,080916,081021,081115,081220,081336,081441,081557,081651,081757,081946,082052,082157,082346,082620,082747
15,AA7458-0,074902,074956,075324,075535,075830,075958,080241,080431,081347,081452,081546,081651,081745,081851,082041,082146,082241,082420,082514,082620,082736,083041,083135
16,MW4366-0,075441,075641,075903,080147,080515,080644,080927,081220,082230,082335,082420,082536,082642,082747,082958,083103,083230,083429,083535,083651,083745,084051,084207
17,AA7336-1,081713,081946,082302,082653,083030,083313,083545,083818,084756,084937,085042,085220,085423,085528,085741,085918,090202,090329,090445,090601,090800,091149,091243
18,MW4557-1,,,,,082052,082146,082547,082725,083640,083745,083840,083945,084113,084156,084334,084440,084556,084701,084807,084915,084958,085315,085517
19,AA7301-1,082157,082631,082831,083146,083451,083629,083901,084145,085253,085401,085456,085614,085730,085813,090003,090119,090307,090456,090612,090739,090949,091159,091349
20,MW4825-1,083146,083357,083629,083934,084240,084440,084713,084830,090035,090141,090235,090413,090551,090645,090811,090916,091033,091127,091254,091411,091551,091857,092057
21,MW4647-1,083840,084113,084440,084830,085031,085253,085517,085752,090800,090905,090949,091105,091221,091337,091635,091741,091951,092108,092224,092340,092540,092825,092953
22,AA6802-1,084701,084904,085231,085550,085846,090108,090340,090750,091730,091846,091929,092046,092203,092246,092424,092530,092624,092739,092836,092931,093204,093509,093635
23,MW4781-1,,,085813,090329,090634,090811,091011,091127,092203,092257,092351,,092624,092718,092953,093047,093153,093309,093414,093509,093625,093929,094130
