,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M143,M170/1,M172/15,T403,T402,T309,T368,T324/2,T347,T364/2,T366,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C660,C662,C664,C666,C677,C667,C676,C680,C669/1
0,MZ3734-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,070107,070204,070227,070333,070431,070514,070558,070652,070736,070903,070947
1,MZ3740-0,,,,,,,,,,,,,,,,,,,,,,,,,070107,070216,070431,070536,070630,070652,070736,070819,070841,070903,070925,070947,071103,071147
2,MZ3825-0,,,,,,,,,,,,,,070107,070142,070249,070344,070536,070630,070736,070819,070903,070925,071114,071441,071631,071809,071914,072021,072054,072200,072233,072255,072306,072401,072434,072550,072645
3,MZ3956-0,,,,,,,,,070107,070249,070419,070925,071020,071114,071230,071325,071419,071620,071725,071831,071925,072010,072054,072211,072550,072750,073035,073119,073235,073330,073436,073519,073552,073636,073720,073741,073910,073954
4,MZ3978-0,070322,070408,070714,070852,071136,071419,071558,071703,071831,071958,072116,072707,072824,072929,073057,073202,073309,073603,073720,073836,073954,074026,074121,074248,074659,074921,075131,075321,075437,075531,075649,075722,075828,075849,075933,080018,080123,080218
5,MW3417-0,070547,071903,072255,072445,072656,073013,073057,073246,073403,073658,073730,074310,074416,074522,074649,074743,074848,075059,075205,075321,075404,075426,075509,075627,075933,080123,080334,080440,080556,080628,080734,080819,080913,080935,081007,081029,081145,081218
6,MZ3987-0,071136,071408,071547,071736,072021,072412,072550,072656,072857,073140,073319,073814,073921,074005,074132,074226,074321,074532,074638,074743,074826,074921,075026,075205,075520,075733,075922,080029,080145,080218,080323,080407,080451,080512,080607,080650,080819,080903
7,MW5191-0,072350,072455,072623,072857,073046,073330,073530,073647,073814,074005,074121,074616,074710,074815,074932,075026,075120,075332,075437,075542,075627,075649,075711,075838,080156,080356,080545,080650,080808,080841,080935,080957,081051,081113,081145,081207,081313,081357
8,MX1135-0,,073541,073720,073932,074248,074659,074743,074921,075120,075426,075605,080123,080229,080334,080502,080607,080701,080924,081029,081157,081345,081408,081441,081609,081938,082200,082443,082559,082653,082726,082843,082937,083042,083126,083210,083243,083421,083515
9,MW5853-0,,074815,075026,075216,075426,075722,075849,080007,080134,080312,080418,080924,081018,081124,081251,081357,081502,081715,081810,081916,082011,082055,082211,082349,082737,082937,083137,083254,083421,083443,083559,083632,083726,083810,083853,083926,084041,084136
10,MX1260-0,075933,080218,080451,080712,080924,081218,081334,081441,081642,081916,082044,082621,082726,082853,083032,083148,083243,083526,083621,083748,083936,084030,084052,084220,084558,084809,085031,085136,085325,085431,085537,085620,085715,085800,085847,085859,090018,090102
11,MZ3559-0,,081302,081513,081737,081938,082305,082505,082621,082821,083137,083315,083821,083936,084103,084253,084358,084452,084652,084747,084903,084958,085031,085103,085231,085537,085738,085955,090102,090219,090254,090359,090443,090529,090601,090645,090656,090824,090908
12,MZ3734-1,082106,082338,082548,082726,082948,083305,083337,083632,084009,084220,084336,084831,084925,085042,085231,085325,085420,085548,085631,085800,085932,090006,090029,090135,090443,090634,090919,091014,091130,091203,091309,091403,091425,091446,091541,091552,091730,091814
13,MZ3740-1,083210,083443,083748,084030,084231,084514,084703,084831,085136,085431,085559,090040,090146,090254,090432,090507,090601,090824,090919,091025,091152,091225,091309,091436,091803,091930,092120,092205,092310,092405,092510,092554,092616,092648,092743,092816,092933,093028
14,MZ3825-1,084420,084514,084652,084842,085114,085454,085548,085715,090040,090254,090421,090908,091003,091058,091236,091330,091425,091647,091741,091909,091952,092025,092120,092215,092532,092721,093006,093101,093207,093250,093357,093430,093504,093526,093610,093643,093810,093854
15,MW5898-0,085231,085325,085620,085833,090349,090707,090941,091152,091341,091541,091647,092205,092310,092427,092554,092659,092805,093017,093123,093229,093408,093441,093526,093632,094032,094211,094445,094551,094657,094740,094836,094931,094953,095026,095109,095131,095259,095404
16,MZ3956-1,090337,090634,090835,090952,091225,091730,091814,091930,092249,092522,092648,093207,093250,093408,093536,093643,093759,093948,094021,094211,094316,094400,094434,094602,094931,095059,095216,095331,095426,095521,095627,095659,095753,095815,095900,095943,100048,100132
17,MZ3978-1,091246,091436,091658,091858,092131,092554,092805,092944,093218,093419,093526,094032,094138,094306,094434,094540,094635,094931,095037,095142,095237,095320,095404,095510,095815,095954,100226,100354,100521,100553,100732,100826,100848,100911,101016,101038,101143,101228
18,MZ3987-1,092237,092510,092816,092944,093156,093515,093737,093916,094054,094244,094529,095048,095142,095248,095426,095521,095616,095815,095911,100016,100153,100237,100321,100426,100732,100911,101111,101239,101345,101408,101525,101558,101643,101716,101759,101821,101948,102043
