,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C659
0,MX1545-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,-1
1,MS2365-0,,,,,,,,,,,,,,,,,,,,,,,,-1,1,-1,-1,-1,1,1,1,2,-1,1,1,1,2,1,1,1,-1,-1
2,MP6360-0,,,,,,,,,,,,,1,1,1,-1,1,1,,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1
3,MP6422-0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,2,1,1,-1,1,1,1,4,1,-1,2,4,-1
4,MS1935-0,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,-1,-1,1,1,2,1,-1,-1,1,1,-1,,-1,1,1,1,1,-1,1,1,1,1,1,-1,1,2,-1
5,MS1953-0,,1,2,2,1,4,3,2,1,1,1,1,1,1,1,1,2,-1,2,1,1,-1,-1,1,1,-1,-1,,1,1,1,1,-1,1,1,1,1,1,1,-1,1,-1
6,MW3278-0,,2,1,2,3,2,3,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,-1
7,MX1545-1,,5,3,4,2,1,4,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,2,1,-1,1,1,-1
8,MS2365-1,5,5,4,3,2,2,4,1,1,2,3,1,1,1,1,1,1,-1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,2,1,-1,1,1,-1
9,MP6360-1,,2,4,3,3,1,3,4,1,1,1,1,1,-1,1,-1,-1,1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,2,-1,1,1,1,1,1,-1,1,1,-1
10,MX4068-0,,1,1,4,1,2,1,4,1,2,2,1,1,1,1,-1,1,-1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,-1,1,1,-1
11,MS1935-1,-1,1,3,4,1,2,1,2,1,1,1,3,1,1,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,,-1,-1,1,1,1,-1,1,1,1,1,1,,1,1,-1
12,MP6422-1,,,,,,,,,,,,,,,,,,,,,,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,-1,1,1,-1
13,MS1953-1,,1,1,2,2,1,1,2,1,2,2,1,1,1,1,-1,-1,1,,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,-1,1,1,-1
14,MW3278-1,,,,,,,,,,,,,,,,,,,,,,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,-1,1,2,-1
15,MP6360-2,-1,1,1,3,1,2,3,2,1,1,1,1,1,1,1,-1,1,1,,1,2,-1,-1,1,1,-1,-1,-1,-1,1,1,2,-1,1,1,1,2,1,1,1,1,-1
16,MX1545-2,,1,1,1,1,1,2,2,1,1,1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,2,-1,-1,1,4,-1
17,MP6422-2,,1,2,1,1,1,4,2,1,1,1,1,1,1,1,-1,1,-1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,-1,1,1,-1
18,MS2365-2,,,,,,,,,,,,,,,,,,,,,,,,1,1,-1,-1,-1,-1,1,2,4,-1,1,1,1,1,1,-1,1,1,-1
19,MX4068-1,,1,1,2,1,1,4,2,4,1,1,1,1,1,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,2,2,-1,1,1,1,1,1,1,4,-1,-1
20,MS1935-2,,1,1,3,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1
21,MS1953-2,,1,1,1,2,1,4,1,1,1,1,1,1,1,1,-1,1,-1,,1,1,-1,-1,1,1,-1,-1,,,1,1,2,-1,1,1,1,4,1,-1,1,1,-1
22,MX1545-3,,1,1,1,2,1,4,2,1,2,1,2,1,1,1,1,1,-1,1,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,2,-1,1,1,1,4,1,-1,1,1,-1
23,MS2365-3,,1,1,3,3,1,4,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,2,-1,1,1,1,1,1,1,1,1,-1
24,MP6360-3,1,1,1,3,1,2,4,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,2,1,1,1,1,-1
25,MP6422-3,1,1,2,4,3,1,4,2,1,1,1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,-1
26,MW3278-2,,1,1,1,2,2,3,3,,,1,1,1,1,1,1,-1,-1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,4,1,-1,1,1,-1
27,MX4068-2,,1,2,3,2,2,4,1,1,1,1,1,1,1,1,-1,-1,1,3,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,2,-1,1,1,1,2,1,1,1,1,-1
28,MS1935-3,-1,1,,3,,,,1,,,1,1,1,1,1,-1,,-1,2,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1
29,MX4352-0,,1,2,4,2,3,4,1,1,1,2,1,1,1,1,-1,,-1,3,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,-1,-1
30,MS1953-3,1,1,3,2,1,2,2,1,1,1,1,1,1,1,1,3,1,1,1,3,2,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,2,1,1,1,-1
31,MX1698-0,,3,2,2,4,1,1,2,1,1,1,1,1,1,1,-1,1,-1,1,3,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,-1
32,MX1545-4,,2,3,2,3,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,2,1,1,1,-1
33,MS2365-4,-1,1,2,4,1,1,2,2,1,1,1,1,2,1,1,-1,1,-1,,2,2,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,2,1,1,-1,-1
34,MP6360-4,,1,3,4,1,1,4,3,3,1,2,1,1,1,1,1,1,-1,1,1,3,-1,-1,1,1,-1,-1,-1,1,1,2,2,-1,1,1,1,-1,1,1,1,1,-1
35,MP6422-4,,3,2,3,1,4,1,2,3,1,1,1,4,2,1,1,1,1,2,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,4,1,-1,1,1,-1
36,MW3278-3,,2,2,2,1,1,1,1,4,1,1,1,3,1,1,1,1,-1,1,2,3,-1,-1,1,1,-1,-1,-1,-1,1,1,2,-1,1,1,1,1,1,1,1,1,-1
37,MX4068-3,,1,1,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,2,2,2,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,-1,-1,1,1,-1
38,MX4352-1,,1,1,2,1,1,1,2,1,1,1,1,1,1,1,-1,1,-1,1,2,1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1
39,MS1953-4,,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1
40,MS2365-5,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,2,-1,1,1,1,3,1,1,1,1,-1
41,MP6360-5,,1,1,1,1,1,1,2,1,1,1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,2,-1,1,1,1,2,1,1,,1,-1
42,MX1545-5,,,,,,,,,,,,,,,,,,,,,,,,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1
43,MP6422-5,,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,2,-1,1,1,1,1,1,1,1,-1,-1
44,MW3278-4,-1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,3,-1,-1,1,-1,-1
45,MS1953-5,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,-1
