,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C659
0,MX1517-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070106,070141,070225,070257,070330,070414,070530,070835,071045,071245,071351,071456,071528
1,MS2243-0,,,,,,,,,,,,,,070106,070119,070225,070308,070414,070458,070635,070708,070824,071012,071224,071256,071351,071456,071626,071709,071836,071919,072014,072141,072202,072224,072340,072655,072822,073011,073054,073211,073243
2,MS2365-0,,,,,070106,070141,070246,070351,070447,070530,070635,070729,070824,071139,071528,071637,071720,071836,071930,072046,072119,072246,072445,072633,072706,072811,072917,073054,073149,073348,073432,073504,073558,073642,073715,073831,074146,074241,074357,074504,074559,074632
3,MS1903-0,,071434,071648,071814,072003,072256,072413,072506,072644,072749,072938,073044,073211,073526,073853,074020,074041,074208,074303,074431,074526,074643,074833,075046,075119,075203,075309,075415,075521,075638,075711,075806,075944,080017,080050,080156,080535,080640,080913,080957,081102,081135
4,MS1953-0,,074610,074822,075024,075404,075649,075755,075850,080112,080145,080250,080334,080513,080841,081241,081408,081451,081556,081630,081758,081841,082008,082146,082418,082502,082545,082651,082808,082913,083029,083113,083145,083347,083358,083431,083547,083830,084030,084219,084335,084453,084537
5,MS2025-0,080429,080640,080745,080913,081146,081513,081619,081714,081925,082019,082135,082219,082251,082629,082946,083102,083145,083240,083313,083442,083525,083652,083925,084136,084230,084324,084431,084537,084609,084725,084830,084935,085008,085030,085051,085157,085451,085555,085723,085840,085945,090019
6,MW5645-0,082008,082356,082640,082808,082946,083251,083358,083453,083536,083620,083736,083819,083936,084241,084609,084725,084736,084841,084935,085041,085113,085251,085512,085713,085756,085840,085945,090113,090207,090345,090418,090451,090545,090607,090641,090746,091022,091149,091340,091424,091518,091603
7,MX1517-1,084008,084252,084431,084631,084830,085135,085345,085451,085555,085640,085850,085912,090051,090418,090809,090926,091011,091106,091149,,,,091930,092003,092035,092119,092213,092351,092435,092602,092645,092718,092751,092824,092909,093014,093319,093445,093635,093741,093835,093930
8,MS2243-1,090102,090407,090619,090757,091011,091413,091603,091708,091836,091919,092141,092224,092308,092635,093014,093119,093214,093319,093351,093518,093551,093741,093941,094141,094235,094330,094415,094531,094614,094814,094909,094941,095108,095119,095152,095257,095635,095751,095918,100119,100213,100257
9,MS2365-1,091908,092025,092235,092435,092551,092931,093141,093246,093423,093507,093657,093803,093951,094308,094658,094814,094858,095025,,095308,095352,095540,095740,095940,100035,100119,100235,100402,100456,100706,100824,100907,100951,101046,101151,101318,101625,101824,102024,102130,102236,102257
10,MS1903-1,,094130,094341,094604,094719,095003,095236,095341,095646,095729,095951,100035,100202,100539,100918,101046,101140,101246,101340,101456,101539,101729,101940,102152,102246,102341,102435,102540,102612,102739,102822,102856,103012,103055,103128,103243,103609,103724,103902,104007,104113,104145
11,MS1953-1,094257,104240,104451,104721,104943,105333,105439,105556,105817,105911,110110,110154,110226,110552,110929,111118,111151,111257,111341,111603,111656,111856,112036,112246,112341,112424,112519,112624,112708,112909,113004,113058,113204,113226,113247,113414,113741,113931,,114236,114341,114413
12,MX1537-0,,102057,102308,102601,103001,103421,103641,103808,104134,104240,104418,104528,104623,104954,105345,105512,105617,105756,105911,110110,110204,110447,110636,110835,110951,111035,111140,111235,111341,111645,111707,111823,111907,111939,112014,112131,112446,112635,112803,112909,113004,140218
