,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C659
0,MX1517-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070110,070123,070156,070229,070358,070442,070504,070609,070914,071030,071240,071335,071504,071547
1,MS2243-0,,,,,,,,,,,,,,070110,070240,070358,070431,070525,070609,070736,070758,070936,071146,071409,071504,071558,071714,071831,071936,072103,072135,072240,072313,072347,072514,072644,073004,073206,073354,073459,073556,073640
2,MS2365-0,,,,070110,070240,070525,070631,070736,070925,071008,071219,071324,071515,071853,072240,072420,072503,072634,072739,072858,072931,073110,073311,073521,073618,073712,073817,073945,074039,074228,074312,074407,074545,074628,074701,074817,075155,075334,075439,075534,075640,075724
3,MS1935-0,070631,073015,073216,073405,073556,073902,073956,074123,074217,074250,074355,074501,074545,074912,075301,075428,075511,075618,075651,075820,075925,080147,080347,080611,080716,080811,080916,081032,081137,081305,081348,081442,081548,081654,081716,081832,082158,082336,082547,082653,082809,082830
4,MS1903-0,,071240,071526,071714,071947,072302,072420,072539,072802,072825,073026,073132,073311,073651,074039,074217,074301,074407,074450,074617,074701,074901,075100,075312,075355,075439,075544,075651,075746,075925,075958,080042,080147,080209,080231,080336,080716,080927,081148,081254,081348,081421
5,MS1953-0,074556,074817,075017,075206,075239,075713,075820,075914,080053,080125,080358,080455,080633,080959,081337,081515,081611,081738,,081959,082042,082241,082504,082736,082841,082936,083041,083157,083251,083441,083535,083632,083748,083820,083903,084009,084324,084442,084610,084704,084820,084853
6,MW5645-0,080716,082325,082536,082830,082936,083241,083409,083621,083914,083958,084208,084324,084525,084853,085219,085348,085421,085550,085646,085835,085908,090119,090340,090551,090645,090739,090847,091014,091047,091203,091247,091342,091425,091447,091618,091735,092113,092228,092355,092450,092537,092610
7,MS2259-0,,,080738,080916,,081643,081716,081959,082042,,,082409,,082852,083241,083347,083452,,,,,,084420,084653,084758,084853,084957,085114,085146,085335,085432,085603,085624,085635,085708,085802,090119,,090424,090435,090540,090613
8,MX1517-1,,084208,084504,084704,084903,085421,085603,085835,090152,090235,090413,090507,090645,091036,091425,091608,091702,091819,091902,092102,092156,092344,092548,092811,092905,092949,093054,093210,093305,093442,093537,093620,093725,093758,093831,093947,094315,094504,094703,094809,094925,095008
9,MS2243-1,090035,090319,090518,090728,091036,091353,091556,091714,091957,092102,092323,092429,092621,092949,093316,093442,093526,093653,093758,093915,093958,094209,094420,094631,094725,094820,094936,095102,095157,095323,095420,095526,095609,095631,095704,095830,100159,100316,100421,100526,100642,100715
10,MS2365-1,090224,092218,092355,092559,092800,093210,093359,093515,093758,093831,094031,094136,094220,094536,094925,095052,095146,095323,095442,095609,095653,095903,100159,100421,100526,100610,100726,100832,100927,101148,101254,101348,101432,101504,101538,101654,102010,102116,102243,102400,102505,102538
11,MS1903-1,,093853,094147,094504,094903,095347,095653,095820,100053,100159,100348,100432,100548,100937,101316,101454,101538,101716,101810,101959,102054,102243,102444,102716,102821,102904,103020,103126,103231,103409,103526,103611,103716,103727,103822,103938,104326,104505,104715,104821,104937,105010
12,MS1935-1,,095947,100138,100348,100632,101032,101210,101337,101643,101716,101916,102010,102148,102538,102926,103042,103136,103252,103336,103549,103632,103844,104105,104337,104443,104527,104643,104759,104831,105042,105147,105230,105335,105358,105431,105558,105851,110031,110208,110336,110443,110504
13,MR8026-0,,102105,102349,102654,102810,103158,103452,104000,104337,104454,104654,104759,104948,105314,105641,105818,105902,110031,110125,110303,110348,110621,110811,111010,111116,111210,111316,111432,111516,111716,111832,111916,111949,112011,112033,112210,112505,112610,112811,112906,113022,113105
14,MS1953-1,,104505,104621,104831,104937,105431,105536,105652,105947,110052,110252,110336,110421,110716,111043,111210,111305,111421,111516,111654,111727,111927,112116,112254,112338,112421,112527,112643,112716,112855,112938,113044,113138,113159,113327,113517,113909,114120,114308,114402,114518,114551
15,MS2259-1,,110348,110537,110738,110905,111210,111349,111443,111549,111644,111822,111916,112011,112349,112759,112906,113000,113116,113221,113316,113401,113602,113801,114025,114109,114152,114257,114402,114446,114656,114750,114835,114941,115003,115036,115141,115540,115646,,120047,120141,120235
16,MW5645-1,,112454,112727,112927,113232,113646,113931,114058,114319,114413,114551,114646,114813,115152,115518,115635,115729,115920,120014,120203,120246,120518,120739,120941,121046,121152,121307,121456,121539,121707,121751,121848,121931,122100,122155,122301,122650,122840,123135,123240,123358,123452
17,MX1517-2,,114340,114707,114858,115152,115446,115602,115729,120036,120130,120413,120551,120634,120952,121351,121539,121624,121740,121835,122016,122100,122312,122522,122712,122745,122830,122935,123041,123124,123335,123442,123536,123620,123704,123747,123852,124123,124250,124358,124504,124621,124704
18,MS2243-2,,120456,120634,120813,121130,121445,121539,121707,121942,122027,122250,122417,122618,122957,123347,123525,123620,123747,123841,124029,124112,124335,124537,124758,124853,124936,125053,125208,125252,125421,125526,125620,125726,125758,125925,130030,130358,130525,130808,130936,131030,131114
19,MS2365-2,,122111,122323,122501,122640,122913,123135,123251,123525,123620,123820,123903,124040,124358,124748,124926,125020,125125,125219,125347,125453,125715,125936,130135,130219,130302,130420,130536,130608,130724,130808,130852,131009,131052,131219,131347,131654,131811,132013,132108,132213,132246
20,MS1903-2,,124218,124504,124704,124958,125313,125410,125515,125925,130019,130219,130302,130431,130808,131135,131325,131410,131548,131654,131833,131917,132108,132342,132541,132625,132708,132824,132942,133026,133143,133238,133333,133427,133449,133523,133641,134022,134211,134327,134507,134616,134648
21,MR8026-1,125726,125820,125936,130135,130313,130746,131009,131135,131335,131432,131610,131716,131800,132108,132436,132552,132636,132751,132859,133015,133059,133249,133512,133714,133758,133842,133948,134044,134117,134255,134338,134413,134532,134543,134616,134710,134945,135135,135359,135454,135549,135705
22,MS1953-2,131727,131939,132119,132319,132636,132751,132953,133121,133333,133416,133608,133714,133747,134106,134446,134616,134659,134828,134956,135113,135209,135348,135549,135749,135833,135917,140033,140200,140254,140505,140621,140715,140809,140831,140854,141010,141325,141432,141654,141810,141907,141929
