,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MS1953-0,,,,,,,,,,,,,,,,,,,,,,,070108,070628,070901,071050,071207,071301,071344,071439,071544,071700,071827,071954,072110,072215
1,MS2025-0,,,,,,,,070108,070120,070217,070301,070344,070744,070944,071133,071239,071406,071501,071606,071649,071732,071816,071933,072416,072626,072836,073003,073046,073150,073257,073350,073445,073539,073707,073813,074003
2,MX1084-0,070955,071239,071355,071501,071722,071816,072110,072215,072342,072448,072532,072626,073213,073423,073613,073751,073834,073939,074057,074140,074234,074307,074424,074941,075225,075437,075542,075720,075941,080108,080203,080257,080352,080541,080656,080751
3,MS1044-0,072720,073013,073107,073224,073456,,073834,073939,074013,074118,074213,074245,074656,074919,075118,075203,075319,075415,075542,075615,075720,075804,075920,080414,080656,080802,080930,081057,081129,081256,081423,081455,081611,081759,081926,082114
4,MS2243-0,074656,074952,075046,075150,075319,075437,075720,075826,080036,080141,080235,080308,080740,080952,081129,081235,081340,081423,081549,081654,081810,081915,082021,082451,082722,082946,083145,083340,083423,083528,083633,083727,083853,084115,084242,084357
5,MS2365-0,075510,080541,080624,080718,080930,081014,081307,081412,081611,081716,081748,081821,082241,082451,082649,082805,082913,083018,083134,083223,083351,083445,083601,084043,084335,084545,084755,084902,084956,085101,085242,085347,085452,085651,085851,085955
6,MS1903-0,082219,082501,082555,082700,082851,083029,083351,083445,083622,083716,083821,083904,084335,084639,084912,085050,085220,085336,085524,085702,085818,085912,090050,090553,090836,091013,091140,091319,091447,091636,091802,091907,092024,092245,092423,092550
7,MS2095-0,083904,084021,084115,084231,084502,084545,084851,085007,085039,085133,085209,085253,085818,090050,090322,090521,090659,090803,090919,091024,091129,091151,091319,091741,092024,092223,092340,092456,092633,092748,092904,093020,093136,093337,093525,093631
8,MS1953-1,084733,085557,085702,085756,085955,090311,090637,090742,090836,090919,091002,091035,091509,091730,091928,092024,092130,092223,092340,092423,092539,092633,092759,093304,093536,093735,093923,094018,094206,094343,094448,094604,094731,094847,094952,095141
9,MS2025-1,091426,091708,091813,091907,092047,092202,092539,092622,092821,092904,093031,093114,093525,093735,093945,094018,094217,094311,094437,094532,094637,094731,094847,095343,095605,095753,095952,100058,100226,100425,100541,100646,100751,101002,101141,101320
10,MX1084-1,093146,093431,093548,093725,093923,094051,094311,094415,094543,094637,094731,094814,095237,095510,095710,095815,095858,100014,100130,100226,100331,100425,100541,101057,101342,101552,101741,101857,102035,102202,102307,102402,102529,102727,102905,102959
11,MS1044-1,095258,095616,095710,095804,095931,100119,100353,100447,100614,100708,100803,100846,101436,101708,101907,101951,102151,102256,102424,102529,102623,102706,102832,103327,103547,103757,103934,104039,104144,104311,104437,104708,104835,105056,105235,105351
12,MS2243-1,,,101624,101708,101835,101929,102213,102328,102445,102717,102832,102905,103316,103525,103735,103841,103945,104039,104206,104311,104437,104521,104636,105117,105413,105551,105646,105813,110003,110119,110307,110435,110613,110813,110951,111128
13,MS2365-1,102256,103504,103609,103808,104028,104112,104405,104510,104542,104752,104846,104951,105413,105624,105813,105930,110108,110224,110402,110457,110635,110740,110929,111424,111708,111939,112046,112236,112354,112511,112700,112848,113015,113154,113353,113509
14,MS1903-1,104708,105551,105646,105802,105941,110046,110351,110457,110602,110824,110918,111002,111507,111845,112057,112226,112417,112522,112733,112848,113015,113111,113237,113741,114056,114340,114601,114727,114915,115147,115325,115502,115639,115816,115912,120049
15,MS2095-1,112953,113154,113248,113426,113636,113835,114223,114351,114518,114738,114832,114915,115347,115639,115851,120028,120206,120300,120438,120532,120658,120752,120919,121354,121626,121847,122025,122152,122311,122450,122605,122732,122921,123215,123404,123553
16,MS1953-2,114612,115955,120111,120227,120416,120532,120941,121046,121129,121343,121437,121521,122003,122216,122406,122522,122648,122804,122921,123015,123142,123215,123320,123836,124130,124341,124540,124656,124857,125023,125139,125251,125418,125607,125734,125851
17,MS2025-2,121731,121908,122003,122058,122227,122500,122732,122838,122954,123048,123205,123237,123803,124036,124225,124308,124551,124707,124846,124940,125045,125139,125312,125807,130029,130229,130439,130556,130701,130756,130946,131101,131210,131525,131653,131831
18,MX1084-2,123836,124025,124120,124214,124341,124846,125139,125301,125407,125501,125629,125712,130229,130501,130745,130913,131029,131145,131326,131420,131525,131558,131704,132210,132454,132631,132758,132947,133102,133157,133326,133504,133631,133914,134103,134241
19,MS1044-2,130051,130218,130312,130450,130640,130734,131123,131220,131253,131348,131504,131547,132114,132348,132548,132704,132842,132957,133146,133243,133348,133442,133609,134124,134408,134545,134649,134733,134921,135047,135214,135424,135551,140046,140229,140345
20,MS2243-2,132221,132359,132516,132704,132925,133030,133420,133525,133703,133935,134052,134135,134545,134754,135004,135130,135341,135435,135613,135719,135835,135940,140119,140618,140913,141113,141232,141348,141443,141631,141747,141957,142156,142428,142638,142921
21,MS2365-2,133409,134324,134418,134545,134805,134816,135236,135352,135540,135824,135940,140014,140418,140639,140840,140946,141051,141156,141348,141432,141537,141631,141808,142300,142544,142700,142900,143015,143205,143415,143541,143709,143836,144141,144353,144603
22,MS1903-2,140418,140712,140840,140946,141134,141221,141558,141703,141819,142051,142206,142239,142700,142910,143142,143259,143404,143520,143709,143826,143931,144036,144215,144719,144950,145217,145344,145531,145710,145921,150037,150247,150426,150740,150929,151106
23,MS1953-3,142754,143720,143826,143909,144057,144141,144520,144614,144803,144857,145001,145034,145616,145859,150110,150215,150331,150426,150603,150657,150824,150856,151012,151539,151835,152141,152242,152358,152504,152548,152715,152854,153021,153258,153540,153740
24,MS2025-3,145616,145921,150004,150110,150342,150437,150918,151023,151224,151328,151445,151518,152108,152337,152548,152642,152905,153021,153147,153320,153435,153551,153740,154248,154553,154815,154952,155057,155238,155333,155542,155857,160109,160315,160431,160557
25,MX1084-3,151803,151940,152025,152119,152253,152443,152820,152948,153104,153330,153508,153540,154152,154415,154626,154731,154930,155046,155228,155333,155521,155626,155752,160315,160608,160924,161112,161243,161337,161431,161619,162125,162357,162630,162852,163050
