,Bus,C690/1,C689/2,T360,T378,T397,T395,T366,T374,T406,T345/1,T317,M206/2,M216,M207,M63,M67,M65,M93
0,AA7214-0,,,,,,,,,,,,,,,,,-1,-1
1,AA7195-0,,,,,,,,,,,1,2,,,1,-1,-1,-1
2,AA7536-0,,,,,,,,,1,1,1,-1,1,1,1,-1,-1,-1
3,AA7522-0,1,1,1,3,-1,-1,1,1,-1,1,1,-1,1,1,1,-1,-1,-1
4,AA7322-0,,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1
5,AA7706-0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
6,MW4705-0,4,1,1,1,1,4,1,1,-1,1,1,-1,1,1,1,-1,-1,-1
7,AA6952-0,3,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,,-1
8,AA7488-0,,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,-1,-1,-1
9,AA7149-0,1,1,1,1,1,1,1,1,-1,1,1,1,3,1,1,-1,-1,-1
10,AA7101-0,1,1,1,1,1,1,1,1,-1,1,1,2,,,,,,
11,AA7214-1,2,,1,1,1,1,1,1,1,1,1,,,,,,,
12,AA7248-0,2,,1,,,,,,,,,,,,,,,
13,AA7195-1,1,1,1,1,1,1,1,1,1,,,,,,,,,
