,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686,C656,C654/3,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
0,AA7712-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070109,070157,070241,070432,070515,070559,071033,071203,071553,071934,072136,072253,072538,072707,072931
1,MX4021-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070109,070157,070421,070515,070621,070643,070810,070916,070949,071415,071553,071805,072147,072359,072538,072857,073058,073248
2,MX4159-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070109,070241,070359,070654,070748,071000,071055,071203,071247,071415,071520,071604,072030,072147,072410,072634,072835,073036,073451,073610,073715
3,AA7450-0,,,,,,,,,,,,,,,,,,,,,,,070109,,,,,,,,,,,,,,,,,,,,,,,,,,,071033
4,AA7279-0,,,,,,,,,,,,,,,,,,,,,,,070109,070230,070326,070453,070526,070643,070854,071033,071247,071404,071710,071849,072114,072220,072315,072359,072527,072645,072729,073153,073356,073631,074000,074306,074658,075219,075336,075610
5,MX4365-0,,,,,,,,,,,,,,,,,070109,070146,070230,070348,070515,070832,071022,071236,071342,071459,071553,071805,071945,072136,072315,072443,072824,073003,073120,073248,073344,073440,073642,073832,073927,074403,074531,075112,080014,080226,080651,081140,081309,081438
6,MX4383-0,,,,,,,,,,,070109,070252,070348,070504,070621,070716,070916,071044,071128,071309,071448,071900,072041,072242,072359,072527,072623,072835,072952,,073451,073642,073949,074044,074255,074436,074542,074626,074816,074933,075028,075452,075643,075928,081118,081258,081651,082222,082403,082532
7,MX3783-0,,,,,,,,070109,070135,070359,070610,071117,071214,071320,071437,071520,071659,071805,071900,072030,072158,072455,072601,072740,072846,073003,073058,073237,073407,073536,073726,073927,074244,074425,074531,074626,074721,074805,074922,075028,075101,075525,075727,075950,081258,081522,081851,082222,082414,082605
8,MX4458-0,,070109,070219,070252,070337,070504,070548,070705,070821,071011,071225,071743,071849,071945,072052,072147,072304,072359,072443,072601,072751,073109,073237,073440,073620,073726,073759,073938,074106,074222,074350,074604,075006,075050,075303,075419,075525,075632,075822,075916,080025,080417,080556,081045,081607,081818,082116,082436,082605,082755
9,AA7562-0,070135,070453,070821,070905,071000,071236,071448,071604,071805,071900,072253,072846,073025,073204,073356,073451,073620,073748,073832,073905,074044,074414,074604,074838,075028,075156,075252,075452,075621,075749,080003,080215,080607,080820,081056,081225,081331,081404,081607,081712,081746,082222,082403,082722,083008,083052,083337,083729,083858,084122
10,MX4551-0,070654,071203,071415,071459,071542,071838,071945,072041,072158,072304,072656,073215,073333,073451,073620,073715,073854,073949,074033,074055,074212,074531,074710,074838,075039,075156,075252,075503,075632,075822,080003,080153,080545,080651,080853,081022,081140,081236,081404,081555,081651,082138,082306,082616,082935,083041,083315,083718,083847,084100
11,AA7920-0,071106,072718,072931,072952,073142,073502,073547,073653,073832,074117,074350,074933,075039,075156,075314,075408,075547,075738,075833,075916,080047,080450,080713,080938,081056,081214,081309,081448,081629,081840,082020,082222,082605,082828,083103,083315,083454,083634,083942,084111,084155,084620,084822,085437,085905,090235,090605,090957,091136,091411
12,AA7450-1,071732,071934,072136,072253,072337,072634,072824,072920,073153,073259,073513,074044,074201,074317,074458,074542,074710,074805,074900,075017,075156,075514,075632,075833,075928,080036,080120,080310,080450,080640,080831,081129,081415,081629,081723,081902,082042,082200,082425,082532,082605,083041,083219,084004,084312,084525,084738,085225,085415,085639
13,MX4614-0,,073237,073558,073704,073737,074044,074201,074255,074458,074604,074955,075430,075547,075705,075749,075844,080003,080131,080215,080237,080354,080651,080820,080938,081056,081214,081309,081522,081651,082105,082256,082436,082700,082839,083103,083253,083410,083611,083920,084049,084144,084558,084801,085320,085821,090056,090459,090946,091052,091338
14,AA7712-1,073451,074011,074233,074317,074403,074721,074849,075017,075156,075408,075800,080332,080450,080556,080713,080757,080927,081022,081107,081214,081342,081712,081924,082211,082317,082436,082543,082733,082850,083158,083359,083645,084015,084217,084452,084643,084812,085024,085258,085415,085521,085927,090140,090605,090957,091209,091507,091816,091956,092600
15,AA7731-0,074201,074520,074816,074911,075006,075408,075558,075822,080226,080237,080757,081320,081448,081651,081756,081851,082149,082351,082436,082459,082638,082946,083125,,083454,083600,083656,083847,083953,084301,,084525,084907,085024,085258,085404,085510,085628,085843,090023,090107,090532,090744,091209,091658,091912,092358,092706,092942,093241
16,MX4021-1,075017,075441,075916,080047,080142,080406,080618,080724,080905,081107,081426,081946,082116,082222,082351,082459,082638,082755,082901,083019,083147,083527,083634,083909,084015,084122,084217,084356,084503,084705,084940,085130,085510,085628,085735,085905,090012,090140,090353,090627,090722,091147,091349,091614,091923,092113,092516,092909,093133,093444
