,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MS1953-0,,,,,,,,,,,,,,,,,,,,,,,070110,070449,070711,070850,070955,071049,071122,071250,071354,071510,071605,071732,071836,071942
1,MS2259-0,,,,,,,,,070110,070122,070206,070249,070700,070850,071038,071206,071300,071354,071637,,071721,071753,071909,072404,072647,072836,,,073154,073427,073510,073534,073556,073651,073818,073945
2,MW5645-0,070110,071206,071311,071344,071532,071648,071953,072121,072309,072415,072520,072553,073132,073354,073607,073712,073829,073934,074101,074145,074239,074334,074501,074933,075228,075500,075629,075746,075820,075914,080020,080125,080230,080347,080455,080634
3,MX1517-0,,072931,073048,073143,073310,073459,073756,073913,074018,074112,074156,074301,074711,074912,075122,075217,075355,075450,075607,075651,075757,075853,080020,080516,080803,081015,081120,081153,081343,081606,081722,081816,081944,082145,082323,082450
4,MS2243-0,,,,,,,075500,075607,075820,075914,080009,080052,080549,080814,081015,081120,081217,081321,081459,081616,081744,081838,081955,082439,082651,082840,082946,083051,083301,083406,083522,083638,083743,083922,084111,084311
5,MS2365-0,075735,080516,080634,080739,080858,081048,081405,081521,081616,081733,081816,081901,082407,082619,082818,082935,083051,083156,083334,083428,083606,083649,083826,084333,084617,084806,084923,085039,085134,085250,085418,085450,085618,085850,090018,090207
6,MS1903-0,,,,082345,082501,082619,083051,083156,083240,083500,083606,083700,084311,084639,084828,084944,085134,085218,085323,085418,085545,085650,085807,090250,090523,090746,090903,091032,091115,091232,091359,091504,091621,091820,091936,092115
7,MS1935-0,083849,083933,084027,084154,,084500,084755,084850,085017,085123,085229,085312,085818,090029,090239,090355,090534,090618,090819,090926,091043,091148,091305,091748,092031,092220,092513,092632,092836,,093048,093142,093355,093511,093639,093817
8,MS1953-1,,085428,085534,085639,085807,085901,090156,090250,090418,090512,090618,090651,091337,091621,091831,091925,092053,092147,092314,092408,092524,092621,092739,093227,093449,093733,093901,093944,094027,094205,094310,094438,094605,094805,094955,095133
9,MS2259-1,091421,091548,091621,091726,092020,092126,092335,092451,092621,092728,092836,092920,093438,093701,093922,094027,094143,094249,094404,094449,094605,094700,,095310,095532,095649,095848,100004,100037,100153,100330,,100352,100814,100919,101014
10,MW5645-1,092654,093545,093650,093828,094017,094111,094438,094543,094700,094922,095039,095111,095554,095921,100120,100309,100424,100519,100636,100731,100836,100930,101057,101540,101847,102025,102131,102616,103017,103227,103343,103521,103626,103742,103920,104014
11,MX1517-1,095437,095448,095543,095700,095816,100026,100352,100457,100542,100647,100720,100803,101235,101508,101708,101835,102003,102047,102214,102320,102415,102448,102616,103101,103332,103615,103825,104130,104350,104519,104614,104824,104952,105226,105426,105627
12,MS2243-1,101235,101402,101446,101614,101824,101909,102247,102415,102605,102711,102806,102851,103310,103709,103920,104014,104202,104256,104446,104552,104657,104802,104920,105353,105627,105839,110029,110156,110312,110511,110608,110735,110850,111017,111122,111249
13,MS2365-1,102605,103101,103155,103238,103416,103532,103909,104035,104108,104202,104307,104350,104847,105058,105258,105415,105532,105638,105805,105901,110029,110123,110250,110745,111100,111227,111345,111533,111723,111828,111944,112154,112310,112458,112626,112826
14,MS1903-1,,105543,105649,105805,110051,110145,110511,110651,110912,111006,111100,111205,111723,112006,112226,112320,112458,112553,112731,112815,112942,113036,113130,113603,113909,114205,114354,114533,114711,114817,115017,115133,115322,115511,115629,115807
15,MS1935-1,111356,111450,111533,111607,111817,111922,112248,112404,112553,112826,112931,113014,113458,113751,114100,114216,114417,114449,,114701,114806,114839,115017,115522,115818,120039,120228,120355,120512,120701,120839,121039,121217,121416,121616,121732
16,MR8026-0,113824,113942,114111,114205,114500,114628,114933,115122,115217,115438,115544,115640,120123,120407,120617,120744,120850,120955,121122,121217,121322,121427,121616,122143,122448,122658,122825,122942,123108,123235,123402,123529,123648,124026,124214,124425
17,MS1953-2,,,120017,120134,120333,120429,120701,120806,120850,121122,121300,121333,121859,122133,122437,122542,122730,122835,123014,123108,123235,123329,123446,123921,124131,124331,124532,124720,124848,125015,125131,125236,125341,125519,125708,125813
18,MS2259-2,121859,122038,122133,122216,122426,122520,122741,122847,122931,123025,123119,123151,123605,123827,124026,124142,124320,124425,124604,124648,124753,124859,125026,125508,125741,125909,130048,130204,130320,130437,130628,,130819,131030,131208,131336
19,MW5645-2,123529,124352,124508,124604,124742,124921,125214,125352,125530,125636,125741,125847,130426,130702,130924,131019,131230,131336,131515,131643,131759,131905,132032,132547,132852,133118,133235,133403,133508,133619,133747,133925,134051,134251,134439,134650
