,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,MW4619-0,,,,,,,,070100,070435,070539,070622,070809,070913,071018,071215,071309,071413,071611,071715,071841,072028,072309,072456
1,MW4647-0,,,,070100,070319,070622,070841,070935,071841,071935,072028,072215,072341,072456,072716,072842,072946,073205,073309,073435,073539,073832,073926
2,MW4825-0,070100,070633,070913,071215,071424,071747,072050,072204,073154,073258,073341,073518,073656,073800,073926,073958,074052,074228,074322,074448,074645,075103,075250
3,MR7735-0,,,070935,071132,071715,071820,072226,072330,073435,073550,073634,073800,073915,074009,074239,074333,074426,074552,074656,074811,075031,075239,075405
4,MW4846-0,071830,072100,072341,072716,072956,073248,073550,073728,074613,074707,074800,074937,075103,075207,075344,075448,075553,075812,075906,080043,080148,080418,080512
5,MW5097-0,073424,073624,073843,074145,074426,074613,074822,074937,075823,075927,080021,080148,080325,080440,080659,080805,080910,081014,081118,081235,081443,081725,081840
6,MW4366-0,075124,075301,075542,075823,080043,080242,080512,080627,081714,081808,081851,082018,082111,082215,082424,082517,082622,082747,082852,082956,083133,083424,083600
7,MW4619-1,,082341,082539,082913,083133,083424,083600,083715,084623,084748,084843,085019,085155,085300,085425,085530,085634,085843,085948,090102,090311,090553,090750
8,MW4825-1,083320,083456,083622,083852,084101,084249,084508,084634,085457,085530,085613,085728,085854,085926,090052,090145,090239,090404,090459,090553,090657,090918,091023
9,MW4647-1,,084853,085123,085436,085645,085800,090030,090311,091314,091408,091451,091618,091754,091858,092024,092128,092243,092441,092545,092649,092919,093211,093347
10,MW4846-1,085843,090113,090416,090707,090950,091105,091419,091534,092524,092617,092711,092804,092908,092951,093200,093304,093408,093523,093638,093732,093847,094107,094232
11,MW5097-1,092419,092617,092940,093221,093419,093606,093847,094002,094900,095004,095047,095151,095318,095400,095609,095702,095745,095932,100038,100131,100247,100528,100653
12,MW4366-1,094828,094900,095109,095350,095641,095756,100027,100257,101131,101226,101319,101424,101528,101611,101841,101924,102017,102154,102258,102403,102528,102809,102902
13,MW4619-2,100611,100923,101027,,101632,101830,102017,102143,103100,103154,103237,103330,103507,103611,103758,103902,103945,104102,104206,104300,104404,104645,104738
14,MW4825-2,102507,102820,102956,103154,103341,103445,103715,103945,104821,104926,105008,105102,105232,105304,105502,105606,105710,105826,105931,110024,110243,110503,110557
15,MW4846-2,105429,105627,105816,110118,110305,110431,110723,110900,111902,112007,112101,112205,112320,112403,112611,112715,112819,112913,113017,113111,113226,113517,113643
16,MW4647-2,111455,111559,111923,112248,112517,112758,113100,113215,114215,114309,114413,114528,114643,114726,114903,114957,115101,115259,115414,115507,115646,115915,120124
17,MW5097-2,114413,114611,114924,115237,115507,115624,115833,115937,120940,121022,121116,121220,121336,121419,121628,121732,121815,122013,122107,122211,122316,122535,122701
18,MW4366-2,121815,121919,122128,122442,122733,122932,123202,123350,124413,124456,124550,124644,124748,124820,124946,125050,125154,125341,125445,125539,125633,125843,130009
19,MW4647-3,125633,125728,125947,130229,130405,130614,130929,131056,132047,132151,132245,132402,132550,132644,132935,133018,133133,133352,133507,133602,133739,134020,134135
20,MW4720-0,131953,132151,132529,132810,133029,133133,133435,133624,134657,134750,134845,134949,135125,135240,135429,135523,135638,135753,135908,140013,140200,140420,140617
21,MW5097-3,134917,135115,135302,135544,135753,135930,140210,140337,141235,141339,141433,141537,141713,141759,141946,142050,142154,142322,142437,142542,142804,143034,143221
22,MW4366-3,141526,141631,141841,142205,142355,142614,142919,143055,144028,144134,144216,144409,144534,144628,144754,144848,144952,145202,145307,145400,145558,145829,145933
23,MW4557-0,142437,144134,144430,144710,144941,145118,145432,145620,150655,150749,150842,151008,151133,151248,151508,151551,151656,151915,152031,152147,152230,152450,152637
24,MW4647-4,145911,150017,150332,150717,150853,151112,151446,151800,152709,152803,152858,153023,153148,153242,153419,153523,153618,153837,153942,154058,154246,154445,154550
25,MW4781-0,150914,153023,153336,153545,153827,154130,154402,154705,155624,155656,155739,155854,160009,160052,160229,160322,160415,160541,160646,160753,160857,161127,161232
26,MW4720-1,151446,151613,151832,152103,152418,152616,152919,153221,154141,154246,154339,154445,154611,154727,154936,155018,155112,155300,155405,155458,155603,155822,155948
27,MW5084-0,,154611,154842,155217,155354,155458,155646,155801,160646,160731,160814,160908,161012,161106,161221,161315,161430,161545,161650,161744,161826,162107,162243
28,MW5097-4,155801,160146,160415,160635,160919,161116,161430,161618,162650,162722,162815,162932,163036,163129,163317,163400,163504,163609,163713,163828,164027,164329,164456
29,MW4557-1,,,,,163922,164351,164402,164528,165524,165617,165711,165839,170005,170120,170300,170354,170509,170603,170718,170813,171022,171313,171512
30,MW4619-3,164214,164600,164857,,165441,165700,165901,170016,170928,171000,171104,,171313,171357,171627,171732,171826,171941,172045,172200,172326,172639,172733
31,MW4647-5,165954,170203,170405,170718,170845,171011,171313,171419,172315,172347,172430,172556,172700,172754,172900,172932,173026,173140,173256,173350,173443,173807,174015
