,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686,C656,C654/3,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
22,MX4535-2,-1,1,1,1,1,1,1,1,2,3,1,1,1,1,2,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,5,1,2,1,-1,-1
23,MX4551-0,-1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,,1,1,2,1,1,1,1,1,1,1,1,1,2,2,5,1,1,1,-1,-1
24,MX3651-2,-1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,-1
25,MS1953-2,-1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,3,1,-1,-1
26,MX3783-2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,-1,-1
27,MX4041-2,-1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,-1,-1
28,MX4598-0,-1,1,1,1,1,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,1,2,1,-1,-1
29,MX4159-2,-1,1,2,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,-1,-1
30,MX4338-2,-1,1,2,2,2,1,2,1,2,4,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,1,2,1,-1,-1
31,MX4365-2,,1,2,1,1,2,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,-1,-1
32,MX4383-2,-1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,-1,-1
33,MW5936-0,-1,1,1,2,1,2,1,1,2,3,1,1,1,1,2,1,1,1,1,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,-1,-1
34,MX4604-2,,,,1,,,1,1,3,3,1,1,1,1,2,1,1,1,1,3,1,4,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,2,1,-1,-1
35,MX4388-2,,1,1,2,1,3,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,-1
36,MX4535-3,-1,1,1,2,2,1,2,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,1,2,1,1,-1
37,MX4551-1,-1,1,1,1,2,2,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,-1
38,MX3651-3,-1,1,1,1,2,2,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,4,1,2,1,-1,-1
39,MS1953-3,-1,1,2,1,2,1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,1,3,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,5,1,2,1,1,-1
40,MX3783-3,-1,1,1,1,3,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,-1,-1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,2,1,-1,-1
41,MX4598-1,,,,,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,2,1,-1,-1
42,MX4041-3,,1,3,1,1,2,1,1,3,3,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,2,1,1,-1
43,MX4159-3,-1,,1,1,2,1,2,1,3,4,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,-1,-1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,3,4,2,1,1,-1,-1
44,MX4338-3,-1,1,1,1,1,4,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,1,2,1,1,-1
45,MX4365-3,-1,1,1,1,1,2,1,1,2,4,1,1,1,1,2,1,1,1,1,1,1,4,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,1,2,1,-1,-1
46,MX4383-3,-1,2,1,1,2,2,3,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,2,3,4,3,1,1,-1,-1
47,MX4535-4,-1,1,3,1,2,3,1,1,3,4,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,-1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,5,1,1,1,-1,-1
48,MX4388-3,,1,1,1,2,3,2,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,1,3,1,-1,-1
49,MX4551-2,-1,1,1,1,2,2,1,1,2,3,1,1,1,1,3,1,2,2,1,1,1,1,2,1,1,1,-1,1,1,1,-1,1,2,1,1,1,1,1,1,1,1,1,1,3,3,3,3,1,-1,-1
50,MX4604-3,-1,1,1,1,3,2,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,-1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,2,1,2,1,-1,-1
51,MX3651-4,-1,1,4,2,2,2,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,2,4,1,3,1,1,-1
52,MS1953-4,-1,,1,1,2,3,1,2,3,4,1,1,1,1,2,2,1,1,1,1,1,1,3,2,1,-1,1,1,,1,1,1,1,1,2,3,1,1,1,1,1,1,1,3,5,1,3,1,-1,-1
53,MX3783-4,-1,1,1,1,3,2,1,3,3,3,1,1,1,1,1,2,1,2,1,1,1,1,1,3,1,-1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,3,5,3,1,1,1,-1
54,MX4598-2,,,,,2,2,1,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,-1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,4,3,2,2,1,-1,-1
55,MX4041-4,-1,1,1,2,2,2,2,1,2,4,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,-1,2,1,1,,1,1,1,1,1,4,1,1,1,1,1,1,3,3,4,2,2,1,1,-1
56,MX4159-4,-1,1,2,2,3,4,1,1,3,4,1,1,1,1,,2,1,1,1,1,1,1,1,1,1,1,-1,1,1,,,1,1,1,2,4,1,1,1,1,1,1,3,4,4,3,2,1,-1,-1
57,MX4338-4,-1,1,3,2,2,2,1,2,2,4,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,-1,-1,1,2,1,4,1,1,1,1,3,2,1,1,1,1,1,3,3,3,1,2,1,-1,-1
58,MX4383-4,-1,1,1,1,1,3,1,2,3,5,1,1,1,1,3,1,1,1,1,1,1,1,1,3,2,1,-1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,2,2,3,1,2,1,-1,-1
59,MX4388-4,,,1,1,1,2,1,1,3,4,1,1,1,1,5,3,1,1,1,1,1,1,1,1,2,-1,-1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,2,4,1,2,1,1,-1
60,MX4604-4,-1,,2,1,1,4,3,2,3,4,1,1,1,1,4,2,-1,1,1,1,1,1,1,,2,-1,-1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,4,1,2,1,1,-1
61,MX4535-5,-1,1,1,1,1,1,1,2,3,5,1,1,1,1,5,2,1,1,1,1,1,1,1,1,3,-1,-1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,-1
62,MX4551-3,-1,1,1,1,2,2,1,1,4,5,1,1,1,1,4,3,1,1,1,1,1,1,1,1,2,-1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,3,1,1,1,-1,-1
63,MX3651-5,-1,1,2,2,2,4,1,1,3,4,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,-1,-1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,3,2,2,1,1,1,-1
64,MS1953-5,,1,1,1,2,1,1,2,2,3,1,1,1,1,4,2,-1,1,1,1,1,1,1,1,2,-1,-1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,4,1,2,1,-1,-1
65,MX3783-5,-1,,1,1,2,1,1,3,3,4,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,2,-1,-1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,4,1,1,1,1,-1
66,MX4041-5,,1,1,2,1,1,1,2,3,4,1,1,1,1,4,1,-1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,2,1,2,1,-1,-1
67,MX4598-3,,,1,1,2,1,1,2,3,4,1,1,1,1,4,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,3,1,4,1,2,1,-1,-1
68,MX4383-5,-1,1,1,1,1,2,1,1,3,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,3,1,2,1,-1,-1
69,MX4159-5,-1,1,1,2,2,1,1,1,3,3,1,1,1,1,4,2,-1,1,1,1,1,1,1,2,1,-1,-1,1,1,,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,2,1,-1,-1
70,MX4338-5,-1,1,1,1,2,3,1,1,2,4,1,1,1,1,4,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,,1,1,1,1,1,2,2,1,1,1,1,1,3,2,1,2,2,1,-1,-1
71,MX4365-4,,1,1,1,1,2,1,1,4,5,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,3,1,-1,-1
72,MX4388-5,-1,2,1,1,2,2,1,1,4,4,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,,-1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
73,MX4604-5,-1,,1,1,2,2,2,2,4,4,1,1,1,,3,1,1,1,1,1,1,1,1,,1,-1,2,1,1,2,1,1,1,1,3,3,1,1,1,1,1,1,2,2,2,,,1,-1,-1
74,MX4535-6,-1,1,1,1,2,1,1,1,3,5,1,1,1,1,2,1,1,1,1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,1,3,1,-1,-1
75,MX4551-4,-1,1,1,1,2,3,1,2,2,4,1,1,1,1,5,2,-1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
76,MX3651-6,-1,1,1,1,2,1,1,1,2,3,1,1,1,1,5,1,2,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
77,MS1953-6,-1,1,1,1,1,2,1,1,2,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,1,2,1,-1,-1
78,MX4338-6,-1,1,1,1,2,2,1,1,3,4,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,2,-1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,4,3,2,1,1,-1
79,MX3783-6,-1,1,1,1,1,2,1,1,2,3,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,-1,-1
80,MX4041-6,,1,3,1,1,2,1,1,3,4,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,-1
81,MX4598-4,-1,1,1,1,2,3,1,1,3,4,1,1,1,1,1,1,-1,1,1,1,1,1,2,-1,1,-1,-1,-1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,4,1,1,1,-1,-1
82,MX4159-6,-1,1,1,1,1,2,1,1,3,3,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,-1,-1
83,MX4365-5,,1,1,1,2,4,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,-1,-1
84,MX4388-6,-1,1,1,1,1,3,1,1,2,4,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,2,3,1,-1,-1
85,MX4604-6,-1,1,2,1,1,3,2,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,3,1,1,3,2,1,-1,-1
86,MX4535-7,-1,1,2,1,1,2,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,,-1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,-1
87,MX3651-7,-1,1,1,2,2,3,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,3,1,-1,-1
88,MS1953-7,-1,1,1,1,2,2,1,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,-1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,2,1,1,-1
89,MX4159-7,-1,1,1,1,2,2,1,1,1,4,1,1,1,1,2,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,-1
90,MX4365-6,,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,-1,-1
91,MX4388-7,,1,1,1,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,1,2,,,
92,MX4604-7,-1,1,4,1,2,2,1,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,-1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,
93,MX4535-8,-1,1,1,1,1,2,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,2,1,1,,,,,,,,,,,,,,,,,,,,
94,MX3651-8,-1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,MS1953-8,,2,3,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
